archive,member,suffix,bytes,run,stack,token_hit,is_root,external_log_candidate
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0064.root,.root,8852963,64,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0065.root,.root,9464668,65,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0012.root,.root,4273035,12,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0013.root,.root,14618059,13,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0014.root,.root,1013221,14,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0015.root,.root,30026478,15,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0016.root,.root,3337504,16,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0017.root,.root,1638803,17,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0018.root,.root,21681973,18,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0019.root,.root,21343485,19,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0020.root,.root,16657460,20,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0021.root,.root,5508,21,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0022.root,.root,5508,22,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0024.root,.root,7084801,24,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0025.root,.root,758140,25,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0026.root,.root,12367441,26,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0027.root,.root,8098305,27,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0028.root,.root,1507230,28,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0029.root,.root,7398148,29,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0030.root,.root,1524216,30,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0031.root,.root,11638901,31,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0032.root,.root,12157812,32,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0033.root,.root,16781109,33,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0034.root,.root,11697434,34,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0035.root,.root,7793651,35,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0036.root,.root,6167361,36,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0037.root,.root,14369738,37,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0039.root,.root,8625385,39,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0040.root,.root,9266489,40,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0041.root,.root,9691925,41,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0042.root,.root,9767653,42,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0043.root,.root,10181,43,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0044.root,.root,1227977,44,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0048.root,.root,8995827,48,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0049.root,.root,9203548,49,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0050.root,.root,13217424,50,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0051.root,.root,6036876,51,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0052.root,.root,2941826,52,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0053.root,.root,11713879,53,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0054.root,.root,11056922,54,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0055.root,.root,7153324,55,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0056.root,.root,15273160,56,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0057.root,.root,8881910,57,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0058.root,.root,9623179,58,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0059.root,.root,12032616,59,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0060.root,.root,10174098,60,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0061.root,.root,10362658,61,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0062.root,.root,10634393,62,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0063.root,.root,10494181,63,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0064.root,.root,10006223,64,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0065.root,.root,10600278,65,b,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0012-sorted.root,.root,25801710,12,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0013-sorted.root,.root,82464565,13,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0014-sorted.root,.root,6001886,14,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0015-sorted.root,.root,164877109,15,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0016-sorted.root,.root,20657093,16,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0017-sorted.root,.root,9766059,17,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0018-sorted.root,.root,120873411,18,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0019-sorted.root,.root,118569477,19,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0020-sorted.root,.root,93521112,20,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0021-sorted.root,.root,6795,21,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0022-sorted.root,.root,6795,22,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0023-sorted.root,.root,6603848,23,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0024-sorted.root,.root,42235235,24,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0025-sorted.root,.root,5768659,25,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0026-sorted.root,.root,88314988,26,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0027-sorted.root,.root,58011722,27,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0028-sorted.root,.root,9071168,28,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0029-sorted.root,.root,43674830,29,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0030-sorted.root,.root,9117933,30,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0031-sorted.root,.root,65955980,31,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0032-sorted.root,.root,68999370,32,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0033-sorted.root,.root,92475690,33,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0034-sorted.root,.root,65019593,34,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0035-sorted.root,.root,46754225,35,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0036-sorted.root,.root,37226919,36,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0037-sorted.root,.root,82854608,37,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0039-sorted.root,.root,50872738,39,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0040-sorted.root,.root,54532162,40,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0041-sorted.root,.root,56745351,41,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0042-sorted.root,.root,56633658,42,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0043-sorted.root,.root,31027,43,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0044-sorted.root,.root,7496792,44,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0045-sorted.root,.root,79303852,45,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0046-sorted.root,.root,2520712,46,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0047-sorted.root,.root,19113075,47,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0048-sorted.root,.root,53036833,48,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0049-sorted.root,.root,54061443,49,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0050-sorted.root,.root,73323053,50,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0051-sorted.root,.root,35098402,51,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0052-sorted.root,.root,17314122,52,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0053-sorted.root,.root,65120859,53,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0054-sorted.root,.root,61683595,54,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0055-sorted.root,.root,41228545,55,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0056-sorted.root,.root,84522644,56,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0057-sorted.root,.root,52584479,57,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0058-sorted.root,.root,56657994,58,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0059-sorted.root,.root,69459047,59,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0060-sorted.root,.root,59705764,60,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0061-sorted.root,.root,60421463,61,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0062-sorted.root,.root,62060489,62,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0063-sorted.root,.root,61228030,63,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0064-sorted.root,.root,59537197,64,a,,True,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0065-sorted.root,.root,63398797,65,a,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0012-sorted.root,.root,27709378,12,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0013-sorted.root,.root,89641511,13,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0014-sorted.root,.root,6523710,14,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0015-sorted.root,.root,181287386,15,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0016-sorted.root,.root,21615766,16,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0017-sorted.root,.root,10598891,17,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0018-sorted.root,.root,131636827,18,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0019-sorted.root,.root,129698033,19,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0020-sorted.root,.root,101954562,20,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0021-sorted.root,.root,6795,21,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0022-sorted.root,.root,6795,22,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0023-sorted.root,.root,7048647,23,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0024-sorted.root,.root,44948389,24,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0025-sorted.root,.root,4988851,25,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0026-sorted.root,.root,77124600,26,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0027-sorted.root,.root,51179548,27,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0028-sorted.root,.root,9709470,28,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0029-sorted.root,.root,46514517,29,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0030-sorted.root,.root,9802179,30,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0031-sorted.root,.root,71297451,31,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0032-sorted.root,.root,74522295,32,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0033-sorted.root,.root,101173225,33,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0034-sorted.root,.root,71345362,34,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0035-sorted.root,.root,49348572,35,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0036-sorted.root,.root,39412484,36,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0037-sorted.root,.root,88499176,37,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0039-sorted.root,.root,54129957,39,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0040-sorted.root,.root,58089302,40,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0041-sorted.root,.root,60575412,41,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0042-sorted.root,.root,60890659,42,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0043-sorted.root,.root,32226,43,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0044-sorted.root,.root,7982639,44,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0045-sorted.root,.root,85010101,45,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0046-sorted.root,.root,2665214,46,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0047-sorted.root,.root,20244544,47,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0048-sorted.root,.root,56477347,48,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0049-sorted.root,.root,57650642,49,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0050-sorted.root,.root,80492682,50,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0051-sorted.root,.root,38149478,51,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0052-sorted.root,.root,18888569,52,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0053-sorted.root,.root,71454883,53,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0054-sorted.root,.root,67577850,54,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0055-sorted.root,.root,44799586,55,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0056-sorted.root,.root,92764111,56,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0057-sorted.root,.root,55879611,57,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0058-sorted.root,.root,60264244,58,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0059-sorted.root,.root,74635423,59,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0060-sorted.root,.root,63824621,60,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0061-sorted.root,.root,64836585,61,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0062-sorted.root,.root,66605992,62,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0063-sorted.root,.root,65573978,63,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0064-sorted.root,.root,63157492,64,b,,True,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0065-sorted.root,.root,67037963,65,b,,True,False
