archive,member,suffix,bytes,run,stack,token_hit,is_root,external_log_candidate
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0023.root,.root,944893,23,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0023.root,.root,1085562,23,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0046.root,.root,363504,46,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0047.root,.root,2725102,47,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0045.root,.root,11978439,45,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0045.root,.root,13786671,45,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0046.root,.root,412227,46,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0047.root,.root,3098718,47,b,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0000.root,.root,5508,0,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0001.root,.root,5508,1,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0002.root,.root,5508,2,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0003.root,.root,5508,3,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0012.root,.root,3578244,12,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0013.root,.root,12145402,13,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0014.root,.root,837346,14,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0015.root,.root,24746939,15,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0016.root,.root,2874850,16,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0017.root,.root,1365754,17,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0018.root,.root,18111007,18,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0019.root,.root,17810450,19,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0020.root,.root,13971057,20,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0021.root,.root,5508,21,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0022.root,.root,5508,22,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0024.root,.root,6184513,24,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0025.root,.root,828833,25,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0026.root,.root,13404039,26,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0027.root,.root,8618874,27,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0028.root,.root,1292921,28,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0029.root,.root,6393883,29,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0030.root,.root,1303672,30,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0031.root,.root,9888079,31,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0032.root,.root,10365191,32,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0033.root,.root,13980468,33,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0034.root,.root,9685894,34,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0035.root,.root,6906038,35,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0036.root,.root,5406671,36,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0037.root,.root,12558688,37,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0039.root,.root,7551093,39,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0040.root,.root,8132296,40,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0041.root,.root,8476807,41,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0042.root,.root,8439631,42,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0043.root,.root,9816,43,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0044.root,.root,1072439,44,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0048.root,.root,7883395,48,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0049.root,.root,8041307,49,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0050.root,.root,10925423,50,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0051.root,.root,5005769,51,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0052.root,.root,2440882,52,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0053.root,.root,9656826,53,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0054.root,.root,9124046,54,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0055.root,.root,5958441,55,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0056.root,.root,12667291,56,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0057.root,.root,7791169,57,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0058.root,.root,8355851,58,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0059.root,.root,10400361,59,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0060.root,.root,8889565,60,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0061.root,.root,8999644,61,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0062.root,.root,9250458,62,a,,True,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0063.root,.root,9118926,63,a,,True,False
