method,heldout_runs,n_events,heldout_auc,heldout_auc_ci_low,heldout_auc_ci_high,heldout_average_precision,heldout_mean_quiet_probability,heldout_mean_quiet_probability_ci_low,heldout_mean_quiet_probability_ci_high
pretrigger_only_logistic_hidden_mode_probe,"57,65",4000,0.6450169775229595,0.5844224612895714,0.6809520553372616,0.6483125419651581,0.40382131949834704,0.3757629874534967,0.43068320441760666
