reference_table,reference_rows,rebuilt_rows,row_delta,reference_gzip_sha256,rebuilt_gzip_sha256,reference_content_sha256,rebuilt_content_sha256,result_json_reference_sha256,gzip_sha256_match,content_sha256_match,row_count_match,run_stave_count_match
reports/1780917628.449525.085b2dc0__s01b_s00_selected_table_manifest/s00_selected_b_pulses.csv.gz,640737,640737,0,648c32d0109fb05cdf04b2a0d2817044067e8741c70a53f540308a1c038a8b2f,648c32d0109fb05cdf04b2a0d2817044067e8741c70a53f540308a1c038a8b2f,6b5b965babbf658e0c42b366a186b82defd5cdb904be125ef78c4ee7b796bb8a,6b5b965babbf658e0c42b366a186b82defd5cdb904be125ef78c4ee7b796bb8a,648c32d0109fb05cdf04b2a0d2817044067e8741c70a53f540308a1c038a8b2f,True,True,True,True
