file,sha256,role
/home/billy/ccb-data/extracted/root/root/hrdb_run_0044.root,0ac6d667ebf7c1b47d037dde649e5977cdc6012d80abb6a311516bc67d03ad50,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0045.root,b7bf2921edc3f776390cf50efe6901cb99f9807d7ae04ab5d8925348b74eb96b,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0046.root,7a1f8b5c0e478739401425f3e80bb5469433064137ccbd30266f8e42da135bf3,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0047.root,f73d9328de01147826d0c142caa38baa7d6577ce88b6c6566b57039919015bc3,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0048.root,73de7b2c54394585869fce573aeeae1075af130741524484dd79a6823183eaf8,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0049.root,78de20d813d501dfc9881ec9ee7e8297a9c26929d6ed71400238ca4f29664744,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0050.root,5fa46e1f0ab4eb605501ccf952bfca46eb46be2dffd66672beadd01305dfe799,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0051.root,6ffc099d12f495df759033caef8c53c05aa24acada928392afe796f3a72c011e,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0052.root,3305bb0a1604afe6c83783d0e5d576d729c217c203eedf3bc44f304dab5fe0af,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0053.root,62307716ee4b31dc7ab0b114401e684508d6f18beb59721a50a9aeddf4feb43c,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0054.root,445650d124d7758e8d3a69d2c3e215e9b95f3acccc213fd9c14bbabacc763e5c,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0055.root,134da5c9a3acb056d5bbed66f057110c506c43d3e0524936906002e56d74007c,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0056.root,4f99f5168a4c02c6d6c2984a53ce979dbfce7ce2790fed220d6957194135d3cb,raw_root
/home/billy/ccb-data/extracted/root/root/hrdb_run_0057.root,ed7c738068ecb1f6b71ce76da170fc280262a84571fe2ba6129e5015b0b4de16,raw_root
reports/1781017360.928.15a27ed1/result.json,0343f2e46503956b605bf730f267ec120b63233e072c174344253ae2bc8fc84e,frozen_artifact
reports/1781017360.928.15a27ed1/dominant_highstat_method_summary.csv,d8633806395da9a82e840e1359644dd9ac7fb4c557bdd77a837dae195006f126,frozen_artifact
reports/1781017360.928.15a27ed1/dominant_highstat_leakage_checks.csv,7148bbf5b287976ff68f618e4961789c64350099bfc4535974888ff020c59dd1,frozen_artifact
reports/1781028280.978.1e517fd7/final_comparison.csv,3a94292340cfa5da3236942bada94801737272448f8c1c507b53604008033211,frozen_artifact
reports/1781028280.978.1e517fd7/reproduction_match_table.csv,d04b0bcdddc414f6232d980a9481c9fbf0fb66a93f9d67d7b9ed342f7ecb8269,frozen_artifact
reports/1781028280.978.1e517fd7/leakage_checks.csv,366925c5e7eaa23fcee3a033c2ed526f5891d238aae15658df290e2e6a63f186,frozen_artifact
reports/1781028606.1003.76354c81/s10d_resolvability_by_delay.csv,098e9981696e6dd2cfcd252ccda7796d9f4fa839c19b9ff64985c1423e51c09a,frozen_artifact
reports/1781028606.1003.76354c81/s10d_resolvability_bootstrap_ci.csv,86bd520afa58ef85a44d5153302d1eae928950356598004a35ca97b3185df7c9,frozen_artifact
reports/1781028606.1003.76354c81/s10d_head_to_head_overall.csv,bbb3c07d22e4910263c40b070ece4e52e7dfc53cbcd0c1b591b20e7e24a08607,frozen_artifact
reports/1781028606.1003.76354c81/s10d_headline_reproduction.csv,7508bcd203478747dd9842f25742bb409c41cc82d171da9a87aec558c7f29bfa,frozen_artifact
reports/1781028606.1003.76354c81/tau_separability_scan.csv,4f6db66577d8e452a3b7b5d5bab18842ba6b472d8233a6a00e1dcfc9261c3ea1,frozen_artifact
reports/1781028606.1003.76354c81/leakage_checks.csv,40b86e186d0528555ccb6b9ea43b40613d762a25f5130fa9128d8ad1f136e265,frozen_artifact
