granularity,dimension,stratum,stave,method,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68,pull_width68_ci_low,pull_width68_ci_high,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
single_stave,amplitude_bin,"amp_adc[1000,1500)",B6,traditional,0.6220935625745557,1.2593895266850503,,,,188,-1.0739892032670133,-0.9508715432638617,0.9213995012874083,1.53958869761114,0.026595744680851064,0.005319148936170213,0.005319148936170213
single_stave,amplitude_bin,"amp_adc[1000,1500)",B8,traditional,0.4814384593312276,1.5833434733627265,,,,94,-0.8201712401946927,-1.0011076709103506,1.0116056388717323,4.908877131052091,0.10638297872340426,0.05319148936170213,0.0425531914893617
single_stave,amplitude_bin,"amp_adc[1500,2500)",B4,ml,1.0872694312087459,1.377048073151624,0.3837181434653482,0.35130292330686347,0.40535602236378315,1930,-3.1990805968601164,-3.2422916281025067,1.2142068581786898,1.8684362849069212,0.04455958549222798,0.0051813471502590676,0.0025906735751295338
single_stave,amplitude_bin,"amp_adc[1500,2500)",B6,ml,1.181407168395453,1.3546374502169858,0.3687655721270424,0.34589820403289234,0.4224741082398478,1800,2.634256212067893,2.755213434815115,1.2708237905598474,1.7298786971858622,0.04111111111111111,0.010555555555555556,0.0038888888888888888
single_stave,amplitude_bin,"amp_adc[1500,2500)",B8,ml,1.1945063300020569,1.5558210314773468,0.39743137057346295,0.33517555510989366,0.4448585564417417,509,1.7576655026011545,1.7260499229761805,1.4080460980667628,2.160032192140641,0.04518664047151277,0.011787819253438114,0.005893909626719057
single_stave,amplitude_bin,"amp_adc[1500,2500)",B4,traditional,0.7521025020113767,1.162039900099834,,,,1930,1.8991614548539002,1.9077486436693611,1.012209702635942,1.7735318661031276,0.04093264248704663,0.003626943005181347,0.0025906735751295338
single_stave,amplitude_bin,"amp_adc[1500,2500)",B6,traditional,0.8182348202278648,1.061355438247269,,,,1800,-1.2418341157879877,-1.1690280800855355,0.9520242386801882,1.6568765400033811,0.03166666666666667,0.011666666666666667,0.006111111111111111
single_stave,amplitude_bin,"amp_adc[1500,2500)",B8,traditional,0.7027716673718019,1.0655844112718256,,,,509,-0.7127871137792354,-1.0925609441597501,0.880702600959794,2.0480518457101353,0.03929273084479371,0.015717092337917484,0.009823182711198428
single_stave,amplitude_bin,"amp_adc[2500,4000)",B4,ml,1.1623797307270933,1.521821599235969,0.5755725278238704,0.5126773304824338,0.6114037618245314,1502,-3.407678347611745,-3.479726583615797,1.395091944463118,2.134873731159282,0.06258322237017311,0.019307589880159785,0.010652463382157125
single_stave,amplitude_bin,"amp_adc[2500,4000)",B6,ml,1.109040572353325,1.315608879898714,0.41192171030704083,0.37415281449001314,0.4386082028365702,1808,1.9877188166980864,2.079834338269059,1.2251818217925625,1.774460719214415,0.03484513274336283,0.012721238938053098,0.007190265486725664
single_stave,amplitude_bin,"amp_adc[2500,4000)",B8,ml,1.2297980990139485,1.3809646518610457,0.5058716025380794,0.48565017598771076,0.5349000115952204,2166,0.9413833972874353,0.8761866693321778,1.3073039058865736,2.071686226272193,0.0420129270544783,0.009695290858725761,0.006463527239150508
single_stave,amplitude_bin,"amp_adc[2500,4000)",B4,traditional,0.9328192712514677,1.410504266465371,,,,1502,1.992685950946207,1.9367240445816911,1.1848984371735523,2.1017360640374783,0.04460719041278296,0.017310252996005325,0.010652463382157125
single_stave,amplitude_bin,"amp_adc[2500,4000)",B6,traditional,0.8338131504818237,1.0280300749181794,,,,1808,-1.278853078907147,-1.1409272017086387,0.9462519297596957,1.6732266105245348,0.0293141592920354,0.011615044247787611,0.008296460176991151
single_stave,amplitude_bin,"amp_adc[2500,4000)",B8,traditional,0.7494707580668295,0.9647478411216681,,,,2166,-0.5562129788080331,-0.7955080119529541,0.85617167876837,1.9879459462286635,0.024469067405355493,0.0110803324099723,0.006463527239150508
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,ml,5.037781857645886,18.619640007066547,4.050864591632194,2.7392145980383455,6.763632696323374,44,0.12814710863498036,-2.428550691047988,8.265215337006037,11.181219799424243,0.7272727272727273,0.5454545454545454,0.4090909090909091
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,ml,2.079148121401971,8.946080200184953,1.4027386934414567,0.6330274006143803,3.496385568730441,24,2.857304684315561,2.1888933103281403,4.095770805567442,5.798532540560154,0.4583333333333333,0.2916666666666667,0.16666666666666666
single_stave,amplitude_bin,"amp_adc[4000,7000)",B8,ml,1.2058953888838062,1.4865881163819004,0.6958874725440369,0.6136088745212886,0.7367507544547229,1044,-0.04203230561609831,0.07280772876585928,1.3949727320933647,2.041936299094929,0.07375478927203065,0.023946360153256706,0.011494252873563218
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,traditional,4.804162863873128,16.664119397357666,,,,44,6.864188950434246,4.363330063091272,8.027817902393108,11.58299588699942,0.6590909090909091,0.5,0.36363636363636365
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,traditional,1.4742929791100714,7.535556154908349,,,,24,0.23046587049985323,-0.6774260672504937,4.182809252930237,5.595980300788732,0.5,0.375,0.125
single_stave,amplitude_bin,"amp_adc[4000,7000)",B8,traditional,1.025132964837136,1.437493625973495,,,,1044,-1.2490706921372916,-0.7973521667895298,1.2596035315009562,1.9434240373587635,0.06130268199233716,0.0210727969348659,0.011494252873563218
single_stave,amplitude_bin,"amp_adc[7000,12000)",B4,ml,0.0,0.0,0.0,0.0,0.0,1,26.51243043406336,26.51243043406336,0.0,0.0,0.0,0.0,0.0
single_stave,amplitude_bin,"amp_adc[7000,12000)",B8,ml,0.3050510310618767,7.3110020641224205,0.47534805947613096,0.13136277144936281,2.1350845343774596,7,-4.327196895927393,-6.1400433614439365,3.5289207009847416,4.844002066591711,0.42857142857142855,0.2857142857142857,0.14285714285714285
single_stave,amplitude_bin,"amp_adc[7000,12000)",B4,traditional,0.0,0.0,,,,1,33.29566656015494,33.29566656015494,0.0,0.0,0.0,0.0,0.0
single_stave,amplitude_bin,"amp_adc[7000,12000)",B8,traditional,0.43851996091095896,4.940854972829443,,,,7,-3.743229655174854,-4.189252855251297,2.8836092569207734,3.1965086295200074,0.42857142857142855,0.14285714285714285,0.0
single_stave,charge_bin,"charge[1000,4000)",B4,ml,0.5298468413878671,2.1641339613279507,0.3391407107776185,0.19388015181461735,0.5392063232202587,17,-2.825201356694077,-2.7794353413141835,0.9447486474455877,1.340216884149192,0.058823529411764705,0.0,0.0
single_stave,charge_bin,"charge[1000,4000)",B6,ml,0.6213119959294927,2.2749230056822003,0.4052980755814886,0.2591241762195539,1.283688919824591,32,3.8402871696131418,3.256588320121864,0.8826447398103445,3.0267952181990174,0.0625,0.0625,0.03125
single_stave,charge_bin,"charge[1000,4000)",B8,ml,0.515869748196827,13.46144971869273,0.47356822038017293,0.08956952059459976,3.090018930055422,18,3.2720260082341492,1.2912892059386678,1.4273301450142988,6.493523099089721,0.16666666666666666,0.1111111111111111,0.05555555555555555
single_stave,charge_bin,"charge[1000,4000)",B4,traditional,0.0752457575476952,0.24086206599056403,,,,17,1.8555204396529883,1.8124675022656618,0.1766177243427689,0.1755451255302679,0.0,0.0,0.0
single_stave,charge_bin,"charge[1000,4000)",B6,traditional,0.1703187939955349,1.2975167828793825,,,,32,-0.31028009091206,-1.0759214903068468,0.27845488299319554,3.0045387321705443,0.0625,0.0625,0.0625
single_stave,charge_bin,"charge[1000,4000)",B8,traditional,0.07725565930616195,13.938836640153365,,,,18,1.1225437458197578,-1.0449362997704554,0.1414796215272156,7.018989314872871,0.1111111111111111,0.1111111111111111,0.1111111111111111
single_stave,charge_bin,"charge[14000,24000)",B4,ml,1.1951818878864862,1.4522057009570082,0.4662898223482757,0.414645470118631,0.4992480534671142,2293,-3.319928120606927,-3.386677128538963,1.3530455527163352,1.6112966002042115,0.044483209768861755,0.005233318796336677,0.002180549498473615
single_stave,charge_bin,"charge[14000,24000)",B6,ml,1.1635296199795533,1.3726502807706664,0.3887844028504495,0.347563867139437,0.4247473155372421,2311,2.2878327410974753,2.3897744040809243,1.254005387738438,1.6809174085205225,0.03504976200778884,0.008221549112938122,0.004327131112072695
single_stave,charge_bin,"charge[14000,24000)",B8,ml,1.2594070168816696,1.582096515336394,0.4560108683008387,0.416356518810811,0.5059795086604696,976,1.3748915519565603,1.2550825712880815,1.380478846769833,2.352104964398908,0.04918032786885246,0.012295081967213115,0.009221311475409836
single_stave,charge_bin,"charge[14000,24000)",B4,traditional,0.9519528249987529,1.355737212013345,,,,2293,1.9628321259048762,1.9066050783632065,1.2014847245045834,1.5311073325233777,0.03619712167466201,0.0039249890972525075,0.002180549498473615
single_stave,charge_bin,"charge[14000,24000)",B6,traditional,0.9422746493426573,1.1507024740599516,,,,2311,-1.267260164104002,-1.156689848691343,1.041963683760553,1.6046217644027205,0.026828212894850715,0.007788836001730853,0.005625270445694505
single_stave,charge_bin,"charge[14000,24000)",B8,traditional,0.728015230217538,0.9027142780721543,,,,976,-0.4869195649456314,-0.896199703783843,0.8410918571692747,2.2362677080518685,0.02459016393442623,0.012295081967213115,0.009221311475409836
single_stave,charge_bin,"charge[24000,40000)",B4,ml,1.4192540962938496,2.106947025806647,0.8095307799553565,0.6604834003278187,0.9165944193904475,355,-3.0974875511629967,-3.2892281442043725,1.637501500604858,3.8375942980968096,0.14366197183098592,0.07605633802816901,0.05070422535211268
single_stave,charge_bin,"charge[24000,40000)",B6,ml,1.0834532106301904,1.4873165739375622,0.49412961933556,0.44081180366035244,0.531444754746257,435,1.5833329582483024,1.7257735113954737,1.2717923239687867,2.3387355809589456,0.059770114942528735,0.03908045977011494,0.016091954022988506
single_stave,charge_bin,"charge[24000,40000)",B8,ml,1.1619391202836538,1.3090602397796611,0.5248963965069434,0.48349819741110167,0.5488113201427697,1887,0.735080144014639,0.6794999604576049,1.2430181951462638,1.6170760677826206,0.034976152623211444,0.009538950715421303,0.005829358770535241
single_stave,charge_bin,"charge[24000,40000)",B4,traditional,1.0528124789669822,1.9316681494949757,,,,355,2.351499917880797,2.072217952843907,1.3510944787428565,3.9375016224809785,0.1323943661971831,0.07887323943661972,0.05352112676056338
single_stave,charge_bin,"charge[24000,40000)",B6,traditional,0.8867594170338294,1.220246032954795,,,,435,-1.303191372425974,-1.1289368677699656,1.0857291332694425,2.347451419769758,0.05517241379310345,0.034482758620689655,0.01839080459770115
single_stave,charge_bin,"charge[24000,40000)",B8,traditional,0.7967377767501765,0.9816615642314187,,,,1887,-0.664238612598227,-0.7107455256800819,0.9009632226890368,1.4904677274297802,0.02384737678855326,0.012188659247482777,0.005829358770535241
single_stave,charge_bin,"charge[4000,8000)",B4,ml,1.1789679604697816,1.572972725499078,0.3570374038897873,0.2698402731412143,0.42616880093776277,246,-2.131274694410752,-1.9674954916635663,1.3257191619746476,2.36456465435074,0.044715447154471545,0.016260162601626018,0.008130081300813009
single_stave,charge_bin,"charge[4000,8000)",B6,ml,0.9498179811613544,1.5356241488089886,0.2736447997178588,0.2111600394441011,0.3131090620114372,120,2.5829373159629427,2.649893478676489,1.3881638542139705,1.898226680209686,0.025,0.016666666666666666,0.008333333333333333
single_stave,charge_bin,"charge[4000,8000)",B8,ml,1.2926854548597575,2.53085944554912,0.41480167417727404,0.2381188661993772,0.6904477775436407,69,1.2773262368923228,0.9218882336191143,1.883433100090859,4.821718862352972,0.14492753623188406,0.043478260869565216,0.043478260869565216
single_stave,charge_bin,"charge[4000,8000)",B4,traditional,0.25715175403912915,0.33662884422696904,,,,246,2.0583247619503093,2.2438943469916204,0.30429919302529895,1.827376358954091,0.016260162601626018,0.008130081300813009,0.008130081300813009
single_stave,charge_bin,"charge[4000,8000)",B6,traditional,0.16607211625973217,0.42984020666229605,,,,120,-1.2619420930832363,-1.0983081417807767,0.27443217822087324,1.682039517886166,0.041666666666666664,0.025,0.008333333333333333
single_stave,charge_bin,"charge[4000,8000)",B8,traditional,0.2817967276289663,1.140597398738474,,,,69,-1.0305028585657012,-0.9991412664194286,0.4479699687859909,5.287702629528604,0.07246376811594203,0.057971014492753624,0.028985507246376812
single_stave,charge_bin,"charge[40000,80000)",B4,ml,5.704099143534624,19.108897893542032,5.817282215762979,2.9121627482499632,8.30899480256059,31,0.07621991220538092,-2.7161195206019926,14.92764661819117,13.16571030483846,0.7741935483870968,0.6129032258064516,0.45161290322580644
single_stave,charge_bin,"charge[40000,80000)",B6,ml,2.468080662451491,9.525890009177388,2.619911265465461,0.8460264657929508,4.2068295382371845,13,0.29598555437844326,1.7094575989739766,6.49510836128672,6.807734088792436,0.5384615384615384,0.46153846153846156,0.23076923076923078
single_stave,charge_bin,"charge[40000,80000)",B8,ml,1.1828882462285426,1.631266740797859,0.7431299862925905,0.6201627066379605,0.8241890216962008,554,-0.6613104186455251,-0.3382760341228561,1.4544600771383922,1.966865578477975,0.08303249097472924,0.02707581227436823,0.007220216606498195
single_stave,charge_bin,"charge[40000,80000)",B4,traditional,4.7909958123521115,21.161684809660578,,,,31,6.805476454427194,3.413340762430309,16.861787607666663,13.76111207726634,0.6451612903225806,0.5806451612903226,0.41935483870967744
single_stave,charge_bin,"charge[40000,80000)",B6,traditional,1.7988358487374823,9.619887492271909,,,,13,-2.7131131547812952,-0.856114784802493,5.879426389996644,6.6368677561971685,0.6153846153846154,0.38461538461538464,0.23076923076923078
single_stave,charge_bin,"charge[40000,80000)",B8,traditional,1.2499356152705587,1.6367565222106015,,,,554,-1.8205040311684815,-1.4812821247920311,1.4822765889971903,1.8218853978396408,0.05054151624548736,0.01444043321299639,0.009025270758122744
single_stave,charge_bin,"charge[8000,14000)",B4,ml,1.0551741450278607,1.2935789511210134,0.32485974536474777,0.2896560804272628,0.3741294701276077,878,-3.249595674060584,-3.2555444964318845,1.1488880995681077,2.1753029804305286,0.05239179954441914,0.009111617312072893,0.004555808656036446
single_stave,charge_bin,"charge[8000,14000)",B6,ml,1.1903254604774192,1.379612911813961,0.3545214608740672,0.31987948859538456,0.4088078461623588,909,2.85443828046846,2.8563876082654076,1.279188418512998,1.5256475031959016,0.034103410341034104,0.0088008800880088,0.0022002200220022
single_stave,charge_bin,"charge[8000,14000)",B8,ml,1.5433649851628743,1.9367462395377295,0.4543475511780233,0.4007359648277419,0.48529768423867176,316,1.9567907361095827,1.7280950372302541,1.7067152773944747,3.1795106407439406,0.11708860759493671,0.028481012658227847,0.015822784810126583
single_stave,charge_bin,"charge[8000,14000)",B4,traditional,0.5993351148304012,1.0625695552090884,,,,878,1.861415694332238,1.9403282324995352,0.789842665629404,2.038067952320196,0.04328018223234624,0.0056947608200455585,0.004555808656036446
single_stave,charge_bin,"charge[8000,14000)",B6,traditional,0.5228377466085496,0.9049427210270162,,,,909,-1.156972049575053,-1.163147455875567,0.7211554898375124,1.3457080354986528,0.028602860286028604,0.009900990099009901,0.0033003300330033004
single_stave,charge_bin,"charge[8000,14000)",B8,traditional,0.4072688834100611,1.1601409528128859,,,,316,-0.5910903776084834,-1.032357310616689,0.8033086530161568,3.0080709229403513,0.05379746835443038,0.028481012658227847,0.0189873417721519
single_stave,peak_sample_bin,peak_10,B4,ml,0.968026488861859,1.5252323643595,0.3796325721908048,0.2983580047740026,0.5696872376282638,180,-2.1415163809551694,-2.4679336546972372,1.2026734725615573,2.805885048854984,0.05,0.022222222222222223,0.016666666666666666
single_stave,peak_sample_bin,peak_10,B6,ml,0.8223982303432644,2.093562170447274,0.37961820700037385,0.21311467823946328,0.5484489030128987,80,3.462627163560314,3.177960812973023,1.5723371515728464,3.830922433265759,0.1125,0.0625,0.025
single_stave,peak_sample_bin,peak_10,B8,ml,1.272001837291284,1.8195343393158838,0.45344037960859224,0.3288578723797974,0.5760252136667331,127,2.38697403134709,2.124120252167053,1.5382807411397135,2.6522951308069445,0.07086614173228346,0.031496062992125984,0.023622047244094488
single_stave,peak_sample_bin,peak_10,B4,traditional,0.8026412702327869,1.486940206706943,,,,180,2.7874546953963306,2.337636215481268,1.3419822367529286,2.9904551689000716,0.044444444444444446,0.027777777777777776,0.016666666666666666
single_stave,peak_sample_bin,peak_10,B6,traditional,0.7139975812338409,1.8800498010549407,,,,80,-0.5708815089058625,-0.9844265918296458,1.1174174736261564,4.111503985811268,0.1,0.05,0.025
single_stave,peak_sample_bin,peak_10,B8,traditional,1.052463841411782,1.4261019509584336,,,,127,0.1764510078875005,-0.37314074427671784,1.197698037825645,2.664445629885186,0.047244094488188976,0.03937007874015748,0.023622047244094488
single_stave,peak_sample_bin,peak_11,B4,ml,1.1501755503097788,2.3877574582246823,0.5391135075077362,0.3738483841983937,0.8639077419716921,60,-1.9458344715068625,-2.762165770226126,1.66978468021983,4.711108571532098,0.13333333333333333,0.06666666666666667,0.05
single_stave,peak_sample_bin,peak_11,B6,ml,0.7601900097187375,1.5502404496478275,0.39178748300290683,0.261384223144923,0.5319117413710017,56,2.796682911910444,2.7351659859797053,0.966562493831184,3.016073770333859,0.07142857142857142,0.03571428571428571,0.03571428571428571
single_stave,peak_sample_bin,peak_11,B8,ml,1.1260691916947603,1.6947477704824483,0.4379585409599811,0.32212084747688713,0.5031230139807007,168,1.944631448807346,1.6291369832169416,1.4400825433855284,2.9555313961200804,0.047619047619047616,0.017857142857142856,0.011904761904761904
single_stave,peak_sample_bin,peak_11,B4,traditional,0.32066567552435093,1.8340620735105106,,,,60,3.202565792265591,2.123090741623926,1.224738525174586,4.950883786859502,0.13333333333333333,0.06666666666666667,0.06666666666666667
single_stave,peak_sample_bin,peak_11,B6,traditional,0.13161550821677448,1.7595606834838673,,,,56,-1.0446042631757846,-1.105581103250337,0.5307708461952343,2.98151840188193,0.07142857142857142,0.03571428571428571,0.03571428571428571
single_stave,peak_sample_bin,peak_11,B8,traditional,0.844789284870964,1.3679524981141507,,,,168,-0.21635095752544925,-0.6490241026889123,1.05121506845332,2.8213933671963285,0.047619047619047616,0.023809523809523808,0.011904761904761904
single_stave,peak_sample_bin,peak_12,B4,ml,0.5115997914615505,0.8409776871692737,0.2797642975637318,0.21389567019779734,0.3300075047592806,48,-3.829074467552196,-3.796006496337725,0.7009792868804208,0.7133395977112377,0.0,0.0,0.0
single_stave,peak_sample_bin,peak_12,B6,ml,0.5039579871165963,1.1625331635312726,0.24419902696998613,0.14216598003413444,0.3185755981304068,40,3.2924485170226,3.4060561212909803,0.8089564694799569,0.8302191635434041,0.0,0.0,0.0
single_stave,peak_sample_bin,peak_12,B8,ml,1.2960478590590419,2.106040148724816,0.5668534308140585,0.4156489588447644,0.6860031067078791,70,1.3755982246509637,0.5447092800677247,1.7895516414676496,3.5712107992939752,0.05714285714285714,0.014285714285714285,0.014285714285714285
single_stave,peak_sample_bin,peak_12,B4,traditional,0.09634852049713984,0.24931894319978776,,,,48,1.928906233165191,1.9409158912620939,0.16669780797091815,0.16592078381407852,0.0,0.0,0.0
single_stave,peak_sample_bin,peak_12,B6,traditional,0.09843410272427792,0.22825261518494858,,,,40,-1.1309212111565135,-1.1370933177150704,0.17080417624861188,0.20160791610736298,0.0,0.0,0.0
single_stave,peak_sample_bin,peak_12,B8,traditional,0.3251124002353254,1.1909962745990923,,,,70,-0.09534085343612192,-0.6736893158988906,0.5259992884708583,3.577271422851796,0.014285714285714285,0.014285714285714285,0.014285714285714285
single_stave,peak_sample_bin,peak_13,B4,ml,0.6448637626282686,6.8845740777176845,0.382874078353836,0.2308341259721653,1.580040650866722,51,-2.5789627733262193,-3.7297677084381817,0.9748759898806831,5.381710031216269,0.11764705882352941,0.09803921568627451,0.09803921568627451
single_stave,peak_sample_bin,peak_13,B6,ml,0.5694154552693206,1.2528975332232573,0.2309125888829368,0.16824477239695879,0.3500346186494991,53,3.15591569557926,3.540772741838367,0.8524038613992917,2.3291471583617724,0.018867924528301886,0.018867924528301886,0.018867924528301886
single_stave,peak_sample_bin,peak_13,B8,ml,0.8374831410714635,1.7833441648248363,0.44276720492905636,0.2228253900890921,0.5847058930119545,37,1.565941449846113,0.7043458565494234,1.22986835450989,4.412250907988426,0.05405405405405406,0.02702702702702703,0.02702702702702703
single_stave,peak_sample_bin,peak_13,B4,traditional,0.156342001812541,7.554330247277136,,,,51,3.14580958193512,1.9678655274680636,0.28571294952408266,5.648068047042327,0.11764705882352941,0.09803921568627451,0.09803921568627451
single_stave,peak_sample_bin,peak_13,B6,traditional,0.09979202067568871,0.2380966490847541,,,,53,-1.4685414815669116,-1.1717652830411254,0.1688230735676961,2.0696452052951884,0.018867924528301886,0.018867924528301886,0.018867924528301886
single_stave,peak_sample_bin,peak_13,B8,traditional,0.16838131796978717,0.3961166704391692,,,,37,-0.01373617371367296,-0.8498965028921504,0.3481178838728004,4.848712699813061,0.02702702702702703,0.02702702702702703,0.02702702702702703
single_stave,peak_sample_bin,peak_14,B4,ml,0.7292963600272478,5.0439823357906555,0.5110371566810581,0.22330159595769647,1.2960811351979902,37,-2.128405291064537,-3.5986578365253834,1.6770577547683674,4.984591552688729,0.1891891891891892,0.16216216216216217,0.08108108108108109
single_stave,peak_sample_bin,peak_14,B6,ml,0.5609102916022765,2.135529787180526,0.21670092515602185,0.14065051749090451,0.38381487756043264,26,3.698546341936064,3.6693168641041964,1.2750816337700819,1.4476785558930474,0.07692307692307693,0.0,0.0
single_stave,peak_sample_bin,peak_14,B8,ml,0.5848856430802675,1.7618075179874702,0.3816642162454828,0.1807963918686105,0.6778903664632767,34,1.7135394673583382,0.8388262923158294,1.3576066565937643,4.723897306161956,0.058823529411764705,0.029411764705882353,0.029411764705882353
single_stave,peak_sample_bin,peak_14,B4,traditional,0.16143680646330766,6.594596344483648,,,,37,3.7463086931266734,1.9882340464563981,1.012569934117169,4.921024306477993,0.16216216216216217,0.16216216216216217,0.08108108108108109
single_stave,peak_sample_bin,peak_14,B6,traditional,0.10477972963142632,2.87591143516873,,,,26,-0.6946805705323462,-1.1455588117752527,0.22283600859076813,1.5207643443281293,0.07692307692307693,0.07692307692307693,0.0
single_stave,peak_sample_bin,peak_14,B8,traditional,0.2739256611946837,0.5667811354392006,,,,34,0.12934324068710415,-0.7660378496989111,0.4590070092306478,4.603324544387918,0.058823529411764705,0.029411764705882353,0.029411764705882353
single_stave,peak_sample_bin,peak_15,B4,ml,0.4593837134897616,4.689016765317424,0.27731724810407127,0.17289356243878842,1.0194979600366914,36,-2.422672189897556,-3.4668488338590393,0.8366315306132464,3.1755739235208797,0.1111111111111111,0.1111111111111111,0.08333333333333333
single_stave,peak_sample_bin,peak_15,B6,ml,0.5558895166447214,3.193994842478917,0.22128262518936187,0.13548098489463967,0.41306238909144577,29,3.937712260036165,3.264497385228239,0.8981052239707805,3.091235599228299,0.10344827586206896,0.10344827586206896,0.034482758620689655
single_stave,peak_sample_bin,peak_15,B8,ml,0.6467684032151964,4.531150976371915,0.33944407671551047,0.1721493993268982,1.0446154914915406,34,1.6865020819489276,0.5778450149471936,1.305312337976026,3.3943722531120857,0.11764705882352941,0.08823529411764706,0.058823529411764705
single_stave,peak_sample_bin,peak_15,B4,traditional,0.1432126272102161,4.205212064649231,,,,36,3.032182780144023,1.9584617702627298,0.29425726770505045,3.2319989454564393,0.1111111111111111,0.1111111111111111,0.08333333333333333
single_stave,peak_sample_bin,peak_15,B6,traditional,0.10700581827079046,2.9502617563115567,,,,29,-0.27246059703745656,-1.1491811604174416,0.19764126376697383,3.039139729472845,0.10344827586206896,0.10344827586206896,0.034482758620689655
single_stave,peak_sample_bin,peak_15,B8,traditional,0.14330303359752314,3.420617499471733,,,,34,0.07956641987053417,-0.8037347354245838,0.28951465012578637,2.9814309460325057,0.08823529411764706,0.08823529411764706,0.029411764705882353
single_stave,peak_sample_bin,peak_16,B4,ml,0.30582358904884194,3.2085212869307895,0.2255116610454263,0.09854115074942442,0.7778099584974203,34,-2.427950103440119,-3.437607339417635,0.7568270504786037,2.8415101625554056,0.11764705882352941,0.11764705882352941,0.058823529411764705
single_stave,peak_sample_bin,peak_16,B6,ml,0.5528271361316456,1.04129370151944,0.13378057031994978,0.09017116174441818,0.1782240539452954,34,3.2897745027444296,3.1158644279889884,0.7947336213159655,1.1507580382975247,0.029411764705882353,0.029411764705882353,0.0
single_stave,peak_sample_bin,peak_16,B8,ml,0.2857880956390184,0.8603970850875267,0.16663088473059104,0.08879262369117541,0.1944078927169831,26,1.0676900291045814,1.0306641631824291,0.7293995023148554,0.6814233701565333,0.0,0.0,0.0
single_stave,peak_sample_bin,peak_16,B4,traditional,0.10116660589247667,3.331508171649361,,,,34,2.7870780816619214,1.9082275129099102,0.20019706385855685,2.757424833030584,0.11764705882352941,0.058823529411764705,0.058823529411764705
single_stave,peak_sample_bin,peak_16,B6,traditional,0.08009155307580025,0.25417433653029065,,,,34,-0.9624245630654137,-1.1377949675160295,0.154408123136545,1.0631676601826974,0.029411764705882353,0.029411764705882353,0.0
single_stave,peak_sample_bin,peak_16,B8,traditional,0.11774108480013902,0.43113066561754043,,,,26,-0.8050730749983303,-0.861379627398513,0.25416100281976384,0.276316571823907,0.0,0.0,0.0
