run,event_id,pair,method,residual_ns,pull,amplitude_bin,charge_bin,peak_sample_bin,saturation_flag,p09_anomaly_class
60,60:494483:7612:105471,B4-B6,traditional,1.9828879266757937,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:494483:7612:105471,B4-B8,traditional,1.791776924212705,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:494483:7612:105471,B6-B8,traditional,-0.19111100246308865,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:494583:7701:105571,B4-B6,traditional,1.9712389344900245,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_6,False,unassigned_common
60,60:494583:7701:105571,B4-B8,traditional,1.813200735232563,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:494583:7701:105571,B6-B8,traditional,-0.15803819925746154,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:494602:7719:105590,B4-B6,traditional,0.9603348148472151,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:494602:7719:105590,B4-B8,traditional,0.3827070432939905,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:494602:7719:105590,B6-B8,traditional,-0.5776277715532245,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:494616:7732:105604,B4-B6,traditional,2.7492915451788775,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:494616:7732:105604,B4-B8,traditional,1.047918535458109,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494616:7732:105604,B6-B8,traditional,-1.7013730097207684,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494719:7826:105707,B4-B6,traditional,2.487973742125277,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:494719:7826:105707,B4-B8,traditional,2.3299516979183537,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:494719:7826:105707,B6-B8,traditional,-0.15802204420692334,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494858:7955:105846,B4-B6,traditional,1.7057353378553586,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:494858:7955:105846,B4-B8,traditional,1.4871243801339205,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:494858:7955:105846,B6-B8,traditional,-0.21861095772143813,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494913:8008:105901,B4-B6,traditional,4.574581958196596,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:494913:8008:105901,B4-B8,traditional,0.6312386412612412,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494913:8008:105901,B6-B8,traditional,-3.943343316935355,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:494939:8032:105927,B4-B6,traditional,-0.5383646979586274,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:494939:8032:105927,B4-B8,traditional,0.8261690667687418,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:494939:8032:105927,B6-B8,traditional,1.3645337647273692,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:494942:8032:105930,B4-B6,traditional,2.5637656382349974,,"amp_adc[1000,1500)","charge[4000,8000)",peakmax_4,False,unassigned_common
60,60:494942:8032:105930,B4-B8,traditional,2.504434955887099,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_7,False,unassigned_common
60,60:494942:8032:105930,B6-B8,traditional,-0.05933068234789829,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_7,False,unassigned_common
60,60:495062:8149:106050,B4-B6,traditional,1.9058381130986604,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:495062:8149:106050,B4-B8,traditional,1.6325284915326819,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_4,False,unassigned_common
60,60:495062:8149:106050,B6-B8,traditional,-0.2733096215659785,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:495071:8158:106059,B4-B6,traditional,1.893342244283346,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:495071:8158:106059,B4-B8,traditional,3.073384964933851,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495071:8158:106059,B6-B8,traditional,1.1800427206505049,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495094:8180:106082,B4-B6,traditional,2.482718763958758,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495094:8180:106082,B4-B8,traditional,3.9361062162305913,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495094:8180:106082,B6-B8,traditional,1.4533874522718335,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:495178:8258:106166,B4-B6,traditional,2.053705513036391,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
60,60:495178:8258:106166,B4-B8,traditional,1.7207919948980503,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
60,60:495178:8258:106166,B6-B8,traditional,-0.3329135181383407,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_13,False,unassigned_common
60,60:495292:8362:106280,B4-B6,traditional,-0.9537012440646606,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495292:8362:106280,B4-B8,traditional,2.2351386295972517,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495292:8362:106280,B6-B8,traditional,3.1888398736619123,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495295:8364:106283,B4-B6,traditional,1.411081072174504,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495295:8364:106283,B4-B8,traditional,1.3874206428862408,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495295:8364:106283,B6-B8,traditional,-0.023660429288263174,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495296:8365:106284,B4-B6,traditional,-1.0612155595428803,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:495296:8365:106284,B4-B8,traditional,1.1004551553237647,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:495296:8365:106284,B6-B8,traditional,2.161670714866645,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:495316:8383:106304,B4-B6,traditional,3.444514572124305,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
60,60:495316:8383:106304,B4-B8,traditional,2.9471952286337526,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
60,60:495316:8383:106304,B6-B8,traditional,-0.4973193434905525,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:495376:8440:106364,B4-B6,traditional,2.0127733395639,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495376:8440:106364,B4-B8,traditional,1.5774698936027107,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495376:8440:106364,B6-B8,traditional,-0.4353034459611891,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:495400:8462:106388,B4-B6,traditional,0.4290440604259871,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495400:8462:106388,B4-B8,traditional,-1.002449816737382,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495400:8462:106388,B6-B8,traditional,-1.4314938771633692,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495402:8464:106390,B4-B6,traditional,1.9591373193339692,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:495402:8464:106390,B4-B8,traditional,2.0842977445181035,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:495402:8464:106390,B6-B8,traditional,0.12516042518413428,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:495420:8481:106408,B4-B6,traditional,1.7352606277810025,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_15,False,novel_delayed_peak
60,60:495420:8481:106408,B4-B8,traditional,1.9486491133808244,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
60,60:495420:8481:106408,B6-B8,traditional,0.21338848559982182,,"amp_adc[2500,4000)","charge[8000,14000)",peakmax_16,False,novel_delayed_peak
60,60:495461:8517:106449,B4-B6,traditional,1.7612380856577303,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:495461:8517:106449,B4-B8,traditional,1.9763995121482552,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,unassigned_common
60,60:495461:8517:106449,B6-B8,traditional,0.21516142649052483,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_6,False,unassigned_common
60,60:495468:8524:106456,B4-B6,traditional,0.8439715143305975,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:495468:8524:106456,B4-B8,traditional,2.811166375182175,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:495468:8524:106456,B6-B8,traditional,1.9671948608515777,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:495595:8641:106583,B4-B6,traditional,1.9795558053047415,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:495595:8641:106583,B4-B8,traditional,1.3435613235641952,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_4,False,unassigned_common
60,60:495595:8641:106583,B6-B8,traditional,-0.6359944817405463,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_5,False,unassigned_common
60,60:495666:8706:106654,B4-B6,traditional,2.0017168769915443,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,unassigned_common
60,60:495666:8706:106654,B4-B8,traditional,1.7924217869639563,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:495666:8706:106654,B6-B8,traditional,-0.20929509002758806,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_5,False,unassigned_common
60,60:495690:8729:106678,B4-B6,traditional,2.0149677235717434,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_10,False,unassigned_common
60,60:495690:8729:106678,B4-B8,traditional,1.7878772220623205,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:495690:8729:106678,B6-B8,traditional,-0.2270905015094229,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
60,60:495751:8785:106739,B4-B6,traditional,3.223862499565328,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495751:8785:106739,B4-B8,traditional,1.5073224062157848,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495751:8785:106739,B6-B8,traditional,-1.7165400933495434,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:495811:8842:106799,B4-B6,traditional,1.9306146535196689,,"amp_adc[1500,2500)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
60,60:495811:8842:106799,B4-B8,traditional,1.8583714793815318,,"amp_adc[1500,2500)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
60,60:495811:8842:106799,B6-B8,traditional,-0.07224317413813708,,"amp_adc[2500,4000)","charge[4000,8000)",peakmax_17,False,novel_delayed_peak
60,60:495815:8846:106803,B4-B6,traditional,2.997907079019882,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_8,False,unassigned_common
60,60:495815:8846:106803,B4-B8,traditional,0.5091196791551127,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495815:8846:106803,B6-B8,traditional,-2.488787399864769,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495858:8888:106846,B4-B6,traditional,-2.4919773946209105,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:495858:8888:106846,B4-B8,traditional,0.7350211787087133,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:495858:8888:106846,B6-B8,traditional,3.226998573329624,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:496043:9066:107031,B4-B6,traditional,1.9873068834531793,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_6,False,unassigned_common
60,60:496043:9066:107031,B4-B8,traditional,1.8890194123783814,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_6,False,unassigned_common
60,60:496043:9066:107031,B6-B8,traditional,-0.09828747107479785,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_4,False,unassigned_common
60,60:496044:9066:107032,B4-B6,traditional,4.013450939733389,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496044:9066:107032,B4-B8,traditional,-0.22315424684268947,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496044:9066:107032,B6-B8,traditional,-4.236605186576078,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496055:9076:107043,B4-B6,traditional,2.277727302207431,,"amp_adc[1000,1500)","charge[4000,8000)",peakmax_4,False,novel_early_pretrigger
60,60:496055:9076:107043,B4-B8,traditional,2.2295202036648476,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_3,False,novel_early_pretrigger
60,60:496055:9076:107043,B6-B8,traditional,-0.04820709854258354,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_4,False,novel_early_pretrigger
60,60:496078:9097:107066,B4-B6,traditional,2.060708971956842,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_6,False,unassigned_common
60,60:496078:9097:107066,B4-B8,traditional,1.8171426470381036,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496078:9097:107066,B6-B8,traditional,-0.24356632491873853,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496099:9116:107087,B4-B6,traditional,1.8360492971121616,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496099:9116:107087,B4-B8,traditional,3.6574273209300685,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496099:9116:107087,B6-B8,traditional,1.821378023817907,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496101:9118:107089,B4-B6,traditional,1.8508402334696257,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496101:9118:107089,B4-B8,traditional,1.2013563333025559,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496101:9118:107089,B6-B8,traditional,-0.6494839001670698,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:496127:9142:107115,B4-B6,traditional,-0.15622660711083114,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496127:9142:107115,B4-B8,traditional,-0.7402375256129758,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496127:9142:107115,B6-B8,traditional,-0.5840109185021447,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496181:9191:107169,B4-B6,traditional,2.4941378644029584,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:496181:9191:107169,B4-B8,traditional,1.6747853182619608,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496181:9191:107169,B6-B8,traditional,-0.8193525461409976,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:496193:9202:107181,B4-B6,traditional,1.980935389680198,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:496193:9202:107181,B4-B8,traditional,1.27663036561475,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_6,False,unassigned_common
60,60:496193:9202:107181,B6-B8,traditional,-0.704305024065448,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:496214:9221:107202,B4-B6,traditional,1.9576592076713624,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496214:9221:107202,B4-B8,traditional,1.8777901185125998,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496214:9221:107202,B6-B8,traditional,-0.07986908915876256,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496264:9267:107252,B4-B6,traditional,0.10054146360705829,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:496264:9267:107252,B4-B8,traditional,0.7270410860866434,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496264:9267:107252,B6-B8,traditional,0.6264996224795851,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:496271:9273:107259,B4-B6,traditional,1.941707371453333,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_16,False,novel_delayed_peak
60,60:496271:9273:107259,B4-B8,traditional,1.351375436929743,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_16,False,novel_delayed_peak
60,60:496271:9273:107259,B6-B8,traditional,-0.59033193452359,,"amp_adc[4000,7000)","charge[14000,24000)",peakmax_14,False,novel_delayed_peak
60,60:496354:9345:107342,B4-B6,traditional,1.8608939208902484,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:496354:9345:107342,B4-B8,traditional,4.486275064623477,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:496354:9345:107342,B6-B8,traditional,2.625381143733229,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496410:9398:107398,B4-B6,traditional,1.9833722824485562,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,unassigned_common
60,60:496410:9398:107398,B4-B8,traditional,1.2740669434048186,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_4,False,unassigned_common
60,60:496410:9398:107398,B6-B8,traditional,-0.7093053390437376,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_5,False,unassigned_common
60,60:496485:9471:107473,B4-B6,traditional,1.8838050065835432,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:496485:9471:107473,B4-B8,traditional,1.3841472953778577,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:496485:9471:107473,B6-B8,traditional,-0.4996577112056855,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_5,False,unassigned_common
60,60:496564:9542:107552,B4-B6,traditional,0.0511134752955229,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496564:9542:107552,B4-B8,traditional,4.8865312416846365,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496564:9542:107552,B6-B8,traditional,4.835417766389114,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496614:9591:107602,B4-B6,traditional,1.9623250130630652,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_4,False,unassigned_common
60,60:496614:9591:107602,B4-B8,traditional,1.515699316041605,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_4,False,novel_early_pretrigger
60,60:496614:9591:107602,B6-B8,traditional,-0.44662569702146016,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_4,False,novel_early_pretrigger
60,60:496643:9618:107631,B4-B6,traditional,2.999550546942835,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496643:9618:107631,B4-B8,traditional,1.6607583639071137,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496643:9618:107631,B6-B8,traditional,-1.3387921830357215,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496670:9642:107658,B4-B6,traditional,2.0593862488349117,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:496670:9642:107658,B4-B8,traditional,1.8557214873885925,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496670:9642:107658,B6-B8,traditional,-0.20366476144631918,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496701:9670:107689,B4-B6,traditional,1.8857746911893756,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:496701:9670:107689,B4-B8,traditional,1.1044599175815222,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:496701:9670:107689,B6-B8,traditional,-0.7813147736078534,,"amp_adc[4000,7000)","charge[24000,40000)",peakmax_5,False,unassigned_common
60,60:496769:9734:107757,B4-B6,traditional,0.48316639857162613,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_10,False,unassigned_common
60,60:496769:9734:107757,B4-B8,traditional,1.4599043279054413,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_10,False,unassigned_common
60,60:496769:9734:107757,B6-B8,traditional,0.9767379293338152,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496775:9740:107763,B4-B6,traditional,2.893742735877588,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496775:9740:107763,B4-B8,traditional,4.686327828614921,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496775:9740:107763,B6-B8,traditional,1.7925850927373332,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496844:9804:107832,B4-B6,traditional,4.511471769186329,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_10,False,unassigned_common
60,60:496844:9804:107832,B4-B8,traditional,2.3831795170616275,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
60,60:496844:9804:107832,B6-B8,traditional,-2.1282922521247016,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_11,False,unassigned_common
60,60:496881:9838:107869,B4-B6,traditional,1.4234499086025707,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:496881:9838:107869,B4-B8,traditional,3.4730961398726024,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:496881:9838:107869,B6-B8,traditional,2.0496462312700316,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:497011:9963:107999,B4-B6,traditional,3.504060939916137,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:497011:9963:107999,B4-B8,traditional,4.833453586776109,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:497011:9963:107999,B6-B8,traditional,1.3293926468599722,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_9,False,unassigned_common
60,60:497113:10049:108101,B4-B6,traditional,1.545642424046406,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:497113:10049:108101,B4-B8,traditional,2.2379804658698106,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:497113:10049:108101,B6-B8,traditional,0.6923380418234046,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:497226:10153:108214,B4-B6,traditional,2.4586183782536324,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_8,False,unassigned_common
60,60:497226:10153:108214,B4-B8,traditional,0.4511479031679073,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:497226:10153:108214,B6-B8,traditional,-2.007470475085725,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:497398:10316:108386,B4-B6,traditional,-1.505317055415361,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_10,False,unassigned_common
60,60:497398:10316:108386,B4-B8,traditional,-1.7433501348959553,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:497398:10316:108386,B6-B8,traditional,-0.23803307948059427,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_10,False,unassigned_common
60,60:497563:10467:108551,B4-B6,traditional,2.424164913868715,,"amp_adc[1000,1500)","charge[4000,8000)",peakmax_4,False,unassigned_common
60,60:497563:10467:108551,B4-B8,traditional,2.4042385999208236,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_4,False,novel_early_pretrigger
60,60:497563:10467:108551,B6-B8,traditional,-0.019926313947891572,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_4,False,novel_early_pretrigger
60,60:497585:10485:108573,B4-B6,traditional,1.342619316608996,,"amp_adc[1000,1500)","charge[8000,14000)",peakmax_9,False,unassigned_common
60,60:497585:10485:108573,B4-B8,traditional,-0.9958894856794274,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_8,False,unassigned_common
60,60:497585:10485:108573,B6-B8,traditional,-2.3385088022884233,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_9,False,unassigned_common
60,60:497609:10507:108597,B4-B6,traditional,3.0716830878734385,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:497609:10507:108597,B4-B8,traditional,1.7525364779388042,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_7,False,unassigned_common
60,60:497609:10507:108597,B6-B8,traditional,-1.3191466099346343,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
60,60:497728:10614:108716,B4-B6,traditional,2.292129409488311,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,unassigned_common
60,60:497728:10614:108716,B4-B8,traditional,2.1252129841373986,,"amp_adc[1500,2500)","charge[8000,14000)",peakmax_5,False,novel_early_pretrigger
60,60:497728:10614:108716,B6-B8,traditional,-0.16691642535091233,,"amp_adc[1500,2500)","charge[14000,24000)",peakmax_4,False,novel_early_pretrigger
60,60:497744:10629:108732,B4-B6,traditional,2.086349613541941,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_16,False,novel_delayed_peak
60,60:497744:10629:108732,B4-B8,traditional,2.271074260116073,,"amp_adc[2500,4000)","charge[24000,40000)",peakmax_16,False,novel_delayed_peak
60,60:497744:10629:108732,B6-B8,traditional,0.18472464657413212,,"amp_adc[2500,4000)","charge[14000,24000)",peakmax_7,False,unassigned_common
