heldout_run,train_runs,n_train_pulses,n_heldout_pulses,analytic_candidate,analytic_alpha,ml_method,ml_alpha,ml_feature_count,ml_features,uncertainty_scale
58,"59,60,61,62,63,65",11241,219,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.082454996593076
59,"58,60,61,62,63,65",9171,2289,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0784373061796102
60,"58,59,61,62,63,65",9036,2424,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0813175031417916
61,"58,59,60,62,63,65",8661,2799,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0881283928395016
62,"58,59,60,61,63,65",9039,2421,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0815065389817178
63,"58,59,60,61,62,65",10350,1110,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0847267120341346
65,"58,59,60,61,62,63",11262,198,amp_only,100.0,ridge_residual_plus_ridge_abs_residual_uncertainty,10.0,18,"log_amp,log_charge,charge_over_amp,peak_sample,early_fraction,late_fraction,width_half,saturation_count,plateau_count,secondary_peak,post_peak_min,undershoot_area,max_norm_slope,q_template_rmse,p01b_pca_latent_0,p01b_pca_latent_1,p01b_pca_latent_2,p01b_pca_latent_3",1.0826587600645028
