row_index,run,event_id,stave,method,residual_ns,pull,amplitude_bin,charge_bin,peak_sample_bin,saturation_flag,p09_anomaly_class
3860,60,60:485641:15764:96629,B8,traditional,-0.9052840254778758,,"amp_adc[4000,7000)","charge[24000,40000)",peak_8,False,unassigned_common
3861,60,60:485700:15818:96688,B4,traditional,1.9939266707297705,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
3862,60,60:485700:15818:96688,B6,traditional,-1.1076940362349816,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
3863,60,60:485700:15818:96688,B8,traditional,-0.8862326344947888,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3864,60,60:485708:15826:96696,B4,traditional,0.7847718759836226,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3865,60,60:485708:15826:96696,B6,traditional,0.013837116468380373,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3866,60,60:485708:15826:96696,B8,traditional,-0.798608992452003,,"amp_adc[4000,7000)","charge[24000,40000)",peak_7,False,unassigned_common
3867,60,60:485749:15866:96737,B4,traditional,1.8569525709067563,,"amp_adc[1500,2500)","charge[8000,14000)",peak_6,False,unassigned_common
3868,60,60:485749:15866:96737,B6,traditional,-1.1306251713565771,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
3869,60,60:485749:15866:96737,B8,traditional,-0.7263273995501862,,"amp_adc[2500,4000)","charge[24000,40000)",peak_3,False,novel_early_pretrigger
3870,60,60:485850:15958:96838,B4,traditional,-0.7764817299401585,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3871,60,60:485850:15958:96838,B6,traditional,0.7330614326229892,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
3872,60,60:485850:15958:96838,B8,traditional,0.04342029731716934,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3873,60,60:485930:16030:96918,B4,traditional,0.7342068998684397,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3874,60,60:485930:16030:96918,B6,traditional,-2.331327215057179,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3875,60,60:485930:16030:96918,B8,traditional,1.5971203151887465,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3876,60,60:485938:16038:96926,B4,traditional,1.9528263415281089,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3877,60,60:485938:16038:96926,B6,traditional,-0.8228040292812224,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
3878,60,60:485938:16038:96926,B8,traditional,-1.1300223122468935,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
3879,60,60:485991:16088:96979,B4,traditional,0.0676402149586508,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
3880,60,60:485991:16088:96979,B6,traditional,0.8053902663191934,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
3881,60,60:485991:16088:96979,B8,traditional,-0.8730304812778513,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3882,60,60:486052:16147:97040,B4,traditional,1.0713461713484733,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3883,60,60:486052:16147:97040,B6,traditional,-1.1776018645755286,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
3884,60,60:486052:16147:97040,B8,traditional,0.1062556932270553,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3885,60,60:486053:16148:97041,B4,traditional,2.310873771449252,,"amp_adc[1000,1500)","charge[4000,8000)",peak_6,False,unassigned_common
3886,60,60:486053:16148:97041,B6,traditional,-1.2341385345843108,,"amp_adc[1500,2500)","charge[8000,14000)",peak_3,False,novel_early_pretrigger
3887,60,60:486053:16148:97041,B8,traditional,-1.0767352368649412,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
3888,60,60:486112:16204:97100,B4,traditional,1.9601574523025604,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
3889,60,60:486112:16204:97100,B6,traditional,-0.989888140770887,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
3890,60,60:486112:16204:97100,B8,traditional,-0.9702693115316734,,"amp_adc[1500,2500)","charge[8000,14000)",peak_7,False,unassigned_common
3891,60,60:486347:48:97335,B4,traditional,2.3130940786978442,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
3892,60,60:486347:48:97335,B6,traditional,0.1881255320860049,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3893,60,60:486347:48:97335,B8,traditional,-2.501219610783849,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
3894,60,60:486411:110:97399,B4,traditional,1.6914386812688775,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
3895,60,60:486411:110:97399,B6,traditional,-1.2231567650329964,,"amp_adc[2500,4000)","charge[14000,24000)",peak_5,False,unassigned_common
3896,60,60:486411:110:97399,B8,traditional,-0.4682819162358811,,"amp_adc[4000,7000)","charge[24000,40000)",peak_4,False,unassigned_common
3897,60,60:486432:130:97420,B4,traditional,0.3004495144613486,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
3898,60,60:486432:130:97420,B6,traditional,0.9969699031008048,,"amp_adc[1500,2500)","charge[8000,14000)",peak_7,False,unassigned_common
3899,60,60:486432:130:97420,B8,traditional,-1.2974194175621534,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
3900,60,60:486518:212:97506,B4,traditional,1.0522866651722538,,"amp_adc[1500,2500)","charge[8000,14000)",peak_7,False,unassigned_common
3901,60,60:486518:212:97506,B6,traditional,-1.1090926478740428,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3902,60,60:486518:212:97506,B8,traditional,0.05680598270178905,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3903,60,60:486541:234:97529,B4,traditional,3.472757639538827,,"amp_adc[1000,1500)","charge[8000,14000)",peak_9,False,unassigned_common
3904,60,60:486541:234:97529,B6,traditional,-3.9087288060783933,,"amp_adc[1500,2500)","charge[8000,14000)",peak_8,False,unassigned_common
3905,60,60:486541:234:97529,B8,traditional,0.43597116653956647,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3906,60,60:486553:246:97541,B4,traditional,1.6388336859959196,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3907,60,60:486553:246:97541,B6,traditional,-1.2119209253435343,,"amp_adc[2500,4000)","charge[24000,40000)",peak_5,False,unassigned_common
3908,60,60:486553:246:97541,B8,traditional,-0.42691276065238526,,"amp_adc[4000,7000)","charge[40000,80000)",peak_5,False,unassigned_common
3909,60,60:486597:286:97585,B4,traditional,3.556398831608014,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3910,60,60:486597:286:97585,B6,traditional,-0.972775052215411,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3911,60,60:486597:286:97585,B8,traditional,-2.583623779392596,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3912,60,60:486618:307:97606,B4,traditional,1.7806143349749135,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
3913,60,60:486618:307:97606,B6,traditional,-1.0528239276434164,,"amp_adc[2500,4000)","charge[8000,14000)",peak_15,False,novel_delayed_peak
3914,60,60:486618:307:97606,B8,traditional,-0.7277904073315113,,"amp_adc[2500,4000)","charge[14000,24000)",peak_14,False,novel_delayed_peak
3915,60,60:486662:348:97650,B4,traditional,1.581520862739481,,"amp_adc[2500,4000)","charge[14000,24000)",peak_5,False,unassigned_common
3916,60,60:486662:348:97650,B6,traditional,-1.3334472708963432,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
3917,60,60:486662:348:97650,B8,traditional,-0.24807359184313782,,"amp_adc[4000,7000)","charge[40000,80000)",peak_5,False,unassigned_common
3918,60,60:486699:378:97687,B4,traditional,2.4844450468768926,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3919,60,60:486699:378:97687,B6,traditional,-2.920955230941061,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3920,60,60:486699:378:97687,B8,traditional,0.4365101840641614,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3921,60,60:486797:471:97785,B4,traditional,1.9984241579849922,,"amp_adc[1000,1500)","charge[8000,14000)",peak_6,False,unassigned_common
3922,60,60:486797:471:97785,B6,traditional,-1.3594412673314977,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
3923,60,60:486797:471:97785,B8,traditional,-0.6389828906534945,,"amp_adc[2500,4000)","charge[24000,40000)",peak_5,False,unassigned_common
3924,60,60:486804:478:97792,B4,traditional,0.9121274213967396,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
3925,60,60:486804:478:97792,B6,traditional,0.2542974037118171,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3926,60,60:486804:478:97792,B8,traditional,-1.1664248251085567,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
3927,60,60:486844:515:97832,B4,traditional,0.6481232680700799,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3928,60,60:486844:515:97832,B6,traditional,-0.003940356997141237,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3929,60,60:486844:515:97832,B8,traditional,-0.6441829110729316,,"amp_adc[4000,7000)","charge[24000,40000)",peak_6,False,unassigned_common
3930,60,60:486856:524:97844,B4,traditional,2.9886272872552766,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3931,60,60:486856:524:97844,B6,traditional,0.13031781622279937,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3932,60,60:486856:524:97844,B8,traditional,-3.118945103478076,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
3933,60,60:486866:533:97854,B4,traditional,2.4298624854340787,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3934,60,60:486866:533:97854,B6,traditional,-0.3522253093685279,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3935,60,60:486866:533:97854,B8,traditional,-2.077637176065558,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
3936,60,60:487031:689:98019,B4,traditional,1.9139899756963104,,"amp_adc[1500,2500)","charge[8000,14000)",peak_4,False,unassigned_common
3937,60,60:487031:689:98019,B6,traditional,-1.0417560482089527,,"amp_adc[1500,2500)","charge[14000,24000)",peak_4,False,unassigned_common
3938,60,60:487031:689:98019,B8,traditional,-0.8722339274873576,,"amp_adc[2500,4000)","charge[14000,24000)",peak_4,False,unassigned_common
3939,60,60:487040:698:98028,B4,traditional,1.3687256532381582,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3940,60,60:487040:698:98028,B6,traditional,-0.8467366198256201,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3941,60,60:487040:698:98028,B8,traditional,-0.5219890334125381,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3942,60,60:487087:740:98075,B4,traditional,2.6193012400576166,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3943,60,60:487087:740:98075,B6,traditional,-1.2386952461938918,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3944,60,60:487087:740:98075,B8,traditional,-1.3806059938637247,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3945,60,60:487101:752:98089,B4,traditional,15.996903328241864,,"amp_adc[2500,4000)","charge[24000,40000)",peak_13,False,unassigned_common
3946,60,60:487101:752:98089,B6,traditional,-6.577802738084571,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3947,60,60:487101:752:98089,B8,traditional,-9.419100590157292,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
3948,60,60:487104:755:98092,B4,traditional,1.1288478765909957,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
3949,60,60:487104:755:98092,B6,traditional,-0.303522444925477,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3950,60,60:487104:755:98092,B8,traditional,-0.8253254316655187,,"amp_adc[4000,7000)","charge[40000,80000)",peak_6,False,unassigned_common
3951,60,60:487125:776:98113,B4,traditional,1.5052055143577547,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
3952,60,60:487125:776:98113,B6,traditional,-1.4805996582228005,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
3953,60,60:487125:776:98113,B8,traditional,-0.02460585613495425,,"amp_adc[4000,7000)","charge[40000,80000)",peak_5,False,unassigned_common
3954,60,60:487177:825:98165,B4,traditional,1.0712932079070967,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
3955,60,60:487177:825:98165,B6,traditional,-0.5981002345949307,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3956,60,60:487177:825:98165,B8,traditional,-0.47319297331216603,,"amp_adc[4000,7000)","charge[40000,80000)",peak_6,False,unassigned_common
3957,60,60:487203:849:98191,B4,traditional,1.940595725803,,"amp_adc[2500,4000)","charge[24000,40000)",peak_5,False,unassigned_common
3958,60,60:487203:849:98191,B6,traditional,-1.128160136211683,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
3959,60,60:487203:849:98191,B8,traditional,-0.8124355895913098,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
3960,60,60:487213:858:98201,B4,traditional,2.073516288170225,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3961,60,60:487213:858:98201,B6,traditional,0.6322694751711211,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3962,60,60:487213:858:98201,B8,traditional,-2.7057857633413533,,"amp_adc[4000,7000)","charge[40000,80000)",peak_7,False,unassigned_common
3963,60,60:487217:862:98205,B4,traditional,1.003238795084357,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
3964,60,60:487217:862:98205,B6,traditional,0.2961100224282234,,"amp_adc[1500,2500)","charge[8000,14000)",peak_8,False,unassigned_common
3965,60,60:487217:862:98205,B8,traditional,-1.2993488175125805,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3966,60,60:487218:863:98206,B4,traditional,1.9271778540620588,,"amp_adc[1500,2500)","charge[8000,14000)",peak_8,False,unassigned_common
3967,60,60:487218:863:98206,B6,traditional,0.01755016392586839,,"amp_adc[1000,1500)","charge[8000,14000)",peak_9,False,unassigned_common
3968,60,60:487218:863:98206,B8,traditional,-1.9447280179879272,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3969,60,60:487241:886:98229,B4,traditional,0.7343366543597085,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3970,60,60:487241:886:98229,B6,traditional,1.0104692589780342,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3971,60,60:487241:886:98229,B8,traditional,-1.7448059133377427,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3972,60,60:487272:914:98260,B4,traditional,1.2357641437988107,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3973,60,60:487272:914:98260,B6,traditional,-1.783315958875633,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3974,60,60:487272:914:98260,B8,traditional,0.5475518150768295,,"amp_adc[4000,7000)","charge[24000,40000)",peak_8,False,unassigned_common
3975,60,60:487310:950:98298,B4,traditional,1.686908049851148,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3976,60,60:487310:950:98298,B6,traditional,-1.186002844201191,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3977,60,60:487310:950:98298,B8,traditional,-0.5009052056499499,,"amp_adc[1500,2500)","charge[8000,14000)",peak_9,False,unassigned_common
3978,60,60:487343:982:98331,B4,traditional,-0.06024206191286652,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3979,60,60:487343:982:98331,B6,traditional,-3.0168340194293464,,"amp_adc[2500,4000)","charge[14000,24000)",peak_7,False,unassigned_common
3980,60,60:487343:982:98331,B8,traditional,3.077076081342213,,"amp_adc[1000,1500)","charge[8000,14000)",peak_9,False,unassigned_common
3981,60,60:487358:996:98346,B4,traditional,1.7746848933920631,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
3982,60,60:487358:996:98346,B6,traditional,-1.1336066840330972,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
3983,60,60:487358:996:98346,B8,traditional,-0.6410782093589518,,"amp_adc[4000,7000)","charge[24000,40000)",peak_9,False,unassigned_common
3984,60,60:487374:1012:98362,B4,traditional,1.938336165641445,,"amp_adc[1500,2500)","charge[14000,24000)",peak_4,False,unassigned_common
3985,60,60:487374:1012:98362,B6,traditional,-1.097666366560496,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
3986,60,60:487374:1012:98362,B8,traditional,-0.840669799080942,,"amp_adc[2500,4000)","charge[14000,24000)",peak_5,False,unassigned_common
3987,60,60:487530:1157:98518,B4,traditional,1.2424057539493987,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3988,60,60:487530:1157:98518,B6,traditional,-0.9899441389627412,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3989,60,60:487530:1157:98518,B8,traditional,-0.2524616149866574,,"amp_adc[4000,7000)","charge[40000,80000)",peak_8,False,unassigned_common
3990,60,60:487623:1248:98611,B4,traditional,-16.804846436038503,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
3991,60,60:487623:1248:98611,B6,traditional,8.2949575694768,,"amp_adc[1500,2500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
3992,60,60:487623:1248:98611,B8,traditional,8.509888866561695,,"amp_adc[1500,2500)","charge[1000,4000)",peak_17,False,novel_delayed_peak
3993,60,60:487726:1346:98714,B4,traditional,1.0602920015018,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3994,60,60:487726:1346:98714,B6,traditional,-1.0722934300971687,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
3995,60,60:487726:1346:98714,B8,traditional,0.012001428595375785,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
3996,60,60:487893:1502:98881,B4,traditional,1.961627393933611,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
3997,60,60:487893:1502:98881,B6,traditional,-1.1117308910414465,,"amp_adc[2500,4000)","charge[14000,24000)",peak_11,False,unassigned_common
3998,60,60:487893:1502:98881,B8,traditional,-0.8498965028921504,,"amp_adc[2500,4000)","charge[14000,24000)",peak_13,False,unassigned_common
3999,60,60:487929:1537:98917,B4,traditional,1.8700537514801994,,"amp_adc[2500,4000)","charge[14000,24000)",peak_12,False,unassigned_common
4000,60,60:487929:1537:98917,B6,traditional,-1.0249097274071488,,"amp_adc[1000,1500)","charge[8000,14000)",peak_12,False,unassigned_common
4001,60,60:487929:1537:98917,B8,traditional,-0.8451440240730506,,"amp_adc[2500,4000)","charge[14000,24000)",peak_14,False,novel_delayed_peak
4002,60,60:487931:1539:98919,B4,traditional,1.2873405730857854,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
4003,60,60:487931:1539:98919,B6,traditional,-0.10435963514460411,,"amp_adc[2500,4000)","charge[14000,24000)",peak_9,False,unassigned_common
4004,60,60:487931:1539:98919,B8,traditional,-1.1829809379411813,,"amp_adc[4000,7000)","charge[40000,80000)",peak_8,False,unassigned_common
4005,60,60:487969:1575:98957,B4,traditional,1.674616103212763,,"amp_adc[2500,4000)","charge[24000,40000)",peak_10,False,unassigned_common
4006,60,60:487969:1575:98957,B6,traditional,-0.6234608486029956,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4007,60,60:487969:1575:98957,B8,traditional,-1.0511552546097676,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
4008,60,60:487973:1579:98961,B4,traditional,3.6869061587005874,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4009,60,60:487973:1579:98961,B6,traditional,-1.6179691887022614,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
4010,60,60:487973:1579:98961,B8,traditional,-2.068936969998319,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4011,60,60:487984:1588:98972,B4,traditional,0.7252481624466398,,"amp_adc[2500,4000)","charge[24000,40000)",peak_9,False,unassigned_common
4012,60,60:487984:1588:98972,B6,traditional,0.6843982336087606,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4013,60,60:487984:1588:98972,B8,traditional,-1.4096463960554075,,"amp_adc[4000,7000)","charge[24000,40000)",peak_7,False,unassigned_common
4014,60,60:488104:1700:99092,B4,traditional,1.8537895754549467,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4015,60,60:488104:1700:99092,B6,traditional,3.2222035906941713,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
4016,60,60:488104:1700:99092,B8,traditional,-5.075993166149118,,"amp_adc[7000,12000)","charge[40000,80000)",peak_7,True,unassigned_common
4017,60,60:488115:1711:99103,B4,traditional,1.6986282406626003,,"amp_adc[1500,2500)","charge[8000,14000)",peak_14,False,novel_delayed_peak
4018,60,60:488115:1711:99103,B6,traditional,-1.2445001303973555,,"amp_adc[1500,2500)","charge[8000,14000)",peak_15,False,novel_delayed_peak
4019,60,60:488115:1711:99103,B8,traditional,-0.4541281102652448,,"amp_adc[4000,7000)","charge[14000,24000)",peak_14,False,novel_delayed_peak
4020,60,60:488122:1718:99110,B4,traditional,1.4591873585577773,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4021,60,60:488122:1718:99110,B6,traditional,-0.7437582573302279,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4022,60,60:488122:1718:99110,B8,traditional,-0.7154291012275422,,"amp_adc[4000,7000)","charge[24000,40000)",peak_7,False,unassigned_common
4023,60,60:488129:1724:99117,B4,traditional,1.7571538086902976,,"amp_adc[1500,2500)","charge[8000,14000)",peak_5,False,unassigned_common
4024,60,60:488129:1724:99117,B6,traditional,-1.2122063178104057,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
4025,60,60:488129:1724:99117,B8,traditional,-0.5449474908798919,,"amp_adc[2500,4000)","charge[24000,40000)",peak_4,False,unassigned_common
4026,60,60:488221:1841:99209,B4,traditional,-0.8806868171961497,,"amp_adc[2500,4000)","charge[24000,40000)",peak_7,False,unassigned_common
4027,60,60:488221:1841:99209,B6,traditional,0.4893333977953205,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
4028,60,60:488221:1841:99209,B8,traditional,0.39135341940082924,,"amp_adc[1500,2500)","charge[8000,14000)",peak_9,False,unassigned_common
4029,60,60:488229:1849:99217,B4,traditional,1.5662602729249002,,"amp_adc[1500,2500)","charge[14000,24000)",peak_6,False,unassigned_common
4030,60,60:488229:1849:99217,B6,traditional,-1.3296596298669172,,"amp_adc[2500,4000)","charge[14000,24000)",peak_6,False,unassigned_common
4031,60,60:488229:1849:99217,B8,traditional,-0.2366006430579759,,"amp_adc[4000,7000)","charge[40000,80000)",peak_5,False,unassigned_common
4032,60,60:488260:1878:99248,B4,traditional,1.2311345208100946,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4033,60,60:488260:1878:99248,B6,traditional,-1.6004332991726855,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4034,60,60:488260:1878:99248,B8,traditional,0.36929877836259095,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
4035,60,60:488263:1881:99251,B4,traditional,1.6847129121661055,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
4036,60,60:488263:1881:99251,B6,traditional,0.3782511132867441,,"amp_adc[2500,4000)","charge[24000,40000)",peak_6,False,unassigned_common
4037,60,60:488263:1881:99251,B8,traditional,-2.0629640254528425,,"amp_adc[4000,7000)","charge[24000,40000)",peak_6,False,unassigned_common
4038,60,60:488307:1922:99295,B4,traditional,3.63970776516652,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4039,60,60:488307:1922:99295,B6,traditional,-1.5304013980930122,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4040,60,60:488307:1922:99295,B8,traditional,-2.1093063670735006,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
4041,60,60:488364:1979:99352,B4,traditional,2.614338196871614,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4042,60,60:488364:1979:99352,B6,traditional,-3.3553956511119054,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4043,60,60:488364:1979:99352,B8,traditional,0.7410574542402912,,"amp_adc[2500,4000)","charge[24000,40000)",peak_11,False,unassigned_common
4044,60,60:488458:2065:99446,B4,traditional,7.551747540500102,,"amp_adc[4000,7000)","charge[40000,80000)",peak_8,False,unassigned_common
4045,60,60:488458:2065:99446,B6,traditional,-4.139590457132009,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4046,60,60:488458:2065:99446,B8,traditional,-3.4121570833680863,,"amp_adc[2500,4000)","charge[24000,40000)",peak_8,False,unassigned_common
4047,60,60:488476:2080:99464,B4,traditional,-0.519017061685382,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4048,60,60:488476:2080:99464,B6,traditional,0.27863169190629833,,"amp_adc[2500,4000)","charge[14000,24000)",peak_10,False,unassigned_common
4049,60,60:488476:2080:99464,B8,traditional,0.24038536977907654,,"amp_adc[1500,2500)","charge[14000,24000)",peak_9,False,unassigned_common
4050,60,60:488479:2082:99467,B4,traditional,0.6561299713677329,,"amp_adc[1500,2500)","charge[14000,24000)",peak_7,False,unassigned_common
4051,60,60:488479:2082:99467,B6,traditional,0.6455882385877842,,"amp_adc[1500,2500)","charge[14000,24000)",peak_8,False,unassigned_common
4052,60,60:488479:2082:99467,B8,traditional,-1.3017182099555171,,"amp_adc[2500,4000)","charge[14000,24000)",peak_8,False,unassigned_common
4053,60,60:488558:2157:99546,B4,traditional,1.3960162194884305,,"amp_adc[1500,2500)","charge[14000,24000)",peak_5,False,unassigned_common
4054,60,60:488558:2157:99546,B6,traditional,-1.4767717461806313,,"amp_adc[2500,4000)","charge[14000,24000)",peak_5,False,unassigned_common
4055,60,60:488558:2157:99546,B8,traditional,0.08075552669220087,,"amp_adc[4000,7000)","charge[40000,80000)",peak_4,False,unassigned_common
