granularity,dimension,stratum,pair,method,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68,pull_width68_ci_low,pull_width68_ci_high,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,ml,1.4310573459655114,1.5856447856795517,0.38440456369422826,0.3584867952310974,0.4052039526981108,2615,1.0003959022445907,1.097879569896584,1.4959545924066884,2.210862533243935,0.05774378585086042,0.0076481835564053535,0.00497131931166348
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B6,traditional,0.9135358815040129,1.3606053727420442,,,,1606,2.2752044814548316,2.0343631595164275,1.2816384631446311,2.6957296324344524,0.06973848069738481,0.0224159402241594,0.015566625155666251
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B8,traditional,0.906497589699312,1.3449973717657595,,,,2590,1.7633905887659598,1.7457091013055575,1.170081256499019,2.41078249689181,0.055984555984555984,0.013899613899613899,0.00888030888030888
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,traditional,0.8841972800677653,1.0429491088932425,,,,2615,-0.413122801864862,-0.29535069002470493,0.9944885471779848,2.0829921942248926,0.03212237093690248,0.006883365200764819,0.005353728489483747
pairwise,amplitude_bin,"amp_adc[4000,7000)",B4-B6,ml,3.136759394444781,20.893236528762845,2.338035565884339,1.0570165736525576,4.661822022231674,19,-0.8811581964653105,-2.943148556950227,9.232539289698348,11.320861272134515,0.631578947368421,0.5263157894736842,0.3157894736842105
pairwise,amplitude_bin,"amp_adc[4000,7000)",B4-B8,ml,2.106726494875745,3.2683520225918765,0.7553558205592432,0.5346784390516426,0.9067304950712164,213,-0.03297483095298855,-0.6870604333600809,2.8625987994278974,5.290606505788194,0.28169014084507044,0.15023474178403756,0.07511737089201878
pairwise,amplitude_bin,"amp_adc[4000,7000)",B6-B8,ml,1.6286786246170946,2.4715109597885916,0.5617489544306795,0.44132489984828865,0.6122436951275261,260,2.661281882849618,2.4042785808365608,1.9981932992261027,2.732361269355158,0.17307692307692307,0.05384615384615385,0.023076923076923078
pairwise,amplitude_bin,"amp_adc[4000,7000)",B4-B6,traditional,3.014211654414798,21.431747930625686,,,,19,5.659486279963247,3.129805019533265,8.23939498324394,11.9817913366993,0.5789473684210527,0.5263157894736842,0.3157894736842105
pairwise,amplitude_bin,"amp_adc[4000,7000)",B4-B8,traditional,1.7937905587773213,3.1724940913451136,,,,213,4.049153353698624,3.344735432862514,2.3959588863521013,5.464022536978463,0.1596244131455399,0.10328638497652583,0.07981220657276995
pairwise,amplitude_bin,"amp_adc[4000,7000)",B6-B8,traditional,1.6285775322482692,1.9204297773661203,,,,260,0.9104022393316037,0.707917054610526,1.810790456697787,2.363938872106019,0.08076923076923077,0.03076923076923077,0.023076923076923078
pairwise,charge_bin,"charge[1000,4000)",B4-B6,ml,0.4161949653631354,1.1607027681580513,0.25426685861267073,0.09497020740100076,0.4124080483480763,24,-4.0825253165280175,-4.160245217948663,0.7357000625058632,1.1382442541355837,0.041666666666666664,0.0,0.0
pairwise,charge_bin,"charge[1000,4000)",B4-B8,ml,0.7933375392190328,3.411677532340015,0.3044307607684428,0.1125307708277597,0.6638596544067284,16,-2.057912480169478,-2.627541934232738,1.6411064688517851,1.8192730505794832,0.0625,0.0625,0.0
pairwise,charge_bin,"charge[1000,4000)",B6-B8,ml,1.2854781775602164,3.10532749225946,0.5210211063160228,0.2601423745125735,0.8235638476740229,20,1.3832052635718621,1.1634759273838924,2.030559433655525,1.9468492932015644,0.1,0.0,0.0
pairwise,charge_bin,"charge[1000,4000)",B4-B6,traditional,0.09079292048382434,0.29353840466991926,,,,24,1.9134936515496903,1.9878575839848196,0.23247249179382512,0.21638125846844783,0.0,0.0,0.0
pairwise,charge_bin,"charge[1000,4000)",B4-B8,traditional,0.026932957023129787,0.2014116878828509,,,,16,1.9171669238443227,1.9410689789528632,0.08808290217071568,0.13762650447277702,0.0,0.0,0.0
pairwise,charge_bin,"charge[1000,4000)",B6-B8,traditional,0.06288898656363706,0.28141698076913046,,,,20,0.0636610787966319,0.014554044863444915,0.19326018279252763,0.20410626577196414,0.0,0.0,0.0
pairwise,charge_bin,"charge[14000,24000)",B4-B6,ml,1.2731569440647166,1.5512165871461363,0.3307255767163645,0.283860528730122,0.3584393401214162,2423,-3.7471593577404287,-3.796709273157987,1.4414973778453208,1.9890424741919726,0.061494015683037556,0.0070160957490713995,0.004539826661163846
pairwise,charge_bin,"charge[14000,24000)",B4-B8,ml,1.4695085346240062,1.6639814503799113,0.3456623784698558,0.3304575673396656,0.3608937308550433,1769,-3.180726399513042,-3.0640571233384364,1.5656794048834808,2.642715808791374,0.08366308648954211,0.013001695873374788,0.006783493499152063
pairwise,charge_bin,"charge[14000,24000)",B6-B8,ml,1.588465369159337,1.788034376930844,0.39118146609897536,0.35446725779411403,0.42599844600906406,1798,0.7492868800440196,0.8334934763695223,1.6500100277162095,2.2220843017385623,0.07119021134593993,0.006117908787541713,0.0033370411568409346
pairwise,charge_bin,"charge[14000,24000)",B4-B6,traditional,1.0224574750765443,1.5027720451282605,,,,2423,2.113083035196798,2.03368526600336,1.2784054583390214,1.975750132794556,0.06190672719768882,0.009079653322327692,0.004539826661163846
pairwise,charge_bin,"charge[14000,24000)",B4-B8,traditional,0.9844213157088246,1.268917453753643,,,,1769,1.5259008586145704,1.8044984798874353,1.1004150108512596,2.541082465090252,0.046353872244205764,0.009609949123798756,0.006783493499152063
pairwise,charge_bin,"charge[14000,24000)",B6-B8,traditional,0.909189499214516,1.1031780987304143,,,,1798,-0.5127747432807328,-0.220127304904004,0.9945399231323913,1.996768590213984,0.03781979977753059,0.0055617352614015575,0.00389321468298109
pairwise,charge_bin,"charge[24000,40000)",B4-B6,ml,1.4730428168357919,2.697895692542638,0.5859139424863589,0.4625749689958145,0.6345103108158969,362,-2.8418352992957114,-3.203186998092953,1.8340222984420018,4.7734877416084105,0.16574585635359115,0.08287292817679558,0.055248618784530384
pairwise,charge_bin,"charge[24000,40000)",B4-B8,ml,1.4982644193408416,1.7497429747460298,0.4522307437195568,0.4051838636111349,0.47712622404541183,1619,-2.1251993157629254,-2.3092448926865075,1.6777444785696043,2.742214261627126,0.10809141445336627,0.032736256948733784,0.017294626312538603
pairwise,charge_bin,"charge[24000,40000)",B6-B8,ml,1.4106696764884128,1.6217980061388277,0.4054434714714581,0.3682671167648878,0.4301193808287854,1643,1.3830931875361372,1.4141701895414656,1.5454690196046992,2.127106055672604,0.07912355447352404,0.020693852708460133,0.007912355447352405
pairwise,charge_bin,"charge[24000,40000)",B4-B6,traditional,1.2477563355844818,1.8184199192494865,,,,362,2.8392771722431283,2.046768582497343,1.584703169280241,4.948931021385664,0.1464088397790055,0.07458563535911603,0.06077348066298342
pairwise,charge_bin,"charge[24000,40000)",B4-B8,traditional,1.1593615579885546,1.5873238326121253,,,,1619,2.2170802466968715,1.7878772220623205,1.479584156880783,2.7658139369652477,0.10006176652254478,0.029030265596046944,0.017912291537986413
pairwise,charge_bin,"charge[24000,40000)",B6-B8,traditional,1.0839632430607178,1.285340807659425,,,,1643,-0.08521776804888469,-0.2714819405694584,1.1989059032555083,1.9372057677839807,0.057212416311625075,0.01278149726110773,0.006695069993913573
pairwise,charge_bin,"charge[4000,8000)",B4-B6,ml,1.09142493702001,1.4880628828421087,0.16658142688007854,0.12521358719641548,0.21780156803309478,146,-3.2593524600833987,-2.876670982514298,1.3268243795641,3.0583313493880735,0.0410958904109589,0.02054794520547945,0.00684931506849315
pairwise,charge_bin,"charge[4000,8000)",B4-B8,ml,0.7768961148459825,1.9865494713305938,0.24355719414415494,0.13668170025492812,0.3371569791974652,80,-2.197337856143494,-2.1207805136412254,1.2975254894820119,3.4255756820097343,0.05,0.025,0.0125
pairwise,charge_bin,"charge[4000,8000)",B6-B8,ml,0.7203218853322927,1.2355035440737046,0.20590380203965492,0.15755515834169947,0.3247159302168013,59,0.7663201801431291,1.419911820454118,1.050726782344217,3.7945118385531384,0.01694915254237288,0.01694915254237288,0.01694915254237288
pairwise,charge_bin,"charge[4000,8000)",B4-B6,traditional,0.24804755708204645,0.3372710553430092,,,,146,2.0298481165140316,2.2203324742409905,0.2923784026662247,2.5188038581262795,0.0136986301369863,0.00684931506849315,0.00684931506849315
pairwise,charge_bin,"charge[4000,8000)",B4-B8,traditional,0.36636216851033876,0.5428756864930586,,,,80,1.7887234305456936,2.189441646883445,0.4868927261760755,3.325044788937491,0.0125,0.0125,0.0125
pairwise,charge_bin,"charge[4000,8000)",B6-B8,traditional,0.21852838798577784,0.4667605808361342,,,,59,-0.6542218707117965,-0.11945675634315478,0.31948181986668334,3.825327994498518,0.01694915254237288,0.01694915254237288,0.01694915254237288
pairwise,charge_bin,"charge[40000,80000)",B4-B6,ml,0.7422139842168427,9.461294393532999,0.9899910503382376,0.25910473724384364,1.6193369590381528,8,-2.3511732537439514,-3.6780770851754774,3.5652026706408773,5.396153894069829,0.375,0.375,0.125
pairwise,charge_bin,"charge[40000,80000)",B4-B8,ml,2.7903966448866133,20.910331888665016,3.0337351890411037,0.8677163412849572,7.162054686678155,15,0.3104650819124591,-1.7794842157314577,7.91512109859649,12.716421160310032,0.6666666666666666,0.6666666666666666,0.4
pairwise,charge_bin,"charge[40000,80000)",B6-B8,ml,0.05586864143859316,6.713036939885095,1.2429854243115224,0.07341283499786704,2.954961386156613,7,1.5039646207578923,3.075676822210042,4.183499236756483,5.512288766532408,0.42857142857142855,0.42857142857142855,0.14285714285714285
pairwise,charge_bin,"charge[40000,80000)",B4-B6,traditional,0.050756311331467296,7.640010049082876,,,,8,3.1244980772871145,1.9475640579750717,2.322914967307157,4.647532103877032,0.25,0.125,0.125
pairwise,charge_bin,"charge[40000,80000)",B4-B8,traditional,0.43849296099067747,22.016490367689517,,,,15,5.544330878870643,2.0983554103064748,7.435918921925875,12.9450255766125,0.6,0.5333333333333333,0.4666666666666667
pairwise,charge_bin,"charge[40000,80000)",B6-B8,traditional,0.2812734751430581,8.057251596955405,,,,7,-0.18289674282373625,-1.0089662351468505,1.6488861975987883,4.789860222056624,0.2857142857142857,0.2857142857142857,0.14285714285714285
pairwise,charge_bin,"charge[8000,14000)",B4-B6,ml,1.421778331266621,1.716524027646936,0.29329447561924726,0.25385644139421226,0.3235470054532719,857,-3.960686261561305,-4.0871477342353515,1.6208360882604156,1.8725949975648788,0.07001166861143523,0.005834305717619603,0.002333722287047841
pairwise,charge_bin,"charge[8000,14000)",B4-B8,ml,1.559866705985748,2.2319064420637,0.3096675633635202,0.25378342221930467,0.37871995270829234,321,-2.816450035168973,-2.6603154183419164,1.8259803431103476,3.1964774635101265,0.1526479750778816,0.03426791277258567,0.009345794392523364
pairwise,charge_bin,"charge[8000,14000)",B6-B8,ml,1.1811249066720575,1.7109517776565322,0.28060292221521466,0.23513751130716584,0.3733401846277745,293,0.7388757994103965,0.8214428122103357,1.410069559561328,2.2268140553750575,0.04778156996587031,0.0034129692832764505,0.0034129692832764505
pairwise,charge_bin,"charge[8000,14000)",B4-B6,traditional,0.43053366135967064,1.1683338440286286,,,,857,2.0925268819342677,2.085700285079554,0.9585834771041809,1.6125588797551318,0.046674445740956826,0.007001166861143524,0.002333722287047841
pairwise,charge_bin,"charge[8000,14000)",B4-B8,traditional,0.3398491768563755,0.7322080421075147,,,,321,1.8173871524208223,2.1232987590281382,0.4748680858027774,2.606566998804899,0.04361370716510903,0.009345794392523364,0.009345794392523364
pairwise,charge_bin,"charge[8000,14000)",B6-B8,traditional,0.2459804315371543,0.6383334485261144,,,,293,-0.2686466749912557,-0.0005211204613218001,0.3493042750255393,1.9823999413584856,0.027303754266211604,0.0034129692832764505,0.0034129692832764505
pairwise,peak_sample_bin,peakmax_10,B4-B6,ml,1.4487659824717203,1.965050483193242,0.38021942599771286,0.32911395147522987,0.43697729123828244,223,-3.029370875444593,-3.132800846729481,1.6796329619597912,3.3318447252164805,0.13004484304932734,0.03587443946188341,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,ml,1.4959945869284395,2.2181118726185765,0.3926967032745168,0.34541982777428304,0.4491092976690281,263,-2.9785856981424463,-2.757722094219254,1.8289875688698158,3.928237918186464,0.1482889733840304,0.045627376425855515,0.015209125475285171
pairwise,peak_sample_bin,peakmax_10,B6-B8,ml,1.6165252104801655,2.5603522288244056,0.48425424649934246,0.4265291475781795,0.5616071458003689,171,0.7103776454835751,0.520762365501831,1.9936951018205058,3.6564740399641233,0.14619883040935672,0.05263157894736842,0.017543859649122806
pairwise,peak_sample_bin,peakmax_10,B4-B6,traditional,1.1823088716423755,1.7492216702259937,,,,223,2.493975225910275,2.139198384231399,1.6654327064691268,3.3939685595324582,0.09417040358744394,0.03139013452914798,0.013452914798206279
pairwise,peak_sample_bin,peakmax_10,B4-B8,traditional,1.314499327377102,1.9634919791123413,,,,263,1.8224955735199246,1.804660714477194,1.6443827561837316,3.927366419645923,0.11026615969581749,0.030418250950570342,0.019011406844106463
pairwise,peak_sample_bin,peakmax_10,B6-B8,traditional,0.9554302017159193,1.6260462907480366,,,,171,-0.3120962670543278,-0.36425400130175944,1.3360323035139048,3.7071535725389286,0.08771929824561403,0.03508771929824561,0.011695906432748537
pairwise,peak_sample_bin,peakmax_11,B4-B6,ml,1.26200959406644,2.8932812332215625,0.6032146740352614,0.4510137505944023,0.7630865210342377,81,-3.1143590714532987,-3.5818805068332225,2.2208062493602565,5.50455187973823,0.19753086419753085,0.04938271604938271,0.04938271604938271
pairwise,peak_sample_bin,peakmax_11,B4-B8,ml,1.2116667732834654,1.9183180705942111,0.3080014700428155,0.24401296966895952,0.39901301035656617,193,-3.390382967298262,-3.2823329071675857,1.558653039073689,4.321005693643485,0.09844559585492228,0.03626943005181347,0.025906735751295335
pairwise,peak_sample_bin,peakmax_11,B6-B8,ml,1.3265676326032496,1.9451791305425248,0.3638626492298859,0.32221631154722313,0.4562372876401896,186,-0.007945555886943833,0.21841321949294823,1.6143660487666351,2.7381739090584407,0.06451612903225806,0.010752688172043012,0.005376344086021506
pairwise,peak_sample_bin,peakmax_11,B4-B6,traditional,0.556789965041784,2.078371745981483,,,,81,2.7940988100888915,2.1590020549993767,1.3339777326323374,5.3881034501749365,0.1728395061728395,0.04938271604938271,0.04938271604938271
pairwise,peak_sample_bin,peakmax_11,B4-B8,traditional,1.0536555235779372,1.938109875390239,,,,193,1.7071950454769411,1.7630040786270058,1.6484680475331825,4.261197533284925,0.09844559585492228,0.031088082901554404,0.025906735751295335
pairwise,peak_sample_bin,peakmax_11,B6-B8,traditional,1.11080563732168,1.4572617235471679,,,,186,-0.842333132493086,-0.43541365881757343,1.2755579845827874,2.574318728359827,0.053763440860215055,0.010752688172043012,0.005376344086021506
pairwise,peak_sample_bin,peakmax_12,B4-B6,ml,0.4654690017105705,1.2007349929653413,0.1740007174648006,0.11886782316676629,0.27462974720005684,41,-4.640086442768028,-4.750952573224424,0.6434164871660926,0.8109887942953035,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,ml,1.0009766702045313,2.237020127248264,0.2551983727049201,0.19060335725202385,0.3599085686737099,64,-3.6058885235398117,-3.012598184243611,1.2687121867141395,3.5972671524368836,0.0625,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,ml,1.841909297932349,2.5874356594805157,0.5655542757020777,0.33412695097081796,0.6821344843972773,58,0.33972385370271874,1.2562009170065807,2.0860119873907745,3.9816352085565123,0.13793103448275862,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_12,B4-B6,traditional,0.06888831866263785,0.17240079317735876,,,,41,2.042969456334816,2.056049606796961,0.12149515215891293,0.14084305182425202,0.0,0.0,0.0
pairwise,peak_sample_bin,peakmax_12,B4-B8,traditional,0.36605539410122684,1.0239942463662304,,,,64,1.1600239072281262,1.8004010639598462,0.5038096996551897,3.781577124167847,0.03125,0.015625,0.015625
pairwise,peak_sample_bin,peakmax_12,B6-B8,traditional,0.5167678927746358,1.063826506066482,,,,58,-1.129448237142344,-0.31225347385472446,0.8514290753730543,3.9074925903182205,0.034482758620689655,0.017241379310344827,0.017241379310344827
pairwise,peak_sample_bin,peakmax_13,B4-B6,ml,0.6520444650596469,6.7011011610607385,0.26763069386081134,0.1163645109049856,1.1443818768518443,56,-3.30055413112405,-4.764510022238692,1.0585249146299152,5.251028732080442,0.10714285714285714,0.08928571428571429,0.08928571428571429
pairwise,peak_sample_bin,peakmax_13,B4-B8,ml,0.8304559550459945,7.13432138756907,0.34674433314166275,0.23071497631791046,1.5379217657956443,51,-2.0481891983109106,-2.703427247568378,1.3481608839104382,6.116730937399429,0.11764705882352941,0.09803921568627451,0.09803921568627451
pairwise,peak_sample_bin,peakmax_13,B6-B8,ml,0.9325226017523367,2.1227226193965736,0.36929307164935143,0.24733767866752548,0.5682992213981986,50,1.3781758630967929,2.1346922259235015,1.3165607449607688,4.221326914297817,0.08,0.02,0.02
pairwise,peak_sample_bin,peakmax_13,B4-B6,traditional,0.08497870821235849,6.572275547431985,,,,56,3.489700785831226,2.0532420575681343,0.1804280901312324,5.0249877559953084,0.08928571428571429,0.08928571428571429,0.07142857142857142
pairwise,peak_sample_bin,peakmax_13,B4-B8,traditional,0.2141023471430046,7.164203735827613,,,,51,2.64569808994831,1.8455189413845972,0.39630618327411327,6.74012700040986,0.09803921568627451,0.09803921568627451,0.09803921568627451
pairwise,peak_sample_bin,peakmax_13,B6-B8,traditional,0.21934926148292705,0.36891372840929,,,,50,-0.8815563712927841,-0.30021416769547926,0.30898918520552815,4.20251039508067,0.02,0.02,0.02
pairwise,peak_sample_bin,peakmax_14,B4-B6,ml,0.662824948064443,5.694421749105605,0.24017806503743616,0.10164299887133271,1.2295332493010915,37,-2.920393005540237,-4.283785472209452,1.2761151834032114,5.425554610926107,0.13513513513513514,0.10810810810810811,0.10810810810810811
pairwise,peak_sample_bin,peakmax_14,B4-B8,ml,0.7101872027841429,6.3009487362186,0.2975195700675672,0.15442203475036156,1.3262713348630377,38,-2.0924300002550233,-2.789761697382879,1.3048427076702938,6.679693603079437,0.18421052631578946,0.15789473684210525,0.15789473684210525
pairwise,peak_sample_bin,peakmax_14,B6-B8,ml,0.6640769604463442,3.4845104114248926,0.33370723124883866,0.18630156865195144,1.1280286272663473,34,1.1522784712291236,1.839336148236896,1.4533684406319285,5.814185916158989,0.17647058823529413,0.11764705882352941,0.11764705882352941
pairwise,peak_sample_bin,peakmax_14,B4-B6,traditional,0.041765383555439045,6.508088908639508,,,,37,3.744907419286555,2.057299996641845,0.2118768853476174,5.175058716513911,0.10810810810810811,0.10810810810810811,0.10810810810810811
pairwise,peak_sample_bin,peakmax_14,B4-B8,traditional,0.17581070773035423,5.974613683906881,,,,38,3.0534247170211763,1.9573638909710311,0.46866838151429835,6.831982586002581,0.15789473684210525,0.15789473684210525,0.15789473684210525
pairwise,peak_sample_bin,peakmax_14,B6-B8,traditional,0.2436513412874396,4.614550482798174,,,,34,-0.5604713846794664,-0.19416809644971522,0.454050015418075,5.647613797946997,0.11764705882352941,0.11764705882352941,0.08823529411764706
pairwise,peak_sample_bin,peakmax_15,B4-B6,ml,0.4059666218247706,5.041880388317277,0.24118752370068886,0.12064983730983508,0.9908061850070459,35,-4.97580450326625,-4.428362122082035,0.7092749855607567,6.187098228759527,0.11428571428571428,0.11428571428571428,0.11428571428571428
pairwise,peak_sample_bin,peakmax_15,B4-B8,ml,0.6492563432507535,6.058228679154658,0.286469862742839,0.15168124328967578,1.0719302760346696,44,-2.7405271931183375,-2.513513499595902,1.4445900510256204,6.733778105856972,0.1590909090909091,0.13636363636363635,0.13636363636363635
pairwise,peak_sample_bin,peakmax_15,B6-B8,ml,0.7819939254435979,2.09969133945184,0.2835952413017775,0.17252164979939424,0.41803580273149293,32,1.4886505406378643,1.6914542236507373,1.338214134579066,3.6428854731503044,0.09375,0.0625,0.0625
pairwise,peak_sample_bin,peakmax_15,B4-B6,traditional,0.062233918751007,5.112375845143023,,,,35,1.564849118034688,2.0674425550251954,0.117845767363422,6.1531527618697375,0.11428571428571428,0.11428571428571428,0.11428571428571428
pairwise,peak_sample_bin,peakmax_15,B4-B8,traditional,0.29581273126995294,5.44170404410778,,,,44,2.022963933972298,1.8777495713606953,0.4437109700952855,6.371039832131895,0.13636363636363635,0.13636363636363635,0.13636363636363635
pairwise,peak_sample_bin,peakmax_15,B6-B8,traditional,0.2379093844522147,0.4655608877133242,,,,32,-0.3702785251748091,-0.275265921552176,0.33389928527148555,3.1461990866220164,0.0625,0.0625,0.0625
pairwise,peak_sample_bin,peakmax_16,B4-B6,ml,0.539346893108408,4.180501896767815,0.25904781700803614,0.10271722130122024,0.6160217088984028,40,-3.4330101736352865,-4.414195978751003,1.5363537924388708,2.7906335310842136,0.125,0.1,0.075
pairwise,peak_sample_bin,peakmax_16,B4-B8,ml,0.42230540482255086,3.307980810438274,0.1665420852531463,0.08671027332435842,0.5539285002948491,37,-1.944770209909359,-2.756877569570804,1.0023202349064824,2.889104733222266,0.10810810810810811,0.10810810810810811,0.05405405405405406
pairwise,peak_sample_bin,peakmax_16,B6-B8,ml,0.622030963114886,1.6057999589079934,0.1788942970993262,0.09433695901781462,0.23958946102088244,37,1.979853163696238,1.8448989650582774,1.0783008264520135,2.3658523104614,0.05405405405405406,0.02702702702702703,0.02702702702702703
pairwise,peak_sample_bin,peakmax_16,B4-B6,traditional,0.05727162318850648,2.3297714539524974,,,,40,2.7964724734546835,2.042072241573962,0.13855173975825352,2.44846334832956,0.1,0.05,0.025
pairwise,peak_sample_bin,peakmax_16,B4-B8,traditional,0.16572355791458365,3.0578280113954497,,,,37,2.649121864223669,1.8550849311425424,0.3680805431925548,2.7751502810141813,0.10810810810810811,0.08108108108108109,0.05405405405405406
pairwise,peak_sample_bin,peakmax_16,B6-B8,traditional,0.14038758779791255,0.3890379602335035,,,,37,0.13023933034200905,-0.21350887732404544,0.27526815852585224,2.24823418688351,0.02702702702702703,0.02702702702702703,0.02702702702702703
