fold,train_group,eval_group,n_train_runs,n_eval_runs,train_eval_run_overlap,train_eval_key_overlap,uses_run_or_event_features,same_pulse_waveform_used_by_cnn
holdout_sample_i,sample_ii_calib,sample_i_analysis,1,14,,0,False,"early samples only, target includes full aligned template; caveated as handle-like not pure conditional template"
holdout_sample_ii,sample_i_calib,sample_ii_analysis,11,7,,0,False,"early samples only, target includes full aligned template; caveated as handle-like not pure conditional template"
