fold,n_eval,stave,amp_region,rise_width_region,cfd_phase_region,tail_shape_region,saturation_region,current_family,empirical_q_mse,empirical_timing_abs_ns,ridge_q_mse,ridge_timing_abs_ns,gradient_boosted_trees_q_mse,gradient_boosted_trees_timing_abs_ns,mlp_q_mse,mlp_timing_abs_ns,cnn_early_1d_q_mse,cnn_early_1d_timing_abs_ns,support_gated_mixture_q_mse,support_gated_mixture_timing_abs_ns,best_method,ridge_minus_empirical_q_mse,gbt_minus_empirical_q_mse,mlp_minus_empirical_q_mse,cnn_minus_empirical_q_mse
holdout_sample_i,74,B2,a1500_2200,rise_mid,phase_early,tail_compact,unsaturated,high_20nA,0.05501535209175467,2.939189189189189,0.019430595921035167,0.9797297297297297,0.024331304836965502,0.7094594594594594,0.02794093423215633,1.554054054054054,0.01842027919810568,2.195945945945946,0.024331304836965502,0.7094594594594594,cnn_early_1d,-0.0355847561707195,-0.030684047254789168,-0.02707441785959834,-0.036595072893648994
holdout_sample_i,149,B2,a1500_2200,rise_mid,phase_early,tail_mid,unsaturated,high_20nA,0.030938449924181037,2.5671140939597317,0.0017750155466785956,0.15100671140939598,0.0012809496140527713,0.0,0.010313135753399117,1.4429530201342282,0.0028201204842541834,0.587248322147651,0.0012809496140527713,0.0,gradient_boosted_trees,-0.02916343437750244,-0.029657500310128267,-0.020625314170781922,-0.028118329439926853
holdout_sample_i,46,B2,a1500_2200,rise_mid,phase_early,tail_mid,unsaturated,low_2nA,0.03042805427137544,2.5,0.0013170374946568308,0.10869565217391304,0.0009297447567752055,0.0,0.010107393181769262,1.7391304347826086,0.002775443528466426,0.5434782608695652,0.0009297447567752055,0.0,gradient_boosted_trees,-0.02911101677671861,-0.029498309514600234,-0.020320661089606177,-0.027652610742909013
holdout_sample_i,92,B2,a1500_2200,rise_mid,phase_late,tail_mid,unsaturated,high_20nA,0.03156038685975706,2.5815217391304346,0.0009781495970420783,0.29891304347826086,0.00048558510974069816,0.0,0.01272341222716662,0.7065217391304348,0.0038259202346314085,1.059782608695652,0.00048558510974069816,0.0,gradient_boosted_trees,-0.03058223726271498,-0.03107480175001636,-0.018836974632590438,-0.027734466625125652
holdout_sample_i,120,B2,a1500_2200,rise_mid,phase_mid,tail_mid,unsaturated,high_20nA,0.030864053661052403,2.5625,0.0010541102686117776,0.22916666666666666,0.0006343737913062035,0.0,0.013046077011317454,0.3541666666666667,0.0032947419868292155,0.6041666666666666,0.0006343737913062035,0.0,gradient_boosted_trees,-0.029809943392440624,-0.030229679869746198,-0.01781797664973495,-0.027569311674223187
holdout_sample_i,42,B2,a1500_2200,rise_mid,phase_mid,tail_mid,unsaturated,low_2nA,0.031207037653102704,2.619047619047619,0.0009692494792745898,0.23809523809523808,0.0004965391135863686,0.0,0.014084046879691099,0.47619047619047616,0.0038370390543622855,0.8333333333333334,0.0004965391135863686,0.0,gradient_boosted_trees,-0.030237788173828113,-0.030710498539516334,-0.017122990773411603,-0.027369998598740418
holdout_sample_i,94,B2,a1500_2200,rise_narrow,phase_early,tail_compact,unsaturated,high_20nA,2.52728373244697,6.09375,0.29719249312370233,3.90625,0.24987592376582932,3.4375,0.21933186535047844,3.4375,0.25956404488716345,3.90625,2.52728373244697,6.09375,mlp,-2.2300912393232677,-2.2774078086811405,-2.3079518670964916,-2.2677196875598065
holdout_sample_i,45,B2,a1500_2200,rise_narrow,phase_late,tail_compact,unsaturated,high_20nA,0.26263824654950035,5.555555555555555,0.0756783685574515,0.6666666666666666,0.06224991855974723,0.5,0.07889405491037502,0.6666666666666666,0.06003455620466007,0.7777777777777778,0.06224991855974723,0.5,cnn_early_1d,-0.18695987799204886,-0.20038832798975312,-0.18374419163912534,-0.20260369034484027
holdout_sample_i,80,B2,a1500_2200,rise_narrow,phase_mid,tail_compact,unsaturated,high_20nA,1.3635936271564655,0.65625,0.12535104734060049,0.53125,0.06261427404662087,0.5,0.06032157269062562,0.5625,0.12495002996453008,0.78125,0.06261427404662087,0.5,mlp,-1.238242579815865,-1.3009793531098446,-1.3032720544658398,-1.2386435971919354
holdout_sample_i,38,B2,a1500_2200,rise_wide,phase_late,tail_mid,unsaturated,high_20nA,0.03152113154980329,2.960526315789474,0.0016916657979282963,1.8421052631578947,0.0005357286135230687,0.0,0.00880583003740008,0.06578947368421052,0.0028845279312825216,0.32894736842105265,0.0005357286135230687,0.0,gradient_boosted_trees,-0.029829465751874992,-0.03098540293628022,-0.022715301512403207,-0.028636603618520766
holdout_sample_i,71,B2,a1500_2200,rise_wide,phase_mid,tail_mid,unsaturated,high_20nA,0.032125800480416425,3.767605633802817,0.002222985602584527,1.971830985915493,0.000761601910518096,0.0,0.010993240983913417,0.24647887323943662,0.0025911805540677164,0.352112676056338,0.000761601910518096,0.0,gradient_boosted_trees,-0.029902814877831897,-0.031364198569898326,-0.021132559496503008,-0.029534619926348708
holdout_sample_i,49,B2,a2200_3200,rise_mid,phase_early,tail_compact,unsaturated,high_20nA,0.06831973781027238,3.4183673469387754,0.05495072757806368,2.142857142857143,0.07011045749807451,1.9387755102040816,0.06424631061514807,3.520408163265306,0.045941047224482535,2.0408163265306123,0.07011045749807451,1.9387755102040816,cnn_early_1d,-0.013369010232208704,0.0017907196878021309,-0.00407342719512431,-0.022378690585789847
holdout_sample_i,512,B2,a2200_3200,rise_mid,phase_early,tail_mid,unsaturated,high_20nA,0.0016614706884630548,0.400390625,0.002165611913630632,0.0830078125,0.0013679986052122831,0.0,0.009648544157447331,0.224609375,0.004227957829908094,0.078125,0.0013679986052122831,0.0,gradient_boosted_trees,0.0005041412251675773,-0.00029347208325077164,0.007987073468984276,0.002566487141445039
holdout_sample_i,88,B2,a2200_3200,rise_mid,phase_early,tail_mid,unsaturated,low_2nA,0.001376993828255726,0.3125,0.0014830601223268828,0.08522727272727272,0.0008815771267147995,0.0,0.009278089886862427,0.22727272727272727,0.00370726213316722,0.11363636363636363,0.0008815771267147995,0.0,gradient_boosted_trees,0.0001060662940711569,-0.0004954167015409264,0.007901096058606701,0.0023302683049114944
holdout_sample_i,259,B2,a2200_3200,rise_mid,phase_late,tail_mid,unsaturated,high_20nA,0.0014203091822363307,0.29922779922779924,0.0010469686251609034,0.17374517374517376,0.0006073666807968522,0.0,0.011017570484806668,0.2413127413127413,0.002262282321526481,0.10617760617760617,0.0006073666807968522,0.0,gradient_boosted_trees,-0.00037334055707542724,-0.0008129425014394785,0.009597261302570338,0.0008419731392901501
holdout_sample_i,59,B2,a2200_3200,rise_mid,phase_late,tail_mid,unsaturated,low_2nA,0.0015946948628757492,0.3813559322033898,0.0009724570765342947,0.2542372881355932,0.0004115130998735554,0.0,0.01153801366638537,0.423728813559322,0.0020440224972938896,0.0847457627118644,0.0004115130998735554,0.0,gradient_boosted_trees,-0.0006222377863414545,-0.0011831817630021937,0.009943318803509621,0.00044932763441814043
holdout_sample_i,25,B2,a2200_3200,rise_mid,phase_mid,tail_compact,unsaturated,high_20nA,0.1849389280642536,6.6,0.14342940381154867,5.9,0.18326124102653712,5.4,0.16035261536795922,6.1,0.1179700569887898,5.6,0.18326124102653712,5.4,cnn_early_1d,-0.04150952425270493,-0.0016776870377164799,-0.024586312696294382,-0.0669688710754638
holdout_sample_i,410,B2,a2200_3200,rise_mid,phase_mid,tail_mid,unsaturated,high_20nA,0.0015048443408814142,0.4695121951219512,0.0012984485538397562,0.0975609756097561,0.0007579756601572949,0.0,0.011433332814606779,0.5060975609756098,0.0027625325327721812,0.16463414634146342,0.0007579756601572949,0.0,gradient_boosted_trees,-0.00020639578704165803,-0.0007468686807241194,0.009928488473725364,0.001257688191890767
holdout_sample_i,87,B2,a2200_3200,rise_mid,phase_mid,tail_mid,unsaturated,low_2nA,0.0013593451890577884,0.603448275862069,0.0010570369716320191,0.1724137931034483,0.00048723703535017175,0.0,0.011472005887405814,0.7471264367816092,0.0024168371494417834,0.28735632183908044,0.00048723703535017175,0.0,gradient_boosted_trees,-0.0003023082174257693,-0.0008721081537076166,0.010112660698348026,0.001057491960383995
holdout_sample_i,52,B2,a2200_3200,rise_narrow,phase_early,tail_compact,unsaturated,high_20nA,0.11945047657754199,5.909090909090909,0.06775440081743167,2.0454545454545454,0.0669930902684901,1.3636363636363635,0.06598313183983566,1.7045454545454546,0.05408642960184398,2.0454545454545454,0.11945047657754199,5.909090909090909,cnn_early_1d,-0.051696075760110316,-0.05245738630905189,-0.05346734473770633,-0.065364046975698
holdout_sample_i,72,B2,a2200_3200,rise_narrow,phase_late,tail_compact,unsaturated,high_20nA,0.15060268075864144,2.6041666666666665,0.05162641930984152,0.6944444444444444,0.04079578191730504,0.5902777777777778,0.04054306335677917,0.7291666666666666,0.047104621086402856,0.7291666666666666,0.04079578191730504,0.5902777777777778,mlp,-0.09897626144879992,-0.1098068988413364,-0.11005961740186226,-0.10349805967223859
holdout_sample_i,53,B2,a2200_3200,rise_narrow,phase_mid,tail_compact,unsaturated,high_20nA,0.46791235210545845,8.537735849056604,0.1063679207913559,1.4622641509433962,0.08954308294064914,1.320754716981132,0.08433061213636736,1.320754716981132,0.08259809334891963,1.4150943396226414,0.08954308294064914,1.320754716981132,cnn_early_1d,-0.3615444313141025,-0.3783692691648093,-0.38358173996909106,-0.3853142587565388
holdout_sample_i,29,B2,a2200_3200,rise_wide,phase_mid,tail_mid,unsaturated,high_20nA,0.002360011929949334,2.3275862068965516,0.002394200531949061,2.2413793103448274,0.0006343061200052152,0.0,0.012257988593006471,1.9827586206896552,0.0026113049768980664,0.1724137931034483,0.0006343061200052152,0.0,gradient_boosted_trees,3.418860199972708e-05,-0.0017257058099441188,0.009897976663057136,0.0002512930469487323
holdout_sample_i,31,B2,a3200_4700,rise_mid,phase_early,tail_compact,unsaturated,high_20nA,0.3584155414445109,10.64516129032258,0.2291584050159668,8.225806451612904,0.24943070668292777,6.935483870967742,0.21512941903654184,7.741935483870968,0.19294405586989974,6.048387096774194,0.24943070668292777,6.935483870967742,cnn_early_1d,-0.12925713642854408,-0.1089848347615831,-0.14328612240796904,-0.16547148557461114
holdout_sample_i,131,B2,a3200_4700,rise_mid,phase_early,tail_long,unsaturated,high_20nA,0.012198312899919973,0.2862595419847328,0.005475947217573339,0.3053435114503817,0.0029450409910606063,0.05725190839694656,0.014259846109069984,0.07633587786259542,0.01441554738117485,2.366412213740458,0.0029450409910606063,0.05725190839694656,gradient_boosted_trees,-0.006722365682346634,-0.009253271908859367,0.0020615332091500106,0.0022172344812548764
holdout_sample_i,797,B2,a3200_4700,rise_mid,phase_early,tail_mid,unsaturated,high_20nA,0.006975661851977932,0.9974905897114178,0.004275395987058109,0.2917189460476788,0.0020504012426154437,0.006273525721455458,0.01509507061361167,0.09410288582183186,0.01053597092309445,0.8030112923462986,0.0020504012426154437,0.006273525721455458,gradient_boosted_trees,-0.0027002658649198227,-0.004925260609362488,0.008119408761633739,0.0035603090711165183
holdout_sample_i,156,B2,a3200_4700,rise_mid,phase_early,tail_mid,unsaturated,low_2nA,0.005753201765734974,0.9455128205128205,0.00323985962773935,0.19230769230769232,0.0016131631894353304,0.0,0.014771608234972677,0.0641025641025641,0.008944419420583202,0.7051282051282052,0.0016131631894353304,0.0,gradient_boosted_trees,-0.002513342137995624,-0.004140038576299644,0.009018406469237704,0.0031912176548482283
holdout_sample_i,251,B2,a3200_4700,rise_mid,phase_late,tail_mid,unsaturated,high_20nA,0.004621014017148939,1.1852589641434264,0.002540511512456398,0.1593625498007968,0.001334264751321151,0.0,0.01255089363393653,0.17928286852589642,0.005692954043260277,0.7270916334661355,0.001334264751321151,0.0,gradient_boosted_trees,-0.002080502504692541,-0.003286749265827788,0.00792987961678759,0.0010719400261113383
holdout_sample_i,58,B2,a3200_4700,rise_mid,phase_late,tail_mid,unsaturated,low_2nA,0.004013306347929077,1.3793103448275863,0.001919177343240518,0.08620689655172414,0.0009067387215728903,0.0,0.012545228544736005,0.25862068965517243,0.003958853228966013,0.43103448275862066,0.0009067387215728903,0.0,gradient_boosted_trees,-0.0020941290046885596,-0.003106567626356187,0.008531922196806927,-5.445311896306454e-05
holdout_sample_i,32,B2,a3200_4700,rise_mid,phase_mid,tail_compact,unsaturated,high_20nA,0.24505536475913164,8.671875,0.16033639334707578,7.03125,0.15553288105246987,5.546875,0.15007670290683006,5.703125,0.14411913819387787,5.390625,0.24505536475913164,8.671875,cnn_early_1d,-0.08471897141205587,-0.08952248370666177,-0.09497866185230158,-0.10093622656525378
holdout_sample_i,180,B2,a3200_4700,rise_mid,phase_mid,tail_long,unsaturated,high_20nA,0.01002281925860135,1.3611111111111112,0.0032212296368408144,0.25,0.0018807761100641288,0.0,0.011974850321626837,0.0,0.00952664473964498,2.3472222222222223,0.0018807761100641288,0.0,gradient_boosted_trees,-0.006801589621760535,-0.00814204314853722,0.0019520310630254875,-0.0004961745189563695
holdout_sample_i,54,B2,a3200_4700,rise_mid,phase_mid,tail_long,unsaturated,low_2nA,0.008043919209074352,1.1111111111111112,0.0025918726616058186,0.046296296296296294,0.0019613544867284724,0.0,0.011704074477569925,0.0,0.008488755378961434,2.4537037037037037,0.0019613544867284724,0.0,gradient_boosted_trees,-0.005452046547468533,-0.00608256472234588,0.003660155268495573,0.00044483616988708237
holdout_sample_i,631,B2,a3200_4700,rise_mid,phase_mid,tail_mid,unsaturated,high_20nA,0.004860050625381568,0.7210776545166403,0.0023783530630864746,0.12282091917591126,0.001229580540479735,0.0,0.01320852111916737,0.05150554675118859,0.006941736984951916,0.22583201267828842,0.001229580540479735,0.0,gradient_boosted_trees,-0.0024816975622950935,-0.003630470084901833,0.0083484704937858,0.0020816863595703476
holdout_sample_i,121,B2,a3200_4700,rise_mid,phase_mid,tail_mid,unsaturated,low_2nA,0.004176493321659064,0.7644628099173554,0.0021351645212221164,0.06198347107438017,0.0010027448626293534,0.0,0.012913199168787052,0.0,0.005775846548851147,0.1446280991735537,0.0010027448626293534,0.0,gradient_boosted_trees,-0.0020413288004369474,-0.0031737484590297106,0.008736705847127988,0.0015993532271920833
holdout_sample_i,55,B2,a3200_4700,rise_narrow,phase_early,tail_long,unsaturated,high_20nA,0.032880208453034014,0.5,0.019501030991690597,0.3181818181818182,0.014944038872313214,0.18181818181818182,0.020527672516630298,0.045454545454545456,0.027122817354844533,1.9545454545454546,0.032880208453034014,0.5,gradient_boosted_trees,-0.013379177461343417,-0.0179361695807208,-0.012352535936403716,-0.0057573910981894814
holdout_sample_i,174,B2,a3200_4700,rise_narrow,phase_early,tail_mid,unsaturated,high_20nA,0.012112884752410033,1.1206896551724137,0.004925131322413158,0.11494252873563218,0.003325789691846311,0.04310344827586207,0.015468148951005766,1.0775862068965518,0.013234956057770064,0.22988505747126436,0.003325789691846311,0.04310344827586207,gradient_boosted_trees,-0.007187753429996875,-0.008787095060563722,0.0033552641985957338,0.0011220713053600312
holdout_sample_i,38,B2,a3200_4700,rise_narrow,phase_early,tail_mid,unsaturated,low_2nA,0.008941931697906169,0.9868421052631579,0.0036973202489705716,0.13157894736842105,0.0024964838175432734,0.0,0.01581176346998327,1.7105263157894737,0.012931128110548229,0.13157894736842105,0.0024964838175432734,0.0,gradient_boosted_trees,-0.005244611448935597,-0.006445447880362895,0.006869831772077102,0.00398919641264206
holdout_sample_i,30,B2,a3200_4700,rise_narrow,phase_late,tail_compact,unsaturated,high_20nA,0.24076309020578598,8.0,0.10451014286710168,2.0,0.08641563705081855,2.6666666666666665,0.07972770146219245,2.3333333333333335,0.0885688714702819,2.0,0.24076309020578598,8.0,mlp,-0.13625294733868432,-0.15434745315496745,-0.16103538874359352,-0.1521942187355041
holdout_sample_i,141,B2,a3200_4700,rise_narrow,phase_late,tail_long,unsaturated,high_20nA,0.010231142519387693,0.12411347517730496,0.004116772130461201,0.3900709219858156,0.0025863760518330518,0.07092198581560284,0.01257028178462248,0.05319148936170213,0.00935321281717303,2.1631205673758864,0.0025863760518330518,0.07092198581560284,gradient_boosted_trees,-0.006114370388926492,-0.007644766467554642,0.0023391392652347878,-0.0008779297022146627
holdout_sample_i,28,B2,a3200_4700,rise_narrow,phase_late,tail_long,unsaturated,low_2nA,0.007426995827088586,0.0,0.0023783459675404397,0.0,0.0018411727067955748,0.0,0.011387869721560294,0.0,0.008242219477156256,2.5,0.0018411727067955748,0.0,gradient_boosted_trees,-0.005048649859548146,-0.005585823120293011,0.003960873894471709,0.0008152236500676702
holdout_sample_i,221,B2,a3200_4700,rise_narrow,phase_late,tail_mid,unsaturated,high_20nA,0.012323346054727388,0.7352941176470589,0.005238119357822274,0.7239819004524887,0.002221613433063594,0.04524886877828054,0.014769302197340727,0.02262443438914027,0.008925803823036208,0.3054298642533937,0.002221613433063594,0.04524886877828054,gradient_boosted_trees,-0.007085226696905114,-0.010101732621663794,0.0024459561426133387,-0.00339754223169118
holdout_sample_i,31,B2,a3200_4700,rise_narrow,phase_late,tail_mid,unsaturated,low_2nA,0.006837991414418483,0.8870967741935484,0.0036949292859115575,0.5645161290322581,0.0015320950618501487,0.0,0.01368265207574139,0.0,0.006442941786222993,0.0,0.0015320950618501487,0.0,gradient_boosted_trees,-0.0031430621285069254,-0.005305896352568334,0.006844660661322908,-0.00039504962819549017
holdout_sample_i,26,B2,a3200_4700,rise_narrow,phase_mid,tail_compact,unsaturated,high_20nA,0.41970760587203915,10.48076923076923,0.17191815067217495,3.5576923076923075,0.1308897908456198,3.076923076923077,0.10118893916588023,2.8846153846153846,0.13830460156447522,3.6538461538461537,0.41970760587203915,10.48076923076923,mlp,-0.2477894551998642,-0.28881781502641934,-0.3185186667061589,-0.28140300430756393
holdout_sample_i,25,B2,a3200_4700,rise_narrow,phase_mid,tail_mid,unsaturated,high_20nA,0.02591681667634857,1.9,0.009137144573893743,1.3,0.004948844206167244,0.3,0.01728964510553775,0.7,0.011980008472602409,1.1,0.02591681667634857,1.9,gradient_boosted_trees,-0.016779672102454825,-0.020967972470181326,-0.008627171570810818,-0.01393680820374616
holdout_sample_i,187,B2,a4700_6800,rise_mid,phase_early,tail_long,boundary,high_20nA,0.011958863736183325,2.486631016042781,0.003764885903467061,0.32085561497326204,0.0028967360632884314,0.0,0.012651077171681567,1.2700534759358288,0.011915307077771088,2.486631016042781,0.0028967360632884314,0.0,gradient_boosted_trees,-0.008193977832716264,-0.009062127672894892,0.0006922134354982422,-4.355665841223634e-05
holdout_sample_i,905,B2,a4700_6800,rise_mid,phase_early,tail_long,unsaturated,high_20nA,0.011574375127836564,2.4502762430939224,0.003519096060649655,0.17403314917127072,0.0018845814255165794,0.0055248618784530384,0.014013867512790846,0.6270718232044199,0.013359877881877001,2.4502762430939224,0.0018845814255165794,0.0055248618784530384,gradient_boosted_trees,-0.008055279067186909,-0.009689793702319984,0.0024394923849542817,0.0017855027540404373
holdout_sample_i,137,B2,a4700_6800,rise_mid,phase_early,tail_long,unsaturated,low_2nA,0.009697707767005306,2.4452554744525545,0.003457531521913382,0.20072992700729927,0.001733139996345288,0.0,0.013807749300523345,1.0583941605839415,0.010955623790506594,2.4452554744525545,0.001733139996345288,0.0,gradient_boosted_trees,-0.006240176245091924,-0.007964567770660019,0.004110041533518039,0.0012579160235012873
holdout_sample_i,222,B2,a4700_6800,rise_mid,phase_mid,tail_long,boundary,high_20nA,0.009141518316361473,2.4662162162162162,0.004905393689542133,0.30405405405405406,0.0037394203718827674,0.033783783783783786,0.014682029036357883,1.0022522522522523,0.009199984627072543,2.4662162162162162,0.009141518316361473,2.4662162162162162,gradient_boosted_trees,-0.00423612462681934,-0.005402097944478705,0.00554051071999641,5.8466310711069794e-05
holdout_sample_i,1065,B2,a4700_6800,rise_mid,phase_mid,tail_long,unsaturated,high_20nA,0.008423806685060303,2.4225352112676055,0.004099180419188332,0.11502347417840375,0.002380388030864389,0.025821596244131457,0.013557623165153694,0.7136150234741784,0.008671799152719156,2.427230046948357,0.002380388030864389,0.025821596244131457,gradient_boosted_trees,-0.004324626265871971,-0.006043418654195914,0.0051338164800933915,0.0002479924676588533
holdout_sample_i,116,B2,a4700_6800,rise_mid,phase_mid,tail_long,unsaturated,low_2nA,0.007567066354979336,2.3922413793103448,0.0033811271372704596,0.10775862068965517,0.001971316887736396,0.0,0.013229955353303747,0.7543103448275862,0.007830990822683513,2.3922413793103448,0.001971316887736396,0.0,gradient_boosted_trees,-0.004185939217708877,-0.005595749467242939,0.0056628889983244115,0.00026392446770417705
holdout_sample_i,255,B2,a4700_6800,rise_narrow,phase_early,tail_long,boundary,high_20nA,0.018598733248388892,2.4411764705882355,0.0050578662022853025,0.20588235294117646,0.0036069325640903606,0.00980392156862745,0.016522293954841314,1.5392156862745099,0.016836735862051238,2.4411764705882355,0.018598733248388892,2.4411764705882355,gradient_boosted_trees,-0.01354086704610359,-0.01499180068429853,-0.002076439293547578,-0.001761997386337654
holdout_sample_i,918,B2,a4700_6800,rise_narrow,phase_early,tail_long,unsaturated,high_20nA,0.016035508333168153,2.418300653594771,0.0049105186021663454,0.1116557734204793,0.0032468630101743718,0.02178649237472767,0.01697546964073006,0.23420479302832245,0.014434074563589305,2.4128540305010895,0.0032468630101743718,0.02178649237472767,gradient_boosted_trees,-0.011124989731001808,-0.012788645322993782,0.0009399613075619061,-0.001601433769578848
holdout_sample_i,103,B2,a4700_6800,rise_narrow,phase_early,tail_long,unsaturated,low_2nA,0.012984175312687574,2.4514563106796117,0.003228464417812706,0.12135922330097088,0.0020634961970839786,0.0,0.01584219593056895,0.558252427184466,0.012185820252307479,2.4514563106796117,0.0020634961970839786,0.0,gradient_boosted_trees,-0.009755710894874868,-0.010920679115603595,0.0028580206178813773,-0.0007983550603800956
holdout_sample_i,168,B2,a4700_6800,rise_narrow,phase_early,tail_mid,unsaturated,high_20nA,0.03421187308424759,2.619047619047619,0.010041628154234901,0.17857142857142858,0.00979498708773116,2.2172619047619047,0.01354603891756149,0.0,0.022278261086570897,2.5148809523809526,0.00979498708773116,2.2172619047619047,gradient_boosted_trees,-0.024170244930012692,-0.02441688599651643,-0.020665834166686103,-0.011933611997676695
holdout_sample_i,139,B2,a4700_6800,rise_narrow,phase_late,tail_long,boundary,high_20nA,0.014196673469634517,2.5899280575539567,0.0074512757709934855,1.0611510791366907,0.004382537122361812,0.0539568345323741,0.016728079729996088,0.0539568345323741,0.01238237544295145,2.5179856115107913,0.014196673469634517,2.5899280575539567,gradient_boosted_trees,-0.0067453976986410315,-0.009814136347272705,0.0025314062603615708,-0.0018142980266830661
holdout_sample_i,702,B2,a4700_6800,rise_narrow,phase_late,tail_long,unsaturated,high_20nA,0.014459889983573842,2.396723646723647,0.008556044817582497,0.698005698005698,0.0050972176068823745,0.03561253561253561,0.015047712776515253,0.06054131054131054,0.013292149544826352,2.368233618233618,0.0050972176068823745,0.03561253561253561,gradient_boosted_trees,-0.005903845165991345,-0.009362672376691469,0.0005878227929414104,-0.0011677404387474902
holdout_sample_i,73,B2,a4700_6800,rise_narrow,phase_late,tail_long,unsaturated,low_2nA,0.008845243530946813,2.328767123287671,0.004033956721843063,0.6506849315068494,0.0018506612903367212,0.0,0.01231227432941233,0.0,0.008739083039887267,2.328767123287671,0.0018506612903367212,0.0,gradient_boosted_trees,-0.004811286809103751,-0.006994582240610092,0.003467030798465517,-0.00010616049105954643
