run,n_eval,n_minority,empirical_q_mse,empirical_q_template_shift,empirical_timing_sigma68_ns,empirical_accepted_support_fraction,empirical_minority_false_support_rate,ridge_q_mse,ridge_q_template_shift,ridge_timing_sigma68_ns,ridge_accepted_support_fraction,ridge_minority_false_support_rate,gradient_boosted_trees_q_mse,gradient_boosted_trees_q_template_shift,gradient_boosted_trees_timing_sigma68_ns,gradient_boosted_trees_accepted_support_fraction,gradient_boosted_trees_minority_false_support_rate,mlp_q_mse,mlp_q_template_shift,mlp_timing_sigma68_ns,mlp_accepted_support_fraction,mlp_minority_false_support_rate,shuffled_template_ridge_q_mse,shuffled_template_ridge_q_template_shift,shuffled_template_ridge_timing_sigma68_ns,shuffled_template_ridge_accepted_support_fraction,shuffled_template_ridge_minority_false_support_rate,cnn_early_1d_q_mse,cnn_early_1d_q_template_shift,cnn_early_1d_timing_sigma68_ns,cnn_early_1d_accepted_support_fraction,cnn_early_1d_minority_false_support_rate,support_gated_mixture_q_mse,support_gated_mixture_q_template_shift,support_gated_mixture_timing_sigma68_ns,support_gated_mixture_accepted_support_fraction,support_gated_mixture_minority_false_support_rate,fold
54,2465,947,0.10021994082005528,0.0,1.25,1.0,0.0,0.05950473043249511,-0.04071521038756018,1.25,0.6137931034482759,0.004223864836325237,0.06759507849345979,-0.03262486232659548,1.25,0.6137931034482759,0.007391763463569166,0.07026551220468943,-0.029954428615365836,1.25,0.6137931034482759,0.1235480464625132,0.09214720011259313,-0.00807274070746215,1.25,0.6137931034482759,0.05807814149947202,0.05644758829826454,-0.04377235252179074,1.25,0.6137931034482759,0.023231256599788808,0.09008606406518271,-0.010133876754872559,1.25,0.6137931034482759,0.007391763463569166,holdout_sample_i
55,2170,652,0.09227299439603584,0.0,1.25,1.0,0.0,0.049598706411655966,-0.04267428798437987,1.25,0.6566820276497696,0.009202453987730062,0.05386396235842349,-0.03840903203761235,0.0,0.6566820276497696,0.012269938650306749,0.05779980574517246,-0.03447318865086337,1.25,0.6566820276497696,0.1273006134969325,0.08766021448860127,-0.0046127799074345815,1.25,0.6566820276497696,0.05674846625766871,0.04785507862750688,-0.04441791576852896,1.25,0.6566820276497696,0.03067484662576687,0.07073854007338294,-0.021534454322652895,1.25,0.6566820276497696,0.012269938650306749,holdout_sample_i
56,2936,1418,0.11254392685953103,0.0,2.5,1.0,0.0,0.06790734469105084,-0.04463658216848021,1.25,0.5204359673024523,0.004936530324400564,0.07600426610700896,-0.03653966075252208,1.25,0.5204359673024523,0.007757404795486601,0.07656269530663624,-0.03598123155289481,1.25,0.5204359673024523,0.1375176304654443,0.1024392474093346,-0.010104679450196438,2.5,0.5204359673024523,0.05500705218617771,0.06259914875061358,-0.049944778108917454,2.5,0.5204359673024523,0.02538787023977433,0.10302203157280149,-0.00952189528672956,2.5,0.5204359673024523,0.007757404795486601,holdout_sample_i
57,2577,1059,0.15123918229311564,0.0,2.5,1.0,0.0,0.06718729801900271,-0.08405188427411295,1.25,0.6166084594489717,0.0028328611898017,0.07341449890687703,-0.07782468338623862,1.25,0.6166084594489717,0.009442870632672332,0.07431848807328983,-0.07692069421982581,1.25,0.6166084594489717,0.16619452313503305,0.14076196225243173,-0.010477220040683908,2.5,0.6166084594489717,0.05854579792256846,0.0635407887974676,-0.08769839349564805,1.25,0.6166084594489717,0.01794145420207743,0.10130995293408068,-0.04992922935903494,1.25,0.6166084594489717,0.009442870632672332,holdout_sample_i
58,4026,990,0.08542918001314699,0.0,1.25,1.0,0.0,0.046867483781367056,-0.038561696231779935,1.25,0.88474913065077,0.15656565656565657,0.04749500991377334,-0.03793417009937366,1.25,0.88474913065077,0.17474747474747473,0.04880688974150949,-0.0366222902716375,1.25,0.88474913065077,0.3515151515151515,0.06734685578445775,-0.01808232422868926,1.25,0.88474913065077,0.48484848484848486,0.035759282976127876,-0.04966989703701912,1.25,0.88474913065077,0.00404040404040404,0.054934777479171346,-0.03049440253397565,1.25,0.88474913065077,0.17474747474747473,holdout_sample_ii
59,9357,6321,0.07504147749952295,0.0,1.25,1.0,0.0,0.032269911882719264,-0.04277156561680369,1.25,0.808378753874105,0.13890207245688974,0.027953420121330626,-0.04708805737819231,1.25,0.808378753874105,0.12624584717607973,0.03214918059960883,-0.042892296899914126,1.25,0.808378753874105,0.5113115013447239,0.07708890562067611,0.0020474281211531726,2.5,0.808378753874105,0.6688815060908084,0.022054360358753078,-0.052987117140769875,1.25,0.808378753874105,0.006802721088435374,0.04161850535031099,-0.03342297214921195,1.25,0.808378753874105,0.12624584717607973,holdout_sample_ii
60,9188,6152,0.09541873840815782,0.0,1.25,1.0,0.0,0.04108395522988267,-0.05433478317827514,1.25,0.8044188071397474,0.130851755526658,0.038000861401072304,-0.057417877007085505,1.25,0.8044188071397474,0.10451885565669701,0.041196057236273106,-0.05422268117188471,1.25,0.8044188071397474,0.4897594278283485,0.09853671523659209,0.0031179768284342727,1.25,0.8044188071397474,0.6311768530559168,0.02858598090166141,-0.0668327575064964,1.25,0.8044188071397474,0.006664499349804942,0.05604353076996263,-0.03937520763819519,1.25,0.8044188071397474,0.10451885565669701,holdout_sample_ii
61,9621,6585,0.08127268267096383,0.0,1.25,1.0,0.0,0.03854676594387974,-0.042725916727084076,1.25,0.8031389668433635,0.1524677296886864,0.03547235908471028,-0.04580032358625352,1.25,0.8031389668433635,0.1252847380410023,0.03894295814960197,-0.04232972452136184,1.25,0.8031389668433635,0.5167805618830675,0.08653017892341831,0.0052574962524544935,2.5,0.8031389668433635,0.6674259681093394,0.027115722551159578,-0.05415696011980423,1.25,0.8031389668433635,0.011237661351556568,0.04930499196752714,-0.03196769070343667,1.25,0.8031389668433635,0.1252847380410023,holdout_sample_ii
62,9343,6307,0.0824402199207738,0.0,1.25,1.0,0.0,0.03671755378342766,-0.04572266613734614,1.25,0.8174034036176817,0.15332170604090692,0.0326957186492282,-0.04974450127154561,1.25,0.8174034036176817,0.1363564293641985,0.035837273907486644,-0.04660294601328714,1.25,0.8174034036176817,0.5118122720786428,0.08572457256942503,0.0032843526486512355,2.5,0.8174034036176817,0.6683050578722055,0.02576174046314602,-0.05667847945762779,1.25,0.8174034036176817,0.007452037418741082,0.04665995960679099,-0.0357802603139828,1.25,0.8174034036176817,0.1363564293641985,holdout_sample_ii
63,7287,4251,0.084960243622819,0.0,1.25,1.0,0.0,0.038966114772300296,-0.0459941288505187,1.25,0.8427336352408399,0.13784991766643143,0.03633767254955696,-0.04862257107326203,1.25,0.8427336352408399,0.11597271230298753,0.038865023180615556,-0.04609522044220343,1.25,0.8427336352408399,0.48717948717948717,0.08076107835919277,-0.004199165263626217,2.5,0.8427336352408399,0.6607856974829452,0.027341098848206454,-0.05761914477461253,1.25,0.8427336352408399,0.007057163020465773,0.046519647691174296,-0.038440595931644686,1.25,0.8427336352408399,0.11597271230298753,holdout_sample_ii
65,4306,1270,0.12422229980624434,0.0,1.25,1.0,0.0,0.04893514510080639,-0.07528715470543795,1.25,0.8562470970738505,0.12440944881889764,0.04852893609944599,-0.07569336370679836,1.25,0.8562470970738505,0.12440944881889764,0.04877135799259675,-0.07545094181364759,1.25,0.8562470970738505,0.4125984251968504,0.08982582177253272,-0.03439647803371163,1.25,0.8562470970738505,0.5913385826771653,0.033728760922157576,-0.09049353888408677,1.25,0.8562470970738505,0.003937007874015748,0.06192790541581332,-0.062294394390431024,1.25,0.8562470970738505,0.12440944881889764,holdout_sample_ii
