stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
shape_atom_edge,waveform_transformer,74183,-0.267405703663826,1.3117927432060241,1.4465776095917096,"[1.055684191048146, 1.6802984578907478]","[-0.3400384455919266, -0.16206020265817644]","[1.234716762522566, 1.6548105886599547]"
shape_atom_edge,gated_residual_cnn,74183,-0.23135730624198914,1.0491545093059544,1.3336476648728959,"[0.8235966980869692, 1.3732584701180457]","[-0.2959978312253952, -0.14829542413353922]","[1.104925790559172, 1.5087567348791602]"
saturation_edge,mlp,58257,-0.03309342145919825,0.3112093925476077,0.4767992653060728,"[0.28731790769100174, 0.3527743918085098]","[-0.04653411164879824, -0.023616877406835747]","[0.4105642238445537, 0.5807924411239124]"
saturation_edge,traditional_cfd_timewalk_template,58257,0.020730472271428546,0.5392748707925641,0.874599483059229,"[0.5005814018574921, 0.5952773850895955]","[-0.041495282945155754, 0.07252401439542404]","[0.791442713021537, 1.0002671639770178]"
saturation_edge,gradient_boosted_trees,58257,0.06297829504984653,0.35139816685540126,0.36178882113695576,"[0.33594782514589294, 0.36322961072492177]","[0.02310075132008339, 0.08406454556191939]","[0.3383605637647293, 0.40687732735396454]"
saturation_edge,1d_cnn,58257,0.07742473602294897,0.8655661952495574,1.1328516740751724,"[0.7810448626780514, 0.9793536056429147]","[-0.023346613526344415, 0.1292815869450567]","[0.9846055822649443, 1.3162576507663846]"
saturation_edge,waveform_transformer,58257,0.16924855232238745,0.9121672725677493,1.123670303831202,"[0.8426311914789677, 1.0314615027034284]","[0.0448339287936685, 0.2284693307951091]","[1.0022574228024497, 1.3291586546246088]"
saturation_edge,gated_residual_cnn,58257,0.04083702087402319,0.8872028660774234,1.0977391756608197,"[0.7912000992298128, 1.0474421325826646]","[-0.09185375297069567, 0.10600812219083279]","[0.9358805093007738, 1.33419007451916]"
hard_saturated,mlp,42396,-0.04317024230957056,0.33317792892456083,0.4845694700324916,"[0.30474799408018616, 0.37761848127841946]","[-0.05651008963584925, -0.03420685708522823]","[0.42336872155797517, 0.5889124987651716]"
hard_saturated,traditional_cfd_timewalk_template,42396,0.03480333237463462,0.5699846036306223,0.9172898348834962,"[0.5283587649882182, 0.6223840622408772]","[-0.017586041610977814, 0.09247306435256485]","[0.8310740736452631, 1.0401249281145568]"
hard_saturated,gradient_boosted_trees,42396,0.06999101434451283,0.36279015675010506,0.3732703632146718,"[0.3454517597105018, 0.3764312061208169]","[0.025149993590482957, 0.09176058593107081]","[0.3493336378386758, 0.417618209208884]"
hard_saturated,1d_cnn,42396,0.07151097178459143,0.9344501914978027,1.1565721296803768,"[0.8522421312332151, 1.0452006158232685]","[-0.0083429048955443, 0.12028335154056524]","[1.0309827889433305, 1.3386877285899963]"
hard_saturated,waveform_transformer,42396,0.17825818181037878,0.9828096675872806,1.1525919401164093,"[0.9053372987163066, 1.0927842965888979]","[0.06887347519397712, 0.2281688750535247]","[1.0329110943473965, 1.3467469577626554]"
hard_saturated,gated_residual_cnn,42396,0.05367240428924536,0.9609968242645267,1.128523487787687,"[0.8681200489079955, 1.1076668213903904]","[-0.06796675950288797, 0.11146332554519152]","[0.9905247588902363, 1.3520706677507952]"
pileup_multiplicity_ge2,mlp,18918,0.40387341378479835,1.8392533450743758,1.5860525028336798,"[1.743565833304773, 2.1067893427346465]","[0.0999701926456186, 0.5742872488834734]","[1.5165540259129169, 1.7794071435642653]"
pileup_multiplicity_ge2,traditional_cfd_timewalk_template,18918,-2.09333585278062,3.0472161767775203,2.7583755924225652,"[2.8254985567570574, 3.7576843535116917]","[-2.3579906169355396, -1.9718383839362852]","[2.508047902458887, 3.4135639546218717]"
pileup_multiplicity_ge2,gradient_boosted_trees,18918,-0.16450747381001163,1.3906965228711883,1.2579609187353156,"[1.299949524849906, 1.600383202764843]","[-0.34049130741959743, 0.027388126592538965]","[1.162832762937277, 1.5060779196933483]"
pileup_multiplicity_ge2,1d_cnn,18918,2.4979822930653315,4.264062921446445,3.354329909457327,"[4.081570888622826, 4.390581225228262]","[1.1523803324549498, 2.9642581730322153]","[3.150963444560984, 3.4752147755106764]"
pileup_multiplicity_ge2,waveform_transformer,18918,2.078593193924181,3.732391698955571,2.97614000680517,"[3.626695113006717, 3.8502978710815783]","[1.1970156078817007, 2.4471934743787997]","[2.8609139457061303, 3.0757136751098555]"
pileup_multiplicity_ge2,gated_residual_cnn,18918,1.9919868876936802,3.6466906359095663,2.9047346133481367,"[3.5606389399833227, 3.7158789431893937]","[1.061051946841326, 2.306662190209803]","[2.7981746013230184, 2.976968115642003]"
high_recovery_tail,mlp,52244,-0.0009650290012359619,0.34256695985794067,0.512721470528233,"[0.2793872249424458, 0.44630384571251946]","[-0.018345386534929276, 0.021748930215835537]","[0.41282930144561936, 0.6026313991299265]"
high_recovery_tail,traditional_cfd_timewalk_template,52244,-0.24314714465399812,0.5249100379678884,0.9172724662532089,"[0.3729765340180283, 0.885314134051999]","[-0.37083052809515477, -0.1667090657182518]","[0.7227460607399365, 1.1303399819970241]"
high_recovery_tail,gradient_boosted_trees,52244,-0.0325312021180606,0.45355399317516376,0.597273201406008,"[0.35996130061500714, 0.6293736106964525]","[-0.06975746351445027, 0.006183324602260978]","[0.48288217341054435, 0.7145793281329831]"
high_recovery_tail,1d_cnn,52244,-0.4786062687635422,1.4023688960075382,1.4730200173948538,"[1.0147430237107078, 2.0220833945033903]","[-0.570469569414854, -0.3659036483615637]","[1.1035410887732058, 1.7978372113671623]"
high_recovery_tail,waveform_transformer,52244,-0.34017738699913025,1.2445928802049107,1.283075454043149,"[0.911036495873929, 1.8105217651104926]","[-0.4079896628856659, -0.25798455998301506]","[1.0242497074033883, 1.5783165746825614]"
high_recovery_tail,gated_residual_cnn,52244,-0.3133344054222107,0.9745793819427491,1.1811046891349328,"[0.7314802200198176, 1.39063361404391]","[-0.36578720174729823, -0.2422270841896534]","[0.8968575969748905, 1.413148434113074]"
pedestal_excursion,mlp,40785,0.0320163369178772,0.9673196284586699,1.1896310243739892,"[0.6610302987051014, 1.193754368050836]","[0.012498794317245366, 0.049564765021204944]","[1.0315791211699796, 1.3064752060271274]"
pedestal_excursion,traditional_cfd_timewalk_template,40785,0.0,0.8691961833865298,1.4089320162305428,"[0.6762087658349244, 1.1483566777900283]","[-0.037414737351038646, 0.0]","[1.268983486054358, 1.5429986664799435]"
pedestal_excursion,gradient_boosted_trees,40785,-0.1788287109197917,0.46009143421870435,0.565851816147782,"[0.4392572971853356, 0.518270618768831]","[-0.2940351713201709, -0.09687660644981129]","[0.5078982359710941, 0.610779479731845]"
pedestal_excursion,1d_cnn,40785,-0.17496532201766968,2.5493464476312795,2.330255978793498,"[1.7778104839324955, 3.1204874277114865]","[-0.368998122215271, 0.0018673536777492968]","[2.0438499169866744, 2.591101072952291]"
pedestal_excursion,waveform_transformer,40785,-0.1219562292098999,2.4665018025673486,2.230245968248563,"[1.7827859304571156, 3.1070694233292264]","[-0.2963484474718572, 0.04316095318645235]","[1.9648085518944347, 2.5062590672540757]"
pedestal_excursion,gated_residual_cnn,40785,-0.1783697009086609,2.3867280101776123,2.198404936513534,"[1.6974512493324294, 2.901834416389465]","[-0.33383924078941357, -0.055488303676247616]","[1.9392803458356125, 2.4241221111499724]"
large_timing_bias_proxy,mlp,74183,0.009290158748626709,0.38687593400478365,0.6538023084572366,"[0.32613488696515563, 0.50132654386248]","[-0.0035241287201642985, 0.02749369293451309]","[0.5721267918855778, 0.7373841207013235]"
large_timing_bias_proxy,traditional_cfd_timewalk_template,74183,-0.15617583006002977,0.5484363266480784,0.9909994477613854,"[0.4325864642417297, 0.748961728860506]","[-0.222926168579933, -0.10492347223842705]","[0.84500083489733, 1.1482795299035382]"
large_timing_bias_proxy,gradient_boosted_trees,74183,-0.016256416446143618,0.4805762831854154,0.5906750190002845,"[0.427321722495461, 0.573069609245985]","[-0.0431762249769289, 0.017988677821569075]","[0.5117607503667893, 0.6694365709888447]"
large_timing_bias_proxy,1d_cnn,74183,-0.3249669671058655,1.4730178356170653,1.6187105537739575,"[1.1650957903265957, 1.8843230936524045]","[-0.42370171248912813, -0.21952226783224116]","[1.3449385196994414, 1.828517790114792]"
large_timing_bias_proxy,waveform_transformer,74183,-0.267405703663826,1.3117927432060241,1.4465776095917096,"[1.0636634439229966, 1.6649071144895053]","[-0.3392006799578667, -0.17311043925583372]","[1.2335565474212642, 1.644998477714063]"
large_timing_bias_proxy,gated_residual_cnn,74183,-0.23135730624198914,1.0491545093059544,1.3336476648728959,"[0.843056745827198, 1.3919830881287836]","[-0.2886074993759394, -0.15716258808970454]","[1.1316401557246827, 1.5066484651914591]"
