check,method,ami,purity
cluster_vs_run,traditional,0.10776938092645744,0.07253160123539339
cluster_vs_stave,traditional,0.0006785604409534769,0.31521635304231543
cluster_vs_run,ml_autoencoder,0.10373642951080357,0.08039609004362085
cluster_vs_stave,ml_autoencoder,0.0011396613552217241,0.31521635304231543
