split,method,target,ami,purity,rows,unit,units
run,traditional,q_template_bin,0.35723496404442123,0.5544799865202299,31407,run,33
run,traditional,peak_group,0.5218172732020693,0.8482757103664057,31407,run,33
run,traditional,downstream_topology,0.12379945234618474,0.6765569705724851,31407,run,33
run,traditional,dt_label,0.1005437070172379,0.6837658103701877,31407,run,33
run,traditional,manual_flag,0.5375634098906168,0.9451585572403889,31407,run,33
run,ml_autoencoder,q_template_bin,0.37713717561576127,0.5695790498085971,31407,run,33
run,ml_autoencoder,peak_group,0.5240067011839894,0.8380049453041337,31407,run,33
run,ml_autoencoder,downstream_topology,0.12097033971552063,0.6732280986104212,31407,run,33
run,ml_autoencoder,dt_label,0.09976459563783616,0.6837498858306756,31407,run,33
run,ml_autoencoder,manual_flag,0.49042539126924717,0.9162384874702345,31407,run,33
