split,unit,method,target,metric,ci_low,ci_high,bootstrap_replicates
run,run,traditional,q_template_bin,ami,0.34187121121958053,0.3709435386004191,120
run,run,traditional,q_template_bin,purity,0.5382509318793339,0.5747350731574439,120
run,run,ml_autoencoder,q_template_bin,ami,0.3544909059183585,0.3891611538397521,120
run,run,ml_autoencoder,q_template_bin,purity,0.5548030245748943,0.5858358861540988,120
run,run,delta,q_template_bin,ami,-0.0009613524046721347,0.03490374888639276,120
run,run,delta,q_template_bin,purity,0.0036262389472580298,0.030963957382374837,120
run,run,traditional,peak_group,ami,0.5015002050295573,0.54024912639948,120
run,run,traditional,peak_group,purity,0.8384426100776008,0.8561347401996221,120
run,run,ml_autoencoder,peak_group,ami,0.5034078922078186,0.5442011351262145,120
run,run,ml_autoencoder,peak_group,purity,0.8277019719481851,0.8473995096871,120
run,run,delta,peak_group,ami,-0.014649228532637452,0.017331297706777004,120
run,run,delta,peak_group,purity,-0.01925468642957201,-0.0015394743876590994,120
run,run,traditional,downstream_topology,ami,0.10211221180105882,0.15074482632397562,120
run,run,traditional,downstream_topology,purity,0.6470049198518303,0.6966215707028269,120
run,run,ml_autoencoder,downstream_topology,ami,0.09835264894281867,0.14485989768399712,120
run,run,ml_autoencoder,downstream_topology,purity,0.645278278338403,0.6951064147380388,120
run,run,delta,downstream_topology,ami,-0.012222750902414333,0.005641868879184071,120
run,run,delta,downstream_topology,purity,-0.009721621685161915,0.005707945557482499,120
run,run,traditional,dt_label,ami,0.09058224397280426,0.11170546110210808,120
run,run,traditional,dt_label,purity,0.6560049106102188,0.7186652105701903,120
run,run,ml_autoencoder,dt_label,ami,0.0888790734831101,0.11000650674835195,120
run,run,ml_autoencoder,dt_label,purity,0.6552695213311654,0.7155156102846139,120
run,run,delta,dt_label,ami,-0.0063527520359557286,0.005455832809414299,120
run,run,delta,dt_label,purity,-0.004651233470308354,0.004839077168816451,120
run,run,traditional,manual_flag,ami,0.5156876110477906,0.5537591811957965,120
run,run,traditional,manual_flag,purity,0.9412853910721944,0.9513663459146968,120
run,run,ml_autoencoder,manual_flag,ami,0.46273270993360366,0.5128884511048908,120
run,run,ml_autoencoder,manual_flag,purity,0.909065764105947,0.9260270693034036,120
run,run,delta,manual_flag,ami,-0.06944765116379968,-0.022905751453605867,120
run,run,delta,manual_flag,purity,-0.03349485268534841,-0.024682732668408907,120
stave,stave,traditional,q_template_bin,ami,0.34662620854973847,0.458221597194145,120
stave,stave,traditional,q_template_bin,purity,0.6955974222446145,0.7307500306481568,120
stave,stave,ml_autoencoder,q_template_bin,ami,0.2875099494878352,0.4252055536673238,120
stave,stave,ml_autoencoder,q_template_bin,purity,0.6269298541519225,0.7263165613946355,120
stave,stave,delta,q_template_bin,ami,-0.15943955285590428,0.042714549506345206,120
stave,stave,delta,q_template_bin,purity,-0.07283661537656688,0.028556381401682537,120
stave,stave,traditional,peak_group,ami,0.3146967811220362,0.6118550758473885,120
stave,stave,traditional,peak_group,purity,0.8076326171396003,0.894272540640464,120
stave,stave,ml_autoencoder,peak_group,ami,0.3676040087282337,0.4503402111170889,120
stave,stave,ml_autoencoder,peak_group,purity,0.7323353542494258,0.8162994801888026,120
stave,stave,delta,peak_group,ami,-0.18077149638557288,0.04120830802496663,120
stave,stave,delta,peak_group,purity,-0.15013421019074707,0.000533451838209223,120
stave,stave,traditional,downstream_topology,ami,0.019333971544681906,0.04323976368326015,120
stave,stave,traditional,downstream_topology,purity,0.7861445906949307,0.9159460041715729,120
stave,stave,ml_autoencoder,downstream_topology,ami,0.016956785059068478,0.04632155257478794,120
stave,stave,ml_autoencoder,downstream_topology,purity,0.7859939762615882,0.915536913262482,120
stave,stave,delta,downstream_topology,ami,-0.007253857478245684,0.004001570826635805,120
stave,stave,delta,downstream_topology,purity,-0.0007638881006342413,0.0001339260465800518,120
stave,stave,traditional,dt_label,ami,0.04403768796705392,0.1393948073600287,120
stave,stave,traditional,dt_label,purity,0.6566757848136526,0.8878547795989007,120
stave,stave,ml_autoencoder,dt_label,ami,0.03304065803874,0.1416790015625383,120
stave,stave,ml_autoencoder,dt_label,purity,0.6479727142694034,0.8873081277739199,120
stave,stave,delta,dt_label,ami,-0.01099702992831392,0.0027947391078523426,120
stave,stave,delta,dt_label,purity,-0.013058790104133966,0.0,120
stave,stave,traditional,manual_flag,ami,0.4346803859142732,0.5405580446946795,120
stave,stave,traditional,manual_flag,purity,0.9184818188170234,0.9512890664766365,120
stave,stave,ml_autoencoder,manual_flag,ami,0.3208441641993403,0.5216275651760388,120
stave,stave,ml_autoencoder,manual_flag,purity,0.8506415668710886,0.9340418968831457,120
stave,stave,delta,manual_flag,ami,-0.11576201260152684,0.03280524120202058,120
stave,stave,delta,manual_flag,purity,-0.0821458610323184,0.008134969757354282,120
