heldout_run,method,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
58,cfd20_base,219,-3.2272342149502435,3.1154211816170307,4.88610097512565,0.0730593607305936,314.71073303563577,1.4965312275034803
58,traditional_amp_isotonic_proxy,219,-3.4320920687283945,4.354113404468281,5.262077158573445,0.2511415525114155,1.9608838384900122,1.2311549687176624
58,traditional_template_phase,219,-3.807085546556088,2.6428031039120548,3.543970158355157,0.0776255707762557,0.8960284820863262,4.517988351741272
58,ml_single_stave_proxy,219,-2.9605885715467224,2.7742366831993253,2.9242298475144306,0.0593607305936073,0.9864170382344429,1.9197665694763524
58,ml_shuffled_proxy_control,219,-2.8739726986597844,3.043096304105305,5.017822424113595,0.0684931506849315,115.62414560827503,1.3848583777861607
59,cfd20_base,2289,-3.037298141121923,3.1903942554003875,5.795444490088401,0.07077326343381389,273.53146208229157,5.9841453726004925
59,traditional_amp_isotonic_proxy,2289,-2.53813389486465,4.568703894047939,6.7516929973962165,0.2621231979030144,1.2677277075340048,0.6651884520884681
59,traditional_template_phase,2289,-3.7226235857461916,2.9923192689628024,3.3427809218901774,0.06771515945827872,1.1812981048876734,28.995141417794432
59,ml_single_stave_proxy,2289,-3.554042987114954,2.976075956741575,3.362082907485962,0.0764525993883792,1.0150293938502446,14.226346979822722
59,ml_shuffled_proxy_control,2289,-2.7333897981846462,4.020559208387494,6.829096913707249,0.22848405417212755,4.295433804963303,1.0553111746864152
60,cfd20_base,2424,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332
60,traditional_amp_isotonic_proxy,2424,-3.2462287120563538,4.368273420081068,8.138266169854054,0.25412541254125415,1.5301081558327558,1.8356068425065557
60,traditional_template_phase,2424,-3.7331089522876297,2.6639289881627697,3.2789954013216214,0.09447194719471948,0.7984457947654724,53.718953001264204
60,ml_single_stave_proxy,2424,-3.3315770004345424,2.790959461283149,3.1162614640070117,0.08044554455445545,0.9077166662828844,15.437651038604976
60,ml_shuffled_proxy_control,2424,-2.7352090227967487,4.132335948363306,7.93365621081478,0.21864686468646866,4.686230042947582,1.0564790382406268
61,cfd20_base,2799,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177
61,traditional_amp_isotonic_proxy,2799,-2.5461278605587125,4.0655585152864155,7.404593867402367,0.2147195426938192,1.1037448579243796,1.0915440934257608
61,traditional_template_phase,2799,-2.62917279571446,2.7035130270822876,3.207161448714155,0.04287245444801715,35.06647989599802,64.50674400250192
61,ml_single_stave_proxy,2799,-2.7386292160980616,2.586276201916252,3.2415788635533724,0.05251875669882101,4.228295947863891,16.4147182890324
61,ml_shuffled_proxy_control,2799,-1.7029880601358798,4.163634731898174,7.5611491467533165,0.23401214719542693,2.8348449909978317,0.7197754060504239
62,cfd20_base,2421,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456
62,traditional_amp_isotonic_proxy,2421,-2.7530600731544865,4.574024079052567,5.905014213237014,0.26683188764973154,1.4183859925138698,1.2118521136279683
62,traditional_template_phase,2421,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379
62,ml_single_stave_proxy,2421,-3.513551825140702,2.932616012382682,2.9335399694182662,0.0714580751755473,1.1395634719897283,15.552560471158408
62,ml_shuffled_proxy_control,2421,-2.5153151529824385,4.58251388094866,6.056148470380802,0.2755059892606361,9.185478754992072,1.4787534343994193
63,cfd20_base,1110,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289
63,traditional_amp_isotonic_proxy,1110,-2.583564614213266,4.78798694244513,7.587064366552096,0.2774774774774775,1.2998486870700356,0.8437847484148396
63,traditional_template_phase,1110,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828
63,ml_single_stave_proxy,1110,-3.5077225494667275,2.999241153942058,3.3727640734326414,0.08198198198198198,1.0779448596805412,7.095145235249542
63,ml_shuffled_proxy_control,1110,-2.836342694452588,3.652780107450247,6.692205130123199,0.13243243243243244,328.5469576843338,1.7250038924801285
65,cfd20_base,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005
65,traditional_amp_isotonic_proxy,198,-3.131565502236864,4.2391851687220115,4.444736594629761,0.2474747474747475,1.5994861403374894,1.2529854043777382
65,traditional_template_phase,198,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623
65,ml_single_stave_proxy,198,-3.3603903516506755,2.7464156621779825,2.529666393709058,0.03535353535353535,0.7889709312648965,1.1777787352211015
65,ml_shuffled_proxy_control,198,-3.7279155508124653,2.9922950517570333,2.738940505162361,0.07575757575757576,0.8700328210910738,1.1704799452835712
