run,fold,label_clean,traditional_span_q_score,q_template_only_score,rf_score,leaky_rf_score
31,1,0,-0.6308217068854625,-0.38179262569945005,0.004358250452175819,0.004325595568262447
31,1,0,-0.3021820806875552,-0.474010088216006,0.0014139360599152871,0.0015213323388234095
31,1,0,0.345796842815026,-0.4036586899602921,0.019895475002702435,0.0037148959227555566
31,1,1,-1.0316831332424232,-0.37071252237473357,0.7078025509382714,0.9150287969139481
31,1,0,-1.9261905697948714,-0.5865449017829669,0.014138280411058383,0.019336998425144917
31,1,1,0.12538547045211657,-0.49623895870910123,0.940240566096356,0.9817898648570617
31,1,1,0.2041473237560261,-0.32871248889144106,0.91716176895906,0.9672258951876991
31,1,1,0.28279061604883954,-0.5113215258418479,0.927947720901342,0.956318836210466
31,1,1,-1.29289527060393,-0.3835257986415211,0.8521395928943296,0.9652979971748147
31,1,0,-1.359811782708953,-0.5187357007629838,0.018100337376948668,0.02485371272402119
31,1,0,-0.030565569508260837,-0.521370009959433,0.0009326835753631866,0.001166595577726033
31,1,1,0.24997267532348433,-0.09078166018146598,0.8708755097811297,0.9640972034901538
31,1,1,0.32504761073204724,-0.5017085045956995,0.9779063052379159,0.9862121483206903
31,1,1,0.23317631366821656,-0.550542559490139,0.9754619783778524,0.9903581372572987
31,1,0,-0.24686997838592983,-0.35174910761308287,0.018885125530069886,0.005234527433393217
31,1,1,0.8064791231280208,0.48529941754508743,0.9758676997909347,0.9915195049402401
31,1,1,0.6629354489940011,-0.4911353689343592,0.772156267079949,0.8964489144310831
31,1,1,0.18111713000852447,-0.40499943767955116,0.9157788671929283,0.9640246119166294
31,1,1,0.44338431158045855,-0.2951001205557389,0.9277145618314997,0.9818969297883211
31,1,0,0.03697154099220379,-0.5496783523447668,0.0010925184541206354,0.0024197041288828458
31,1,0,-0.24719811629557592,-0.5252309130057986,0.03690636308789219,0.005957464711338524
31,1,0,-0.9270990702157202,-0.28917265850383256,0.02876807596308852,0.012606850119579072
31,1,0,-0.8832085450588993,-0.6228081572756411,0.002366370277181338,0.002845246773345599
31,1,1,0.5407499075960319,0.37227460757448716,0.9546745400974221,0.9821939152524195
31,1,1,0.1729165200889729,-0.3290675521453536,0.8842766200072327,0.968087131481847
31,1,1,-1.4498580505472367,-0.38184711286335576,0.6050175141319729,0.904708514710003
31,1,0,-2.45773637789547,-0.49972246253240304,0.14396802167432857,0.04238830711528425
