baseline,amp_cut_adc,pickoff_kind,pickoff_value,events_total,selected_pulses,downstream_ge2,clean,violating,ambiguous,labelled_events,scope,delta_labelled,delta_clean,delta_violating,target_l1_distance,target_exact_match
mean4,1500.0,leading_adc,1500.0,650970,357735,11326,5105,3154,3067,8259,analysis_21_runs,-3888,-5531,1643,11062,False
median4,1500.0,cfd,0.4,298034,126599,10073,5858,724,3491,6582,sample_ii_8_runs,-5565,-4778,-787,11130,False
median4,1500.0,leading_adc,250.0,298034,126599,10073,5621,960,3492,6581,sample_ii_8_runs,-5566,-5015,-551,11132,False
mean4,1500.0,cfd,0.35,298034,127470,9966,5818,759,3389,6577,sample_ii_8_runs,-5570,-4818,-752,11140,False
median4,1500.0,cfd,0.8,298034,126599,10073,5628,917,3528,6545,sample_ii_8_runs,-5602,-5008,-594,11204,False
mean4,1500.0,cfd,0.3,298034,127470,9966,5744,774,3448,6518,sample_ii_8_runs,-5629,-4892,-737,11258,False
median4,1500.0,leading_adc,2000.0,298034,126599,10073,4990,2436,2647,7426,sample_ii_8_runs,-4721,-5646,925,11292,False
mean4,1500.0,cfd,0.8,298034,127470,9966,5578,922,3466,6500,sample_ii_8_runs,-5647,-5058,-589,11294,False
mean4,1500.0,leading_adc,2000.0,298034,127470,9966,4980,2327,2659,7307,sample_ii_8_runs,-4840,-5656,816,11312,False
median4,1500.0,cfd,0.35,298034,126599,10073,5766,719,3588,6485,sample_ii_8_runs,-5662,-4870,-792,11324,False
median4,1250.0,cfd,0.15,298034,132922,10637,5579,891,4167,6470,sample_ii_8_runs,-5677,-5057,-620,11354,False
median4,1250.0,cfd,0.1,298034,132922,10637,5493,944,4200,6437,sample_ii_8_runs,-5710,-5143,-567,11420,False
mean4,1500.0,cfd,0.25,298034,127470,9966,5632,799,3535,6431,sample_ii_8_runs,-5716,-5004,-712,11432,False
median4,1500.0,cfd,0.3,298034,126599,10073,5664,736,3673,6400,sample_ii_8_runs,-5747,-4972,-775,11494,False
mean4,1500.0,cfd,0.2,298034,127470,9966,5568,823,3575,6391,sample_ii_8_runs,-5756,-5068,-688,11512,False
mean4,1500.0,cfd,0.15,298034,127470,9966,5482,846,3638,6328,sample_ii_8_runs,-5819,-5154,-665,11638,False
median4,1500.0,leading_adc,1500.0,298034,126599,10073,4803,2448,2822,7251,sample_ii_8_runs,-4896,-5833,937,11666,False
median4,1500.0,cfd,0.25,298034,126599,10073,5524,763,3786,6287,sample_ii_8_runs,-5860,-5112,-748,11720,False
mean4,1500.0,leading_adc,1500.0,298034,127470,9966,4747,2422,2797,7169,sample_ii_8_runs,-4978,-5889,911,11778,False
mean4,1500.0,cfd,0.1,298034,127470,9966,5354,894,3718,6248,sample_ii_8_runs,-5899,-5282,-617,11798,False
median4,1500.0,cfd,0.2,298034,126599,10073,5435,794,3844,6229,sample_ii_8_runs,-5918,-5201,-717,11836,False
median4,1500.0,cfd,0.15,298034,126599,10073,5264,820,3989,6084,sample_ii_8_runs,-6063,-5372,-691,12126,False
median4,1500.0,cfd,0.1,298034,126599,10073,5168,871,4034,6039,sample_ii_8_runs,-6108,-5468,-640,12216,False
mean4,500.0,peak,0.0,1649802,1143568,18967,3972,6964,8031,10936,all_b_53_runs,-1211,-6664,5453,13328,False
median4,500.0,peak,0.0,1649802,1138562,18589,3918,6755,7916,10673,all_b_53_runs,-1474,-6718,5244,13436,False
mean4,500.0,peak,0.0,1096728,688328,17431,3782,6115,7534,9897,doc_32_runs,-2250,-6854,4604,13708,False
median4,500.0,peak,0.0,1096728,684377,17090,3728,5930,7432,9658,doc_32_runs,-2489,-6908,4419,13816,False
mean4,750.0,peak,0.0,1649802,1114176,17792,3673,6356,7763,10029,all_b_53_runs,-2118,-6963,4845,13926,False
median4,750.0,peak,0.0,1649802,1108434,17449,3641,6150,7658,9791,all_b_53_runs,-2356,-6995,4639,13990,False
mean4,1000.0,peak,0.0,1649802,1089625,16917,3567,5916,7434,9483,all_b_53_runs,-2664,-7069,4405,14138,False
median4,1000.0,peak,0.0,1649802,1084018,16648,3536,5744,7368,9280,all_b_53_runs,-2867,-7100,4233,14200,False
mean4,750.0,peak,0.0,1096728,664895,16416,3500,5619,7297,9119,doc_32_runs,-3028,-7136,4108,14272,False
median4,750.0,peak,0.0,1096728,660336,16090,3465,5426,7199,8891,doc_32_runs,-3256,-7171,3915,14342,False
mean4,1250.0,peak,0.0,1649802,1066940,15926,3439,5436,7051,8875,all_b_53_runs,-3272,-7197,3925,14394,False
median4,1250.0,peak,0.0,1649802,1062132,15875,3439,5371,7065,8810,all_b_53_runs,-3337,-7197,3860,14394,False
mean4,1000.0,peak,0.0,1096728,645242,15612,3395,5226,6991,8621,doc_32_runs,-3526,-7241,3715,14482,False
median4,1000.0,peak,0.0,1096728,640737,15354,3365,5063,6926,8428,doc_32_runs,-3719,-7271,3552,14542,False
median4,1500.0,peak,0.0,1649802,1042551,15043,3316,5022,6705,8338,all_b_53_runs,-3809,-7320,3511,14640,False
median4,1250.0,peak,0.0,1096728,623084,14655,3277,4735,6643,8012,doc_32_runs,-4135,-7359,3224,14718,False
mean4,1250.0,peak,0.0,1096728,626909,14704,3276,4794,6634,8070,doc_32_runs,-4077,-7360,3283,14720,False
mean4,1500.0,peak,0.0,1649802,1045680,14907,3262,5031,6614,8293,all_b_53_runs,-3854,-7374,3520,14748,False
median4,1500.0,peak,0.0,1096728,607286,13883,3159,4419,6305,7578,doc_32_runs,-4569,-7477,2908,14954,False
mean4,1500.0,peak,0.0,1096728,609685,13757,3106,4426,6225,7532,doc_32_runs,-4615,-7530,2915,15060,False
mean4,500.0,peak,0.0,650970,406681,14202,3102,4865,6235,7967,analysis_21_runs,-4180,-7534,3354,15068,False
median4,500.0,peak,0.0,650970,404199,13919,3054,4717,6148,7771,analysis_21_runs,-4376,-7582,3206,15164,False
mean4,750.0,peak,0.0,650970,392502,13439,2900,4497,6042,7397,analysis_21_runs,-4750,-7736,2986,15472,False
median4,750.0,peak,0.0,650970,389429,13176,2867,4350,5959,7217,analysis_21_runs,-4930,-7769,2839,15538,False
mean4,500.0,peak,0.0,298034,156577,12355,2824,3811,5720,6635,sample_ii_8_runs,-5512,-7812,2300,15624,False
mean4,1000.0,peak,0.0,650970,380297,12804,2809,4201,5794,7010,analysis_21_runs,-5137,-7827,2690,15654,False
median4,500.0,peak,0.0,298034,155179,12153,2790,3716,5647,6506,sample_ii_8_runs,-5641,-7846,2205,15692,False
median4,1000.0,peak,0.0,650970,377362,12588,2778,4076,5734,6854,analysis_21_runs,-5293,-7858,2565,15716,False
mean4,1250.0,peak,0.0,650970,368676,12091,2705,3884,5502,6589,analysis_21_runs,-5558,-7931,2373,15862,False
median4,1250.0,peak,0.0,650970,366253,12044,2700,3837,5507,6537,analysis_21_runs,-5610,-7936,2326,15872,False
mean4,750.0,peak,0.0,298034,148882,11840,2680,3609,5551,6289,sample_ii_8_runs,-5858,-7956,2098,15912,False
median4,750.0,peak,0.0,298034,146909,11612,2645,3492,5475,6137,sample_ii_8_runs,-6010,-7991,1981,15982,False
median4,1500.0,peak,0.0,650970,356300,11430,2596,3602,5232,6198,analysis_21_runs,-5949,-8040,2091,16080,False
mean4,1000.0,peak,0.0,298034,141738,11296,2590,3389,5317,5979,sample_ii_8_runs,-6168,-8046,1878,16092,False
median4,1000.0,peak,0.0,298034,139726,11108,2558,3282,5268,5840,sample_ii_8_runs,-6307,-8078,1771,16156,False
mean4,1500.0,peak,0.0,650970,357735,11326,2556,3609,5161,6165,analysis_21_runs,-5982,-8080,2098,16160,False
median4,1250.0,peak,0.0,298034,132922,10637,2496,3085,5056,5581,sample_ii_8_runs,-6566,-8140,1574,16280,False
mean4,1250.0,peak,0.0,298034,134507,10667,2495,3129,5043,5624,sample_ii_8_runs,-6523,-8141,1618,16282,False
median4,1500.0,peak,0.0,298034,126599,10073,2403,2882,4788,5285,sample_ii_8_runs,-6862,-8233,1371,16466,False
mean4,1500.0,peak,0.0,298034,127470,9966,2362,2886,4718,5248,sample_ii_8_runs,-6899,-8274,1375,16548,False
mean4,500.0,cfd,0.1,798694,531751,5076,2141,1691,1244,3832,sample_i_25_runs,-8315,-8495,180,16990,False
mean4,500.0,leading_adc,250.0,798694,531751,5076,2095,1786,1195,3881,sample_i_25_runs,-8266,-8541,275,17082,False
mean4,500.0,cfd,0.15,798694,531751,5076,2067,1713,1296,3780,sample_i_25_runs,-8367,-8569,202,17138,False
mean4,500.0,cfd,0.2,798694,531751,5076,2024,1725,1327,3749,sample_i_25_runs,-8398,-8612,214,17224,False
mean4,500.0,leading_adc,500.0,798694,531751,5076,2017,1904,1155,3921,sample_i_25_runs,-8226,-8619,393,17238,False
mean4,500.0,cfd,0.25,798694,531751,5076,1971,1750,1355,3721,sample_i_25_runs,-8426,-8665,239,17330,False
mean4,500.0,cfd,0.3,798694,531751,5076,1965,1757,1354,3722,sample_i_25_runs,-8425,-8671,246,17342,False
mean4,500.0,cfd,0.35,798694,531751,5076,1928,1768,1380,3696,sample_i_25_runs,-8451,-8708,257,17416,False
mean4,500.0,cfd,0.4,798694,531751,5076,1920,1789,1367,3709,sample_i_25_runs,-8438,-8716,278,17432,False
mean4,500.0,leading_adc,750.0,798694,531751,5076,1915,1887,1274,3802,sample_i_25_runs,-8345,-8721,376,17442,False
median4,500.0,cfd,0.1,798694,529198,4937,1906,1678,1353,3584,sample_i_25_runs,-8563,-8730,167,17460,False
median4,500.0,leading_adc,250.0,798694,529198,4937,1905,1793,1239,3698,sample_i_25_runs,-8449,-8731,282,17462,False
mean4,500.0,cfd,0.5,798694,531751,5076,1886,1801,1389,3687,sample_i_25_runs,-8460,-8750,290,17500,False
median4,500.0,leading_adc,500.0,798694,529198,4937,1874,1902,1161,3776,sample_i_25_runs,-8371,-8762,391,17524,False
mean4,750.0,cfd,0.1,798694,516013,4576,1865,1525,1186,3390,sample_i_25_runs,-8757,-8771,14,17542,False
mean4,500.0,cfd,0.6,798694,531751,5076,1858,1833,1385,3691,sample_i_25_runs,-8456,-8778,322,17556,False
median4,500.0,cfd,0.3,798694,529198,4937,1847,1698,1392,3545,sample_i_25_runs,-8602,-8789,187,17578,False
median4,500.0,cfd,0.4,798694,529198,4937,1841,1728,1368,3569,sample_i_25_runs,-8578,-8795,217,17590,False
median4,500.0,cfd,0.15,798694,529198,4937,1840,1672,1425,3512,sample_i_25_runs,-8635,-8796,161,17592,False
median4,500.0,cfd,0.35,798694,529198,4937,1834,1705,1398,3539,sample_i_25_runs,-8608,-8802,194,17604,False
median4,500.0,cfd,0.2,798694,529198,4937,1833,1675,1429,3508,sample_i_25_runs,-8639,-8803,164,17606,False
mean4,750.0,cfd,0.15,798694,516013,4576,1832,1505,1239,3337,sample_i_25_runs,-8810,-8804,-6,17620,False
median4,500.0,cfd,0.25,798694,529198,4937,1825,1694,1418,3519,sample_i_25_runs,-8628,-8811,183,17622,False
mean4,750.0,leading_adc,250.0,798694,516013,4576,1819,1619,1138,3438,sample_i_25_runs,-8709,-8817,108,17634,False
mean4,500.0,leading_adc,1000.0,798694,531751,5076,1815,1868,1393,3683,sample_i_25_runs,-8464,-8821,357,17642,False
mean4,500.0,cfd,0.7,798694,531751,5076,1810,1877,1389,3687,sample_i_25_runs,-8460,-8826,366,17652,False
mean4,750.0,leading_adc,500.0,798694,516013,4576,1807,1666,1103,3473,sample_i_25_runs,-8674,-8829,155,17658,False
median4,500.0,cfd,0.5,798694,529198,4937,1805,1735,1397,3540,sample_i_25_runs,-8607,-8831,224,17662,False
median4,500.0,leading_adc,750.0,798694,529198,4937,1800,1866,1271,3666,sample_i_25_runs,-8481,-8836,355,17672,False
median4,500.0,cfd,0.6,798694,529198,4937,1793,1766,1378,3559,sample_i_25_runs,-8588,-8843,255,17686,False
mean4,750.0,cfd,0.2,798694,516013,4576,1806,1495,1275,3301,sample_i_25_runs,-8846,-8830,-16,17692,False
mean4,500.0,cfd,0.8,798694,531751,5076,1779,1912,1385,3691,sample_i_25_runs,-8456,-8857,401,17714,False
mean4,750.0,cfd,0.25,798694,516013,4576,1771,1503,1302,3274,sample_i_25_runs,-8873,-8865,-8,17746,False
mean4,750.0,cfd,0.3,798694,516013,4576,1772,1502,1302,3274,sample_i_25_runs,-8873,-8864,-9,17746,False
median4,500.0,cfd,0.7,798694,529198,4937,1760,1801,1376,3561,sample_i_25_runs,-8586,-8876,290,17752,False
mean4,750.0,cfd,0.4,798694,516013,4576,1744,1525,1307,3269,sample_i_25_runs,-8878,-8892,14,17784,False
mean4,750.0,cfd,0.35,798694,516013,4576,1742,1508,1326,3250,sample_i_25_runs,-8897,-8894,-3,17794,False
mean4,1000.0,leading_adc,500.0,798694,503504,4316,1739,1534,1043,3273,sample_i_25_runs,-8874,-8897,23,17794,False
median4,500.0,leading_adc,1000.0,798694,529198,4937,1739,1863,1335,3602,sample_i_25_runs,-8545,-8897,352,17794,False
median4,500.0,cfd,0.8,798694,529198,4937,1725,1838,1374,3563,sample_i_25_runs,-8584,-8911,327,17822,False
mean4,750.0,cfd,0.5,798694,516013,4576,1715,1538,1323,3253,sample_i_25_runs,-8894,-8921,27,17842,False
mean4,1000.0,leading_adc,250.0,798694,503504,4316,1721,1502,1093,3223,sample_i_25_runs,-8924,-8915,-9,17848,False
mean4,500.0,leading_adc,1500.0,798694,531751,5076,1693,1847,1536,3540,sample_i_25_runs,-8607,-8943,336,17886,False
mean4,750.0,cfd,0.6,798694,516013,4576,1689,1567,1320,3256,sample_i_25_runs,-8891,-8947,56,17894,False
mean4,750.0,leading_adc,750.0,798694,516013,4576,1689,1786,1101,3475,sample_i_25_runs,-8672,-8947,275,17894,False
median4,750.0,leading_adc,500.0,798694,513427,4478,1689,1675,1114,3364,sample_i_25_runs,-8783,-8947,164,17894,False
mean4,750.0,leading_adc,1000.0,798694,516013,4576,1679,1804,1093,3483,sample_i_25_runs,-8664,-8957,293,17914,False
mean4,1000.0,cfd,0.1,798694,503504,4316,1753,1421,1142,3174,sample_i_25_runs,-8973,-8883,-90,17946,False
mean4,1000.0,leading_adc,750.0,798694,503504,4316,1660,1600,1056,3260,sample_i_25_runs,-8887,-8976,89,17952,False
median4,500.0,leading_adc,1500.0,798694,529198,4937,1659,1828,1450,3487,sample_i_25_runs,-8660,-8977,317,17954,False
median4,750.0,cfd,0.4,798694,513427,4478,1679,1491,1308,3170,sample_i_25_runs,-8977,-8957,-20,17954,False
median4,750.0,cfd,0.1,798694,513427,4478,1653,1517,1308,3170,sample_i_25_runs,-8977,-8983,6,17966,False
median4,750.0,cfd,0.6,798694,513427,4478,1646,1517,1315,3163,sample_i_25_runs,-8984,-8990,6,17980,False
mean4,750.0,cfd,0.7,798694,516013,4576,1644,1605,1327,3249,sample_i_25_runs,-8898,-8992,94,17984,False
median4,750.0,cfd,0.3,798694,513427,4478,1677,1470,1331,3147,sample_i_25_runs,-9000,-8959,-41,18000,False
median4,750.0,cfd,0.5,798694,513427,4478,1653,1492,1333,3145,sample_i_25_runs,-9002,-8983,-19,18004,False
median4,750.0,leading_adc,250.0,798694,513427,4478,1633,1632,1213,3265,sample_i_25_runs,-8882,-9003,121,18006,False
median4,750.0,cfd,0.35,798694,513427,4478,1668,1471,1339,3139,sample_i_25_runs,-9008,-8968,-40,18016,False
mean4,1000.0,cfd,0.15,798694,503504,4316,1741,1394,1181,3135,sample_i_25_runs,-9012,-8895,-117,18024,False
median4,1000.0,leading_adc,500.0,798694,501011,4246,1621,1543,1082,3164,sample_i_25_runs,-8983,-9015,32,18030,False
mean4,750.0,leading_adc,1500.0,798694,516013,4576,1615,1813,1148,3428,sample_i_25_runs,-8719,-9021,302,18042,False
mean4,750.0,cfd,0.8,798694,516013,4576,1613,1635,1328,3248,sample_i_25_runs,-8899,-9023,124,18046,False
median4,750.0,cfd,0.7,798694,513427,4478,1612,1546,1320,3158,sample_i_25_runs,-8989,-9024,35,18048,False
median4,750.0,cfd,0.25,798694,513427,4478,1647,1472,1359,3119,sample_i_25_runs,-9028,-8989,-39,18056,False
median4,750.0,cfd,0.15,798694,513427,4478,1625,1485,1368,3110,sample_i_25_runs,-9037,-9011,-26,18074,False
median4,750.0,cfd,0.2,798694,513427,4478,1640,1470,1368,3110,sample_i_25_runs,-9037,-8996,-41,18074,False
mean4,1000.0,cfd,0.2,798694,503504,4316,1727,1377,1212,3104,sample_i_25_runs,-9043,-8909,-134,18086,False
median4,750.0,leading_adc,1000.0,798694,513427,4478,1592,1792,1094,3384,sample_i_25_runs,-8763,-9044,281,18088,False
median4,750.0,cfd,0.8,798694,513427,4478,1584,1571,1323,3155,sample_i_25_runs,-8992,-9052,60,18104,False
median4,750.0,leading_adc,750.0,798694,513427,4478,1580,1772,1126,3352,sample_i_25_runs,-8795,-9056,261,18112,False
median4,750.0,leading_adc,1500.0,798694,513427,4478,1576,1797,1105,3373,sample_i_25_runs,-8774,-9060,286,18120,False
mean4,1000.0,cfd,0.3,798694,503504,4316,1705,1375,1236,3080,sample_i_25_runs,-9067,-8931,-136,18134,False
mean4,1000.0,cfd,0.25,798694,503504,4316,1700,1379,1237,3079,sample_i_25_runs,-9068,-8936,-132,18136,False
median4,500.0,leading_adc,2000.0,798694,529198,4937,1565,1776,1596,3341,sample_i_25_runs,-8806,-9071,265,18142,False
median4,1000.0,leading_adc,750.0,798694,501011,4246,1563,1608,1075,3171,sample_i_25_runs,-8976,-9073,97,18146,False
mean4,500.0,leading_adc,2000.0,798694,531751,5076,1555,1749,1772,3304,sample_i_25_runs,-8843,-9081,238,18162,False
mean4,1000.0,cfd,0.4,798694,503504,4316,1676,1390,1250,3066,sample_i_25_runs,-9081,-8960,-121,18162,False
mean4,1000.0,cfd,0.6,798694,503504,4316,1639,1420,1257,3059,sample_i_25_runs,-9088,-8997,-91,18176,False
mean4,1000.0,leading_adc,1500.0,798694,503504,4316,1548,1775,993,3323,sample_i_25_runs,-8824,-9088,264,18176,False
mean4,1000.0,cfd,0.7,798694,503504,4316,1602,1453,1261,3055,sample_i_25_runs,-9092,-9034,-58,18184,False
mean4,1000.0,cfd,0.8,798694,503504,4316,1573,1479,1264,3052,sample_i_25_runs,-9095,-9063,-32,18190,False
mean4,1000.0,leading_adc,1000.0,798694,503504,4316,1540,1745,1031,3285,sample_i_25_runs,-8862,-9096,234,18192,False
mean4,1000.0,cfd,0.35,798694,503504,4316,1672,1377,1267,3049,sample_i_25_runs,-9098,-8964,-134,18196,False
mean4,1000.0,cfd,0.5,798694,503504,4316,1655,1394,1267,3049,sample_i_25_runs,-9098,-8981,-117,18196,False
median4,1000.0,leading_adc,250.0,798694,501011,4246,1536,1513,1197,3049,sample_i_25_runs,-9098,-9100,2,18200,False
mean4,1250.0,leading_adc,500.0,798694,492402,4037,1638,1401,998,3039,sample_i_25_runs,-9108,-8998,-110,18216,False
mean4,1250.0,leading_adc,750.0,798694,492402,4037,1587,1448,1002,3035,sample_i_25_runs,-9112,-9049,-63,18224,False
mean4,1250.0,leading_adc,1000.0,798694,492402,4037,1509,1554,974,3063,sample_i_25_runs,-9084,-9127,43,18254,False
median4,750.0,leading_adc,2000.0,798694,513427,4478,1505,1751,1222,3256,sample_i_25_runs,-8891,-9131,240,18262,False
mean4,750.0,leading_adc,2000.0,798694,516013,4576,1495,1724,1357,3219,sample_i_25_runs,-8928,-9141,213,18282,False
median4,1000.0,leading_adc,1500.0,798694,501011,4246,1492,1761,993,3253,sample_i_25_runs,-8894,-9144,250,18288,False
median4,1000.0,cfd,0.4,798694,501011,4246,1614,1371,1261,2985,sample_i_25_runs,-9162,-9022,-140,18324,False
median4,1250.0,leading_adc,750.0,798694,490162,4018,1527,1456,1035,2983,sample_i_25_runs,-9164,-9109,-55,18328,False
mean4,1250.0,leading_adc,250.0,798694,492402,4037,1601,1381,1055,2982,sample_i_25_runs,-9165,-9035,-130,18330,False
median4,1000.0,cfd,0.6,798694,501011,4246,1596,1383,1267,2979,sample_i_25_runs,-9168,-9040,-128,18336,False
median4,1000.0,cfd,0.7,798694,501011,4246,1570,1407,1269,2977,sample_i_25_runs,-9170,-9066,-104,18340,False
median4,1000.0,cfd,0.8,798694,501011,4246,1548,1428,1270,2976,sample_i_25_runs,-9171,-9088,-83,18342,False
median4,1000.0,leading_adc,1000.0,798694,501011,4246,1465,1735,1046,3200,sample_i_25_runs,-8947,-9171,224,18342,False
median4,1000.0,cfd,0.1,798694,501011,4246,1561,1414,1271,2975,sample_i_25_runs,-9172,-9075,-97,18344,False
median4,1250.0,leading_adc,1000.0,798694,490162,4018,1461,1556,1001,3017,sample_i_25_runs,-9130,-9175,45,18350,False
median4,1250.0,leading_adc,500.0,798694,490162,4018,1563,1406,1049,2969,sample_i_25_runs,-9178,-9073,-105,18356,False
median4,1000.0,cfd,0.3,798694,501011,4246,1611,1357,1278,2968,sample_i_25_runs,-9179,-9025,-154,18358,False
median4,1000.0,leading_adc,2000.0,798694,501011,4246,1451,1729,1066,3180,sample_i_25_runs,-8967,-9185,218,18370,False
median4,1000.0,cfd,0.35,798694,501011,4246,1601,1357,1288,2958,sample_i_25_runs,-9189,-9035,-154,18378,False
median4,1000.0,cfd,0.5,798694,501011,4246,1594,1362,1290,2956,sample_i_25_runs,-9191,-9042,-149,18382,False
mean4,1000.0,leading_adc,2000.0,798694,503504,4316,1444,1703,1169,3147,sample_i_25_runs,-9000,-9192,192,18384,False
median4,1000.0,cfd,0.25,798694,501011,4246,1579,1361,1306,2940,sample_i_25_runs,-9207,-9057,-150,18414,False
mean4,1250.0,cfd,0.1,798694,492402,4037,1609,1323,1105,2932,sample_i_25_runs,-9215,-9027,-188,18430,False
median4,1000.0,cfd,0.2,798694,501011,4246,1569,1361,1316,2930,sample_i_25_runs,-9217,-9067,-150,18434,False
mean4,1250.0,leading_adc,1500.0,798694,492402,4037,1417,1726,894,3143,sample_i_25_runs,-9004,-9219,215,18438,False
median4,1000.0,cfd,0.15,798694,501011,4246,1537,1379,1330,2916,sample_i_25_runs,-9231,-9099,-132,18462,False
mean4,1250.0,cfd,0.15,798694,492402,4037,1611,1297,1129,2908,sample_i_25_runs,-9239,-9025,-214,18478,False
median4,1250.0,leading_adc,1500.0,798694,490162,4018,1388,1714,916,3102,sample_i_25_runs,-9045,-9248,203,18496,False
mean4,1250.0,cfd,0.2,798694,492402,4037,1616,1278,1143,2894,sample_i_25_runs,-9253,-9020,-233,18506,False
median4,1250.0,leading_adc,2000.0,798694,490162,4018,1378,1696,944,3074,sample_i_25_runs,-9073,-9258,185,18516,False
mean4,1250.0,cfd,0.3,798694,492402,4037,1609,1271,1157,2880,sample_i_25_runs,-9267,-9027,-240,18534,False
mean4,1500.0,leading_adc,1000.0,798694,482215,3791,1461,1419,911,2880,sample_i_25_runs,-9267,-9175,-92,18534,False
mean4,1250.0,cfd,0.25,798694,492402,4037,1602,1275,1160,2877,sample_i_25_runs,-9270,-9034,-236,18540,False
mean4,1250.0,leading_adc,2000.0,798694,492402,4037,1365,1671,1001,3036,sample_i_25_runs,-9111,-9271,160,18542,False
mean4,1250.0,cfd,0.4,798694,492402,4037,1588,1277,1172,2865,sample_i_25_runs,-9282,-9048,-234,18564,False
mean4,1500.0,leading_adc,750.0,798694,482215,3791,1516,1343,932,2859,sample_i_25_runs,-9288,-9120,-168,18576,False
median4,1500.0,leading_adc,1000.0,798694,480687,3810,1441,1418,951,2859,sample_i_25_runs,-9288,-9195,-93,18576,False
mean4,1500.0,leading_adc,500.0,798694,482215,3791,1546,1312,933,2858,sample_i_25_runs,-9289,-9090,-199,18578,False
median4,1250.0,leading_adc,250.0,798694,490162,4018,1466,1392,1160,2858,sample_i_25_runs,-9289,-9170,-119,18578,False
mean4,1250.0,cfd,0.6,798694,492402,4037,1566,1287,1184,2853,sample_i_25_runs,-9294,-9070,-224,18588,False
mean4,1250.0,cfd,0.35,798694,492402,4037,1583,1268,1186,2851,sample_i_25_runs,-9296,-9053,-243,18592,False
mean4,1250.0,cfd,0.5,798694,492402,4037,1577,1270,1190,2847,sample_i_25_runs,-9300,-9059,-241,18600,False
mean4,1250.0,cfd,0.7,798694,492402,4037,1530,1315,1192,2845,sample_i_25_runs,-9302,-9106,-196,18604,False
mean4,1250.0,cfd,0.8,798694,492402,4037,1510,1328,1199,2838,sample_i_25_runs,-9309,-9126,-183,18618,False
median4,1500.0,leading_adc,750.0,798694,480687,3810,1486,1346,978,2832,sample_i_25_runs,-9315,-9150,-165,18630,False
median4,1250.0,cfd,0.6,798694,490162,4018,1537,1278,1203,2815,sample_i_25_runs,-9332,-9099,-233,18664,False
median4,1500.0,leading_adc,500.0,798694,480687,3810,1505,1310,995,2815,sample_i_25_runs,-9332,-9131,-201,18664,False
median4,1250.0,cfd,0.4,798694,490162,4018,1543,1271,1204,2814,sample_i_25_runs,-9333,-9093,-240,18666,False
median4,1250.0,cfd,0.7,798694,490162,4018,1512,1300,1206,2812,sample_i_25_runs,-9335,-9124,-211,18670,False
median4,1250.0,cfd,0.8,798694,490162,4018,1497,1314,1207,2811,sample_i_25_runs,-9336,-9139,-197,18672,False
mean4,1500.0,leading_adc,250.0,798694,482215,3791,1497,1301,993,2798,sample_i_25_runs,-9349,-9139,-210,18698,False
median4,1250.0,cfd,0.3,798694,490162,4018,1533,1263,1222,2796,sample_i_25_runs,-9351,-9103,-248,18702,False
median4,1500.0,leading_adc,2000.0,798694,480687,3810,1283,1658,869,2941,sample_i_25_runs,-9206,-9353,147,18706,False
mean4,1500.0,leading_adc,2000.0,798694,482215,3791,1278,1633,880,2911,sample_i_25_runs,-9236,-9358,122,18716,False
median4,1250.0,cfd,0.5,798694,490162,4018,1528,1260,1230,2788,sample_i_25_runs,-9359,-9108,-251,18718,False
median4,1250.0,cfd,0.35,798694,490162,4018,1526,1260,1232,2786,sample_i_25_runs,-9361,-9110,-251,18722,False
median4,1250.0,cfd,0.1,798694,490162,4018,1463,1321,1234,2784,sample_i_25_runs,-9363,-9173,-190,18726,False
median4,1250.0,cfd,0.25,798694,490162,4018,1500,1268,1250,2768,sample_i_25_runs,-9379,-9136,-243,18758,False
mean4,1500.0,leading_adc,1500.0,798694,482215,3791,1252,1678,861,2930,sample_i_25_runs,-9217,-9384,167,18768,False
median4,1500.0,leading_adc,1500.0,798694,480687,3810,1246,1669,895,2915,sample_i_25_runs,-9232,-9390,158,18780,False
median4,1250.0,cfd,0.2,798694,490162,4018,1483,1269,1266,2752,sample_i_25_runs,-9395,-9153,-242,18790,False
mean4,1500.0,cfd,0.2,798694,482215,3791,1528,1214,1049,2742,sample_i_25_runs,-9405,-9108,-297,18810,False
mean4,1500.0,cfd,0.3,798694,482215,3791,1529,1206,1056,2735,sample_i_25_runs,-9412,-9107,-305,18824,False
median4,1250.0,cfd,0.15,798694,490162,4018,1445,1288,1285,2733,sample_i_25_runs,-9414,-9191,-223,18828,False
mean4,1500.0,cfd,0.25,798694,482215,3791,1513,1213,1065,2726,sample_i_25_runs,-9421,-9123,-298,18842,False
mean4,1500.0,cfd,0.15,798694,482215,3791,1493,1232,1066,2725,sample_i_25_runs,-9422,-9143,-279,18844,False
mean4,1500.0,cfd,0.1,798694,482215,3791,1470,1254,1067,2724,sample_i_25_runs,-9423,-9166,-257,18846,False
mean4,1500.0,cfd,0.4,798694,482215,3791,1515,1204,1072,2719,sample_i_25_runs,-9428,-9121,-307,18856,False
median4,1500.0,leading_adc,250.0,798694,480687,3810,1401,1306,1103,2707,sample_i_25_runs,-9440,-9235,-205,18880,False
mean4,1500.0,cfd,0.35,798694,482215,3791,1508,1197,1086,2705,sample_i_25_runs,-9442,-9128,-314,18884,False
mean4,1500.0,cfd,0.6,798694,482215,3791,1504,1197,1090,2701,sample_i_25_runs,-9446,-9132,-314,18892,False
