max_depth,min_samples_leaf,n_estimators,roc_auc,average_precision,brier
7,15,300,0.9936175070219734,0.9978475374770022,0.026000284351047103
5,20,250,0.9902452615714242,0.9963570724107027,0.03373371282018299
4,25,150,0.9854387019319815,0.9946107264578048,0.04446558843872535
