method,metric,delta_vs_traditional,ci_low,ci_high
cnn_tail_knockout_no_tail_phase_model,q_template_mse,0.0017642993554424047,-0.0017072280896519132,0.005037274721949935
cnn_tail_knockout_no_tail_phase_model,tail_mse,0.0010353932794209823,-0.004925266070826086,0.007438162071820201
cnn_tail_knockout_no_tail_phase_model,live10_abs_error_ns,0.8796523973690208,0.13220646427830451,1.567572863569246
cnn_tail_knockout_no_tail_phase_model,tau_eff_abs_error_ns,0.3820281821703325,0.053586296677135374,0.6582803941869343
cnn_tail_knockout_no_tail_phase_model,timing_abs_error_ns,0.8992652451883478,0.7488372083015893,1.092453221781833
cnn_tail_knockout_no_tail_phase_model,secondary_abs_error,0.012023862414016914,0.008885920575524193,0.014934951536596191
cnn_tail_knockout_no_tail_phase_model,too_good_trigger_rate,0.06357727570034151,0.05146243788956886,0.07433571096768629
cnn_tail_knockout_no_tail_phase_model,timing_sigma68_ns,0.716019079671985,0.6575896921252786,0.8008598734194744
gradient_boosted_trees_no_tail_phase_model,q_template_mse,-0.02382978280844979,-0.02766939971337724,-0.01980863829810792
gradient_boosted_trees_no_tail_phase_model,tail_mse,-0.04704993405891432,-0.056488249015232556,-0.03776613148300625
gradient_boosted_trees_no_tail_phase_model,live10_abs_error_ns,1.8625480779611419,1.0684001433786012,2.588797292335725
gradient_boosted_trees_no_tail_phase_model,tau_eff_abs_error_ns,0.808894352538032,0.47213646194112746,1.1227036173953906
gradient_boosted_trees_no_tail_phase_model,timing_abs_error_ns,0.3437584321008134,0.32310312251243034,0.36335832355838416
gradient_boosted_trees_no_tail_phase_model,secondary_abs_error,0.010463425811249824,0.008266664046551596,0.01284662094177122
gradient_boosted_trees_no_tail_phase_model,too_good_trigger_rate,0.04415753540365082,0.033741195116745934,0.0544402836420505
gradient_boosted_trees_no_tail_phase_model,timing_sigma68_ns,0.241856374948732,0.20464453421180642,0.2798296999915123
mlp_no_tail_phase_model,q_template_mse,-0.010508341916864273,-0.019266265924672038,0.004210463844713812
mlp_no_tail_phase_model,tail_mse,-0.016660790564738934,-0.028990784453750265,-0.0008397718924906609
mlp_no_tail_phase_model,live10_abs_error_ns,0.781071490159807,0.12905900044865817,1.4162958377790333
mlp_no_tail_phase_model,tau_eff_abs_error_ns,0.3392150381483545,0.06155415527911011,0.670647365562856
mlp_no_tail_phase_model,timing_abs_error_ns,0.853869327048492,0.7312523977286532,1.0307071761585938
mlp_no_tail_phase_model,secondary_abs_error,0.011056119385914555,0.008132430147123932,0.014164167518989888
mlp_no_tail_phase_model,too_good_trigger_rate,0.07432347508643952,0.062372643290085655,0.08502162148338785
mlp_no_tail_phase_model,timing_sigma68_ns,0.9946252632167585,0.8901778734890118,1.1023143583413193
phase_stability_gated_cnn_gbt_ensemble,q_template_mse,-0.008139270266126616,-0.010733219739827196,-0.005556378844707712
phase_stability_gated_cnn_gbt_ensemble,tail_mse,-0.019987229364833808,-0.026647775694121658,-0.01451615711178234
phase_stability_gated_cnn_gbt_ensemble,live10_abs_error_ns,-2.592149698286268,-2.879625356753339,-2.335508937436302
phase_stability_gated_cnn_gbt_ensemble,tau_eff_abs_error_ns,-1.1257563102329053,-1.2486914108539013,-1.0107975584230715
phase_stability_gated_cnn_gbt_ensemble,timing_abs_error_ns,0.3383780534158386,0.26987347460379163,0.4355814730820807
phase_stability_gated_cnn_gbt_ensemble,secondary_abs_error,0.0017614333387697993,0.00046158029127236073,0.0030538546712074698
phase_stability_gated_cnn_gbt_ensemble,too_good_trigger_rate,0.03886416476444731,0.03034283520734798,0.0484043038044173
phase_stability_gated_cnn_gbt_ensemble,timing_sigma68_ns,0.38378058487542516,0.3275053798452811,0.4547282991881518
ridge_no_tail_phase_model,q_template_mse,-0.024549122257385807,-0.028863607298770987,-0.02036944597785415
ridge_no_tail_phase_model,tail_mse,-0.045219453567006664,-0.05522728543399357,-0.03594972095560815
ridge_no_tail_phase_model,live10_abs_error_ns,0.7441242443880992,0.0047502440063507435,1.423569900082843
ridge_no_tail_phase_model,tau_eff_abs_error_ns,0.3231690531881783,0.006532606244185077,0.6335629471992996
ridge_no_tail_phase_model,timing_abs_error_ns,0.37387435117525236,0.3411786834841225,0.40644758400112274
ridge_no_tail_phase_model,secondary_abs_error,0.00758513279093118,0.004948003432575455,0.010017744861618995
ridge_no_tail_phase_model,too_good_trigger_rate,0.04605320572831767,0.038292292253873754,0.05354632696951098
ridge_no_tail_phase_model,timing_sigma68_ns,0.5245358382236759,0.48737359592070295,0.565554104200942
sentinel_amplitude_only_ridge,q_template_mse,-0.026962501827602705,-0.03223807853093087,-0.021391913487442203
sentinel_amplitude_only_ridge,tail_mse,-0.05179148690773284,-0.06210673352906973,-0.04140319769261624
sentinel_amplitude_only_ridge,live10_abs_error_ns,0.8634995065221308,0.09963776327718031,1.539911781976191
sentinel_amplitude_only_ridge,tau_eff_abs_error_ns,0.3750130708087425,0.06939883348132701,0.6855978510693745
sentinel_amplitude_only_ridge,timing_abs_error_ns,0.3836059447617733,0.3506578175284292,0.4165264432130569
sentinel_amplitude_only_ridge,secondary_abs_error,0.009872273374494969,0.007495953052507222,0.012148399621066572
sentinel_amplitude_only_ridge,too_good_trigger_rate,0.03935222888158646,0.033454436517166425,0.04517678888325745
sentinel_amplitude_only_ridge,timing_sigma68_ns,0.4302995665504227,0.40452323306473015,0.45503494907278375
sentinel_gbt_peak_phase_swapped,q_template_mse,0.09322982254598472,0.07700921594996375,0.11028475299564192
sentinel_gbt_peak_phase_swapped,tail_mse,0.1065654887842048,0.08408708473135192,0.12993592838943688
sentinel_gbt_peak_phase_swapped,live10_abs_error_ns,6.524209090263436,5.563114784815602,7.389213815243271
sentinel_gbt_peak_phase_swapped,tau_eff_abs_error_ns,2.8334280066844455,2.383754223499895,3.2316745531525672
sentinel_gbt_peak_phase_swapped,timing_abs_error_ns,0.4539608805835731,0.4304311862430612,0.47511552165205106
sentinel_gbt_peak_phase_swapped,secondary_abs_error,0.02939625233461258,0.02702361563740741,0.03142487145012187
sentinel_gbt_peak_phase_swapped,too_good_trigger_rate,0.027720461534754593,0.021963380933777088,0.03339317332428866
sentinel_gbt_peak_phase_swapped,timing_sigma68_ns,0.3397824513530806,0.27973556330743854,0.39485276117100926
sentinel_gbt_rising_edge_ablation,q_template_mse,0.028627479901794223,0.02019157726780639,0.03605084486373892
sentinel_gbt_rising_edge_ablation,tail_mse,0.022451291538102398,0.011133802548743375,0.03339712395323146
sentinel_gbt_rising_edge_ablation,live10_abs_error_ns,2.392176054583653,1.7156155390324601,3.0440267365353013
sentinel_gbt_rising_edge_ablation,tau_eff_abs_error_ns,1.0389088602467729,0.7679984944587404,1.315274360426782
sentinel_gbt_rising_edge_ablation,timing_abs_error_ns,0.3648711180798455,0.3512477202608276,0.3811787259226586
sentinel_gbt_rising_edge_ablation,secondary_abs_error,0.006244676299487589,0.0040818926670511185,0.008246592194130362
sentinel_gbt_rising_edge_ablation,too_good_trigger_rate,0.05361328688901543,0.04658725675894234,0.060708371884959055
sentinel_gbt_rising_edge_ablation,timing_sigma68_ns,0.13869889034875738,0.12293235334435187,0.16040119972658182
sentinel_mlp_peak_phase_swapped,q_template_mse,0.21986035430026188,0.1730316312039787,0.2673433671604727
sentinel_mlp_peak_phase_swapped,tail_mse,0.32070928893118666,0.2477274594512586,0.39216669574533436
sentinel_mlp_peak_phase_swapped,live10_abs_error_ns,8.194911382481038,6.979806804014244,9.251871302115086
sentinel_mlp_peak_phase_swapped,tau_eff_abs_error_ns,3.5590047930976634,3.0105294860830076,4.06068889514309
sentinel_mlp_peak_phase_swapped,timing_abs_error_ns,1.517743913866208,1.3705626547511005,1.6623747072217427
sentinel_mlp_peak_phase_swapped,secondary_abs_error,0.03352231058788906,0.029964749800979195,0.03682043999061189
sentinel_mlp_peak_phase_swapped,too_good_trigger_rate,0.03905334717605344,0.03230898159514575,0.045652369993512014
sentinel_mlp_peak_phase_swapped,timing_sigma68_ns,1.4987538189496385,1.3399404224067697,1.6556860552706105
sentinel_mlp_rising_edge_ablation,q_template_mse,0.03815986259895147,0.027676807175004526,0.04965488608816631
sentinel_mlp_rising_edge_ablation,tail_mse,0.04236112817890847,0.027062769294750794,0.05892882298559516
sentinel_mlp_rising_edge_ablation,live10_abs_error_ns,2.8640539813821957,2.141000261421116,3.553011396346911
sentinel_mlp_rising_edge_ablation,tau_eff_abs_error_ns,1.2438428399873265,0.928038057584591,1.542569102271605
sentinel_mlp_rising_edge_ablation,timing_abs_error_ns,0.834887268849817,0.6135858282137275,1.242644538997044
sentinel_mlp_rising_edge_ablation,secondary_abs_error,0.011196222694980619,0.007923695391182144,0.014441621988800066
sentinel_mlp_rising_edge_ablation,too_good_trigger_rate,0.060894963611545956,0.04916387667566245,0.07225154475903231
sentinel_mlp_rising_edge_ablation,timing_sigma68_ns,0.9643925714674895,0.6836272579475527,1.484996162835919
sentinel_ridge_peak_phase_swapped,q_template_mse,0.09490643495840116,0.07891283393781695,0.11182465874217938
sentinel_ridge_peak_phase_swapped,tail_mse,0.12197239409797221,0.09639570816215098,0.14495328790938364
sentinel_ridge_peak_phase_swapped,live10_abs_error_ns,6.630772280022867,5.766111220943167,7.433019631419319
sentinel_ridge_peak_phase_swapped,tau_eff_abs_error_ns,2.879707811970974,2.480667946854286,3.258162295929635
sentinel_ridge_peak_phase_swapped,timing_abs_error_ns,0.7911508740951247,0.7046589882358179,0.8647161630589251
sentinel_ridge_peak_phase_swapped,secondary_abs_error,0.021725165836408843,0.019126723124524084,0.02433282860401943
sentinel_ridge_peak_phase_swapped,too_good_trigger_rate,0.03829974176541562,0.03291419603722823,0.04469417944524711
sentinel_ridge_peak_phase_swapped,timing_sigma68_ns,0.7299999508327505,0.6846540585606548,0.7747538349512317
sentinel_ridge_rising_edge_ablation,q_template_mse,0.034973934750325696,0.02836795625383916,0.0422148673175613
sentinel_ridge_rising_edge_ablation,tail_mse,0.0357529176718309,0.02656442597107718,0.04498597429786229
sentinel_ridge_rising_edge_ablation,live10_abs_error_ns,2.1082109817247887,1.6353443651720538,2.58069612421923
sentinel_ridge_rising_edge_ablation,tau_eff_abs_error_ns,0.9155843960509132,0.6997623374780864,1.1144092694684684
sentinel_ridge_rising_edge_ablation,timing_abs_error_ns,0.32180805286097697,0.2848363784214874,0.36549754203884594
sentinel_ridge_rising_edge_ablation,secondary_abs_error,0.007982270051876718,0.00677159048312935,0.009279885670759533
sentinel_ridge_rising_edge_ablation,too_good_trigger_rate,0.05034608702476489,0.037609545717231255,0.06360675753337608
sentinel_ridge_rising_edge_ablation,timing_sigma68_ns,0.2633944125156721,0.245394047491808,0.28708828324072067
sentinel_run_only_ridge,q_template_mse,0.058917449893288086,0.04829165726987034,0.06913324601898839
sentinel_run_only_ridge,tail_mse,0.05566701429712567,0.038981931013343414,0.06916516836908841
sentinel_run_only_ridge,live10_abs_error_ns,5.441426230939217,4.463049996525107,6.382577233925503
sentinel_run_only_ridge,tau_eff_abs_error_ns,2.363181385780512,1.9334048192821198,2.756292217232244
sentinel_run_only_ridge,timing_abs_error_ns,0.3927218262494333,0.38219137214380433,0.4031743220397094
sentinel_run_only_ridge,secondary_abs_error,0.03286267272136053,0.03046082388514112,0.0350800483786078
sentinel_run_only_ridge,too_good_trigger_rate,0.02753783645686811,0.020913381912149306,0.03450299560550208
sentinel_run_only_ridge,timing_sigma68_ns,0.01513561759837285,0.012362234743100302,0.01794439147175644
sentinel_shuffled_current_ridge,q_template_mse,-0.02501747283789305,-0.029638308812361708,-0.02004852471079864
sentinel_shuffled_current_ridge,tail_mse,-0.04581001888703739,-0.05543424992670102,-0.03618216929474784
sentinel_shuffled_current_ridge,live10_abs_error_ns,0.7153686765952991,-0.06044306719221856,1.440812194183461
sentinel_shuffled_current_ridge,tau_eff_abs_error_ns,0.3106806687717705,0.0345240439762579,0.6135241589217022
sentinel_shuffled_current_ridge,timing_abs_error_ns,0.34873713604766127,0.3202083313909015,0.3792954887102988
sentinel_shuffled_current_ridge,secondary_abs_error,0.007197167111542396,0.004628404985075225,0.009610196818513576
sentinel_shuffled_current_ridge,too_good_trigger_rate,0.04790092481742603,0.03928787309239469,0.056762344328078744
sentinel_shuffled_current_ridge,timing_sigma68_ns,0.48487354091606927,0.444795896146633,0.5243872048548283
sentinel_shuffled_live10_ridge,q_template_mse,0.026168553831168888,0.020197207348594304,0.03159441238259842
sentinel_shuffled_live10_ridge,tail_mse,0.034778133537630235,0.026556777207963296,0.042907950649204385
sentinel_shuffled_live10_ridge,live10_abs_error_ns,0.1371333966990794,-0.011770790607899052,0.2638769438457857
sentinel_shuffled_live10_ridge,tau_eff_abs_error_ns,0.059556277471060154,-0.00024643661043802993,0.11764070441088238
sentinel_shuffled_live10_ridge,timing_abs_error_ns,1.0348971182915672,1.0123360517171565,1.0582320847626983
sentinel_shuffled_live10_ridge,secondary_abs_error,1.704315789026401e-11,-7.026151780096351e-11,9.552588254143778e-11
sentinel_shuffled_live10_ridge,too_good_trigger_rate,0.0008402164444821181,0.0002568911038610733,0.0015533103037183161
sentinel_shuffled_live10_ridge,timing_sigma68_ns,1.1001021864684877,1.0619748436371919,1.1420140519506714
