method,heldout_run,n,q_template_mse,tail_mse,live10_abs_error_ns,tau_eff_abs_error_ns,timing_abs_error_ns,secondary_abs_error,too_good_trigger_rate,timing_sigma68_ns
cnn_tail_knockout_no_tail_phase_model,44,410,0.11125354018625025,0.16443800939881095,20.810126582278482,9.037723142391721,1.1189304707649206,0.05212767658011922,0.11219512195121951,0.6976822604722929
cnn_tail_knockout_no_tail_phase_model,45,704,0.1350685227901833,0.251921664901193,29.110787172011662,12.642654232664633,1.173268028132967,0.06401699283105813,0.06818181818181818,0.9169723600787044
cnn_tail_knockout_no_tail_phase_model,46,251,0.02760661378626575,0.03482417041622537,9.387755102040817,4.077050238275425,1.6086663681551436,0.040398002033406946,0.02390438247011952,1.520213513548662
cnn_tail_knockout_no_tail_phase_model,47,415,0.1342171338411844,0.17302061909276018,20.679611650485437,8.98104122770802,2.6336838859453082,0.04141852875337794,0.021686746987951807,0.8036387541271197
cnn_tail_knockout_no_tail_phase_model,48,670,0.12397436686321557,0.22433461009977657,26.69724770642202,11.594467360903327,1.2276498586524285,0.0631900544149602,0.041791044776119404,0.6838020207405003
cnn_tail_knockout_no_tail_phase_model,49,662,0.12194800699147797,0.22447586371540204,26.105100463678518,11.337301080905599,1.2332363270996685,0.05345240587823946,0.04833836858006042,0.7280629459353076
cnn_tail_knockout_no_tail_phase_model,50,677,0.1634024111112926,0.28633022988937995,28.97553516819572,12.58391503374101,1.4218302354490893,0.06407988894144452,0.056129985228951254,0.7738122327548693
cnn_tail_knockout_no_tail_phase_model,51,584,0.13764172312747458,0.2631335515258013,29.680851063829788,12.890229835213537,1.3694546346618666,0.06863104770199356,0.11301369863013698,0.8975783103721144
cnn_tail_knockout_no_tail_phase_model,52,491,0.11204979669760187,0.23449510029512852,24.488517745302715,10.63522812677483,1.0138457315270095,0.056750302785561806,0.04073319755600815,0.7056130565594865
cnn_tail_knockout_no_tail_phase_model,53,670,0.15841821537149522,0.30553899849594784,31.875,13.843136610666152,1.2239785338053355,0.06785591659293284,0.028358208955223882,0.764168196167074
cnn_tail_knockout_no_tail_phase_model,54,671,0.15365140506410838,0.2857018862155683,31.104294478527606,13.508423455518324,1.3710369906940132,0.06700252622184408,0.08941877794336811,0.8551445054550693
cnn_tail_knockout_no_tail_phase_model,55,623,0.12355100937588431,0.2506927203920767,29.144736842105264,12.65739838704872,1.38786181930629,0.06603601678137679,0.10593900481540931,0.7478512078635787
cnn_tail_knockout_no_tail_phase_model,56,689,0.1609580555460423,0.28707239979168125,32.083333333333336,13.93361462772933,1.10314046105436,0.07010226600314623,0.04354136429608128,0.878084845793418
cnn_tail_knockout_no_tail_phase_model,57,676,0.15132503290763163,0.22717898707077064,27.340425531914892,11.873795941397416,1.250621409151334,0.05859955828624139,0.05917159763313609,0.793472756201921
cnn_tail_knockout_no_tail_phase_model,58,673,0.12009114795245829,0.3146369228330708,29.213313161875945,12.687180704314361,0.8503166213235298,0.06338862505413029,0.08320950965824665,0.8090337982947856
cnn_tail_knockout_no_tail_phase_model,59,758,0.05027692434638892,0.08472962621476995,17.824933687002652,7.741270340556635,0.6946789337877577,0.04219103425936727,0.06992084432717678,0.8029692021334351
cnn_tail_knockout_no_tail_phase_model,60,802,0.07763787259638283,0.1128372377312743,20.087939698492463,8.724081363860549,0.8777305919262088,0.04248324142958578,0.06483790523690773,0.798281195593447
cnn_tail_knockout_no_tail_phase_model,61,767,0.07051632011160217,0.10369010018789168,20.145310435931307,8.748997158552958,0.8394633632478382,0.042964188163116424,0.04954367666232073,0.7008780429358696
