removed_family,kept_columns,charge_res68_abs_frac,full_rms_frac,tail_gt10_frac,tail_gt25_frac
waveform,32,0.02067754824303445,0.07564112854340062,0.06005883010016011,0.014223479912127192
shape,37,0.06522731068462297,0.1269714944209796,0.2146181628625684,0.04006404289384518
residual_basis,39,0.01934213393366554,0.0687481958291249,0.04963324273001452,0.009643668317384666
stave,46,0.01902511008445683,0.060524488749482,0.0469523774062628,0.008861749264623749
atoms,46,0.01895714648166551,0.06162524122036132,0.047845999180846706,0.00942026287373869
