axis,atom,n,method,charge_res68_abs_frac,full_rms_frac,tail_gt10_frac,tail_gt10_ci95,tail_gt25_frac,tail_gt25_ci95,traditional_tail_gt10_frac,ml_minus_traditional_tail_gt10_delta,ml_minus_traditional_tail_gt10_delta_ci95
peak_phase,15,128,extra_trees_regressor,0.010668004032348967,0.08054676609364453,0.0234375,"[0.0, 0.0546875]",0.015625,"[0.0, 0.0390625]",0.03125,-0.0078125,"[-0.0390625, 0.015625]"
peak_phase,16,164,extra_trees_regressor,0.012265759459612148,0.02325412226681027,0.012195121951219513,"[0.0, 0.03048780487804878]",0.0,"[0.0, 0.0]",0.08536585365853659,-0.07317073170731708,"[-0.11585365853658537, -0.030487804878048783]"
peak_phase,17,427,extra_trees_regressor,0.032237991226201516,0.06034883841782878,0.08196721311475409,"[0.05731850117096019, 0.11129976580796247]",0.00702576112412178,"[0.0, 0.01639344262295082]",0.48243559718969553,-0.40046838407494145,"[-0.4473067915690867, -0.351288056206089]"
peak_phase,2,241,extra_trees_regressor,0.04891699497277955,0.08000080846710969,0.12863070539419086,"[0.08910788381742739, 0.16815352697095426]",0.02074688796680498,"[0.004149377593360996, 0.04149377593360996]",0.8962655601659751,-0.7676348547717843,"[-0.8215767634854773, -0.7095435684647302]"
peak_phase,3,732,extra_trees_regressor,0.05830040864843679,0.08999656459238667,0.1557377049180328,"[0.12978142076502733, 0.18442622950819673]",0.015027322404371584,"[0.006830601092896175, 0.02459016393442623]",0.8961748633879781,-0.7404371584699454,"[-0.7739412568306011, -0.7035519125683061]"
peak_phase,4,987,extra_trees_regressor,0.028549131972992144,0.08246783666503765,0.07092198581560284,"[0.05572441742654509, 0.08713272543059777]",0.015197568389057751,"[0.008105369807497468, 0.022289766970618033]",0.4447821681864235,-0.3738601823708207,"[-0.40580040526849037, -0.3404255319148936]"
peak_phase,5,2255,extra_trees_regressor,0.007571966853478229,0.05837953744517615,0.016407982261640797,"[0.011086474501108648, 0.021729490022172948]",0.0031042128603104213,"[0.0008869179600886918, 0.005764966740576497]",0.03680709534368071,-0.02039911308203991,"[-0.028824833702882482, -0.01286031042128603]"
peak_phase,6,6286,extra_trees_regressor,0.0028499551079190486,0.02074485591873694,0.008749602290804964,"[0.006522430798600064, 0.011294941139039135]",0.0011135857461024498,"[0.0003181673560292714, 0.002068087814190264]",0.027521476296531976,-0.01877187400572701,"[-0.02235523385300668, -0.01511294941139039]"
peak_phase,7,8237,extra_trees_regressor,0.002716937124822548,0.018637335443000485,0.006677188296709967,"[0.004977540366638339, 0.00849823965035814]",0.000849823965035814,"[0.0002428068471530897, 0.0015782445064950832]",0.023673667597426246,-0.01699647930071628,"[-0.020031564890129902, -0.01401906033750152]"
peak_phase,8,5542,extra_trees_regressor,0.004192086274520022,0.014082966325429972,0.004691447130999639,"[0.003067484662576687, 0.006495849873691808]",0.00036088054853843375,"[0.0, 0.0009022013713460845]",0.014615662215806569,-0.009924215084806929,"[-0.012991699747383614, -0.006856730422230242]"
peak_phase,9,595,extra_trees_regressor,0.0064661941153167455,0.023933874668434187,0.008403361344537815,"[0.0016806722689075631, 0.01680672268907563]",0.0016806722689075631,"[0.0, 0.0067226890756302525]",0.021848739495798318,-0.013445378151260503,"[-0.025210084033613446, -0.0016806722689075623]"
saturation,not_saturated,26523,extra_trees_regressor,0.004698022106330447,0.037247129289260154,0.019643328431927006,"[0.01811540926742827, 0.02139746634996041]",0.003430984428609132,"[0.0027146250424160165, 0.0040719375636240245]",0.09391848584247633,-0.07427515741054933,"[-0.07797006371828225, -0.07074331712098933]"
saturation,saturated,334,extra_trees_regressor,0.004310251884564573,0.10717398226074236,0.008982035928143712,"[0.0, 0.020958083832335328]",0.005988023952095809,"[0.0, 0.014970059880239521]",0.05389221556886228,-0.04491017964071856,"[-0.06886227544910178, -0.023952095808383235]"
q_template,1000_1500,3042,extra_trees_regressor,0.013288897571182557,0.06383667903282458,0.06443129520052597,"[0.05621301775147929, 0.07297830374753451]",0.01282051282051282,"[0.008875739644970414, 0.016765285996055226]",0.23602892833662065,-0.17159763313609466,"[-0.1863905325443787, -0.1576183431952663]"
q_template,1500_2000,2512,extra_trees_regressor,0.008332279107274783,0.04101736467764356,0.03105095541401274,"[0.024681528662420384, 0.037818471337579616]",0.004378980891719745,"[0.0019904458598726115, 0.007165605095541401]",0.15286624203821655,-0.12181528662420382,"[-0.1337579617834395, -0.10788216560509553]"
q_template,2000_3000,5153,extra_trees_regressor,0.005714864840264202,0.04125659882275621,0.0223170968367941,"[0.018333980205705414, 0.02619833106928003]",0.0038812342324859306,"[0.0023287405394915583, 0.005821851348728896]",0.09179118959829226,-0.06947409276149816,"[-0.07675625849019989, -0.062293809431399186]"
q_template,3000_4000,5586,extra_trees_regressor,0.003947899781226077,0.03584283121359071,0.010562119584675976,"[0.007876834944504118, 0.013341389187253845]",0.0017901897601145722,"[0.0007160759040458289, 0.0029582885785893265]",0.06838524883637666,-0.05782312925170068,"[-0.06390977443609022, -0.05137844611528822]"
q_template,4000_5500,5211,extra_trees_regressor,0.002860804760903565,0.020068840435827805,0.0063327576280944155,"[0.00422183841872961, 0.00844367683745922]",0.0009595087315294569,"[0.00019190174630589137, 0.0017271157167530224]",0.05219727499520246,-0.04586451736710804,"[-0.05229802341201305, -0.0401986183074266]"
q_template,5500_7000,3054,extra_trees_regressor,0.0025357975652764916,0.01894787189346211,0.008513425016371971,"[0.005239030779305829, 0.011787819253438114]",0.0009823182711198428,"[0.0, 0.0022920759659463]",0.04387688277668631,-0.03536345776031434,"[-0.04223968565815324, -0.028814669286182055]"
q_template,7000_9000,1965,extra_trees_regressor,0.0035478621313495824,0.02290941261936392,0.0071246819338422395,"[0.0035623409669211198, 0.011195928753180661]",0.0015267175572519084,"[0.0, 0.0035623409669211198]",0.06513994910941476,-0.05801526717557252,"[-0.06846055979643766, -0.04783715012722646]"
q_template,9000_inf,334,extra_trees_regressor,0.004310251884564573,0.10717398226074236,0.008982035928143712,"[0.0, 0.020958083832335328]",0.005988023952095809,"[0.0, 0.014970059880239521]",0.05389221556886228,-0.04491017964071856,"[-0.06744011976047903, -0.020958083832335328]"
dropout_atom,dropout_like,1556,extra_trees_regressor,0.06517318495497736,0.12195807878382595,0.19344473007712082,"[0.17352185089974292, 0.21499035989717222]",0.036632390745501286,"[0.027634961439588688, 0.04627249357326478]",0.787917737789203,-0.5944730077120822,"[-0.6221079691516709, -0.5652152956298201]"
dropout_atom,ordinary_tail,25301,extra_trees_regressor,0.004079261355765638,0.026291748385201326,0.008813880874273743,"[0.007667681119323347, 0.009960080629224141]",0.0014228686613177344,"[0.0009485791075451563, 0.0018971582150903127]",0.050709458124184814,-0.04189557724991107,"[-0.0445851942610964, -0.03924746057468084]"
anomaly_atom,anomalous_residual,1240,extra_trees_regressor,0.06958975419153914,0.13496712188830723,0.2129032258064516,"[0.19032258064516128, 0.23590725806451612]",0.0467741935483871,"[0.03467741935483871, 0.05967741935483871]",0.8975806451612903,-0.6846774193548387,"[-0.714133064516129, -0.6552217741935484]"
anomaly_atom,ordinary_residual,25617,extra_trees_regressor,0.004202376136400381,0.02654086678231943,0.010149510090955225,"[0.008957918569699809, 0.011398680563688176]",0.001366280204551665,"[0.0009368778545497131, 0.0017956825545536168]",0.054495061872974974,-0.04434555178201975,"[-0.04711714876839599, -0.04165007612132569]"
pretrigger_atom,pretrigger_noisy,1328,extra_trees_regressor,0.0493178517031344,0.12087387237222307,0.12876506024096385,"[0.11069277108433735, 0.1460843373493976]",0.024849397590361446,"[0.017319277108433735, 0.03313253012048193]",0.8004518072289156,-0.6716867469879517,"[-0.701449548192771, -0.6453313253012047]"
pretrigger_atom,quiet_pretrigger,25529,extra_trees_regressor,0.00420248910021984,0.02883775307053438,0.01382741196286576,"[0.012534764385600689, 0.01537565122018097]",0.0023502683223001293,"[0.0018410435191351013, 0.002977006541580164]",0.056641466567433116,-0.04281405460456736,"[-0.04551882173214775, -0.04022875945003721]"
