granularity,dimension,stratum,stave,method,method_label,method_sigma68_ns,method_bias_ns,traditional_sigma68_ns,traditional_bias_ns,delta_sigma68_ns,delta_bias_ns
single_stave,charge_bin,"charge[40000,80000)",B4,gradient_boosted_trees,HistGradientBoosting residual,9.513464953534072,2.5340296456907194,16.861787607666663,6.80547645442718,-7.348322654132591,-4.27144680873646
single_stave,charge_bin,"charge[40000,80000)",B4,atom_gated_cnn,Atom-gated residual CNN,10.696036945733312,4.435570066552509,16.861787607666663,6.80547645442718,-6.165750661933352,-2.3699063878746713
single_stave,charge_bin,"charge[40000,80000)",B4,mlp,MLP residual,13.573354492558337,5.008025317240646,16.861787607666663,6.80547645442718,-3.288433115108326,-1.7974511371865338
single_stave,charge_bin,"charge[40000,80000)",B6,mlp,MLP residual,3.3459588315661977,-2.9204151496912854,5.879426389996647,-2.713113154781304,-2.5334675584304494,-0.20730199490998125
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,atom_gated_cnn,Atom-gated residual CNN,5.672785867666203,3.328384304138714,8.027817902393098,6.864188950434234,-2.3550320347268947,-3.53580464629552
single_stave,amplitude_bin,"amp_adc[7000,12000)",B8,mlp,MLP residual,0.6933792782584445,-6.195916748548884,2.8836092569207534,-3.743229655174891,-2.190229978662309,-2.4526870933739926
single_stave,saturation_flag,True,B8,mlp,MLP residual,0.6933792782584445,-6.195916748548884,2.8836092569207534,-3.743229655174891,-2.190229978662309,-2.4526870933739926
single_stave,saturation_flag,True,B8,gradient_boosted_trees,HistGradientBoosting residual,0.9755203003339789,-1.6180650318350993,2.8836092569207534,-3.743229655174891,-1.9080889565867745,2.125164623339792
single_stave,amplitude_bin,"amp_adc[7000,12000)",B8,gradient_boosted_trees,HistGradientBoosting residual,0.9755203003339789,-1.6180650318350993,2.8836092569207534,-3.743229655174891,-1.9080889565867745,2.125164623339792
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,cnn1d,1D-CNN residual,6.2241721081637875,3.6661433661092078,8.027817902393098,6.864188950434234,-1.8036457942293103,-3.198045584325026
single_stave,charge_bin,"charge[40000,80000)",B4,cnn1d,1D-CNN residual,15.073644291381463,4.499091006633274,16.861787607666663,6.80547645442718,-1.7881433162852005,-2.3063854477939056
single_stave,charge_bin,"charge[40000,80000)",B6,cnn1d,1D-CNN residual,4.192646624755128,-2.3864343892544935,5.879426389996647,-2.713113154781304,-1.6867797652415186,0.32667876552681063
single_stave,amplitude_bin,"amp_adc[7000,12000)",B8,cnn1d,1D-CNN residual,1.2847496294220675,-2.0616533778306083,2.8836092569207534,-3.743229655174891,-1.598859627498686,1.6815762773442828
single_stave,saturation_flag,True,B8,cnn1d,1D-CNN residual,1.2847496294220675,-2.0616533778306083,2.8836092569207534,-3.743229655174891,-1.598859627498686,1.6815762773442828
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,atom_gated_cnn,Atom-gated residual CNN,2.7908162987816105,-0.011483974446164188,4.182809252930241,0.23046587049985354,-1.3919929541486304,-0.24194984494601773
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,ridge,Ridge residual,6.668723233223128,5.951443934532694,8.027817902393098,6.864188950434234,-1.35909466916997,-0.9127450159015398
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,gradient_boosted_trees,HistGradientBoosting residual,6.750360871201149,1.0863458039678469,8.027817902393098,6.864188950434234,-1.2774570311919486,-5.777843146466387
single_stave,p09_anomaly_class,dropout,B4,atom_gated_cnn,Atom-gated residual CNN,2.6113823569770886,-0.5317890240069799,3.7010140213844958,-1.0628550853842071,-1.089631664407407,0.5310660613772272
single_stave,charge_bin,"charge[40000,80000)",B4,ridge,Ridge residual,15.774913696243107,6.126901650198544,16.861787607666663,6.80547645442718,-1.086873911423556,-0.6785748042286359
single_stave,p09_anomaly_class,dropout,B4,cnn1d,1D-CNN residual,2.619029441746411,-0.1607397812919391,3.7010140213844958,-1.0628550853842071,-1.081984579638085,0.902115304092268
single_stave,amplitude_bin,"amp_adc[4000,7000)",B4,mlp,MLP residual,6.9725688855649715,3.454603569809653,8.027817902393098,6.864188950434234,-1.0552490168281263,-3.409585380624581
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,cnn1d,1D-CNN residual,3.235795647970433,0.28537651803165015,4.182809252930241,0.23046587049985354,-0.9470136049598081,0.054910647531796614
single_stave,p09_anomaly_class,dropout,B4,gradient_boosted_trees,HistGradientBoosting residual,2.757759523657022,-0.32054887302856905,3.7010140213844958,-1.0628550853842071,-0.9432544977274739,0.7423062123556381
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,mlp,MLP residual,3.311042698569051,0.5650930786487395,4.182809252930241,0.23046587049985354,-0.8717665543611899,0.3346272081488859
single_stave,charge_bin,"charge[40000,80000)",B6,atom_gated_cnn,Atom-gated residual CNN,5.062387671963271,-2.7384115954479777,5.879426389996647,-2.713113154781304,-0.817038718033376,-0.02529844066667364
single_stave,charge_bin,"charge[40000,80000)",B8,atom_gated_cnn,Atom-gated residual CNN,0.6879297610252181,-0.8861738651804861,1.482276588997196,-1.820504031168483,-0.794346827971978,0.9343301659879969
single_stave,charge_bin,"charge[40000,80000)",B8,cnn1d,1D-CNN residual,0.7951435448275316,-0.8295677649874865,1.482276588997196,-1.820504031168483,-0.6871330441696645,0.9909362661809965
single_stave,charge_bin,"charge[40000,80000)",B6,ridge,Ridge residual,5.228030175444418,-3.288205817747846,5.879426389996647,-2.713113154781304,-0.6513962145522294,-0.5750926629665418
single_stave,charge_bin,"charge[40000,80000)",B8,gradient_boosted_trees,HistGradientBoosting residual,0.8324249909669877,-0.7243430319383071,1.482276588997196,-1.820504031168483,-0.6498515980302083,1.096160999230176
single_stave,amplitude_bin,"amp_adc[4000,7000)",B6,ridge,Ridge residual,3.53818023806689,-0.27706300063858996,4.182809252930241,0.23046587049985354,-0.6446290148633511,-0.5075288711384435
single_stave,q_template_bin,"q_template[0.05,0.08)",B4,atom_gated_cnn,Atom-gated residual CNN,0.9175008937611889,2.07423953306517,1.5145235580098704,1.9533155742400286,-0.5970226642486814,0.12092395882514162
single_stave,p09_anomaly_class,novel_broad_template_mismatch,B4,ridge,Ridge residual,10.847089792467823,-0.9664198418163172,11.438650709442953,-0.18923792934046446,-0.5915609169751299,-0.7771819124758528
single_stave,amplitude_bin,"amp_adc[4000,7000)",B8,atom_gated_cnn,Atom-gated residual CNN,0.6725521627081079,-0.8180633809778382,1.2596035315009562,-1.2490706921372916,-0.5870513687928482,0.43100731115945345
