granularity,dimension,stratum,pair,method,method_label,sigma68_ci_low_ns,sigma68_ci_high_ns,bias_ci_low_ns,bias_ci_high_ns,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
pairwise,peak_sample_bin,peakmax_7,B6-B8,mlp,MLP residual,0.9056447197116406,1.2037412368586617,-0.47351761693613914,-0.18930631538516432,401,-0.3247353273863321,-0.2839761859480916,1.070549683114482,1.2866504493713309,0.02493765586034913,0.004987531172069825,0.0024937655860349127
pairwise,peak_sample_bin,peakmax_7,B4-B6,ridge,Ridge residual,0.8661192510544612,1.3188411375794487,1.78111336057261,2.5031530265597515,377,2.102938826773192,2.0420334962965825,1.103827100425597,1.441969011566969,0.04509283819628647,0.010610079575596816,0.002652519893899204
pairwise,peak_sample_bin,peakmax_7,B4-B8,ridge,Ridge residual,0.9410892218041654,1.2533368008626922,1.5155409769021584,2.3983701750041013,395,1.9286888086036624,1.918494298356535,1.0722197817839667,1.7722401423889154,0.04810126582278481,0.020253164556962026,0.007594936708860759
pairwise,peak_sample_bin,peakmax_7,B6-B8,ridge,Ridge residual,0.8521816740294813,1.3081285245348435,-0.2861491934015615,-0.013279233632599313,401,-0.15224052529826176,-0.17039323794404737,1.021278063876018,1.2655775560527336,0.029925187032418952,0.004987531172069825,0.0
pairwise,peak_sample_bin,peakmax_7,B4-B6,traditional,S02/S03 analytic template-phase,0.8084789216453427,1.3181466474070425,1.7529558023322975,2.5737370439579745,377,2.1508651816690985,2.032374961905006,1.18619947819393,1.4860735004402674,0.058355437665782495,0.007957559681697613,0.005305039787798408
pairwise,peak_sample_bin,peakmax_7,B4-B8,traditional,S02/S03 analytic template-phase,0.90263865092701,1.4295563293477291,1.4444652761381995,2.4667860427499195,395,1.9139373241225948,1.944699319178305,1.1263957824950017,1.796073080893128,0.053164556962025315,0.017721518987341773,0.010126582278481013
pairwise,peak_sample_bin,peakmax_7,B6-B8,traditional,S02/S03 analytic template-phase,0.7539001152557198,1.2895426802630072,-0.3473033157069877,-0.05380858035618088,401,-0.18247892366445295,-0.0944201186193041,1.0021158689266727,1.3215389272047782,0.032418952618453865,0.004987531172069825,0.0
pairwise,peak_sample_bin,peakmax_8,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.9335178420271046,1.136867547488875,2.053838040942812,2.5656772366311156,910,2.2796939845599837,2.303360536133095,1.020602301019725,1.334076206461699,0.017582417582417582,0.0032967032967032967,0.002197802197802198
pairwise,peak_sample_bin,peakmax_8,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.8546335294532834,1.0249440304072048,1.6392189939450281,2.06414268270945,1047,1.8459484565710145,1.8433043814603067,0.9331725732579654,1.4181233173604975,0.01623686723973257,0.0057306590257879654,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.8131186888568988,0.9891097214843112,-0.5845095008089178,-0.36437436421699043,898,-0.46088836896546226,-0.40926105725328554,0.8951172967427616,1.2698992824294686,0.011135857461024499,0.004454342984409799,0.0033407572383073497
pairwise,peak_sample_bin,peakmax_8,B4-B6,cnn1d,1D-CNN residual,1.04727959001453,1.3311285137986075,2.036133846872529,2.637461608932367,910,2.3156060836148655,2.343829340039168,1.2323199973725298,1.4992581397688922,0.01978021978021978,0.004395604395604396,0.002197802197802198
pairwise,peak_sample_bin,peakmax_8,B4-B8,cnn1d,1D-CNN residual,0.9759461866109533,1.167937493275391,1.5632034296125572,2.2043506226487493,1047,1.8335454394991657,1.8507578514990897,1.0907951160970226,1.5027723647464724,0.014326647564469915,0.0057306590257879654,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,cnn1d,1D-CNN residual,0.8560640942592502,1.0889281190931832,-0.6393900640190466,-0.3550961400316974,898,-0.4853612239471714,-0.4558956494716355,0.9966528765950324,1.2658799693062939,0.014476614699331848,0.005567928730512249,0.0033407572383073497
pairwise,peak_sample_bin,peakmax_8,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.035454293948976,1.3541348179847603,1.9082988983919518,2.6661654356726467,910,2.2187822175057046,2.254598606026345,1.246827298834865,1.5401346249043304,0.02967032967032967,0.005494505494505495,0.0032967032967032967
pairwise,peak_sample_bin,peakmax_8,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.005250042637152,1.2418564701113866,1.4645567933431718,2.0657117691178586,1047,1.7231652890099087,1.7860174214885163,1.1463671513643365,1.4453878120348362,0.021012416427889206,0.007640878701050621,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9043607152291271,1.1296943833689872,-0.6617879672138711,-0.35374621286422225,898,-0.48271004682761237,-0.42936398202507675,1.0228356757179118,1.3653962159337467,0.01670378619153675,0.0066815144766146995,0.004454342984409799
pairwise,peak_sample_bin,peakmax_8,B4-B6,mlp,MLP residual,1.1005913989451583,1.3584787548676902,1.9920866628500145,2.6308900932073374,910,2.2568192855018703,2.3036314612470186,1.2542348389314415,1.521620456772975,0.025274725274725275,0.0032967032967032967,0.002197802197802198
pairwise,peak_sample_bin,peakmax_8,B4-B8,mlp,MLP residual,1.0405280885163979,1.2245168970923537,1.549171083700322,2.157018827124709,1047,1.8197157431058226,1.8475469359899535,1.1520221972481937,1.5230092150378225,0.015281757402101241,0.004775549188156638,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,mlp,MLP residual,0.9844264546978229,1.1827385353731714,-0.5645468653601082,-0.357689939596528,898,-0.4564797778559082,-0.4603222137312457,1.0716467343011353,1.292875731621622,0.017817371937639197,0.004454342984409799,0.0033407572383073497
pairwise,peak_sample_bin,peakmax_8,B4-B6,ridge,Ridge residual,1.2288994861594615,1.5863548600749193,1.8588952742720344,2.8323043959434364,910,2.2903450863378256,2.2750551247942816,1.422339353944447,1.6460796186292521,0.038461538461538464,0.005494505494505495,0.002197802197802198
pairwise,peak_sample_bin,peakmax_8,B4-B8,ridge,Ridge residual,1.2318009734153819,1.4671787392266427,1.4375552935013127,2.2902220495542016,1047,1.8185281408498524,1.7799846384487594,1.3675544147968206,1.7285458652594163,0.050620821394460364,0.009551098376313277,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,ridge,Ridge residual,1.1988974585486167,1.3789150924054814,-0.6045765784805408,-0.24625803565107868,898,-0.4101044739683846,-0.4071051696943364,1.2708077951300603,1.5126109408469564,0.026726057906458798,0.0077951002227171495,0.0066815144766146995
pairwise,peak_sample_bin,peakmax_8,B4-B6,traditional,S02/S03 analytic template-phase,1.2453004179133969,1.6307090680643535,1.7285266573755098,2.900363865642135,910,2.199788888235506,2.127163442663065,1.469259988236703,1.7574047428038797,0.05824175824175824,0.006593406593406593,0.0032967032967032967
pairwise,peak_sample_bin,peakmax_8,B4-B8,traditional,S02/S03 analytic template-phase,1.3003922186946002,1.6675622187383796,1.3257944752675175,2.343706118090386,1047,1.7623558977121605,1.6607583639070853,1.5230864686527628,1.8590766241817773,0.07354345749761222,0.011461318051575931,0.0038204393505253103
pairwise,peak_sample_bin,peakmax_8,B6-B8,traditional,S02/S03 analytic template-phase,1.2010592031052538,1.492532968797949,-0.5649878167817045,-0.09916814548210424,898,-0.31619259455409676,-0.33670852420458885,1.358746158491475,1.6280182987145597,0.04788418708240535,0.0077951002227171495,0.005567928730512249
pairwise,peak_sample_bin,peakmax_9,B4-B6,atom_gated_cnn,Atom-gated residual CNN,1.0194081603884724,1.2875641371075834,1.8591281187576858,2.6270159197676644,1084,2.191130122611666,2.1829414710872648,1.1731165939084205,2.2451969020865916,0.01937269372693727,0.008302583025830259,0.006457564575645757
pairwise,peak_sample_bin,peakmax_9,B4-B8,atom_gated_cnn,Atom-gated residual CNN,1.015539652438537,1.2121792726827862,1.7116369992061655,2.5780324357066635,768,2.1254644599276795,2.093984170984978,1.0968298104565821,2.339756886530589,0.024739583333333332,0.009114583333333334,0.0078125
pairwise,peak_sample_bin,peakmax_9,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.972704091292365,1.1197471638675758,-0.2785225841165981,-0.09846243453360395,1059,-0.1808520585817193,-0.15803312125844116,1.0366840340275822,1.1042236489376767,0.013220018885741265,0.0009442870632672333,0.0
pairwise,peak_sample_bin,peakmax_9,B4-B6,cnn1d,1D-CNN residual,1.1547067644643219,1.4713630744639354,1.8017113816954604,2.6776131862666754,1084,2.216044583700022,2.1831026415406463,1.312347800953941,2.1752580497315583,0.02952029520295203,0.01107011070110701,0.006457564575645757
pairwise,peak_sample_bin,peakmax_9,B4-B8,cnn1d,1D-CNN residual,1.0959760656281248,1.3656432131182987,1.68723051397606,2.6369615853079607,768,2.1283601224887385,2.0692497425302143,1.2633423351046464,2.207764581296572,0.03125,0.010416666666666666,0.0078125
pairwise,peak_sample_bin,peakmax_9,B6-B8,cnn1d,1D-CNN residual,0.9908141002950076,1.1778180062770809,-0.3032108395466146,-0.07101104866291845,1059,-0.19946329963283219,-0.21012627283803198,1.1004425265966022,1.1825941643093782,0.0113314447592068,0.0018885741265344666,0.0
pairwise,peak_sample_bin,peakmax_9,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.1033513223858993,1.5145639638036226,1.6072883413788133,2.584423528178429,1084,2.0642340729522983,1.9966722178397234,1.317212699058936,2.005955284284465,0.04059040590405904,0.01014760147601476,0.006457564575645757
pairwise,peak_sample_bin,peakmax_9,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.14713162047782,1.4709167695977134,1.7213540676051111,2.6847664723615865,768,2.1434295192100694,2.0828652499428237,1.370637994982348,1.9079661102225158,0.036458333333333336,0.009114583333333334,0.0078125
pairwise,peak_sample_bin,peakmax_9,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0371018670014343,1.2649276430465288,-0.1870289923176417,0.024967221678532107,1059,-0.0945125748235941,-0.08894835702817971,1.1448051648003839,1.203222190139968,0.014164305949008499,0.0009442870632672333,0.0
pairwise,peak_sample_bin,peakmax_9,B4-B6,mlp,MLP residual,1.1584484363400234,1.4672236594059722,1.8377150924243293,2.6035413144244313,1084,2.224931084027042,2.183639532624163,1.3541756755178378,2.244705307564439,0.03136531365313653,0.01014760147601476,0.006457564575645757
pairwise,peak_sample_bin,peakmax_9,B4-B8,mlp,MLP residual,1.1475868995117744,1.3892748664187105,1.7940375493619294,2.6268183536686065,768,2.1914777272302546,2.1211018869424834,1.2929629689963114,2.3728087936776836,0.041666666666666664,0.010416666666666666,0.009114583333333334
pairwise,peak_sample_bin,peakmax_9,B6-B8,mlp,MLP residual,1.0490581207844856,1.2438493493874563,-0.2571995816683392,-0.046341849736721084,1059,-0.16895846871250736,-0.18740195977251517,1.128268203220441,1.2599731435424304,0.01794145420207743,0.003777148253068933,0.0
pairwise,peak_sample_bin,peakmax_9,B4-B6,ridge,Ridge residual,1.2223410675545157,1.7680704171035402,1.6129701314801532,2.8837538902707984,1084,2.204964160130695,2.0869458059846124,1.5657129157624015,2.3539314279267094,0.06088560885608856,0.011992619926199263,0.007380073800738007
pairwise,peak_sample_bin,peakmax_9,B4-B8,ridge,Ridge residual,1.2850242982605904,1.7022346323473856,1.4764706080697927,2.9094688275868794,768,2.0977229905260653,1.9132157497628732,1.565271176258671,2.522413185351233,0.0703125,0.015625,0.009114583333333334
pairwise,peak_sample_bin,peakmax_9,B6-B8,ridge,Ridge residual,1.1972910950904643,1.426640657519631,-0.4169627078661498,-0.06524634016909074,1059,-0.27640366917271664,-0.32009608494799124,1.3315893190361425,1.492836330823748,0.0453257790368272,0.004721435316336166,0.0028328611898017
pairwise,peak_sample_bin,peakmax_9,B4-B6,traditional,S02/S03 analytic template-phase,1.4557581584441932,2.040582789686626,1.3739110236077627,2.955692480171236,1084,2.0430670349474798,1.9726147979157496,1.7628920206734036,2.6090839952854656,0.0959409594095941,0.014760147601476014,0.007380073800738007
pairwise,peak_sample_bin,peakmax_9,B4-B8,traditional,S02/S03 analytic template-phase,1.4309175435344952,1.9774346184813036,1.4020026101257246,2.996387275439886,768,2.094187343725125,1.914034704427781,1.7885089531086436,2.7337509288063435,0.10286458333333333,0.01953125,0.009114583333333334
pairwise,peak_sample_bin,peakmax_9,B6-B8,traditional,S02/S03 analytic template-phase,1.3389978933835458,1.5690458940125132,-0.3778554922472339,0.01636659800392732,1059,-0.205283168135226,-0.2346305029338751,1.455088309816495,1.608121850029261,0.0679886685552408,0.004721435316336166,0.0009442870632672333
pairwise,saturation_flag,False,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.754166062911098,0.8854966999987788,2.0341910443821525,2.4753588031026013,3819,2.2249540747171324,2.1950871090470514,0.8281803137938119,1.948799857196538,0.02304268133019115,0.01125949201361613,0.006546216286986122
pairwise,saturation_flag,False,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.7371848049759837,0.871560305430838,1.6688249800047394,2.085996821265656,3812,1.8588424098446164,1.885712213919689,0.8159375083787476,2.3901253255123702,0.021773347324239245,0.013641133263378805,0.009181532004197272
pairwise,saturation_flag,False,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.7018789501485331,0.7988317896718408,-0.44287209828664326,-0.2782153089278376,3813,-0.36507058710524737,-0.30818040120164625,0.7505771263435901,1.784818797450549,0.012850773669027014,0.0065565171780750066,0.003933910306845004
pairwise,saturation_flag,False,B4-B6,cnn1d,1D-CNN residual,0.8667430411931748,1.0235544406536015,2.0305888585714884,2.5217618370842847,3819,2.2598382984203855,2.2361527113081863,0.9542651975632137,1.9978237506595573,0.026184865147944488,0.01230688661953391,0.006546216286986122
pairwise,saturation_flag,False,B4-B8,cnn1d,1D-CNN residual,0.8126434324383701,0.9760388584732832,1.594129774194719,2.178800235529589,3812,1.8675665168695434,1.9030735334811197,0.921778311729465,2.400451729712189,0.02570828961175236,0.014690451206715634,0.009706190975865687
pairwise,saturation_flag,False,B6-B8,cnn1d,1D-CNN residual,0.745767750054597,0.8496670184560309,-0.4893394107296526,-0.29041731189583886,3813,-0.3916410909257462,-0.3297939221071289,0.8076958608140765,1.8137752520468313,0.015211119853134015,0.007605559926567008,0.003933910306845004
pairwise,saturation_flag,False,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.9314541868873332,1.1672394226898453,1.8662047353836793,2.577528903846291,3819,2.17020334052451,2.163630431457328,1.0614269221284753,1.9556447440142624,0.0384917517674784,0.014925373134328358,0.009164702801780571
pairwise,saturation_flag,False,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.965285704194131,1.1529199831018753,1.6479726098007508,2.1970720845625626,3812,1.8851759346726866,1.9603924320072004,1.060843671495007,2.265406119181441,0.038037775445960126,0.017313746065057714,0.010755508919202518
pairwise,saturation_flag,False,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.8911934020184181,1.008296094985072,-0.38272724973190014,-0.16998059757254066,3813,-0.2849419177808048,-0.203201785649199,0.947613598768881,1.8471271384969927,0.021505376344086023,0.008392341987936008,0.004720692368214005
pairwise,saturation_flag,False,B4-B6,mlp,MLP residual,0.9682143578042074,1.1515631817058298,1.9957240633882103,2.5154874132544998,3819,2.2517959528979876,2.266325626808282,1.0650070447603797,2.0761534496386647,0.0332547787378895,0.014401675831369469,0.006546216286986122
pairwise,saturation_flag,False,B4-B8,mlp,MLP residual,1.0630371344924556,1.1770412274471578,1.7173108430416357,2.229549796662485,3812,1.969835401130951,2.0064660904417195,1.1318311938200258,2.430144633940439,0.036463798530954876,0.016002098635886673,0.00944386149003148
pairwise,saturation_flag,False,B6-B8,mlp,MLP residual,0.9246922826475896,1.0694953852748403,-0.3559162027079669,-0.1993400642996536,3813,-0.2813130883066344,-0.2355188051866648,0.9937626419449175,1.820869075381711,0.02019407290847102,0.007867820613690008,0.004196170993968004
pairwise,saturation_flag,False,B4-B6,ridge,Ridge residual,0.929236095585089,1.3301710268446438,1.8375067377473902,2.6642222225977386,3819,2.1738808413681636,2.0434267583474224,1.1442127184834763,2.160720737949398,0.04320502749410841,0.01230688661953391,0.008379156847342237
pairwise,saturation_flag,False,B4-B8,ridge,Ridge residual,1.0672179728301725,1.2911003894525497,1.5219977911656934,2.2791688841661237,3812,1.8529457247182632,1.862948775219973,1.177583388216631,2.5692615386333437,0.0506295907660021,0.017313746065057714,0.01180482686253935
pairwise,saturation_flag,False,B6-B8,ridge,Ridge residual,0.9760531240333399,1.0882831532885808,-0.4090831105000068,-0.24303027070240865,3813,-0.32095049167858647,-0.22609495321979267,1.0348976972810613,1.9451713494249159,0.02963545764489903,0.007343299239444007,0.005245213742460005
pairwise,saturation_flag,False,B4-B6,traditional,S02/S03 analytic template-phase,0.9571996459568723,1.3117251535999446,1.7916119499047165,2.734136195526901,3819,2.16676362876139,2.0561903912015964,1.1964312612817998,2.336964187361962,0.06546216286986122,0.014663524482848913,0.009426551453260016
pairwise,saturation_flag,False,B4-B8,traditional,S02/S03 analytic template-phase,0.9803015512963456,1.3391846309534092,1.442819865729365,2.3692678635564692,3812,1.8529034895104408,1.8525209862849579,1.1937261973448212,2.7521986955522344,0.0674186778593914,0.019150052465897165,0.013116474291710388
pairwise,saturation_flag,False,B6-B8,traditional,S02/S03 analytic template-phase,0.9249423506119043,1.0840324423683236,-0.41840778496215547,-0.20382193075794983,3813,-0.31443857941067543,-0.20630525212020245,1.019112086227667,2.0192686275398035,0.043273013375295044,0.00865460267505901,0.005245213742460005
pairwise,saturation_flag,True,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.0,0.0,28.27023333588859,28.27023333588859,1,28.27023333588859,28.27023333588859,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.3936315608024579,14.59670896769045,-1.0962625390726206,17.05431282587245,8,5.618419401488838,0.1840435860166778,6.643969830440558,9.823036046122898,0.375,0.375,0.375
pairwise,saturation_flag,True,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.06617641317844325,6.695613675909098,-3.3513764105413117,6.212309251544959,7,-0.3572963583890346,-2.8869151567177056,3.2826847441959943,4.568848405866922,0.2857142857142857,0.2857142857142857,0.14285714285714285
pairwise,saturation_flag,True,B4-B6,cnn1d,1D-CNN residual,0.0,0.0,27.746173563397136,27.746173563397136,1,27.746173563397136,27.746173563397136,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,cnn1d,1D-CNN residual,0.37101827637583895,13.265859544277202,2.1535648877601994,17.38638302675012,8,6.363472506545124,2.657684371229223,4.064980514049534,8.441394628624991,0.25,0.25,0.125
pairwise,saturation_flag,True,B6-B8,cnn1d,1D-CNN residual,0.0,2.705050289096759,-1.3779725796542195,2.4438572526349915,7,0.7614552611543134,0.48104052794416674,1.9920551293869702,1.9181394170101522,0.14285714285714285,0.0,0.0
pairwise,saturation_flag,True,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.0,0.0,27.59745542382977,27.59745542382977,1,27.59745542382977,27.59745542382977,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.24535662647865308,12.730638796488133,1.9058655001786073,16.193864579048483,8,5.75500647451173,2.016552093114484,2.9111518133544854,8.130442042618094,0.25,0.25,0.125
pairwise,saturation_flag,True,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.0,2.951624052953676,-1.6997092145094683,1.7295000229397446,7,0.45860491137873943,0.048674027390845254,1.382247977142103,1.8310586547707073,0.14285714285714285,0.0,0.0
pairwise,saturation_flag,True,B4-B6,mlp,MLP residual,0.0,0.0,28.501313510334697,28.501313510334697,1,28.501313510334697,28.501313510334697,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,mlp,MLP residual,0.5431287071108853,11.477573796349468,6.668327385331971,18.360721184974672,8,10.069562398038446,7.8077020499668635,1.8710164970910572,6.911607747765278,0.125,0.125,0.125
pairwise,saturation_flag,True,B6-B8,mlp,MLP residual,0.0,2.577102624578419,2.6208379023453716,6.146959792941377,7,4.872256625848637,5.344615032796455,1.185077690689587,1.6941735818061072,0.14285714285714285,0.0,0.0
pairwise,saturation_flag,True,B4-B6,ridge,Ridge residual,0.0,0.0,34.34014994183799,34.34014994183799,1,34.34014994183799,34.34014994183799,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,ridge,Ridge residual,0.895417156219481,18.93717372417451,2.2061050277608145,20.724441215072037,8,10.183943398438034,8.713427588697488,5.139771776199343,10.274441204837089,0.5,0.375,0.25
pairwise,saturation_flag,True,B6-B8,ridge,Ridge residual,0.0,7.289180798905507,-6.003629434735018,7.846756769740977,7,4.613398779588565,7.0798713915726665,4.4885211023510605,5.160110595998506,0.2857142857142857,0.2857142857142857,0.14285714285714285
pairwise,saturation_flag,True,B4-B6,traditional,S02/S03 analytic template-phase,0.0,0.0,33.52142747829779,33.52142747829779,1,33.52142747829779,33.52142747829779,0.0,0.0,0.0,0.0,0.0
pairwise,saturation_flag,True,B4-B8,traditional,S02/S03 analytic template-phase,0.3275171399271259,16.318799041901617,2.683052024740068,19.179322595968696,8,8.227777576612526,4.884973959558778,5.149879931688982,9.97770509944907,0.5,0.25,0.125
pairwise,saturation_flag,True,B6-B8,traditional,S02/S03 analytic template-phase,0.0,4.076282685582702,-1.5773554139397987,4.967074777481881,7,2.807557171651465,3.228412952454434,3.5551850395827476,2.9942088329737446,0.42857142857142855,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.28901135974406295,1.156490835806435,1.6784150897763925,2.4563678538341214,33,2.172553597241018,2.0543273119093755,0.7734236651262097,0.7720385140936613,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.0,0.10135768651962285,1.1678994152508224,1.4660102579555954,2,1.316954836603209,1.316954836603209,0.10135768651962285,0.14905542135238647,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,cnn1d,1D-CNN residual,0.2261166690119163,1.143130655742065,1.7363021673953916,2.380200147842771,33,2.1190916193112384,2.1214882084049904,0.6812870501112445,0.8486713724195766,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,cnn1d,1D-CNN residual,0.0,0.4451701688766479,0.40917925572018277,1.7185032818279709,2,1.0638412687740768,1.0638412687740768,0.4451701688766479,0.654662013053894,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.4013333238191575,1.145406912856668,1.862216837086738,2.4647987330099808,33,2.1950599299838407,2.2195756259259625,0.897423093285382,0.8134639582652428,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.0,0.32981411967676766,0.8119162534363014,1.7819577818973826,2,1.296937017666842,1.296937017666842,0.32981411967676766,0.48502076423054064,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,mlp,MLP residual,0.27007721423999115,1.1093197774795485,1.6354840005669458,2.275535929630112,33,2.00577827672553,2.105775986152757,0.8095827045144053,0.8504012520733376,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,mlp,MLP residual,0.0,0.5688965761661529,0.3522537801228012,2.025479004140898,2,1.1888663921318496,1.1888663921318496,0.5688965761661529,0.8366126120090485,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,ridge,Ridge residual,0.3649738409622933,1.1078664219060375,1.8249144743392292,2.560048142396104,33,2.2521238220318804,2.2755787435158865,0.8011652790890816,0.8221048609145084,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,ridge,Ridge residual,0.0,0.4099575065076352,1.5134459066949333,2.719203278776213,2,2.116324592735573,2.116324592735573,0.4099575065076352,0.6028786860406399,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,traditional,S02/S03 analytic template-phase,0.3253293327388269,1.20683531757832,1.73906016264938,2.4953834643134853,33,2.106793484349817,2.0043492613013,0.7688544105877603,0.8618954110115608,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0,0.025)",B4-B8,traditional,S02/S03 analytic template-phase,0.0,0.02340032575190687,2.2285441528590297,2.2973686403646383,2,2.262956396611834,2.262956396611834,0.02340032575190687,0.03441224375280427,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.8540850756585957,1.0471234606989723,2.014886776184893,2.4704608266770354,617,2.2310941771703416,2.2177992490889338,0.9704701500869065,1.0072186816785476,0.006482982171799027,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.7341939048828239,1.0819903641357576,1.826130920858429,2.0293643097750365,340,1.9269385602029063,1.9752449922784479,0.9063673588842001,0.876626183999391,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.6951559285775757,1.0183524260960246,-0.49985357906231026,-0.198254379651981,305,-0.35925488954982265,-0.3930971120552158,0.8846783092945824,0.8246951746227432,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,cnn1d,1D-CNN residual,0.995818544280629,1.2464474250215705,1.9745972685783866,2.5062535266277384,617,2.1978065159749605,2.2041725258408675,1.1253341615789565,1.139911462507388,0.008103727714748784,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B8,cnn1d,1D-CNN residual,0.787154476404114,1.1165995773538044,1.594651888507042,2.0749041471592844,340,1.8338697290957107,1.7980387208471456,0.9584260385378358,0.9706892749759245,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B6-B8,cnn1d,1D-CNN residual,0.6570050312513733,1.007875665521329,-0.5917103176422563,-0.3005171300631798,305,-0.4552798206132402,-0.43035601440114846,0.8124318742096317,0.8450919598770542,0.003278688524590164,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.9626689060771622,1.2332086191987117,1.723389323596332,2.5081024784612604,617,2.055925095199214,2.0636871009783775,1.1263646253007902,1.1742515118967243,0.011345218800648298,0.0016207455429497568,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.8145989302281437,1.2005790850652205,1.556422844823333,2.0157938696366484,340,1.7652282107298687,1.726979199945358,0.92303121912565,1.001702810388778,0.0029411764705882353,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.6790311977955465,1.040812711969117,-0.533974568828302,-0.2838303283305511,305,-0.4131534951780899,-0.45074032424328436,0.8510137922883976,0.9118372758670457,0.0,0.0,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B6,mlp,MLP residual,1.0214361616969143,1.2677042439700517,1.8282008001504677,2.507867171350249,617,2.1318180111656164,2.154386038414451,1.1596097367048581,1.1521314014873711,0.008103727714748784,0.0016207455429497568,0.0
pairwise,q_template_bin,"q_template[0.025,0.05)",B4-B8,mlp,MLP residual,0.8143685125420325,1.1717665958404542,1.5743980313048993,1.9818900119120064,340,1.770589676053397,1.7530422656009428,1.0265366102731524,1.010665866933565,0.0,0.0,0.0
