granularity,dimension,stratum,stave,method,method_label,sigma68_ci_low_ns,sigma68_ci_high_ns,bias_ci_low_ns,bias_ci_high_ns,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
single_stave,all,all,B4,atom_gated_cnn,Atom-gated residual CNN,0.658533793523437,0.7848027565793388,1.8544905129509166,2.273256737530121,3820,2.04924404008118,2.027031401186729,0.7273021340731182,2.0368745755898843,0.021727748691099478,0.013350785340314137,0.008376963350785341
single_stave,all,all,B6,atom_gated_cnn,Atom-gated residual CNN,0.6212122586367275,0.7193172701204454,-1.4395212446315042,-1.1869477796886385,3820,-1.2984142758928858,-1.2506937640044242,0.6799343225055057,1.4536465967746266,0.015706806282722512,0.00968586387434555,0.005759162303664921
single_stave,all,all,B8,atom_gated_cnn,Atom-gated residual CNN,0.6119219282616298,0.719671769184145,-0.8688849270033574,-0.6199089230712143,3820,-0.7508297641882932,-0.8007210353194978,0.6703811506743276,1.8925067772718855,0.01806282722513089,0.01099476439790576,0.007068062827225131
single_stave,all,all,B4,cnn1d,1D-CNN residual,0.7535672837898371,0.8939422667786912,1.8205985101474371,2.368331732030565,3820,2.0717460703651724,2.069515834548195,0.8422442939334477,2.056132372029832,0.021727748691099478,0.013350785340314137,0.009424083769633508
single_stave,all,all,B6,cnn1d,1D-CNN residual,0.6856582374357563,0.8233922220727781,-1.4643596827056407,-1.2071085521553007,3820,-1.3280191005369946,-1.296886635255273,0.7738665543707101,1.4970621619870423,0.018848167539267015,0.010471204188481676,0.006544502617801047
single_stave,all,all,B8,cnn1d,1D-CNN residual,0.681068467348814,0.7807195839801399,-0.9343023176490795,-0.5642423012043684,3820,-0.7437269698281773,-0.801058260124961,0.7453296802700962,1.8913453543472236,0.01780104712041885,0.012565445026178011,0.007853403141361256
single_stave,all,all,B4,gradient_boosted_trees,HistGradientBoosting residual,0.8633384794804766,1.0558615653719343,1.7775672890892713,2.31282809707888,3820,2.0350699905307996,2.057370485032706,0.956860094730724,1.9464601866046813,0.030104712041884817,0.014659685863874346,0.00968586387434555
single_stave,all,all,B6,gradient_boosted_trees,HistGradientBoosting residual,0.7918685000213798,0.9786071520088395,-1.4400568340342506,-1.046415173002619,3820,-1.2302195433253258,-1.1956615244688216,0.8940883582934631,1.5427263579404698,0.025392670157068063,0.011780104712041885,0.00549738219895288
single_stave,all,all,B8,gradient_boosted_trees,HistGradientBoosting residual,0.8108101086729254,0.928818067500379,-0.9341882201628668,-0.6845964476364673,3820,-0.8048504472054735,-0.8858545482884601,0.8864695405833097,1.8313187372145774,0.02382198952879581,0.012041884816753926,0.006020942408376963
single_stave,all,all,B4,mlp,MLP residual,0.9166686971479402,1.0341094664036494,1.8485824965532498,2.402818716650529,3820,2.122732867267441,2.132169468182898,0.9734634496568652,2.114040417154401,0.025392670157068063,0.015445026178010472,0.009162303664921465
single_stave,all,all,B6,mlp,MLP residual,0.8158114252146368,0.9716820592576876,-1.3961608385760018,-1.1136623423164955,3820,-1.2652684642617804,-1.2491930289716606,0.9012283592733523,1.5472151761451058,0.024083769633507852,0.00968586387434555,0.005759162303664921
single_stave,all,all,B8,mlp,MLP residual,0.8609719815308591,0.981437240491886,-1.003749541987975,-0.7108149483967763,3820,-0.8574644030056596,-0.8726374998724253,0.9133646474417828,1.9037994617151015,0.024607329842931937,0.012565445026178011,0.006544502617801047
single_stave,all,all,B4,ridge,Ridge residual,0.8625636220898467,1.2143444288366863,1.6943314420987141,2.5028255030939954,3820,2.026347085463401,1.9518764756992297,1.0310210316108137,2.231214793941763,0.03612565445026178,0.014921465968586388,0.010732984293193717
single_stave,all,all,B6,ridge,Ridge residual,0.8223380779255501,1.0453961053443763,-1.4793794504407922,-1.0378118114146508,3820,-1.2471049105288197,-1.1188402648042377,0.9542114718798629,1.632736900630357,0.02617801047120419,0.012565445026178011,0.0062827225130890054
single_stave,all,all,B8,ridge,Ridge residual,0.9158981290946198,1.022019224081487,-1.0080759998803377,-0.581287570559651,3820,-0.7792421749345807,-0.8115957259538682,0.9830464893500065,2.0438140319821243,0.031151832460732984,0.014659685863874346,0.009424083769633508
single_stave,all,all,B4,traditional,S02/S03 analytic template-phase,0.8852352310539697,1.219745828370978,1.6380095353774489,2.5595090911471248,3820,2.020612833552977,1.9574374008727986,1.0675824401586067,2.3997192331489248,0.048167539267015703,0.016230366492146597,0.011780104712041885
single_stave,all,all,B6,traditional,S02/S03 analytic template-phase,0.8546232397053736,1.044277125058111,-1.546585673665318,-1.0098893673952785,3820,-1.2418446503677214,-1.1506073153378011,0.9555712352976042,1.7168892309439892,0.032984293193717276,0.013612565445026177,0.007853403141361256
single_stave,all,all,B8,traditional,S02/S03 analytic template-phase,0.8183694456278249,1.0383212673332927,-1.055626617696735,-0.543545734300887,3820,-0.778768183185256,-0.8296924665124585,0.9400591204857122,2.1328096398633214,0.03848167539267016,0.015706806282722512,0.009424083769633508
single_stave,amplitude_bin,"amp_adc[1000,1500)",B4,atom_gated_cnn,Atom-gated residual CNN,0.39221014183563097,0.7126708126531143,1.447094219662292,2.166722593100099,343,1.9150477100742676,1.9634525160305714,0.5424739774510501,1.6542967688966226,0.014577259475218658,0.0058309037900874635,0.0058309037900874635
single_stave,amplitude_bin,"amp_adc[1000,1500)",B6,atom_gated_cnn,Atom-gated residual CNN,0.40471046332629973,0.8542214930057561,-1.4593209506044909,-0.9447376757626265,188,-1.1450263932447637,-1.1836028723589251,0.6411838392217335,1.3428543615463038,0.010638297872340425,0.005319148936170213,0.005319148936170213
single_stave,amplitude_bin,"amp_adc[1000,1500)",B8,atom_gated_cnn,Atom-gated residual CNN,0.6910965902490311,1.4738029964666994,-1.9153598705225445,0.204045537446598,94,-0.841977436413744,-0.8277729264383709,0.920153370331006,4.843086966613831,0.06382978723404255,0.05319148936170213,0.0425531914893617
