granularity,dimension,stratum,pair,method,method_label,method_sigma68_ns,method_bias_ns,traditional_sigma68_ns,traditional_bias_ns,delta_sigma68_ns,delta_bias_ns
pairwise,peak_sample_bin,peakmax_6,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.3259809253119529,1.8757559543508104,0.4496480594348635,1.7890446171137093,-0.12366713412291064,0.08671133723710112
pairwise,peak_sample_bin,peakmax_7,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0625997067869162,2.231228289998014,1.18619947819393,2.1508651816690985,-0.12359977140701384,0.08036310832891536
pairwise,peak_sample_bin,peakmax_9,B6-B8,ridge,Ridge residual,1.3315893190361425,-0.27640366917271664,1.455088309816495,-0.205283168135226,-0.12349899078035254,-0.07112050103749062
pairwise,q_template_bin,"q_template[0.05,0.08)",B6-B8,ridge,Ridge residual,1.3471661236564538,-0.39473347194785147,1.464068268160001,-0.30495817484146104,-0.11690214450354719,-0.08977529710639043
pairwise,q_template_bin,"q_template[0.12,0.2)",B4-B6,ridge,Ridge residual,1.575064134229309,2.3496950765745943,1.6899736583998184,2.4389739154914825,-0.11490952417050937,-0.08927883891688815
pairwise,charge_bin,"charge[24000,40000)",B4-B6,cnn1d,1D-CNN residual,1.4719179449762951,2.371325015243041,1.5847031692802336,2.839277172243117,-0.11278522430393845,-0.467952157000076
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B6,mlp,MLP residual,0.9862421869430901,2.282393852786721,1.096361248734639,2.059786093346579,-0.11011906179154896,0.22260775944014233
pairwise,peak_sample_bin,peakmax_11,B4-B8,ridge,Ridge residual,1.5385921551424175,2.1554304693263657,1.6484680475331857,1.7071950454769353,-0.10987589239076812,0.4482354238494304
pairwise,p09_anomaly_class,unassigned_common,B6-B8,mlp,MLP residual,0.9922284243702612,-0.2694163056332736,1.101029584416756,-0.2907535236185203,-0.10880116004649476,0.02133721798524668
pairwise,p09_anomaly_class,novel_delayed_peak,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.2432951894943082,-0.8341741451823603,0.3486307980570668,-0.6933617586961119,-0.10533560856275861,-0.1408123864862484
pairwise,peak_sample_bin,peakmax_11,B4-B6,mlp,MLP residual,1.2307534793719492,2.5640527207587733,1.3339777326323283,2.7940988100888853,-0.1032242532603791,-0.23004608933011195
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,ridge,Ridge residual,1.1397343374176665,1.870388488430801,1.2423999297307302,1.93178848716381,-0.10266559231306371,-0.06139999873300894
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,cnn1d,1D-CNN residual,1.0143517494201668,-0.38007752304873443,1.1147444286839474,-0.335309642849255,-0.1003926792637806,-0.044767880199479415
pairwise,charge_bin,"charge[14000,24000)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0006716036009742,1.8970248055416714,1.1004150108512523,1.5259008586145653,-0.09974340725027808,0.37112394692710615
pairwise,peak_sample_bin,peakmax_14,B6-B8,cnn1d,1D-CNN residual,0.35512790041775133,-0.987760733092428,0.4540500154180934,-0.5604713846794583,-0.09892211500034209,-0.4272893484129696
pairwise,peak_sample_bin,peakmax_4,B4-B8,cnn1d,1D-CNN residual,0.38057588509249196,1.8243147196013274,0.47847210850491784,2.0463967429250753,-0.09789622341242588,-0.22208202332374793
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0725417400126025,1.8626212654428935,1.170081256499017,1.7633905887659544,-0.09753951648641457,0.09923067667693908
pairwise,peak_sample_bin,peakmax_11,B6-B8,mlp,MLP residual,1.179274854323775,-0.364945409367179,1.2755579845827747,-0.8423331324930875,-0.0962831302589997,0.4773877231259085
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,ridge,Ridge residual,1.400737828526534,1.9412467417513268,1.4969759557276197,1.943074618844607,-0.09623812720108571,-0.0018278770932802502
pairwise,p09_anomaly_class,unassigned_common,B4-B6,ridge,Ridge residual,1.162947889974049,2.2146396337448895,1.258774229647033,2.191424877644143,-0.09582633967298393,0.023214756100746303
pairwise,p09_anomaly_class,unassigned_common,B4-B8,ridge,Ridge residual,1.1852297720204559,1.968287502142586,1.2809500868604902,1.8954746647773337,-0.09572031484003429,0.07281283736525235
pairwise,peak_sample_bin,peakmax_13,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.3023060793681651,2.1985838454684345,0.39630618327410616,2.6456980899483042,-0.09400010390594105,-0.4471142444798697
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9422892768359914,2.007014994306019,1.033877393284935,1.6882555293534127,-0.0915881164489436,0.31875946495260643
pairwise,charge_bin,"charge[8000,14000)",B4-B6,mlp,MLP residual,0.8698452555907882,2.315028010384679,0.9585834771041809,2.092526881934268,-0.08873822151339272,0.22250112845041103
pairwise,charge_bin,"charge[4000,8000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.23076494291977892,-0.8530542602840133,0.31948181986668234,-0.6542218707117959,-0.08871687694690342,-0.19883238957221738
pairwise,peak_sample_bin,peakmax_8,B6-B8,ridge,Ridge residual,1.2708077951300603,-0.4101044739683846,1.358746158491475,-0.31619259455409676,-0.0879383633614148,-0.09391187941428786
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,cnn1d,1D-CNN residual,0.6812870501112445,2.1190916193112384,0.7688544105877603,2.106793484349817,-0.08756736047651581,0.012298134961421514
pairwise,peak_sample_bin,peakmax_16,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.2807572661773716,2.3743229373395187,0.3680805431925439,2.649121864223665,-0.08732327701517228,-0.2747989268841464
pairwise,peak_sample_bin,peakmax_5,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.2462407356516827,1.8282851798712974,0.33327347045942435,1.838662143002558,-0.08703273480774165,-0.010376963131260686
pairwise,amplitude_bin,"amp_adc[4000,7000)",B6-B8,ridge,Ridge residual,1.7245346715852845,0.6053519347880015,1.810790456697776,0.910402239331612,-0.08625578511249143,-0.3050503045436105
pairwise,peak_sample_bin,peakmax_7,B4-B6,ridge,Ridge residual,1.103827100425597,2.102938826773192,1.18619947819393,2.1508651816690985,-0.08237237776833295,-0.04792635489590635
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B6,mlp,MLP residual,1.2023052615550023,2.2192628658529125,1.2816384631446285,2.275204481454824,-0.0793332015896262,-0.055941615601911465
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.33008051748563383,1.6989487965381367,0.4078931145890252,1.727826724145074,-0.07781259710339139,-0.028877927606937304
pairwise,amplitude_bin,"amp_adc[1000,1500)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.6773521002264347,-2.3032169710607144,0.7534555137001586,-1.8446006458834356,-0.07610341347372396,-0.4586163251772788
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,ridge,Ridge residual,1.6912760902315749,2.5082983983686433,1.7669186547955151,2.769118073713853,-0.07564256456394025,-0.26081967534520967
pairwise,topology_atom,B6-B8,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9483776865385627,-0.283579397413235,1.0235967279550082,-0.3087176447883102,-0.07521904141644553,0.025138247375075196
pairwise,all,all,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9483776865385627,-0.283579397413235,1.0235967279550082,-0.3087176447883102,-0.07521904141644553,0.025138247375075196
pairwise,charge_bin,"charge[4000,8000)",B6-B8,cnn1d,1D-CNN residual,0.2445200922054826,-0.7619052079631128,0.31948181986668234,-0.6542218707117959,-0.07496172766119974,-0.10768333725131685
pairwise,peak_sample_bin,peakmax_12,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.43142772893334635,1.1472077712256918,0.5038096996551957,1.1600239072281222,-0.07238197072184938,-0.012816136002430367
pairwise,saturation_flag,False,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.947613598768881,-0.2849419177808048,1.019112086227667,-0.31443857941067543,-0.07149848745878606,0.029496661629870635
pairwise,charge_bin,"charge[24000,40000)",B6-B8,ridge,Ridge residual,1.1274316581664503,-0.20631931457195576,1.1989059032555063,-0.08521776804888255,-0.07147424508905598,-0.12110154652307321
pairwise,peak_sample_bin,peakmax_6,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.2768488411650254,-0.27437897950576995,0.3482474924299339,-0.22854215300016706,-0.07139865126490852,-0.04583682650560289
pairwise,peak_sample_bin,peakmax_5,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.20937589253405772,-0.32237256454716623,0.2802904441254344,-0.22775188282276543,-0.07091455159137669,-0.0946206817244008
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B6,ridge,Ridge residual,1.2133848361209671,2.2534730928188575,1.2816384631446285,2.275204481454824,-0.06825362702366133,-0.021731388635966464
pairwise,peak_sample_bin,peakmax_11,B6-B8,ridge,Ridge residual,1.2076927020753123,-0.4013134260414925,1.2755579845827747,-0.8423331324930875,-0.06786528250746238,0.441019706451595
pairwise,peak_sample_bin,peakmax_7,B6-B8,cnn1d,1D-CNN residual,0.9346172213554347,-0.4516575578013969,1.0021158689266727,-0.18247892366445295,-0.06749864757123802,-0.26917863413694393
pairwise,charge_bin,"charge[14000,24000)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9276326837107947,-0.23375144484323282,0.994539923132386,-0.5127747432807356,-0.06690723942159138,0.27902329843750273
pairwise,all,all,B4-B8,mlp,MLP residual,1.136849594385997,1.9867981801820662,1.2029419536997943,1.8662540111588222,-0.0660923593137972,0.12054416902324405
pairwise,topology_atom,B4-B8,B4-B8,mlp,MLP residual,1.136849594385997,1.9867981801820662,1.2029419536997943,1.8662540111588222,-0.0660923593137972,0.12054416902324405
pairwise,charge_bin,"charge[14000,24000)",B4-B6,ridge,Ridge residual,1.2124964979685886,2.1688071732592036,1.2784054583390252,2.1130830351967935,-0.06590896037043659,0.055724138062410056
pairwise,peak_sample_bin,peakmax_6,B4-B8,cnn1d,1D-CNN residual,0.3842756662714002,1.862586436863155,0.4496480594348635,1.7890446171137093,-0.06537239316346333,0.07354181974944574
pairwise,peak_sample_bin,peakmax_5,B4-B8,cnn1d,1D-CNN residual,0.27130149072928167,1.8350645092145734,0.33327347045942435,1.838662143002558,-0.06197197973014268,-0.003597633787984611
pairwise,saturation_flag,False,B4-B8,mlp,MLP residual,1.1318311938200258,1.969835401130951,1.1937261973448212,1.8529034895104408,-0.06189500352479538,0.11693191162051009
pairwise,q_template_bin,"q_template[0.2,inf)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.3944655598405511,1.7681449792837527,0.4553394644067713,1.7844923900131322,-0.060873904566220216,-0.016347410729379508
pairwise,charge_bin,"charge[4000,8000)",B4-B8,cnn1d,1D-CNN residual,0.4267629169789461,1.6251114260253103,0.48689272617608703,1.7887234305456938,-0.06012980919714095,-0.1636120045203835
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.2215612366276936,2.173025342315779,1.2816384631446285,2.275204481454824,-0.06007722651693492,-0.1021791391390452
pairwise,charge_bin,"charge[8000,14000)",B4-B6,ridge,Ridge residual,0.902061006451488,2.106567707189519,0.9585834771041809,2.092526881934268,-0.05652247065269289,0.014040825255250855
pairwise,peak_sample_bin,peakmax_4,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.20531187709001486,2.0401853383422868,0.25995574106632824,2.238669684924439,-0.05464386397631338,-0.19848434658215242
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B8,ridge,Ridge residual,1.1157312620582802,1.8073356641961924,1.170081256499017,1.7633905887659544,-0.05434999444073685,0.043945075430237956
pairwise,peak_sample_bin,peakmax_7,B4-B8,ridge,Ridge residual,1.0722197817839667,1.9286888086036624,1.1263957824950017,1.9139373241225948,-0.05417600071103501,0.014751484481067667
pairwise,topology_atom,B4-B6,B4-B6,ridge,Ridge residual,1.144338227331391,2.1823013306614802,1.1969860563877206,2.1749716559471324,-0.0526478290563297,0.007329674714347867
pairwise,all,all,B4-B6,ridge,Ridge residual,1.144338227331391,2.1823013306614802,1.1969860563877206,2.1749716559471324,-0.0526478290563297,0.007329674714347867
pairwise,saturation_flag,False,B4-B6,ridge,Ridge residual,1.1442127184834763,2.1738808413681636,1.1964312612817998,2.16676362876139,-0.0522185427983235,0.00711721260677356
pairwise,peak_sample_bin,peakmax_6,B6-B8,cnn1d,1D-CNN residual,0.29685130701935786,-0.34627433730498525,0.3482474924299339,-0.22854215300016706,-0.051396185410576056,-0.11773218430481819
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,mlp,MLP residual,1.1930479937250311,1.9241363002765588,1.2423999297307302,1.93178848716381,-0.04935193600569909,-0.007652186887251222
pairwise,charge_bin,"charge[4000,8000)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.4376247678096922,1.5510414797660501,0.48689272617608703,1.7887234305456938,-0.04926795836639486,-0.2376819507796437
pairwise,peak_sample_bin,peakmax_7,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0788362096680555,1.808943792385185,1.1263957824950017,1.9139373241225948,-0.04755957282694623,-0.10499353173740977
pairwise,peak_sample_bin,peakmax_8,B4-B6,ridge,Ridge residual,1.422339353944447,2.2903450863378256,1.469259988236703,2.199788888235506,-0.0469206342922559,0.09055619810231974
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.25374517255988,-0.5307006752118345,0.29800402238430695,-0.38564878343865167,-0.04425884982442696,-0.14505189177318284
pairwise,charge_bin,"charge[14000,24000)",B6-B8,mlp,MLP residual,0.9517182725236026,-0.26917603703166454,0.994539923132386,-0.5127747432807356,-0.0428216506087834,0.24359870624907104
pairwise,amplitude_bin,"amp_adc[1000,1500)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.4798058584980578,2.0886415584977134,0.5198196639073395,2.1900024095219863,-0.04001380540928168,-0.10136085102427295
pairwise,q_template_bin,"q_template[0.2,inf)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.2906850473532145,-0.42055405734654083,0.3284638539158925,-0.32003104893406153,-0.03777880656267801,-0.1005230084124793
pairwise,amplitude_bin,"amp_adc[1500,2500)",B6-B8,mlp,MLP residual,0.8689534539713454,-0.20588839536333273,0.9053421224466761,-0.32794358562600284,-0.03638866847533073,0.12205519026267012
pairwise,peak_sample_bin,peakmax_17,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.27042054364225376,-1.3651727563142653,0.30679419282286285,-1.2326746383146399,-0.03637364918060909,-0.1324981179996254
pairwise,p09_anomaly_class,novel_delayed_peak,B6-B8,cnn1d,1D-CNN residual,0.31247046687540314,-0.8357153610476987,0.3486307980570668,-0.6933617586961119,-0.036160331181663674,-0.14235360235158678
pairwise,peak_sample_bin,peakmax_12,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.8169362940414271,-0.7603855409904018,0.851429075373055,-1.1294482371423489,-0.03449278133162792,0.3690626961519471
pairwise,peak_sample_bin,peakmax_13,B4-B8,cnn1d,1D-CNN residual,0.36200986750004915,2.34521024548103,0.39630618327410616,2.6456980899483042,-0.03429631577405701,-0.3004878444672743
pairwise,charge_bin,"charge[14000,24000)",B4-B8,mlp,MLP residual,1.0664398669619464,1.9479744310285738,1.1004150108512523,1.5259008586145653,-0.03397514388930589,0.42207357241400856
pairwise,peak_sample_bin,peakmax_7,B4-B6,mlp,MLP residual,1.1540759659501627,2.3588953187671646,1.18619947819393,2.1508651816690985,-0.032123512243767305,0.20803013709806617
pairwise,p09_anomaly_class,unassigned_common,B6-B8,ridge,Ridge residual,1.0699744575074726,-0.2528390197281969,1.101029584416756,-0.2907535236185203,-0.03105512690928336,0.037914503890323414
pairwise,amplitude_bin,"amp_adc[2500,4000)",B4-B8,mlp,MLP residual,1.140112799919635,1.9433102345942033,1.170081256499017,1.7633905887659544,-0.029968456579382075,0.17991964582824882
pairwise,peak_sample_bin,peakmax_17,B6-B8,cnn1d,1D-CNN residual,0.2769051485150611,-1.324883122350784,0.30679419282286285,-1.2326746383146399,-0.02988904430780176,-0.09220848403614412
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,cnn1d,1D-CNN residual,0.37897859301729453,1.700912937660836,0.4078931145890252,1.727826724145074,-0.02891452157173069,-0.026913786484237923
pairwise,topology_atom,B6-B8,B6-B8,mlp,MLP residual,0.997439885138641,-0.27186937417074775,1.0235967279550082,-0.3087176447883102,-0.02615684281636721,0.03684827061756246
pairwise,all,all,B6-B8,mlp,MLP residual,0.997439885138641,-0.27186937417074775,1.0235967279550082,-0.3087176447883102,-0.02615684281636721,0.03684827061756246
pairwise,charge_bin,"charge[40000,80000)",B4-B8,mlp,MLP residual,7.410166295251001,5.154174129691273,7.435918921925885,5.544330878870638,-0.025752626674884205,-0.39015674917936494
pairwise,saturation_flag,False,B6-B8,mlp,MLP residual,0.9937626419449175,-0.2813130883066344,1.019112086227667,-0.31443857941067543,-0.025349444282749545,0.03312549110404106
pairwise,peak_sample_bin,peakmax_5,B6-B8,cnn1d,1D-CNN residual,0.2566815655266488,-0.3835846214583015,0.2802904441254344,-0.22775188282276543,-0.023608878598785632,-0.1558327386355361
pairwise,p09_anomaly_class,pileup_or_long_tail,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0475602441944118,-1.4075481359599973,1.070937528202494,-1.3842419454907304,-0.023377284008082144,-0.023306190469266852
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,cnn1d,1D-CNN residual,0.2781138101554239,-0.5603280467466532,0.29800402238430695,-0.38564878343865167,-0.019890212228883042,-0.1746792633080015
pairwise,all,all,B4-B8,ridge,Ridge residual,1.1835191875056918,1.8703928402653207,1.2029419536997943,1.8662540111588222,-0.019422766194102437,0.004138829106498543
pairwise,topology_atom,B4-B8,B4-B8,ridge,Ridge residual,1.1835191875056918,1.8703928402653207,1.2029419536997943,1.8662540111588222,-0.019422766194102437,0.004138829106498543
pairwise,charge_bin,"charge[8000,14000)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.45559739648812114,1.7757270619290584,0.47486808580275186,1.8173871524208187,-0.019270689314630718,-0.04166009049176034
pairwise,q_template_bin,"q_template[0.2,inf)",B4-B8,cnn1d,1D-CNN residual,0.43694696891894413,1.7585768294197694,0.4553394644067713,1.7844923900131322,-0.018392495487827176,-0.025915560593362752
pairwise,charge_bin,"charge[40000,80000)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,7.417540283139127,2.7661503025792777,7.435918921925885,5.544330878870638,-0.01837863878675794,-2.7781805762913603
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B8,mlp,MLP residual,1.0168867185554802,2.0394637571715695,1.033877393284935,1.6882555293534127,-0.016990674729454813,0.35120822781815675
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9780970138440958,-0.321436851099897,0.9944885471779894,-0.41312280186486244,-0.01639153333389365,0.09168595076496544
pairwise,saturation_flag,False,B4-B8,ridge,Ridge residual,1.177583388216631,1.8529457247182632,1.1937261973448212,1.8529034895104408,-0.016142809128190105,4.223520782242751e-05
pairwise,charge_bin,"charge[40000,80000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,1.6365850924775946,-0.07073014532440323,1.6488861975987548,-0.18289674282373422,-0.012301105121160116,0.11216659749933099
pairwise,saturation_flag,True,B4-B8,ridge,Ridge residual,5.139771776199343,10.183943398438034,5.149879931688982,8.227777576612526,-0.010108155489639614,1.9561658218255076
pairwise,peak_sample_bin,peakmax_7,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.9933223715765536,-0.4003059744485468,1.0021158689266727,-0.18247892366445295,-0.00879349735011914,-0.21782705078409387
pairwise,peak_sample_bin,peakmax_16,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.2683575978352087,0.09660735902947808,0.27526815852585595,0.1302393303420083,-0.006910560690647272,-0.03363197131253022
pairwise,p09_anomaly_class,dropout,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.6895100810537221,1.0982380860368093,0.6919142254020562,0.4320073706997117,-0.0024041443483340252,0.6662307153370977
pairwise,peak_sample_bin,peakmax_16,B6-B8,cnn1d,1D-CNN residual,0.27362112049127235,0.008711198852195692,0.27526815852585595,0.1302393303420083,-0.0016470380345836033,-0.1215281314898126
pairwise,peak_sample_bin,peakmax_4,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.4779759192911919,1.7563751852802711,0.47847210850491784,2.0463967429250753,-0.0004961892137259616,-0.2900215576448042
pairwise,p09_anomaly_class,dropout,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.0,-2.0146758443419515,0.0,0.38229344414708066,0.0,-2.396969288489032
pairwise,saturation_flag,True,B4-B6,ridge,Ridge residual,0.0,34.34014994183799,0.0,33.52142747829779,0.0,0.8187224635402046
pairwise,p09_anomaly_class,dropout,B6-B8,cnn1d,1D-CNN residual,0.0,1.3586754911835612,0.0,0.38229344414708066,0.0,0.9763820470364806
pairwise,saturation_flag,True,B4-B6,mlp,MLP residual,0.0,28.501313510334697,0.0,33.52142747829779,0.0,-5.020113967963091
pairwise,p09_anomaly_class,dropout,B6-B8,mlp,MLP residual,0.0,5.277345191806123,0.0,0.38229344414708066,0.0,4.895051747659043
pairwise,p09_anomaly_class,dropout,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.0,-1.128619097244723,0.0,0.38229344414708066,0.0,-1.5109125413918036
pairwise,saturation_flag,True,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.0,28.27023333588859,0.0,33.52142747829779,0.0,-5.251194142409197
pairwise,saturation_flag,True,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.0,27.59745542382977,0.0,33.52142747829779,0.0,-5.923972054468017
pairwise,saturation_flag,True,B4-B6,cnn1d,1D-CNN residual,0.0,27.746173563397136,0.0,33.52142747829779,0.0,-5.775253914900652
pairwise,p09_anomaly_class,dropout,B6-B8,ridge,Ridge residual,0.0,-2.3378086424176274,0.0,0.38229344414708066,0.0,-2.720102086564708
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.7734236651262097,2.172553597241018,0.7688544105877603,2.106793484349817,0.004569254538449474,0.06576011289120132
pairwise,q_template_bin,"q_template[0.2,inf)",B6-B8,cnn1d,1D-CNN residual,0.33333749794940315,-0.4616106324771784,0.3284638539158925,-0.32003104893406153,0.004873644033510649,-0.14157958354311684
pairwise,peak_sample_bin,peakmax_5,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.13842137078495376,2.1110777957939346,0.1321666475750526,2.0881049280659,0.00625472320990117,0.02297286772803453
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.42500195789432105,1.4424013978874086,0.41806353417694564,1.9074481299678494,0.006938423717375408,-0.4650467320804408
pairwise,charge_bin,"charge[14000,24000)",B4-B8,ridge,Ridge residual,1.1074508040746718,1.757505276438546,1.1004150108512523,1.5259008586145653,0.0070357932234195175,0.23160441782398067
pairwise,charge_bin,"charge[8000,14000)",B4-B8,cnn1d,1D-CNN residual,0.4819418096589788,1.865036529262558,0.47486808580275186,1.8173871524208187,0.007073723856226954,0.0476493768417392
pairwise,charge_bin,"charge[1000,4000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.2024283666164081,-0.305657931932371,0.1932601827925211,0.06366107879663332,0.009168183823886983,-0.3693190107290043
pairwise,peak_sample_bin,peakmax_11,B4-B6,ridge,Ridge residual,1.343928142141451,2.8152768971420863,1.3339777326323283,2.7940988100888853,0.009950409509122737,0.02117808705320101
pairwise,amplitude_bin,"amp_adc[2500,4000)",B6-B8,mlp,MLP residual,1.0052326377427003,-0.3036074726752767,0.9944885471779894,-0.41312280186486244,0.010744090564710929,0.10951532918958573
pairwise,peak_sample_bin,peakmax_13,B6-B8,cnn1d,1D-CNN residual,0.3205617427244976,-0.7251512206740481,0.30898918520553414,-0.8815563712927816,0.011572557518963467,0.1564051506187335
pairwise,amplitude_bin,"amp_adc[1000,1500)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.5894223467295652,0.9454948624421826,0.577679489290637,1.2711879110831898,0.011742857438928223,-0.32569304864100723
pairwise,p09_anomaly_class,novel_delayed_peak,B4-B8,cnn1d,1D-CNN residual,0.4305179073997263,1.5534809362424773,0.41806353417694564,1.9074481299678494,0.012454373222780646,-0.3539671937253721
pairwise,all,all,B6-B8,ridge,Ridge residual,1.037166953988573,-0.31190849039615975,1.0235967279550082,-0.3087176447883102,0.013570226033564836,-0.003190845607849546
pairwise,topology_atom,B6-B8,B6-B8,ridge,Ridge residual,1.037166953988573,-0.31190849039615975,1.0235967279550082,-0.3087176447883102,0.013570226033564836,-0.003190845607849546
pairwise,saturation_flag,False,B6-B8,ridge,Ridge residual,1.0348976972810613,-0.32095049167858647,1.019112086227667,-0.31443857941067543,0.015785611053394266,-0.006511912267911035
pairwise,peak_sample_bin,peakmax_15,B6-B8,cnn1d,1D-CNN residual,0.3505962448365516,-0.3838419583431738,0.3338992852714924,-0.3702785251748093,0.016696959565059233,-0.013563433168364503
pairwise,peak_sample_bin,peakmax_7,B6-B8,ridge,Ridge residual,1.021278063876018,-0.15224052529826176,1.0021158689266727,-0.18247892366445295,0.019162194949345235,0.030238398366191188
pairwise,charge_bin,"charge[8000,14000)",B6-B8,cnn1d,1D-CNN residual,0.3688442095875726,-0.4107715726282067,0.3493042750255377,-0.2686466749912596,0.0195399345620349,-0.14212489763694708
pairwise,amplitude_bin,"amp_adc[1500,2500)",B4-B6,ridge,Ridge residual,1.1186492175058755,2.107226268753797,1.096361248734639,2.059786093346579,0.02228796877123651,0.04744017540721801
pairwise,peak_sample_bin,peakmax_11,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.357047908907444,2.6716691614101653,1.3339777326323283,2.7940988100888853,0.02307017627511576,-0.12242964867871997
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,ridge,Ridge residual,1.141524280579485,-0.33471910196603594,1.1147444286839474,-0.335309642849255,0.026779851895537554,0.0005905408832190817
pairwise,peak_sample_bin,peakmax_4,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.2885216218700968,2.2060594738918304,0.25995574106632824,2.238669684924439,0.02856588080376854,-0.03261021103260875
pairwise,amplitude_bin,"amp_adc[1000,1500)",B4-B6,cnn1d,1D-CNN residual,0.5489045139180189,2.218916394377141,0.5198196639073395,2.1900024095219863,0.029084850010679397,0.028913984855154506
pairwise,peak_sample_bin,peakmax_15,B4-B8,cnn1d,1D-CNN residual,0.47305590641920403,1.6149505787301153,0.4437109700952926,2.022963933972294,0.02934493632391144,-0.40801335524217874
pairwise,charge_bin,"charge[8000,14000)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.3792243573717545,-0.39260864652229077,0.3493042750255377,-0.2686466749912596,0.029920082346216792,-0.12396197153103117
pairwise,peak_sample_bin,peakmax_4,B4-B6,cnn1d,1D-CNN residual,0.29015140571414044,2.181108671353462,0.25995574106632824,2.238669684924439,0.030195664647812204,-0.05756101357097698
pairwise,peak_sample_bin,peakmax_17,B4-B8,cnn1d,1D-CNN residual,0.3742784930399762,0.39706289260574673,0.34336582276594785,0.29147468187383213,0.03091267027402833,0.1055882107319146
pairwise,q_template_bin,"q_template[0,0.025)",B4-B6,ridge,Ridge residual,0.8011652790890816,2.2521238220318804,0.7688544105877603,2.106793484349817,0.032310868501321366,0.1453303376820636
