check,value,pass,note
raw_root_reproduction_gate,1,True,reproduction_match_table.csv is exact before model fitting
train_heldout_event_id_overlap,0,True,event_id includes run and ROOT event counters
forbidden_feature_audit,0,True,"models exclude run id, event id, event order, pair residuals, and held-out labels"
methods_present,"atom_gated_cnn,cnn1d,gradient_boosted_trees,mlp,ridge,traditional",True,"required traditional, ridge, gradient-boosted trees, MLP, 1D-CNN, and novel gated CNN"
