method,heldout_run,n,timing_bias_ns,timing_sigma68_ns,pedestal_bias_adc,pedestal_sigma68_adc,morphology_accuracy
1d_cnn,58,345,0.2972242240920411,2.8142252768775693,14.681755354784537,39.967353630065915,0.7217391304347827
1d_cnn,60,360,0.1322169134117445,2.7393090269307003,15.664923229151302,37.48395557403565,0.7361111111111112
1d_cnn,62,360,0.14865002068081615,2.780200173720477,8.101481614510218,44.70378128051758,0.6694444444444444
1d_cnn,64,360,0.37219098311800874,3.0695428128947535,8.483941965301831,35.840071563720706,0.725
1d_cnn,65,341,0.22474939865668353,2.875305007117481,18.935085196299287,31.371496105194083,0.7155425219941349
gradient_boosted_trees,58,345,0.2936125274754764,2.5391898520437506,0.6282638657118057,45.920349173163416,0.7739130434782608
gradient_boosted_trees,60,360,0.26485301213682866,2.284813324605952,-7.343858665295135,43.216344766618306,0.75
gradient_boosted_trees,62,360,0.18360360377506213,2.5897812591966702,-2.8370694213386196,48.399268565372616,0.7166666666666667
gradient_boosted_trees,64,360,0.49373553769293405,2.7733297732075606,-5.95374633421438,40.184551713004964,0.7527777777777778
gradient_boosted_trees,65,341,0.22699928944473013,2.4524664649018737,-3.805311644853029,44.85368861964745,0.7331378299120235
mlp,58,345,0.10765453676162058,5.5088557889746195,-2.901242822257505,86.71756515502929,0.7188405797101449
mlp,60,360,-0.31194198648617183,5.349943862271399,-0.22151252056161563,73.81302722930909,0.7166666666666667
mlp,62,360,-0.16938783386296746,5.463812479527648,-1.8820656190315883,82.22680953979491,0.6555555555555556
mlp,64,360,-0.0532339936478939,5.4023363490271965,5.836379636741347,88.17400756835937,0.7055555555555556
mlp,65,341,-0.06211477188028346,5.479165677827089,24.7441743070866,73.97467651367185,0.7360703812316716
ridge,58,345,0.40847400733845457,4.070303640157385,-8.47237204676089,130.82585571289064,0.6492753623188405
ridge,60,360,0.29917316775493624,3.6782733151143177,-3.4433614783816866,124.05454666137695,0.6305555555555555
ridge,62,360,0.6011397957275224,4.094406264510344,-0.7569406906763713,121.06747604370119,0.5861111111111111
ridge,64,360,0.5922594068163545,3.888995456905894,4.5547354592217335,118.3720021057129,0.6138888888888889
ridge,65,341,0.655003573735867,3.6255998926458357,15.451023143757125,126.79242858886718,0.5835777126099707
tiny_waveform_transformer,58,345,0.5224253523640838,3.5428931010474605,-7.814360115666321,42.316816558837886,0.736231884057971
tiny_waveform_transformer,60,360,0.5635659899493669,2.935002813219862,-5.352558893793159,43.19199020385742,0.75
tiny_waveform_transformer,62,360,0.6108877312693244,3.1522057347907335,-5.697887752370702,44.76779289245606,0.7055555555555556
tiny_waveform_transformer,64,360,0.824660424122934,3.4391269743162134,-8.692472098602188,39.74450286865235,0.7277777777777777
tiny_waveform_transformer,65,341,0.6230879043872846,3.074044183157097,-2.6540245493311336,36.288016605377194,0.6950146627565983
wavelet_template_cfd_traditional,58,345,5.1765505324281795,13.66019303448705,-1996.3213597145634,1418.273250732422,0.25507246376811593
wavelet_template_cfd_traditional,60,360,-1.3137775168472512,14.151573536841138,-1585.4520024882422,1338.5431184387207,0.25833333333333336
wavelet_template_cfd_traditional,62,360,-0.13393291107402827,13.756928037612534,-1402.8539624293646,1418.9711444091797,0.2638888888888889
wavelet_template_cfd_traditional,64,360,1.5711125107329198,10.059243404942627,-1608.1743335511949,1397.5326908874513,0.225
wavelet_template_cfd_traditional,65,341,3.488121584833797,11.327921424598223,-1623.9225855432996,1373.9950378417968,0.2434017595307918
wavelet_template_residual_fusion_new,58,345,0.29842785637406843,2.5438467617075258,-3.4789095324259076,52.50820011934327,0.7710144927536232
wavelet_template_residual_fusion_new,60,360,0.3092584554927906,2.3753447826989356,-8.00670073016751,44.50148127724261,0.7527777777777778
wavelet_template_residual_fusion_new,62,360,0.14379151591791037,2.7486767905383753,-3.7724641605179814,47.068582346807105,0.725
wavelet_template_residual_fusion_new,64,360,0.5030416882965747,2.8588008134414817,-6.8731611982392815,39.82760460399369,0.7638888888888888
wavelet_template_residual_fusion_new,65,341,0.26392516831658125,2.5666294055573253,-4.566162765450946,44.25445479481144,0.7302052785923754
