method,n_eval,timing_bias_ns,timing_sigma68_ns,pedestal_bias_adc,pedestal_sigma68_adc,morphology_accuracy,morphology_balanced_accuracy,near_saturation_timing_sigma68_ns,pileup_like_timing_sigma68_ns,timing_bias_ns_ci_low,timing_bias_ns_ci_high,timing_sigma68_ns_ci_low,timing_sigma68_ns_ci_high,pedestal_bias_adc_ci_low,pedestal_bias_adc_ci_high,pedestal_sigma68_adc_ci_low,pedestal_sigma68_adc_ci_high,morphology_accuracy_ci_low,morphology_accuracy_ci_high,winner_score
gradient_boosted_trees,1766,0.2932572225240256,2.564138079824727,-3.9011002427687647,45.1933927449263,0.7451868629671574,1.0,2.6760185055031727,2.5695276244566836,0.2221375649135242,0.39260596392424424,2.3900170367202787,2.699223425279541,-5.974228093251141,-1.1284835162441438,43.2133631612714,47.4657634060572,0.7298524404086265,0.764102564102564,4.696813679000325
wavelet_template_residual_fusion_new,1766,0.3041614328083958,2.6212311239932697,-5.36360287866287,45.21390745093987,0.7485843714609286,1.0,2.7491455790332098,2.6372902403672467,0.20705069558420244,0.4168975742951916,2.475040926580165,2.757710432388893,-7.099869104624926,-3.968047160044974,41.92933250631521,48.507585955996305,0.733764757424379,0.7630378989202518,4.751863090823351
1d_cnn,1766,0.23458819504501036,2.8671868703677785,13.098637882539936,37.527666091918945,0.7134767836919592,1.0,2.977672862272187,2.8719694147781087,0.1598987400928908,0.31393590371810604,2.790662331660829,2.959817277067839,9.527568949504392,17.22640443089144,34.73942801094056,41.3446499633789,0.6917442214111922,0.7293467029288011,5.20557122566178
tiny_waveform_transformer,1766,0.629892873320871,3.2670162989710922,-6.063662151383111,41.32059783935546,0.7231030577576444,1.0,3.3770409339609664,3.224947801129308,0.5589400314978791,0.7296869987174985,3.0307168179537443,3.4760260369888085,-7.672608786607951,-3.9148640972569804,38.886479187011716,44.75863250732422,0.7054027867422069,0.7401129943502824,5.528503715980132
ridge,1766,0.5105355631275597,3.89177495298906,1.4005812685999972,124.67265739440916,0.6126840317100792,1.0,3.863777873929193,3.904149055114698,0.3857435238309622,0.621988318202943,3.6962877550732336,4.035251410337245,-4.7707749446367815,9.29804435408259,122.63332547760008,129.59341430664062,0.5908059023836549,0.6341809096519964,7.754076404841072
mlp,1766,-0.0999339156666758,5.443306638036562,4.972051644400353,82.63465843200683,0.7061155152887882,1.0,5.471077882422085,5.458648476789932,-0.21181511528887373,0.017822557062317536,5.366693302403178,5.484006411391283,-1.8053604403512793,14.11828495342889,76.13711795806884,87.59549964904785,0.6810780460415496,0.7256862294005041,8.262890763004053
wavelet_template_cfd_traditional,1766,1.7099570463919804,12.685576094489168,-1640.555706806658,1393.4040206909176,0.2491506228765572,1.0,12.370416537586046,12.03681207803675,-0.5008305901765726,3.7623090601015847,10.456344031833694,13.916241563616799,-1837.9682775752335,-1482.0901751767244,1345.1147786140443,1427.693536682129,0.23635597978663672,0.25994397759103643,53.68368693952033
