stratum,value,method,n,timing_bias_ns,timing_sigma68_ns,pedestal_sigma68_adc,morphology_accuracy
stave,B2,1d_cnn,450,0.262959546657508,2.8500868031946043,38.58134574890135,0.7288888888888889
stave,B4,1d_cnn,450,-0.08603765387182989,2.560201999557139,38.06707214355467,0.6711111111111111
stave,B6,1d_cnn,450,0.199635919447697,2.843914617926326,34.646798706054675,0.7333333333333333
stave,B8,1d_cnn,416,0.5885378291934361,3.1612739302454256,36.79186897277832,0.7211538461538461
stave,B2,gradient_boosted_trees,450,0.43916241798968825,2.36617042385795,53.82063824596429,0.7511111111111111
stave,B4,gradient_boosted_trees,450,0.22362003428291516,2.4246007915958616,43.67243082781935,0.7377777777777778
stave,B6,gradient_boosted_trees,450,0.20183576850716065,2.5566877304974325,37.12783207520968,0.7422222222222222
stave,B8,gradient_boosted_trees,416,0.30964917217917165,2.7466401681531565,46.3587290362739,0.75
stave,B2,mlp,450,-0.2385708324946245,5.610526093476609,93.09185623168943,0.7066666666666667
stave,B4,mlp,450,0.10764463607540835,5.349923364851723,82.73865707397458,0.6644444444444444
stave,B6,mlp,450,-0.13234487521636132,5.434098251269377,73.98686790466306,0.7333333333333333
stave,B8,mlp,416,-0.13945027122918172,5.474022689498307,79.54669380187988,0.7211538461538461
stave,B2,ridge,450,0.4250858737151874,3.7644489594168924,139.43064666748043,0.6466666666666666
stave,B4,ridge,450,0.4469861099569775,3.7777933025342785,123.20330993652342,0.5844444444444444
stave,B6,ridge,450,0.5808617400950428,3.9129476030808332,116.35110443115235,0.5977777777777777
stave,B8,ridge,416,0.595638530740449,4.20452948083833,120.49578018188475,0.6225961538461539
stave,B2,tiny_waveform_transformer,450,1.0793901457509452,3.1930936220219195,47.067724227905266,0.7244444444444444
stave,B4,tiny_waveform_transformer,450,0.3077493133924515,3.250297980640287,39.18505180358885,0.7355555555555555
stave,B6,tiny_waveform_transformer,450,0.6080649798604749,3.0714779703043735,35.986651439666744,0.7333333333333333
stave,B8,tiny_waveform_transformer,416,0.5157423479156631,3.4519443333451196,45.38464889526364,0.6971153846153846
stave,B2,wavelet_template_cfd_traditional,450,2.35555224225228,5.209813261829189,1444.6596489715575,0.24444444444444444
stave,B4,wavelet_template_cfd_traditional,450,1.5627338253251244,13.47558303170674,1339.1350491333005,0.26222222222222225
stave,B6,wavelet_template_cfd_traditional,450,1.8685812230323615,15.344580704853266,1229.408332366943,0.2644444444444444
stave,B8,wavelet_template_cfd_traditional,416,0.9992640941198128,14.371597040756164,1391.1936920166015,0.22355769230769232
stave,B2,wavelet_template_residual_fusion_new,450,0.4610701364635337,2.527244574987511,53.3582498626576,0.7444444444444445
stave,B4,wavelet_template_residual_fusion_new,450,0.21817020244727706,2.468891266444178,43.26119908267961,0.7533333333333333
stave,B6,wavelet_template_residual_fusion_new,450,0.21575694297018072,2.6682121959156353,39.80167787614494,0.7333333333333333
stave,B8,wavelet_template_residual_fusion_new,416,0.3230776766663001,2.840134421607467,46.83554549898138,0.7644230769230769
near_saturation,False,1d_cnn,1441,0.30225449842698887,2.8479134226466707,29.289933776855463,0.7182512144344205
near_saturation,True,1d_cnn,325,-0.06543378395016217,2.977672862272187,84.98136646270746,0.6923076923076923
near_saturation,False,gradient_boosted_trees,1441,0.344979077480458,2.532810913789315,35.289951163453836,0.7418459403192228
near_saturation,True,gradient_boosted_trees,325,0.0639304748556592,2.6760185055031727,118.24332807587518,0.76
near_saturation,False,mlp,1441,0.060008991220818236,5.416837256488739,54.6407151222229,0.7057598889659958
near_saturation,True,mlp,325,-0.8090961582047647,5.471077882422085,298.6347644042968,0.7076923076923077
near_saturation,False,ridge,1441,0.5359945234763499,3.901736275172931,104.70987777709959,0.6155447605829285
