method,metric,ci_low,ci_high
1d_cnn,timing_bias_ns,0.1598987400928908,0.31393590371810604
1d_cnn,timing_sigma68_ns,2.790662331660829,2.959817277067839
1d_cnn,pedestal_bias_adc,9.527568949504392,17.22640443089144
1d_cnn,pedestal_sigma68_adc,34.73942801094056,41.3446499633789
1d_cnn,morphology_accuracy,0.6917442214111922,0.7293467029288011
gradient_boosted_trees,timing_bias_ns,0.2221375649135242,0.39260596392424424
gradient_boosted_trees,timing_sigma68_ns,2.3900170367202787,2.699223425279541
gradient_boosted_trees,pedestal_bias_adc,-5.974228093251141,-1.1284835162441438
gradient_boosted_trees,pedestal_sigma68_adc,43.2133631612714,47.4657634060572
gradient_boosted_trees,morphology_accuracy,0.7298524404086265,0.764102564102564
mlp,timing_bias_ns,-0.21181511528887373,0.017822557062317536
mlp,timing_sigma68_ns,5.366693302403178,5.484006411391283
mlp,pedestal_bias_adc,-1.8053604403512793,14.11828495342889
mlp,pedestal_sigma68_adc,76.13711795806884,87.59549964904785
mlp,morphology_accuracy,0.6810780460415496,0.7256862294005041
ridge,timing_bias_ns,0.3857435238309622,0.621988318202943
ridge,timing_sigma68_ns,3.6962877550732336,4.035251410337245
ridge,pedestal_bias_adc,-4.7707749446367815,9.29804435408259
ridge,pedestal_sigma68_adc,122.63332547760008,129.59341430664062
ridge,morphology_accuracy,0.5908059023836549,0.6341809096519964
tiny_waveform_transformer,timing_bias_ns,0.5589400314978791,0.7296869987174985
tiny_waveform_transformer,timing_sigma68_ns,3.0307168179537443,3.4760260369888085
tiny_waveform_transformer,pedestal_bias_adc,-7.672608786607951,-3.9148640972569804
tiny_waveform_transformer,pedestal_sigma68_adc,38.886479187011716,44.75863250732422
tiny_waveform_transformer,morphology_accuracy,0.7054027867422069,0.7401129943502824
wavelet_template_cfd_traditional,timing_bias_ns,-0.5008305901765726,3.7623090601015847
wavelet_template_cfd_traditional,timing_sigma68_ns,10.456344031833694,13.916241563616799
wavelet_template_cfd_traditional,pedestal_bias_adc,-1837.9682775752335,-1482.0901751767244
wavelet_template_cfd_traditional,pedestal_sigma68_adc,1345.1147786140443,1427.693536682129
wavelet_template_cfd_traditional,morphology_accuracy,0.23635597978663672,0.25994397759103643
wavelet_template_residual_fusion_new,timing_bias_ns,0.20705069558420244,0.4168975742951916
wavelet_template_residual_fusion_new,timing_sigma68_ns,2.475040926580165,2.757710432388893
wavelet_template_residual_fusion_new,pedestal_bias_adc,-7.099869104624926,-3.968047160044974
wavelet_template_residual_fusion_new,pedestal_sigma68_adc,41.92933250631521,48.507585955996305
wavelet_template_residual_fusion_new,morphology_accuracy,0.733764757424379,0.7630378989202518
