method,bootstrap_unit,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,value,bias_vs_log_amp_slope_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,full_rms_ns_ci_low,full_rms_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,bias_vs_log_amp_slope_ns_ci_low,bias_vs_log_amp_slope_ns_ci_high
amplitude_only,heldout_run,11460,1.3429029597173852,1.4364603523171167,2.548561674262194,0.01780104712041885,1.5605676406845401,50.74051753084317,1.4364603523171167,-0.9775461208110462,1.283211382703158,1.7489628653988425,2.3461915449021324,2.712163628198824,0.011930820131144403,0.02388593763848985,-1.2241173705432322,-0.7235239258246249
full_monotone_log_amp,heldout_run,11460,1.3968886050435927,1.3725160896970068,2.427077477685693,0.0150087260034904,1.5060057928158541,42.80235818071667,1.3725160896970068,-0.7284716246624263,1.206705303020513,1.600116778439646,2.2248544469993976,2.5793408490146716,0.011307767944936086,0.01810791479264995,-1.0486348627663453,-0.45224254805237063
hgb_full_unconstrained,heldout_run,11460,1.3904497808071703,1.3939661218709831,2.380006615418368,0.0156195462478185,1.5037474659026817,42.494939146525255,1.3939661218709831,-0.8881684335662512,1.2413088210468894,1.6538435423313407,2.157140972407693,2.5732413245622268,0.011300025033322444,0.019560339641793274,-1.1275891478130526,-0.6275888464425741
monotone_residual_table,heldout_run,11460,1.4256597686321761,1.6451494274970766,2.7160339836912515,0.019458987783595113,1.7401237417472837,116.70364713761165,1.6451494274970766,-0.6260304195291804,1.3255856505466923,1.9317030631174665,2.4869112078791877,2.935257360824646,0.015169083018960968,0.02964594212880184,-0.9280638374453769,-0.46833386486718265
s03a_amp_only,heldout_run,11460,1.4947512901246185,1.5510917109777858,2.6669889969286347,0.019109947643979056,1.62138428983608,47.01860845753751,1.5510917109777858,-0.28372937926937025,1.3669786161406465,1.9544410233818794,2.4473397963869425,2.8753609943248177,0.013335591060431952,0.02710090425196942,-0.7416139916153557,-0.0781706562162734
shape_only,heldout_run,11460,1.4286877240023408,1.359899558710798,2.4426434855632926,0.015706806282722512,1.5018355016057574,46.410347348797465,1.359899558710798,-0.5564719062578215,1.176404693625019,1.6266349241009315,2.2193032663168863,2.620259830572438,0.0114515775943266,0.019129877308014957,-0.9195505751961898,-0.34075224672183113
signed_shared_shrinkage,heldout_run,11460,1.68643541709773,1.5398525126313984,2.700528330112748,0.022164048865619547,1.7107463825541611,79.96438078111804,1.5398525126313984,0.2471616200235935,1.2674122559525287,1.9450040587816664,2.493773067809876,2.9075905190379077,0.015449712380233684,0.03187980962532844,-0.20520177164739198,0.44719124337360155
stave_only,heldout_run,11460,1.4331955239281484,1.3718560659995056,2.638315391068688,0.020855148342059336,1.788092461817548,97.66338988119828,1.3718560659995056,0.41983178283997613,1.1218560659995056,1.79879803939496,2.4322027810291877,2.838780721091489,0.013983857900268931,0.027021799117997007,-0.08788487591945211,0.6232686719782206
template_phase_base,heldout_run,11460,-3.7226235857461702,2.7414145300852155,3.308372978304417,0.08132635253054102,1.4378711271837026,145.19549907164475,2.7414145300852155,3.7409491905081365,2.6842165631742354,2.9861718468144876,3.2503829275401315,3.35804804710859,0.055594673332497895,0.09323275392396851,3.271789067390362,4.097926377429425
