sample,pair,stage,amp_bin,run,n,sigma68_ns
sample_II,B2-B4,raw_cfd20,4,59,1009,1.7437450347365855
sample_II,B2-B4,raw_cfd20,4,60,752,1.172516217484771
sample_II,B2-B4,raw_cfd20,4,61,1017,1.1897981382463616
sample_II,B2-B4,raw_cfd20,4,62,889,1.3099504434421005
sample_II,B2-B4,raw_cfd20,4,63,519,8.136264424100835
sample_II,B2-B4,raw_cfd20,4,65,153,1.5398237388550111
sample_II,B2-B4,raw_cfd20,5,58,147,22.195661856731718
sample_II,B2-B4,raw_cfd20,5,59,1169,1.8360366390858864
sample_II,B2-B4,raw_cfd20,5,60,1334,1.076097882292605
sample_II,B2-B4,raw_cfd20,5,61,1323,1.0401615952939878
sample_II,B2-B4,raw_cfd20,5,62,1269,1.2659103102221891
sample_II,B2-B4,raw_cfd20,5,63,659,3.697781285357188
sample_II,B2-B4,raw_cfd20,5,65,201,4.87940411071839
sample_II,B2-B4,raw_cfd20,6,58,117,7.454709680901303
sample_II,B2-B4,raw_cfd20,6,59,589,3.5365445080927396
sample_II,B2-B4,raw_cfd20,6,60,891,0.9045455946118822
sample_II,B2-B4,raw_cfd20,6,61,770,0.9298730210733285
sample_II,B2-B4,raw_cfd20,6,62,721,1.144326736379118
sample_II,B2-B4,raw_cfd20,6,63,355,4.474191745910078
sample_II,B2-B4,raw_cfd20,6,65,102,7.254317377825077
sample_II,B2-B4,raw_cfd20,7,58,44,23.12378203925935
sample_II,B2-B4,raw_cfd20,7,59,120,14.83350432292865
sample_II,B2-B4,raw_cfd20,7,60,161,1.046780860534255
sample_II,B2-B4,raw_cfd20,7,61,130,1.2910689943328537
sample_II,B2-B4,raw_cfd20,7,62,98,2.5807180075248652
sample_II,B2-B4,raw_cfd20,7,63,84,10.007443245676246
sample_II,B2-B4,raw_cfd20,7,65,29,4.320098966286956
sample_II,B2-B4,raw_cfd20,8,63,27,12.733990100610207
sample_II,B2-B4,timewalk_corrected,0,58,27,41.84057275133603
sample_II,B2-B4,timewalk_corrected,0,59,169,5.172902514423276
sample_II,B2-B4,timewalk_corrected,0,60,126,1.8712291525944593
sample_II,B2-B4,timewalk_corrected,0,61,131,1.3713787505518453
sample_II,B2-B4,timewalk_corrected,0,62,155,2.3660132694946774
sample_II,B2-B4,timewalk_corrected,0,63,121,6.499997522743978
sample_II,B2-B4,timewalk_corrected,0,65,33,21.910627975818617
sample_II,B2-B4,timewalk_corrected,1,58,20,25.626216770336118
sample_II,B2-B4,timewalk_corrected,1,59,297,3.9783022321426618
sample_II,B2-B4,timewalk_corrected,1,60,141,2.2753816598696925
sample_II,B2-B4,timewalk_corrected,1,61,194,1.975690746172671
sample_II,B2-B4,timewalk_corrected,1,62,170,2.557104061055164
sample_II,B2-B4,timewalk_corrected,1,63,158,5.65180433412686
sample_II,B2-B4,timewalk_corrected,1,65,51,3.523800697969488
sample_II,B2-B4,timewalk_corrected,2,58,41,14.63465218876171
sample_II,B2-B4,timewalk_corrected,2,59,427,3.637231716776083
sample_II,B2-B4,timewalk_corrected,2,60,163,1.7973197228483764
sample_II,B2-B4,timewalk_corrected,2,61,286,1.8902250549915747
sample_II,B2-B4,timewalk_corrected,2,62,289,2.0918507850872303
sample_II,B2-B4,timewalk_corrected,2,63,229,4.630538511015448
sample_II,B2-B4,timewalk_corrected,2,65,78,4.3962129575534155
sample_II,B2-B4,timewalk_corrected,3,58,50,16.09414706598058
sample_II,B2-B4,timewalk_corrected,3,59,581,2.5952745855075543
sample_II,B2-B4,timewalk_corrected,3,60,360,1.640838697169396
sample_II,B2-B4,timewalk_corrected,3,61,434,1.5473365115179725
sample_II,B2-B4,timewalk_corrected,3,62,476,2.033158980519115
sample_II,B2-B4,timewalk_corrected,3,63,366,2.9313212040840266
sample_II,B2-B4,timewalk_corrected,3,65,122,3.9133726214495015
sample_II,B2-B4,timewalk_corrected,4,58,91,9.413502880843975
sample_II,B2-B4,timewalk_corrected,4,59,1009,1.988378743993575
sample_II,B2-B4,timewalk_corrected,4,60,752,1.183597244861188
sample_II,B2-B4,timewalk_corrected,4,61,1017,1.3210197904171361
sample_II,B2-B4,timewalk_corrected,4,62,889,1.5541177116682303
sample_II,B2-B4,timewalk_corrected,4,63,519,5.098978329325268
sample_II,B2-B4,timewalk_corrected,4,65,153,1.9865984539204815
sample_II,B2-B4,timewalk_corrected,5,58,147,20.620532786132316
sample_II,B2-B4,timewalk_corrected,5,59,1169,1.8789088241404253
sample_II,B2-B4,timewalk_corrected,5,60,1334,1.0131381323894177
sample_II,B2-B4,timewalk_corrected,5,61,1323,1.1472204342418069
sample_II,B2-B4,timewalk_corrected,5,62,1269,1.4034215479720613
sample_II,B2-B4,timewalk_corrected,5,63,659,2.1852016810701844
sample_II,B2-B4,timewalk_corrected,5,65,201,2.7335162872795173
sample_II,B2-B4,timewalk_corrected,6,58,117,6.60300542784995
sample_II,B2-B4,timewalk_corrected,6,59,589,2.5255812003300004
sample_II,B2-B4,timewalk_corrected,6,60,891,1.0491151870215192
sample_II,B2-B4,timewalk_corrected,6,61,770,1.1833003410633522
sample_II,B2-B4,timewalk_corrected,6,62,721,1.5592225254150311
sample_II,B2-B4,timewalk_corrected,6,63,355,4.2574963638171415
sample_II,B2-B4,timewalk_corrected,6,65,102,6.863807049503492
sample_II,B2-B4,timewalk_corrected,7,58,44,23.663167906352534
sample_II,B2-B4,timewalk_corrected,7,59,120,15.030875166353665
sample_II,B2-B4,timewalk_corrected,7,60,161,1.3427088883573477
sample_II,B2-B4,timewalk_corrected,7,61,130,1.5028074321720264
sample_II,B2-B4,timewalk_corrected,7,62,98,3.026127989727827
sample_II,B2-B4,timewalk_corrected,7,63,84,10.559954188251798
sample_II,B2-B4,timewalk_corrected,7,65,29,4.307719363958554
sample_II,B2-B4,timewalk_corrected,8,63,27,12.996539210242481
sample_II,B2-B6,raw_cfd20,0,59,144,3.8881876296336815
sample_II,B2-B6,raw_cfd20,0,60,70,2.3075781692309016
sample_II,B2-B6,raw_cfd20,0,61,79,3.284669583684966
sample_II,B2-B6,raw_cfd20,0,62,101,2.9577126481316185
sample_II,B2-B6,raw_cfd20,0,63,77,7.562827584784737
sample_II,B2-B6,raw_cfd20,1,59,190,4.014792299809608
sample_II,B2-B6,raw_cfd20,1,60,87,2.616282476880122
sample_II,B2-B6,raw_cfd20,1,61,127,2.4333885551963124
sample_II,B2-B6,raw_cfd20,1,62,132,2.874437599281375
sample_II,B2-B6,raw_cfd20,1,63,103,3.2447256711909174
sample_II,B2-B6,raw_cfd20,1,65,30,8.487818875891588
sample_II,B2-B6,raw_cfd20,2,59,288,2.9295723059435117
sample_II,B2-B6,raw_cfd20,2,60,141,2.6037256043262045
sample_II,B2-B6,raw_cfd20,2,61,189,1.9724331325171707
sample_II,B2-B6,raw_cfd20,2,62,198,2.371630185923893
sample_II,B2-B6,raw_cfd20,2,63,129,9.109824536527645
sample_II,B2-B6,raw_cfd20,2,65,34,2.6532386203038913
sample_II,B2-B6,raw_cfd20,3,58,30,6.1125638634334685
sample_II,B2-B6,raw_cfd20,3,59,379,2.4558239906182635
sample_II,B2-B6,raw_cfd20,3,60,225,2.0381187328259394
sample_II,B2-B6,raw_cfd20,3,61,302,1.9907107914833266
sample_II,B2-B6,raw_cfd20,3,62,359,2.025360423961751
sample_II,B2-B6,raw_cfd20,3,63,198,3.2248920866495157
sample_II,B2-B6,raw_cfd20,3,65,53,1.886897040824386
sample_II,B2-B6,raw_cfd20,4,58,54,2.419881287400287
sample_II,B2-B6,raw_cfd20,4,59,563,2.1369281485521237
sample_II,B2-B6,raw_cfd20,4,60,525,1.7285940283667722
sample_II,B2-B6,raw_cfd20,4,61,620,1.665220675530698
sample_II,B2-B6,raw_cfd20,4,62,577,1.935858419936178
sample_II,B2-B6,raw_cfd20,4,63,271,9.466095935643189
sample_II,B2-B6,raw_cfd20,4,65,66,1.882402902783655
sample_II,B2-B6,raw_cfd20,5,58,59,22.65933807126636
sample_II,B2-B6,raw_cfd20,5,59,495,2.967792944441241
sample_II,B2-B6,raw_cfd20,5,60,754,1.4384663412658605
sample_II,B2-B6,raw_cfd20,5,61,817,1.479051112675954
sample_II,B2-B6,raw_cfd20,5,62,660,1.5754939644719022
sample_II,B2-B6,raw_cfd20,5,63,232,9.248861438570414
sample_II,B2-B6,raw_cfd20,5,65,49,6.806326807566508
sample_II,B2-B6,raw_cfd20,6,58,20,32.67029285668
sample_II,B2-B6,raw_cfd20,6,59,130,13.216029636405604
sample_II,B2-B6,raw_cfd20,6,60,231,1.5378732845813827
sample_II,B2-B6,raw_cfd20,6,61,194,1.6949596608050452
sample_II,B2-B6,raw_cfd20,6,62,131,5.161745757405717
sample_II,B2-B6,raw_cfd20,6,63,58,16.005940578319603
sample_II,B2-B6,raw_cfd20,7,59,31,15.29967499055029
sample_II,B2-B6,timewalk_corrected,0,59,144,4.345010947728498
sample_II,B2-B6,timewalk_corrected,0,60,70,1.552568194762345
sample_II,B2-B6,timewalk_corrected,0,61,79,2.445428463105123
sample_II,B2-B6,timewalk_corrected,0,62,101,2.801663878703824
sample_II,B2-B6,timewalk_corrected,0,63,77,7.816578469371518
sample_II,B2-B6,timewalk_corrected,1,59,190,3.6449523337946137
sample_II,B2-B6,timewalk_corrected,1,60,87,2.198991780970183
sample_II,B2-B6,timewalk_corrected,1,61,127,1.5171502917767072
sample_II,B2-B6,timewalk_corrected,1,62,132,2.250107287223421
sample_II,B2-B6,timewalk_corrected,1,63,103,4.207035476002471
sample_II,B2-B6,timewalk_corrected,1,65,30,6.8414252721196505
sample_II,B2-B6,timewalk_corrected,2,59,288,3.499230399680378
sample_II,B2-B6,timewalk_corrected,2,60,141,1.9323339124301464
sample_II,B2-B6,timewalk_corrected,2,61,189,1.6721501736737365
sample_II,B2-B6,timewalk_corrected,2,62,198,2.3228186597804785
sample_II,B2-B6,timewalk_corrected,2,63,129,5.995742334910726
sample_II,B2-B6,timewalk_corrected,2,65,34,5.191308445064892
sample_II,B2-B6,timewalk_corrected,3,58,30,7.037075709815372
sample_II,B2-B6,timewalk_corrected,3,59,379,2.7908478815735376
sample_II,B2-B6,timewalk_corrected,3,60,225,1.4398781806464704
sample_II,B2-B6,timewalk_corrected,3,61,302,1.8027885812338598
sample_II,B2-B6,timewalk_corrected,3,62,359,2.018646510581579
sample_II,B2-B6,timewalk_corrected,3,63,198,3.35753864388124
sample_II,B2-B6,timewalk_corrected,3,65,53,2.0374768017298353
sample_II,B2-B6,timewalk_corrected,4,58,54,1.9523778508907506
sample_II,B2-B6,timewalk_corrected,4,59,563,2.1320706549049477
sample_II,B2-B6,timewalk_corrected,4,60,525,1.4158173111501984
sample_II,B2-B6,timewalk_corrected,4,61,620,1.530447231512707
sample_II,B2-B6,timewalk_corrected,4,62,577,1.6890491788186037
sample_II,B2-B6,timewalk_corrected,4,63,271,5.4789173469696735
sample_II,B2-B6,timewalk_corrected,4,65,66,3.0381055002613544
sample_II,B2-B6,timewalk_corrected,5,58,59,21.188480536400323
sample_II,B2-B6,timewalk_corrected,5,59,495,2.212114156042123
sample_II,B2-B6,timewalk_corrected,5,60,754,1.3201292750934084
sample_II,B2-B6,timewalk_corrected,5,61,817,1.3074570364939797
sample_II,B2-B6,timewalk_corrected,5,62,660,1.4683569215648098
sample_II,B2-B6,timewalk_corrected,5,63,232,6.263133330839628
sample_II,B2-B6,timewalk_corrected,5,65,49,6.378079098093111
sample_II,B2-B6,timewalk_corrected,6,58,20,33.651014678307206
sample_II,B2-B6,timewalk_corrected,6,59,130,13.88220314737303
sample_II,B2-B6,timewalk_corrected,6,60,231,1.3789084824336613
sample_II,B2-B6,timewalk_corrected,6,61,194,1.7962926944530246
sample_II,B2-B6,timewalk_corrected,6,62,131,3.9823645998145376
sample_II,B2-B6,timewalk_corrected,6,63,58,16.789381726242702
sample_II,B2-B6,timewalk_corrected,7,59,31,16.009873899187596
sample_II,B2-B8,raw_cfd20,0,59,40,14.23093247819137
sample_II,B2-B8,raw_cfd20,0,60,27,3.88467436680018
sample_II,B2-B8,raw_cfd20,0,61,36,4.1647851250037125
sample_II,B2-B8,raw_cfd20,0,62,31,3.185402043707617
sample_II,B2-B8,raw_cfd20,1,59,60,3.1791720610069034
sample_II,B2-B8,raw_cfd20,1,60,41,2.5661051624433613
sample_II,B2-B8,raw_cfd20,1,61,43,2.487037472457087
sample_II,B2-B8,raw_cfd20,1,62,41,2.1418996321999653
sample_II,B2-B8,raw_cfd20,1,63,39,15.383826521502497
sample_II,B2-B8,raw_cfd20,2,59,101,2.4246149050215102
sample_II,B2-B8,raw_cfd20,2,60,73,2.5749928455311117
sample_II,B2-B8,raw_cfd20,2,61,72,2.14639924589788
sample_II,B2-B8,raw_cfd20,2,62,87,2.3519002222143524
sample_II,B2-B8,raw_cfd20,2,63,39,3.2068649175705417
sample_II,B2-B8,raw_cfd20,3,59,167,2.326645072960587
sample_II,B2-B8,raw_cfd20,3,60,97,1.991827593442724
sample_II,B2-B8,raw_cfd20,3,61,119,2.0227727473925827
sample_II,B2-B8,raw_cfd20,3,62,142,1.880658786188882
sample_II,B2-B8,raw_cfd20,3,63,70,2.361044377484107
sample_II,B2-B8,raw_cfd20,4,58,25,2.486164041372813
sample_II,B2-B8,raw_cfd20,4,59,219,2.215508494216663
sample_II,B2-B8,raw_cfd20,4,60,232,1.7904516588917292
sample_II,B2-B8,raw_cfd20,4,61,325,1.7756645828808186
sample_II,B2-B8,raw_cfd20,4,62,266,1.9122321760460963
sample_II,B2-B8,raw_cfd20,4,63,104,3.1405847042029142
sample_II,B2-B8,raw_cfd20,5,58,23,4.8546014927617485
sample_II,B2-B8,raw_cfd20,5,59,170,7.1496666096141395
sample_II,B2-B8,raw_cfd20,5,60,319,1.682413523595209
sample_II,B2-B8,raw_cfd20,5,61,323,1.4398578982634498
sample_II,B2-B8,raw_cfd20,5,62,221,1.9429430897554174
sample_II,B2-B8,raw_cfd20,5,63,79,15.323430609326298
sample_II,B2-B8,raw_cfd20,5,65,20,15.035804982664141
sample_II,B2-B8,raw_cfd20,6,59,52,16.285681595750216
sample_II,B2-B8,raw_cfd20,6,60,43,2.6183450258589493
sample_II,B2-B8,raw_cfd20,6,61,42,16.780680260466017
sample_II,B2-B8,raw_cfd20,6,62,40,16.607792385587118
sample_II,B2-B8,raw_cfd20,6,63,32,21.504187165620955
sample_II,B2-B8,timewalk_corrected,0,59,40,15.059474508322543
sample_II,B2-B8,timewalk_corrected,0,60,27,2.4080419383952814
sample_II,B2-B8,timewalk_corrected,0,61,36,4.8548277010594365
sample_II,B2-B8,timewalk_corrected,0,62,31,2.805963209705724
sample_II,B2-B8,timewalk_corrected,1,59,60,3.1143848970083843
sample_II,B2-B8,timewalk_corrected,1,60,41,2.2138616112204064
sample_II,B2-B8,timewalk_corrected,1,61,43,1.7483997364471726
sample_II,B2-B8,timewalk_corrected,1,62,41,1.7252773033404565
sample_II,B2-B8,timewalk_corrected,1,63,39,13.051131721428217
sample_II,B2-B8,timewalk_corrected,2,59,101,2.3143900910250252
sample_II,B2-B8,timewalk_corrected,2,60,73,2.106090402332711
sample_II,B2-B8,timewalk_corrected,2,61,72,1.7804930626393514
sample_II,B2-B8,timewalk_corrected,2,62,87,1.8645328269949233
sample_II,B2-B8,timewalk_corrected,2,63,39,3.469691785214871
sample_II,B2-B8,timewalk_corrected,3,59,167,2.414750619821029
sample_II,B2-B8,timewalk_corrected,3,60,97,1.6996547930478774
sample_II,B2-B8,timewalk_corrected,3,61,119,1.5052625456363082
sample_II,B2-B8,timewalk_corrected,3,62,142,1.7131880180972396
sample_II,B2-B8,timewalk_corrected,3,63,70,2.095533360233678
sample_II,B2-B8,timewalk_corrected,4,58,25,2.9934448951211343
sample_II,B2-B8,timewalk_corrected,4,59,219,1.9795184278219367
sample_II,B2-B8,timewalk_corrected,4,60,232,1.3539245131336464
sample_II,B2-B8,timewalk_corrected,4,61,325,1.504773320153339
sample_II,B2-B8,timewalk_corrected,4,62,266,1.8077464280349247
sample_II,B2-B8,timewalk_corrected,4,63,104,2.5546821120037277
sample_II,B2-B8,timewalk_corrected,5,58,23,5.205863806160816
sample_II,B2-B8,timewalk_corrected,5,59,170,6.670473211323751
sample_II,B2-B8,timewalk_corrected,5,60,319,1.5655507973342433
sample_II,B2-B8,timewalk_corrected,5,61,323,1.3465053857712226
sample_II,B2-B8,timewalk_corrected,5,62,221,1.652992893429574
sample_II,B2-B8,timewalk_corrected,5,63,79,14.811351814089017
sample_II,B2-B8,timewalk_corrected,5,65,20,14.96439095885977
sample_II,B2-B8,timewalk_corrected,6,59,52,17.36860709040151
sample_II,B2-B8,timewalk_corrected,6,60,43,1.917557385746456
sample_II,B2-B8,timewalk_corrected,6,61,42,17.70221845497578
sample_II,B2-B8,timewalk_corrected,6,62,40,18.270826640331833
sample_II,B2-B8,timewalk_corrected,6,63,32,22.145593826914507
sample_II,B4-B6,raw_cfd20,0,59,112,2.824476321921527
sample_II,B4-B6,raw_cfd20,0,60,56,3.079257569750492
sample_II,B4-B6,raw_cfd20,0,61,97,2.7698858362875773
sample_II,B4-B6,raw_cfd20,0,62,119,2.780837948110182
sample_II,B4-B6,raw_cfd20,0,63,79,2.8607660652573403
sample_II,B4-B6,raw_cfd20,1,59,205,2.4759371992149295
sample_II,B4-B6,raw_cfd20,1,60,102,2.6272632063481787
sample_II,B4-B6,raw_cfd20,1,61,153,2.4356031325122567
sample_II,B4-B6,raw_cfd20,1,62,149,2.6718762920163437
sample_II,B4-B6,raw_cfd20,1,63,110,2.119674372896542
sample_II,B4-B6,raw_cfd20,1,65,32,1.8303383950108985
sample_II,B4-B6,raw_cfd20,2,59,317,2.0412179141327425
sample_II,B4-B6,raw_cfd20,2,60,146,2.737129323726456
sample_II,B4-B6,raw_cfd20,2,61,219,2.3624658698825307
sample_II,B4-B6,raw_cfd20,2,62,205,2.1493080270877005
sample_II,B4-B6,raw_cfd20,2,63,138,2.24813997322663
sample_II,B4-B6,raw_cfd20,2,65,45,2.1772267516449686
sample_II,B4-B6,raw_cfd20,3,58,33,1.8335963301778975
sample_II,B4-B6,raw_cfd20,3,59,387,1.7027800064922145
sample_II,B4-B6,raw_cfd20,3,60,271,1.9484086346724094
sample_II,B4-B6,raw_cfd20,3,61,365,1.7268493190799146
sample_II,B4-B6,raw_cfd20,3,62,405,1.8321173728667106
sample_II,B4-B6,raw_cfd20,3,63,223,1.9091846733945146
sample_II,B4-B6,raw_cfd20,3,65,53,1.8717383144136126
sample_II,B4-B6,raw_cfd20,4,58,59,1.6364344980599772
sample_II,B4-B6,raw_cfd20,4,59,635,1.492462864927517
sample_II,B4-B6,raw_cfd20,4,60,561,1.6375737236718484
sample_II,B4-B6,raw_cfd20,4,61,750,1.563800642137839
sample_II,B4-B6,raw_cfd20,4,62,639,1.6031798691190193
sample_II,B4-B6,raw_cfd20,4,63,288,1.5745725034954186
sample_II,B4-B6,raw_cfd20,4,65,50,1.4361050776531936
sample_II,B4-B6,raw_cfd20,5,58,57,1.0319878860367988
sample_II,B4-B6,raw_cfd20,5,59,440,1.391596293259282
sample_II,B4-B6,raw_cfd20,5,60,729,1.4005164300678257
sample_II,B4-B6,raw_cfd20,5,61,653,1.4751190001501246
sample_II,B4-B6,raw_cfd20,5,62,568,1.4099285882990604
sample_II,B4-B6,raw_cfd20,5,63,193,1.385976594662647
sample_II,B4-B6,raw_cfd20,5,65,45,1.0739611341031923
sample_II,B4-B6,raw_cfd20,6,59,53,1.6123399774842602
sample_II,B4-B6,raw_cfd20,6,60,147,1.5365104167608385
sample_II,B4-B6,raw_cfd20,6,61,75,1.4662744278000583
sample_II,B4-B6,raw_cfd20,6,62,67,1.4112247777504916
sample_II,B4-B6,timewalk_corrected,0,59,112,2.308797012495488
sample_II,B4-B6,timewalk_corrected,0,60,56,1.1778352283833622
sample_II,B4-B6,timewalk_corrected,0,61,97,1.5799260227666725
sample_II,B4-B6,timewalk_corrected,0,62,119,1.7013640559310215
sample_II,B4-B6,timewalk_corrected,0,63,79,2.077012197036047
sample_II,B4-B6,timewalk_corrected,1,59,205,2.193934854654355
sample_II,B4-B6,timewalk_corrected,1,60,102,1.702235363263224
sample_II,B4-B6,timewalk_corrected,1,61,153,2.04762968094214
sample_II,B4-B6,timewalk_corrected,1,62,149,1.949709210600644
sample_II,B4-B6,timewalk_corrected,1,63,110,2.1623503418350776
sample_II,B4-B6,timewalk_corrected,1,65,32,1.980800275631759
sample_II,B4-B6,timewalk_corrected,2,59,317,1.8039350077056522
sample_II,B4-B6,timewalk_corrected,2,60,146,2.0166863266881245
sample_II,B4-B6,timewalk_corrected,2,61,219,1.9643382777265832
sample_II,B4-B6,timewalk_corrected,2,62,205,2.0704056532770183
sample_II,B4-B6,timewalk_corrected,2,63,138,2.0775756598029096
sample_II,B4-B6,timewalk_corrected,2,65,45,2.315347953778342
sample_II,B4-B6,timewalk_corrected,3,58,33,2.0141445500950086
sample_II,B4-B6,timewalk_corrected,3,59,387,1.6607211983427377
sample_II,B4-B6,timewalk_corrected,3,60,271,1.6393374072143874
sample_II,B4-B6,timewalk_corrected,3,61,365,1.6354900324154125
sample_II,B4-B6,timewalk_corrected,3,62,405,1.7436403637673117
sample_II,B4-B6,timewalk_corrected,3,63,223,1.7643782152401892
sample_II,B4-B6,timewalk_corrected,3,65,53,1.5017651456137058
sample_II,B4-B6,timewalk_corrected,4,58,59,1.407540541406572
sample_II,B4-B6,timewalk_corrected,4,59,635,1.3760971693704742
sample_II,B4-B6,timewalk_corrected,4,60,561,1.4011987620467465
sample_II,B4-B6,timewalk_corrected,4,61,750,1.4060066370538027
sample_II,B4-B6,timewalk_corrected,4,62,639,1.4020815669844082
sample_II,B4-B6,timewalk_corrected,4,63,288,1.5817129360929774
sample_II,B4-B6,timewalk_corrected,4,65,50,1.425608501173059
sample_II,B4-B6,timewalk_corrected,5,58,57,0.9583304760453226
sample_II,B4-B6,timewalk_corrected,5,59,440,1.299172341575082
sample_II,B4-B6,timewalk_corrected,5,60,729,1.266757055853585
sample_II,B4-B6,timewalk_corrected,5,61,653,1.2934052049321636
sample_II,B4-B6,timewalk_corrected,5,62,568,1.3156457496831404
sample_II,B4-B6,timewalk_corrected,5,63,193,1.302388405624543
sample_II,B4-B6,timewalk_corrected,5,65,45,1.2809259356154703
sample_II,B4-B6,timewalk_corrected,6,59,53,1.8041759079663287
sample_II,B4-B6,timewalk_corrected,6,60,147,1.3355846737537795
sample_II,B4-B6,timewalk_corrected,6,61,75,1.4787905174377953
sample_II,B4-B6,timewalk_corrected,6,62,67,1.4235404434555323
sample_II,B4-B8,raw_cfd20,0,59,31,3.0662977435086347
sample_II,B4-B8,raw_cfd20,0,60,30,2.848053131122606
sample_II,B4-B8,raw_cfd20,0,61,52,2.831069664750438
sample_II,B4-B8,raw_cfd20,0,62,39,2.565132504572425
sample_II,B4-B8,raw_cfd20,0,63,21,3.039297387328147
sample_II,B4-B8,raw_cfd20,1,59,85,2.1642106356785407
sample_II,B4-B8,raw_cfd20,1,60,41,2.745776834548888
sample_II,B4-B8,raw_cfd20,1,61,67,2.4069173857619193
sample_II,B4-B8,raw_cfd20,1,62,68,2.955409210566895
sample_II,B4-B8,raw_cfd20,1,63,52,2.3670770575752518
sample_II,B4-B8,raw_cfd20,2,59,162,2.0843642509015954
sample_II,B4-B8,raw_cfd20,2,60,86,2.34672954625381
sample_II,B4-B8,raw_cfd20,2,61,122,2.0963050569033785
sample_II,B4-B8,raw_cfd20,2,62,115,1.9833379864627663
sample_II,B4-B8,raw_cfd20,2,63,64,2.2619952092341986
sample_II,B4-B8,raw_cfd20,3,58,21,2.088263882924422
sample_II,B4-B8,raw_cfd20,3,59,202,1.8139441399276395
sample_II,B4-B8,raw_cfd20,3,60,142,2.1328067457523225
sample_II,B4-B8,raw_cfd20,3,61,205,1.77298874378483
sample_II,B4-B8,raw_cfd20,3,62,211,1.814067030897002
sample_II,B4-B8,raw_cfd20,3,63,112,1.6081838518983993
sample_II,B4-B8,raw_cfd20,4,58,22,1.4374686601974302
sample_II,B4-B8,raw_cfd20,4,59,226,1.6297901539945092
sample_II,B4-B8,raw_cfd20,4,60,311,1.6293098943442361
sample_II,B4-B8,raw_cfd20,4,61,360,1.6197870658285143
sample_II,B4-B8,raw_cfd20,4,62,283,1.719491690392027
sample_II,B4-B8,raw_cfd20,4,63,93,1.7466343375780968
sample_II,B4-B8,raw_cfd20,5,59,64,1.6070269229491494
sample_II,B4-B8,raw_cfd20,5,60,191,1.644195622489355
sample_II,B4-B8,raw_cfd20,5,61,126,1.4696136776649202
sample_II,B4-B8,raw_cfd20,5,62,91,1.438072727673033
sample_II,B4-B8,raw_cfd20,5,63,28,1.3748202288697329
sample_II,B4-B8,timewalk_corrected,0,59,31,2.8596747685759216
sample_II,B4-B8,timewalk_corrected,0,60,30,2.1522359997790947
sample_II,B4-B8,timewalk_corrected,0,61,52,2.3013676703828585
sample_II,B4-B8,timewalk_corrected,0,62,39,1.7308929450197064
sample_II,B4-B8,timewalk_corrected,0,63,21,2.2597963014248794
sample_II,B4-B8,timewalk_corrected,1,59,85,2.271866180767758
sample_II,B4-B8,timewalk_corrected,1,60,41,2.5775346366108347
sample_II,B4-B8,timewalk_corrected,1,61,67,2.508299849219854
sample_II,B4-B8,timewalk_corrected,1,62,68,2.7661289933144215
sample_II,B4-B8,timewalk_corrected,1,63,52,2.4013891340932716
sample_II,B4-B8,timewalk_corrected,2,59,162,1.755190314494373
sample_II,B4-B8,timewalk_corrected,2,60,86,1.7271871309277107
sample_II,B4-B8,timewalk_corrected,2,61,122,1.9627486398757967
sample_II,B4-B8,timewalk_corrected,2,62,115,1.700041568847668
sample_II,B4-B8,timewalk_corrected,2,63,64,2.205829407760377
sample_II,B4-B8,timewalk_corrected,3,58,21,1.1448888546093003
sample_II,B4-B8,timewalk_corrected,3,59,202,1.4697298763929796
sample_II,B4-B8,timewalk_corrected,3,60,142,1.758833082934443
sample_II,B4-B8,timewalk_corrected,3,61,205,1.6334503135543605
sample_II,B4-B8,timewalk_corrected,3,62,211,1.6299153101531099
sample_II,B4-B8,timewalk_corrected,3,63,112,1.5414439857474238
sample_II,B4-B8,timewalk_corrected,4,58,22,1.2881626388754612
sample_II,B4-B8,timewalk_corrected,4,59,226,1.3824190241748135
sample_II,B4-B8,timewalk_corrected,4,60,311,1.4858298618508414
sample_II,B4-B8,timewalk_corrected,4,61,360,1.4422086582784346
sample_II,B4-B8,timewalk_corrected,4,62,283,1.4916657073322876
sample_II,B4-B8,timewalk_corrected,4,63,93,1.498876875895124
sample_II,B4-B8,timewalk_corrected,5,59,64,1.394633599459913
sample_II,B4-B8,timewalk_corrected,5,60,191,1.5676521436687754
sample_II,B4-B8,timewalk_corrected,5,61,126,1.2147075888561794
sample_II,B4-B8,timewalk_corrected,5,62,91,1.508454607303213
sample_II,B4-B8,timewalk_corrected,5,63,28,1.323524710705536
sample_II,B6-B8,raw_cfd20,0,59,48,1.5548157600256562
sample_II,B6-B8,raw_cfd20,0,60,28,1.2741332540533294
sample_II,B6-B8,raw_cfd20,0,61,38,1.305844015295817
sample_II,B6-B8,raw_cfd20,0,62,40,0.9798824731284828
sample_II,B6-B8,raw_cfd20,0,63,21,0.7817128563446217
sample_II,B6-B8,raw_cfd20,1,59,98,1.4988521019530983
sample_II,B6-B8,raw_cfd20,1,60,41,1.295638721554476
sample_II,B6-B8,raw_cfd20,1,61,49,1.2284702990680794
sample_II,B6-B8,raw_cfd20,1,62,68,1.0037906657729194
sample_II,B6-B8,raw_cfd20,1,63,50,1.2317541948322814
sample_II,B6-B8,raw_cfd20,2,59,151,1.242662423412911
sample_II,B6-B8,raw_cfd20,2,60,91,1.592488182009465
