sample,pair,has_b2,stage,amp_bin,amp_lo,amp_hi,n,amp_median,sigma68_ns,ci_low_ns,ci_high_ns,run_spread_std_ns,n_runs_used,sigma68_per_stave_sqrt2_ns
sample_I,B2-B8,True,raw_cfd20,7,4200.0,5200.0,43,4554.0,,,,,0,
sample_I,B2-B8,True,raw_cfd20,8,5200.0,6500.0,18,5550.75,,,,,0,
sample_I,B2-B8,True,raw_cfd20,9,6500.0,8000.0,3,6554.0,,,,,0,
sample_I,B2-B8,True,raw_cfd20,10,8000.0,,0,,,,,,0,
sample_I,B2-B8,True,timewalk_corrected,0,1000.0,1250.0,94,1103.0,54.33670672963112,32.67685169245817,51.81463943631264,,0,38.42185379586687
sample_I,B2-B8,True,timewalk_corrected,1,1250.0,1550.0,77,1408.0,43.32328793447775,19.123291166270256,38.705240541378195,,0,30.634190681766547
sample_I,B2-B8,True,timewalk_corrected,2,1550.0,1900.0,82,1752.25,41.19492126659512,7.888998741597318,42.757560691360666,,0,29.129208178055325
sample_I,B2-B8,True,timewalk_corrected,3,1900.0,2300.0,99,2107.5,29.152948842685387,9.287013554785688,36.38239636280717,,0,20.61424781824735
sample_I,B2-B8,True,timewalk_corrected,4,2300.0,2800.0,173,2583.0,18.001875264170906,12.11435064233699,32.3624571923863,7.454901163908749,2,12.729248073369618
sample_I,B2-B8,True,timewalk_corrected,5,2800.0,3400.0,199,3054.0,39.42910090389371,25.174935514975157,41.717576693512264,6.772711183030545,4,27.880584625231872
sample_I,B2-B8,True,timewalk_corrected,6,3400.0,4200.0,118,3752.25,50.28856824636409,31.20066747759401,51.002079856837284,,0,35.559387623166536
sample_I,B2-B8,True,timewalk_corrected,7,4200.0,5200.0,43,4554.0,,,,,0,
sample_I,B2-B8,True,timewalk_corrected,8,5200.0,6500.0,18,5550.75,,,,,0,
sample_I,B2-B8,True,timewalk_corrected,9,6500.0,8000.0,3,6554.0,,,,,0,
sample_I,B2-B8,True,timewalk_corrected,10,8000.0,,0,,,,,,0,
sample_I,B4-B6,False,raw_cfd20,0,1000.0,1250.0,100,1138.75,2.785617970793821,1.9015059090910913,2.9640148064197986,,0,1.9697293569434209
sample_I,B4-B6,False,raw_cfd20,1,1250.0,1550.0,152,1404.75,2.644497967580202,1.9528711198155744,2.741136866885418,,1,1.8699424457100036
sample_I,B4-B6,False,raw_cfd20,2,1550.0,1900.0,229,1732.5,2.1230648792390543,1.7462200194090765,2.1815287201931834,0.2872693667082386,7,1.501233573008934
sample_I,B4-B6,False,raw_cfd20,3,1900.0,2300.0,340,2120.75,1.8007604400338755,1.4985007000583506,1.950279947453314,0.39831299314475965,10,1.2733299184404245
sample_I,B4-B6,False,raw_cfd20,4,2300.0,2800.0,563,2590.0,1.5366113730033542,1.3576939760138442,1.5831428409774204,0.16028774765230555,10,1.086548321899043
sample_I,B4-B6,False,raw_cfd20,5,2800.0,3400.0,574,3027.5,1.253135663981463,1.1518742936535793,1.3945663324097968,0.13247958086152944,10,0.8861007257479993
sample_I,B4-B6,False,raw_cfd20,6,3400.0,4200.0,84,3581.0,1.5320689901475684,0.8829598758614113,1.7554712974531783,,0,1.0833363721789715
sample_I,B4-B6,False,raw_cfd20,7,4200.0,5200.0,6,4371.0,,,,,0,
sample_I,B4-B6,False,raw_cfd20,8,5200.0,6500.0,0,,,,,,0,
sample_I,B4-B6,False,raw_cfd20,9,6500.0,8000.0,0,,,,,,0,
sample_I,B4-B6,False,raw_cfd20,10,8000.0,,0,,,,,,0,
sample_I,B4-B6,False,timewalk_corrected,0,1000.0,1250.0,100,1138.75,1.657505883727282,1.100069262665368,1.9538541852214555,,0,1.1720336502401623
sample_I,B4-B6,False,timewalk_corrected,1,1250.0,1550.0,152,1404.75,2.061571565276287,1.468841284479565,2.346010183847513,,1,1.4577512337082277
sample_I,B4-B6,False,timewalk_corrected,2,1550.0,1900.0,229,1732.5,2.076744977382969,1.6662626990195473,2.1112393026831566,0.2809384863443198,7,1.4684804563026006
sample_I,B4-B6,False,timewalk_corrected,3,1900.0,2300.0,340,2120.75,1.8122051775943033,1.4797075013268421,1.8797290042768704,0.25702156318310015,10,1.2814225699783035
sample_I,B4-B6,False,timewalk_corrected,4,2300.0,2800.0,563,2590.0,1.3688790407824851,1.212407182209963,1.4083791439491922,0.09750347083874346,10,0.9679436523614318
sample_I,B4-B6,False,timewalk_corrected,5,2800.0,3400.0,574,3027.5,1.1946292769424351,1.0648462496055693,1.263753086565309,0.13515190988121067,10,0.8447304627299779
sample_I,B4-B6,False,timewalk_corrected,6,3400.0,4200.0,84,3581.0,1.6239500628112167,1.0642524499627388,1.8308494426742286,,0,1.148306101722131
sample_I,B4-B6,False,timewalk_corrected,7,4200.0,5200.0,6,4371.0,,,,,0,
sample_I,B4-B6,False,timewalk_corrected,8,5200.0,6500.0,0,,,,,,0,
sample_I,B4-B6,False,timewalk_corrected,9,6500.0,8000.0,0,,,,,,0,
sample_I,B4-B6,False,timewalk_corrected,10,8000.0,,0,,,,,,0,
sample_I,B4-B8,False,raw_cfd20,0,1000.0,1250.0,39,1131.0,,,,,0,
sample_I,B4-B8,False,raw_cfd20,1,1250.0,1550.0,49,1396.5,,,,,0,
sample_I,B4-B8,False,raw_cfd20,2,1550.0,1900.0,101,1746.5,1.809194602698744,1.1523170586518308,1.8464410737234391,,0,1.2792937720543835
sample_I,B4-B8,False,raw_cfd20,3,1900.0,2300.0,166,2112.5,1.776986768400804,1.4517744868960683,1.933578610799336,0.5456949453937372,2,1.2565193940149775
sample_I,B4-B8,False,raw_cfd20,4,2300.0,2800.0,214,2566.25,1.7921476431249057,1.5562016846425735,2.0249785186848883,0.41639702340246215,5,1.2672397513411096
sample_I,B4-B8,False,raw_cfd20,5,2800.0,3400.0,96,2934.0,1.549542634372561,1.006231864973024,1.6837366782349275,,0,1.0956921045025048
sample_I,B4-B8,False,raw_cfd20,6,3400.0,4200.0,4,3849.25,,,,,0,
sample_I,B4-B8,False,raw_cfd20,7,4200.0,5200.0,2,4737.25,,,,,0,
sample_I,B4-B8,False,raw_cfd20,8,5200.0,6500.0,0,,,,,,0,
sample_I,B4-B8,False,raw_cfd20,9,6500.0,8000.0,0,,,,,,0,
sample_I,B4-B8,False,raw_cfd20,10,8000.0,,0,,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,0,1000.0,1250.0,39,1131.0,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,1,1250.0,1550.0,49,1396.5,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,2,1550.0,1900.0,101,1746.5,1.626544545623351,1.077236865139344,1.768821699102374,,0,1.1501406781122632
sample_I,B4-B8,False,timewalk_corrected,3,1900.0,2300.0,166,2112.5,1.6943332632575718,1.3033147228946467,1.7853778280321944,0.4916860146440493,2,1.1980745400393609
sample_I,B4-B8,False,timewalk_corrected,4,2300.0,2800.0,214,2566.25,1.4512806222884964,1.188372718519586,1.5135456714370847,0.34471932084079837,5,1.0262103694248284
sample_I,B4-B8,False,timewalk_corrected,5,2800.0,3400.0,96,2934.0,1.331230048716398,0.8018900560069653,1.4459323915239122,,0,0.9413217947666629
sample_I,B4-B8,False,timewalk_corrected,6,3400.0,4200.0,4,3849.25,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,7,4200.0,5200.0,2,4737.25,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,8,5200.0,6500.0,0,,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,9,6500.0,8000.0,0,,,,,,0,
sample_I,B4-B8,False,timewalk_corrected,10,8000.0,,0,,,,,,0,
sample_I,B6-B8,False,raw_cfd20,0,1000.0,1250.0,41,1140.0,,,,,0,
sample_I,B6-B8,False,raw_cfd20,1,1250.0,1550.0,58,1412.25,1.3888363700640554,0.7099557263192718,1.5341302503716854,,0,0.9820556152308029
sample_I,B6-B8,False,raw_cfd20,2,1550.0,1900.0,115,1740.5,1.3793768867008094,0.9658681853156484,1.5398042108929721,,0,0.9753667503981303
sample_I,B6-B8,False,raw_cfd20,3,1900.0,2300.0,160,2108.5,1.2971617195189271,1.008294590472077,1.4935222616407196,0.3307423194442625,3,0.9172318481674356
sample_I,B6-B8,False,raw_cfd20,4,2300.0,2800.0,214,2557.0,1.4196676914863287,1.1450618202416494,1.5436136792894088,0.35793320212659596,5,1.0038566516814345
sample_I,B6-B8,False,raw_cfd20,5,2800.0,3400.0,111,2965.0,1.314334074589314,0.8102111774024258,1.3501948702623485,,0,0.9293745368866494
sample_I,B6-B8,False,raw_cfd20,6,3400.0,4200.0,11,3483.0,,,,,0,
sample_I,B6-B8,False,raw_cfd20,7,4200.0,5200.0,1,4315.5,,,,,0,
sample_I,B6-B8,False,raw_cfd20,8,5200.0,6500.0,0,,,,,,0,
sample_I,B6-B8,False,raw_cfd20,9,6500.0,8000.0,0,,,,,,0,
sample_I,B6-B8,False,raw_cfd20,10,8000.0,,0,,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,0,1000.0,1250.0,41,1140.0,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,1,1250.0,1550.0,58,1412.25,1.3747886508051055,0.8054169140888799,1.6057718361579363,,0,0.9721223776825946
sample_I,B6-B8,False,timewalk_corrected,2,1550.0,1900.0,115,1740.5,1.188520402120247,0.8451671932581837,1.3268890516624134,,0,0.8404108359177889
sample_I,B6-B8,False,timewalk_corrected,3,1900.0,2300.0,160,2108.5,0.95372798471911,0.7739190951719622,1.139924097987617,0.24870389099494905,3,0.6743875254022627
sample_I,B6-B8,False,timewalk_corrected,4,2300.0,2800.0,214,2557.0,1.0779308400011403,0.8409484640401129,1.1772676583922714,0.2111003214733927,5,0.7622122066149176
sample_I,B6-B8,False,timewalk_corrected,5,2800.0,3400.0,111,2965.0,1.0074348485090043,0.6760334431465225,1.0656263603384641,,0,0.7123640129843591
sample_I,B6-B8,False,timewalk_corrected,6,3400.0,4200.0,11,3483.0,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,7,4200.0,5200.0,1,4315.5,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,8,5200.0,6500.0,0,,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,9,6500.0,8000.0,0,,,,,,0,
sample_I,B6-B8,False,timewalk_corrected,10,8000.0,,0,,,,,,0,
sample_II,B2-B4,True,raw_cfd20,0,1000.0,1250.0,762,1117.25,1.8473142570528505,1.5608515685901059,2.3383976099724673,15.652327855548604,7,1.3062484381446595
sample_II,B2-B4,True,raw_cfd20,1,1250.0,1550.0,1031,1413.0,1.6130299473090906,1.4251402376737878,1.8773049825296617,7.38539347237683,7,1.1405844139992374
sample_II,B2-B4,True,raw_cfd20,2,1550.0,1900.0,1513,1733.0,1.5370255514684237,1.4073447946865725,1.657530618945136,4.975582394684859,7,1.0868411903003152
sample_II,B2-B4,True,raw_cfd20,3,1900.0,2300.0,2389,2116.5,1.4561052729477637,1.3727521758900396,1.5439435161041208,5.087021986582666,7,1.0296219126228523
sample_II,B2-B4,True,raw_cfd20,4,2300.0,2800.0,4430,2576.0,1.4210871600009192,1.367541289717285,1.4699792644565575,4.161303604655397,7,1.0048603674937822
sample_II,B2-B4,True,raw_cfd20,5,2800.0,3400.0,6102,3087.5,1.3121456070727573,1.2660805164389086,1.3484717097095003,7.662595395125932,7,0.9278270566652856
sample_II,B2-B4,True,raw_cfd20,6,3400.0,4200.0,3545,3671.0,1.1424404506418133,1.085880186680629,1.190415404389073,2.8685345325678737,7,0.8078273897506414
sample_II,B2-B4,True,raw_cfd20,7,4200.0,5200.0,666,4446.5,5.193116714584383,3.726675779506242,7.0186565025885175,8.321816839218762,7,3.6720880443758213
sample_II,B2-B4,True,raw_cfd20,8,5200.0,6500.0,95,5535.0,10.79089854833796,4.645563965469888,18.3000331057933,,1,7.630317538625843
sample_II,B2-B4,True,raw_cfd20,9,6500.0,8000.0,16,6844.25,,,,,0,
sample_II,B2-B4,True,raw_cfd20,10,8000.0,,1,8302.5,,,,,0,
