threshold_mev,train_stop_mae_layers,train_exact_accuracy
0.02,0.0032764892546631925,0.9978483527256778
0.05,0.005443616005779005,0.9965893552797915
0.1,0.008198962875054823,0.9950414076004231
0.2,0.012626093238048555,0.9926782074765873
0.35,0.018198704883774928,0.9897216274089936
0.5,0.023286292923299194,0.9871623539124378
0.8,0.03088671602899822,0.9831118908180904
1.2,0.03862129460024251,0.9785660844663451
2.0,0.04961172312375842,0.971311369675705
