check,value,pass
raw_tree_entry_reproduction_exact,1000000 of 1000000,True
train_heldout_pseudo_run_overlap,[],True
feature_names_exclude_truth_stop_and_pdg,"log_edep_layer_0,log_edep_layer_1,log_edep_layer_2,log_edep_layer_3,log_edep_layer_4,log_edep_layer_5,log_edep_layer_6,log_edep_layer_7,log_hits_layer_0,log_hits_layer_1,log_hits_layer_2,log_hits_layer_3,log_hits_layer_4,log_hits_layer_5,log_hits_layer_6,log_hits_layer_7,present_layer_0,present_layer_1,present_layer_2,present_layer_3,present_layer_4,present_layer_5,present_layer_6,present_layer_7,cumfrac_layer_0,cumfrac_layer_1,cumfrac_layer_2,cumfrac_layer_3,cumfrac_layer_4,cumfrac_layer_5,cumfrac_layer_6,cumfrac_layer_7,n_positive_hits,total_edep_mev,front_deltae_mev,residual_e_mev,z_centroid_cm,edep_centroid_layer,edep_spread_layer",True
forbidden_deepest_positive_truth_sentinel_accuracy,1.000000,True
traditional_visible_threshold_mev,0.02,True
torch_mlp_status,trained,True
torch_1d_cnn_status,trained,True
torch_ordinal_cumulative_cnn_status,trained,True
