check,value,pass,note
train_heldout_run_overlap,0.0,True,run-disjoint split
model_features_include_run_event_or_stave_id,0.0,True,none
rounded_waveform_hash_overlap_train_heldout,0.0,True,normalized waveforms rounded to 1e-3
stave_only_proxy_average_precision,0.046506153583415144,True,proxy should underperform full no-id model
suspicious_result_triggered_extra_checks,0.0,True,triggered if precision >0.90 or enrichment >5
