stave,amp_bin,correction_ns
B4,1,0.0
B4,2,0.0
B4,3,-0.43333453845977843
B4,4,-1.7255088272094667
B4,5,0.0
B4,6,0.0
B4,7,0.0
B6,1,0.11650817680358827
B6,2,0.8398510723114025
B6,3,1.4371607990264899
B6,4,1.8740685780843052
B6,5,1.8136787414550781
B6,6,1.6655860633850104
B6,7,17.852704355239865
B8,1,0.0
B8,2,0.0
B8,3,0.0
B8,4,1.1483880462646567
B8,5,0.7297162793477376
B8,6,0.09901410166422409
B8,7,-30.868302753448475
