split,n,positive_rate,average_precision,roc_auc
train_oof_fold_0,10873,0.041938747355835554,0.12461450279031377,0.6985119634066447
train_oof_fold_1,10975,0.04182232346241458,0.13850271232046185,0.7072640010739936
train_oof_fold_2,11064,0.04121475054229935,0.13682431740782885,0.7345866906141675
train_oof_fold_3,11149,0.04260471791192035,0.1350781619877574,0.7077035196197351
train_oof_fold_4,11065,0.03370989606868504,0.10125908149337615,0.7148024280136284
