dimension,stratum,bin_low,bin_high,bin_mid,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high,support_fraction,saturation_fraction,dropout_fraction,anomaly_noncommon_fraction,wide_baseline_fraction,high_q_template_fraction,any_action_band_fraction,n_runs
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,cnn1d,1D-CNN residual scale model,256,1.655272920824955,2.024012162720009,0.6722003659548632,2.9553336577512432,0.0078125,0.4013613912807553,0.421875,0.953125,0.26081449213700003,0.0031250000000000444,0.1708375054781719,0.25835390158360416,0.4941483213231941,1.1443027277393942,0.2749781821704967,0.6218968659107034,0.27252793296089384,0.5636956811961819,0.9178826745164004,0.9895707862106554,0.18533467921255334,0.3253674913368449,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,gradient_boosted_trees,HistGradientBoosting residual scale model,256,1.7533869099915786,2.0348996545925573,0.8516052908047049,2.9394507406202277,0.0078125,0.41309866910202697,0.515625,0.94140625,0.16706449213700003,0.008593749999999956,0.09837599606850003,0.21523389227586825,0.7373128344118157,1.270749027051581,0.332115548315169,0.5856864393554948,0.41997923247923247,0.6223980309423346,0.908277382274182,0.9791148560209424,0.16833289224994702,0.25844524467364904,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,mlp,MLP residual scale model,256,1.8531836841482618,2.0251354041680476,1.0792514091428995,2.8219164022243945,0.0234375,0.49877362585848933,0.55859375,0.9375,0.12409574213700003,0.012499999999999956,0.12324190154516408,0.19026600445591868,0.8517025542799874,1.3917517696096242,0.390820823610118,0.6595634439491542,0.47415865384615385,0.6309346805092078,0.8955377252252252,0.9699839486356341,0.15961705293026382,0.22496986570640734,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,256,1.6864036281820338,2.0305244547178987,0.7132174964672557,3.033283526470041,0.015625,0.37220468565469705,0.61328125,0.953125,0.06940824213700003,0.0031250000000000444,0.10781278595483595,0.20203533560928477,0.417428740440267,1.1139756433044943,0.2756140854459709,0.6027144659262649,0.4668205479452055,0.7698560606060606,0.9140808491418247,0.9941039707419017,0.15725592022354778,0.2579651950630109,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,ridge,Ridge residual scale model,256,1.6573870497866485,2.0039623126857755,1.0400312471636608,2.811701912300037,0.0078125,0.6018232243365756,0.484375,0.9375,0.19831449213700003,0.012499999999999956,0.1274781304781719,0.18411734956964906,0.7000249983579854,1.3643837326509929,0.4083464090745558,0.7868524559089877,0.35367041372476155,0.6202875775909482,0.8943733062330623,0.9728730676201494,0.12125274161341866,0.2790191228643178,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1000,1500)",1000.0,1500.0,1250.0,traditional,S02/S03/S04 atom robust-width baseline,256,1.7713365467238522,2.2642547856428585,0.9439871224763401,2.955759084487598,0.0078125,7.264392032815385,0.14453125,0.27734375,0.538158242137,0.67265625,0.6054072460684999,2.0201534427552215,0.44736768278809413,1.3336537707031815,6.075944166179956,7.976464319122133,0.07023176291793314,0.21953512095598948,0.15246662689238571,0.3870546759030182,1.687364164752953,2.2217973098404373,0.022338568935427575,0.0,0.046875,0.25390625,0.66015625,0.9765625,0.9765625,7
amplitude_bin,"amp_adc[1500,2500)",1500.0,2500.0,2000.0,cnn1d,1D-CNN residual scale model,3901,1.5288165238328293,1.854021669342608,1.4682339823911263,2.041704733650396,0.007177646757241733,0.8161358469837202,0.4437323763137657,0.9510381953345296,0.2389571158232343,0.0010381953345296457,0.14306866301287327,0.14173203179672925,1.3373812913207919,1.6310269323039335,0.7266259264379511,0.8907290627285108,0.36545899198982934,0.5185715964856246,0.9387425640347566,0.9609099194517269,0.12648694816182088,0.16649178676344256,0.3404013961605585,0.0,0.003845167905665214,0.09920533196616252,0.3742630094847475,0.7541655985644706,0.7582671109971802,7
amplitude_bin,"amp_adc[1500,2500)",1500.0,2500.0,2000.0,gradient_boosted_trees,HistGradientBoosting residual scale model,3901,1.593009455132567,1.9104348558070043,1.4585122378530961,2.029693586408321,0.007177646757241733,0.8133789727821503,0.5180722891566265,0.8995129453986157,0.16461720298037352,0.05048705460138425,0.1144862482474285,0.12905288326175898,1.3207004020016366,1.632330763723819,0.6721817270661351,0.9492737757347481,0.41550184041923394,0.6214267008463219,0.8467883450541553,0.9435641691636711,0.10738455087573504,0.15431601500509493,0.3404013961605585,0.0,0.003845167905665214,0.09920533196616252,0.3742630094847475,0.7541655985644706,0.7582671109971802,7
amplitude_bin,"amp_adc[1500,2500)",1500.0,2500.0,2000.0,mlp,MLP residual scale model,3901,1.571969043272264,1.8456631443557607,1.4936380398139202,2.1220236488255693,0.006921302230197385,0.8219318377383763,0.5357600615226865,0.8943860548577288,0.14692943061431352,0.05561394514227114,0.12328386594571175,0.12597385099098002,1.377950245142437,1.6109949992397676,0.7078818066779667,0.916896341201049,0.4660530246160136,0.6127622014537902,0.8629612175065339,0.9319008547008547,0.1105285724953416,0.14781203472893564,0.3404013961605585,0.0,0.003845167905665214,0.09920533196616252,0.3742630094847475,0.7541655985644706,0.7582671109971802,7
amplitude_bin,"amp_adc[1500,2500)",1500.0,2500.0,2000.0,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,3901,1.5533326970651369,1.8732856369916109,1.4568266669153473,2.1192886808965667,0.0066649577031530375,0.7101341307956877,0.651115098692643,0.9720584465521661,0.031574393444357085,0.022058446552166155,0.05783523370404989,0.10033348572622136,1.322349978514641,1.5848642061929967,0.6178968975278751,0.7866871315484221,0.581052240464225,0.7252282311374514,0.9649535359023302,0.9791776378237483,0.08280610521395414,0.13166430201433854,0.3404013961605585,0.0,0.003845167905665214,0.09920533196616252,0.3742630094847475,0.7541655985644706,0.7582671109971802,7
