run,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high,saturation_fraction,dropout_fraction,anomaly_noncommon_fraction,wide_baseline_fraction,high_q_template_fraction,any_action_band_fraction,n_runs
58,cnn1d,1D-CNN residual scale model,219,1.110039922859777,1.7675770196289022,1.4039555478213432,2.4031789212928265,0.0182648401826484,1.0422766592606758,0.3744292237442922,0.9497716894977168,0.3082602683927078,0.00022831050228311334,0.1704543351095959,0.13030489331631567,1.321764577378992,1.571267222039587,0.9777938770450618,1.2177146012566364,0.3013698630136986,0.44075342465753414,0.9199771689497717,0.9771689497716894,0.10473175935147586,0.2029636623998661,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
58,gradient_boosted_trees,HistGradientBoosting residual scale model,219,1.2826228231431505,1.8059611846487016,1.4616986823631595,2.617548331453194,0.0182648401826484,0.9387914301133989,0.4794520547945205,0.8995433789954338,0.2032374373424795,0.05045662100456616,0.12776027118265526,0.1106657248540755,1.3208342990415762,1.657368432199629,0.7635183881248168,1.0961270347400922,0.4063926940639269,0.54337899543379,0.8538812785388128,0.9452054794520548,0.08934713686659572,0.15500882848622133,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
58,mlp,MLP residual scale model,219,1.4470484694043138,1.7353854899211143,1.6339445465206723,2.356310141256754,0.0228310502283105,0.9378558773376434,0.4155251141552511,0.8812785388127854,0.2671643779817489,0.06872146118721456,0.16885616159361416,0.14172153085623357,1.4824574091527047,1.8063767386738947,0.7684117397975749,1.1297656326185581,0.34463470319634704,0.502283105022831,0.8356164383561644,0.9223744292237442,0.11151439058051678,0.1975790643587187,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
58,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,219,1.1877462124777598,1.8115615519851644,1.444963991653738,2.6062312122154925,0.0182648401826484,0.9167475469582884,0.5525114155251142,0.9771689497716894,0.13017807661188585,0.027168949771689488,0.08232648122831739,0.08073149016340107,1.3578932936977313,1.5806741567371458,0.8420792426175208,0.9887122524288603,0.4977168949771689,0.6164383561643836,0.954337899543379,0.9954337899543378,0.06025457961604535,0.10790371381788146,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
58,ridge,Ridge residual scale model,219,1.1112201241523594,1.517847743925472,1.3432764816401601,2.092346212221755,0.0182648401826484,0.9429844025364122,0.3926940639269406,0.9041095890410958,0.2899954282100594,0.045890410958904115,0.1876308755021621,0.14513307803367834,1.236974096930854,1.5082667596270967,0.8344251082185964,1.158574650713418,0.3424657534246575,0.4383561643835616,0.8584474885844748,0.9521689497716894,0.12553832411232807,0.19039804425939685,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
58,traditional,S02/S03/S04 atom robust-width baseline,219,1.0041478569170557,1.6275117135455233,1.1874833645739167,2.677930132419911,0.0182648401826484,3.9140747437134187,0.3424657534246575,0.5662100456621004,0.3402237387123425,0.38378995433789953,0.36200684652512094,1.0000238208221954,1.132209404419411,1.3864725733052798,2.9454767983836185,5.565923028415037,0.2968036529680365,0.3881278538812785,0.5068493150684932,0.6303652968036528,0.7365532144531878,1.43979668979145,0.0,0.0091324200913242,0.2328767123287671,0.2146118721461187,0.821917808219178,0.8264840182648402,1
59,cnn1d,1D-CNN residual scale model,2289,1.1407876071282785,1.5799771885453353,1.4608511677820182,2.443574295440962,0.010921799912625601,1.0301194818580084,0.42463958060288337,0.9370904325032765,0.25804991153411666,0.01290956749672345,0.15155662898680494,0.11315889746891336,1.4138274717313386,1.5116460618521026,0.9967410155583749,1.0759292695840634,0.40192223678462213,0.44583879423328965,0.9255024027959808,0.9484491044124072,0.09800187190200116,0.13176522289358852,0.0,0.0017474879860200961,0.049366535605067714,0.2892092616863259,0.7042376583660988,0.7068588903451288,1
59,gradient_boosted_trees,HistGradientBoosting residual scale model,2289,1.1277105025105725,1.3794736547596145,1.449954031665229,2.164975044680816,0.010048055919615552,1.0161097774851626,0.4967234600262123,0.8829183049366536,0.18596603211078772,0.06708169506334638,0.12652386358706702,0.09892034206159094,1.3961768214905679,1.4974473243807485,0.9657506683606284,1.055977618932285,0.475087374399301,0.5168195718654435,0.8660659676714723,0.8993119266055046,0.08749858822257761,0.11979860724930652,0.0,0.0017474879860200961,0.049366535605067714,0.2892092616863259,0.7042376583660988,0.7068588903451288,1
59,mlp,MLP residual scale model,2289,1.1162774307194199,1.3598498444138656,1.5275712609098593,2.412828746937189,0.010048055919615552,1.0225972650817403,0.5255570117955439,0.8785495849716033,0.1571324803414561,0.07145041502839666,0.11686899246430602,0.09201228822897478,1.4855346683313813,1.5792581653453328,0.9803174065973544,1.0694109770072193,0.5032765399737876,0.5504587155963303,0.8641328090869376,0.8929663608562691,0.0773607649825826,0.113498643540757,0.0,0.0017474879860200961,0.049366535605067714,0.2892092616863259,0.7042376583660988,0.7068588903451288,1
59,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2289,0.9976695314891778,1.394839916664239,1.4551668344494617,2.4219353148949243,0.009611183923110528,0.9748350153640521,0.6387068588903452,0.9541284403669725,0.043982633246654856,0.0041284403669725744,0.07161186061743319,0.03622197971675212,1.4156621536948513,1.5030709988878435,0.9372829559058578,1.0125462109621128,0.617300131061599,0.6590541721275666,0.9458278724333771,0.9639689820882481,0.030081803268250544,0.04393257770011325,0.0,0.0017474879860200961,0.049366535605067714,0.2892092616863259,0.7042376583660988,0.7068588903451288,1
