frontier,value,method,accepted_b2_fraction,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95,within_10pct_ci95,within_25pct_ci95
support_tier,frontier,template_residual_cnn,0.20331987845253752,17932,-0.019565694302596533,0.05152373358445296,0.19101487751531665,0.8226633950479589,0.8948806602721392,"[-0.022031799424447898, -0.016081790372521318]","[0.04485598033724923, 0.058281628615141884]","[0.15815199472567673, 0.21582799913065548]","[0.7826104940653326, 0.8680012528113583]","[0.8653951397426795, 0.9278256892662735]"
support_tier,strong,peak_loglinear,0.6652115742210531,58669,-0.22663129918825006,0.3594154610061866,2.0896476936536725,0.12827898890385042,0.45986807342889774,"[-0.23516454186054817, -0.2199923768635813]","[0.29110506398631125, 0.41393598492646194]","[1.6514864167048142, 2.378243071433446]","[0.11022364278246377, 0.15660475536779006]","[0.41512789172308584, 0.5275821259720141]"
support_tier,strong,integral_loglinear,0.6652115742210531,58669,-0.12323262907054632,0.15745164919449522,1.903371117862593,0.1453919446385655,0.8464947416864101,"[-0.13295140664667168, -0.11570332867486698]","[0.15572256883092636, 0.16088510192640668]","[1.5286025780684631, 2.2448149408623697]","[0.12729189997048435, 0.1715965911129257]","[0.7873040958777822, 0.9001418739211481]"
support_tier,strong,template_scale_loglinear,0.6652115742210531,58669,-0.27219385948671104,0.4931907168143725,1.7707516291255152,0.14953382535921866,0.2310249024186538,"[-0.3323543069900345, -0.12316887313038183]","[0.4891078538726702, 0.4987596106761705]","[1.4120475935134842, 2.0582666557726297]","[0.13539522433886234, 0.1639470716700985]","[0.20501340873864676, 0.2502810008839288]"
support_tier,strong,strong_huber_transfer,0.6652115742210531,58669,0.010065043969981214,0.03815524038248824,0.3209358840040878,0.9022652508138881,0.9460021476418552,"[0.008242039246507687, 0.012183042085299174]","[0.034188937904683456, 0.042582431771948905]","[0.2485883885078291, 0.37829128836531856]","[0.8724755833662937, 0.9364829286200814]","[0.9291352406622599, 0.9656709146339464]"
support_tier,strong,ridge,0.6652115742210531,58669,-0.0008577444939440444,0.025521690694654847,32.68280071802431,0.9169919378206549,0.9678876408324669,"[-0.0021898048173877404, 0.0007062409416157423]","[0.023985429758622296, 0.027343150957409103]","[14.187575298420295, 48.227980407520114]","[0.8917930405063592, 0.941058218076552]","[0.9585969308943605, 0.977613380508202]"
support_tier,strong,gradient_boosted_trees,0.6652115742210531,58669,0.0039020853396069606,0.018625393063672134,0.07584762154538828,0.9558710733095843,0.990812865397399,"[0.0035084312651336696, 0.004389298322215673]","[0.016584626387786412, 0.020763165247941334]","[0.0574987358132085, 0.08958379859234965]","[0.9428432549195005, 0.9722114441557066]","[0.9879579224791262, 0.9941760230648525]"
support_tier,strong,mlp,0.6652115742210531,58669,0.00015583369568271374,0.020817917197033763,0.5178130033088649,0.9581209838245069,0.989892447459476,"[-0.0013216651191656685, 0.001266828949294438]","[0.01981291292690026, 0.0221109138282301]","[0.15426515985503936, 0.8363466975625661]","[0.9462643812990823, 0.972040085134385]","[0.9861761130377849, 0.9933160504785505]"
support_tier,strong,saturation_knockout_hgb,0.6652115742210531,58669,0.0037479512737223805,0.02030470115056641,0.08011604143946781,0.9525302970904567,0.9900288056725016,"[0.003312499354221825, 0.004173043328747678]","[0.01803844653453341, 0.022559093076225795]","[0.060569064762047514, 0.09692699383715453]","[0.937468536217086, 0.9709605613360923]","[0.9867962622165842, 0.9937433068698982]"
support_tier,strong,shuffled_target_hgb,0.6652115742210531,58669,-0.39584954139255263,0.6705806995715838,4.491075085240302,0.07324140517138523,0.1922991699193782,"[-0.5070683283111104, -0.28265654047761585]","[0.664322380126455, 0.6766853117164302]","[3.438524999222149, 5.316463599028163]","[0.06408928300564172, 0.08323913600646761]","[0.17063548604684026, 0.21300201927820292]"
support_tier,strong,1d_cnn,0.6652115742210531,58669,0.0007207092352468121,0.05891586624705764,0.28698771817241187,0.8558693688319214,0.928122176958871,"[-0.0023047907824664273, 0.0029340571306016305]","[0.05286935351654298, 0.06520652351040382]","[0.22623680855552034, 0.3284806312069386]","[0.8188230552196695, 0.8939760018178973]","[0.9057048251884163, 0.9535244726962517]"
support_tier,strong,template_residual_cnn,0.6652115742210531,58669,-0.010324932790899093,0.04060550381457315,0.198571992363151,0.8713460260103292,0.9345480577477032,"[-0.012737660688995968, -0.006751337147253956]","[0.03627777183645317, 0.04496339699429149]","[0.15514507180821044, 0.22606649694014208]","[0.8394444791002115, 0.9167721890956748]","[0.9166278944032644, 0.9598866810387195]"
support_tier,unsupported,peak_loglinear,0.13146854732640936,11595,-0.049811807039057215,0.3298621091220579,2.7470168333026597,0.029840448469167745,0.4367399741267788,"[-0.219466893257296, 0.21601108624642743]","[0.2972847360514334, 0.34604577517703655]","[1.6878422511717521, 3.713696710453233]","[0.02828152561717993, 0.03213904063588912]","[0.41133297857441964, 0.4705380706226052]"
support_tier,unsupported,integral_loglinear,0.13146854732640936,11595,-0.12827446594406164,0.18255034694710945,1.6938948888245091,0.04372574385510996,0.9131522207848211,"[-0.17176650828517392, -0.12492154188494155]","[0.1772485024635752, 0.1840435296100752]","[1.1474082326944972, 2.3112101555533555]","[0.03008028317056904, 0.05512549734004026]","[0.8931872405379314, 0.9349800657074903]"
support_tier,unsupported,template_scale_loglinear,0.13146854732640936,11595,-0.35204408183520336,0.5446979131805465,0.8094619777481752,0.037516170763260026,0.30564898663216905,"[-0.5252335209667237, -0.26651236065193706]","[0.5268403504100668, 0.5492183528496931]","[0.6810145942827752, 0.9934079418822586]","[0.026703578356851734, 0.05321219437953802]","[0.26152105262539693, 0.3723631192225646]"
support_tier,unsupported,strong_huber_transfer,0.13146854732640936,11595,0.0124290214863058,0.04883152030184147,0.26386804595179325,0.8698576972833117,0.9113410952996982,"[0.0059569574893750974, 0.019344156689162624]","[0.04635773597559004, 0.052458050650722295]","[0.21301475429776515, 0.3022876821983957]","[0.8301326179036351, 0.9055104470329083]","[0.8822650183969281, 0.9386187938971751]"
support_tier,unsupported,ridge,0.13146854732640936,11595,-0.006818487412862046,0.0240999911056642,3.3656581089850874,0.9100474342388961,0.9327296248382924,"[-0.007964627281830913, -0.005433763689147182]","[0.0221110625096142, 0.026379857315197205]","[1.0857907386857961, 5.602863779664654]","[0.8846262550418388, 0.9346464816118358]","[0.911863964429739, 0.9536895783437017]"
support_tier,unsupported,gradient_boosted_trees,0.13146854732640936,11595,-0.011736103837216955,0.03464092401965707,0.8284624755327071,0.8946097455799914,0.968175937904269,"[-0.017151442843572555, -0.004956615709544634]","[0.03000483745994699, 0.04082466542644016]","[0.47182369459267276, 1.2236725547449177]","[0.8502608535307946, 0.9268851303735025]","[0.9516384147053664, 0.9815010570824524]"
support_tier,unsupported,mlp,0.13146854732640936,11595,-0.004680079882076973,0.033400641334237834,4.023695762546099,0.8677015955153083,0.9354894351013368,"[-0.007808833573396431, -0.001180389179014896]","[0.03138977631659999, 0.03565902924928716]","[1.7142434794386854, 6.259322234753374]","[0.8426255477506442, 0.8865086005070196]","[0.9116318760644323, 0.953572737196897]"
support_tier,unsupported,saturation_knockout_hgb,0.13146854732640936,11595,-0.018605104848075052,0.0460221622516428,0.7383503291185824,0.8634756360500215,0.9647261750754635,"[-0.024019254533517605, -0.012793217682895906]","[0.03691718440875817, 0.05455861006407673]","[0.4428871009983028, 0.9835563384507853]","[0.8298851179481515, 0.904001361005859]","[0.9487811371624574, 0.9799767766205048]"
support_tier,unsupported,shuffled_target_hgb,0.13146854732640936,11595,-0.5413846887651068,0.7580397711184448,0.7194351345892396,0.00983182406209573,0.03130659767141009,"[-0.7424910595160766, -0.445043308386137]","[0.7400894775111188, 0.762701119202004]","[0.6936744685905281, 0.7493480186740232]","[0.007011320715995833, 0.012767184628743362]","[0.022186531006470098, 0.04262294275657077]"
support_tier,unsupported,1d_cnn,0.13146854732640936,11595,-0.04259278301941782,0.13382739288766526,0.9549228513234295,0.6130228546787408,0.8362225097024579,"[-0.05208333270987173, -0.03367775560553266]","[0.10443314668370772, 0.1556376711414373]","[0.27331286428555196, 1.47949062473974]","[0.5712938799097372, 0.6679072018185527]","[0.8054240780251138, 0.8638100674419977]"
support_tier,unsupported,template_residual_cnn,0.13146854732640936,11595,-0.05954195417277076,0.14033765052168948,0.4849070325309564,0.6068995256576111,0.9157395429064252,"[-0.07270293261984784, -0.050104866728997895]","[0.10014265785907132, 0.15238164488748576]","[0.23643037676138093, 0.7218353323990314]","[0.5442532800865983, 0.6796799586346556]","[0.8890385327469736, 0.9438698467847968]"
saturation_bin,deep_500_1500,peak_loglinear,0.025783482244092704,2274,0.3688925867722508,0.4154329032003021,2.495140279789162,0.007036059806508356,0.05760773966578716,"[0.3634061800143106, 0.38674124678640337]","[0.4049179600060388, 0.44055564609030184]","[1.1598913432926794, 3.7993354569367144]","[0.003716539489863451, 0.011261495434536771]","[0.03844236264493974, 0.07897161570698805]"
saturation_bin,deep_500_1500,integral_loglinear,0.025783482244092704,2274,-0.1847531237502889,0.1877189091621734,1.3964902850105023,0.04353562005277045,0.8803869832893579,"[-0.18578147445290485, -0.18348373347359107]","[0.18738722109493913, 0.18878189135263684]","[0.6920364179481819, 2.200061727882942]","[0.021034315152651605, 0.06799639958396395]","[0.8290234747344851, 0.9239710964498901]"
saturation_bin,deep_500_1500,template_scale_loglinear,0.025783482244092704,2274,-0.5527389695892694,0.5590356586645634,0.8387810921315596,0.0079155672823219,0.024186455584872472,"[-0.5543767012937767, -0.5489363701398868]","[0.5578634964367322, 0.5600199875227717]","[0.6425022772621976, 1.0870222032251886]","[0.003843356175402568, 0.014260849973467878]","[0.012885814090787179, 0.039068565120267115]"
saturation_bin,deep_500_1500,strong_huber_transfer,0.025783482244092704,2274,0.03132553464117063,0.06351687343491746,0.30865039845427916,0.8183817062445031,0.872471416007036,"[0.018053482485664296, 0.03614449262578146]","[0.0588840616881734, 0.0856424376806541]","[0.2628339866646009, 0.3908805954650607]","[0.6976700933141919, 0.8787889657190415]","[0.7904357000993049, 0.9106391493199213]"
saturation_bin,deep_500_1500,ridge,0.025783482244092704,2274,-0.017004552361390868,0.030731501333549047,0.23594877885315982,0.8803869832893579,0.9036939313984169,"[-0.02056681898272025, -0.014492872646791072]","[0.027967294976704603, 0.0362725999868934]","[0.19890360519742095, 0.2884884758653976]","[0.8185618694716874, 0.9184301473961681]","[0.8548825216718803, 0.933277638390452]"
saturation_bin,deep_500_1500,gradient_boosted_trees,0.025783482244092704,2274,-0.034509657262125695,0.047941802873989664,0.6610009137137492,0.862796833773087,0.9481090589270009,"[-0.03831195514002296, -0.03213781792490041]","[0.04329379952111331, 0.05893885914466397]","[0.2856543085493662, 1.044314219030488]","[0.7975719414021463, 0.9147657546312454]","[0.9191102304131418, 0.9757866336232479]"
saturation_bin,deep_500_1500,mlp,0.025783482244092704,2274,-0.003892176656118425,0.04725600999202926,0.48142277277449597,0.8298153034300791,0.9085312225153914,"[-0.02216456648690701, 0.00079124339495556]","[0.03557946646817174, 0.08127363683601602]","[0.2550138392317947, 0.7623967859502457]","[0.7359272601658112, 0.8903028804908903]","[0.8626692487694666, 0.9369247388442579]"
saturation_bin,deep_500_1500,saturation_knockout_hgb,0.025783482244092704,2274,-0.05934699495933824,0.07171216923398553,0.5490719334646157,0.8333333333333334,0.9362357080035181,"[-0.06273854194870374, -0.05674267365608139]","[0.06790347241740267, 0.07922338559365208]","[0.1880923197662469, 0.852383676109908]","[0.7627044216496088, 0.8850270081971991]","[0.8922637408348053, 0.9662155814197337]"
saturation_bin,deep_500_1500,shuffled_target_hgb,0.025783482244092704,2274,-0.7668061355531242,0.7722195607223794,0.8104731426809925,0.002638522427440633,0.008795074758135445,"[-0.7675160886357618, -0.7635226866481384]","[0.7703484190657757, 0.7727973983129763]","[0.7698445548098424, 0.9051907758742823]","[0.0, 0.008109045576023183]","[0.003758860978583146, 0.017628997618566462]"
saturation_bin,deep_500_1500,1d_cnn,0.025783482244092704,2274,-0.08121877223204144,0.13630393636136148,0.2864181009477963,0.519349164467898,0.8887423043095867,"[-0.08930287106211879, -0.07025211149261595]","[0.12773283251851733, 0.15185240237862427]","[0.243100025315759, 0.3462654390766587]","[0.4741247224980551, 0.5524776428941267]","[0.8381330685203575, 0.9240664348943878]"
saturation_bin,deep_500_1500,template_residual_cnn,0.025783482244092704,2274,-0.15775692945092884,0.1757648965312681,0.2848797413264591,0.079155672823219,0.8905013192612137,"[-0.1636632447944066, -0.15309105011300883]","[0.16913209100279022, 0.18625153607541386]","[0.25158672364186324, 0.33460739542989604]","[0.06722866112038936, 0.10680200224927142]","[0.8325153244854347, 0.9226750671091074]"
saturation_bin,edge_0_500,peak_loglinear,0.0185269173205134,1634,0.24557006667102688,0.2733476600968055,2.9968961884131304,0.02876376988984088,0.5354957160342717,"[0.2397538154354716, 0.2630340384543904]","[0.26115040842459614, 0.2928759052978181]","[1.586233384527569, 3.96543415400384]","[0.018795412815390836, 0.04856276280416351]","[0.44067176164888006, 0.5969885408352738]"
saturation_bin,edge_0_500,integral_loglinear,0.0185269173205134,1634,-0.17729036934102682,0.18405131955012186,1.78422962058062,0.04222766217870257,0.8990208078335373,"[-0.17820410020062072, -0.1755526567862286]","[0.18268896389081934, 0.1867719642645648]","[1.1231567958397397, 2.366188586593542]","[0.017938974591651544, 0.07333179297597042]","[0.8401032247926958, 0.9403113763678511]"
saturation_bin,edge_0_500,template_scale_loglinear,0.0185269173205134,1634,-0.5377511865129234,0.5438025250451424,1.008384038225866,0.009179926560587515,0.027539779681762546,"[-0.5392620110744138, -0.5344089815031394]","[0.5423870950221745, 0.5442878158985475]","[0.6427158271916402, 1.283249669875387]","[0.0023537508021751613, 0.018313656548713482]","[0.0106000144412919, 0.047223746065814025]"
saturation_bin,edge_0_500,strong_huber_transfer,0.0185269173205134,1634,0.02546547293182958,0.052873888976500985,0.22794874755219838,0.8488372093023255,0.9192166462668299,"[0.016974812584284023, 0.030693141187301782]","[0.04746509385249814, 0.06396057704636755]","[0.16615647288473562, 0.28784997364282994]","[0.7665876321739143, 0.9184235989101928]","[0.8693411936760063, 0.9592161202387148]"
saturation_bin,edge_0_500,ridge,0.0185269173205134,1634,-0.02157561896742336,0.03803780461907597,0.17547763738629332,0.9192166462668299,0.9498164014687882,"[-0.025180691718100917, -0.018446580865342548]","[0.031060962288986096, 0.044098182462702085]","[0.11791586522598882, 0.22701646635851053]","[0.8802478533955606, 0.9559763357557475]","[0.9198606419876226, 0.9752465263494675]"
saturation_bin,edge_0_500,gradient_boosted_trees,0.0185269173205134,1634,-0.028885237906702124,0.040969824878441696,0.8585789231541434,0.901468788249694,0.9583843329253366,"[-0.03283398894349292, -0.026932055953858586]","[0.03693944961525983, 0.04892698766182693]","[0.4725084997268201, 1.276673844948791]","[0.8469233558994197, 0.9388484465215469]","[0.9302882756754369, 0.976691594175417]"
saturation_bin,edge_0_500,mlp,0.0185269173205134,1634,0.04146077896639702,0.09411886377197246,2.005795215349393,0.7056303549571603,0.9504283965728274,"[0.027463468780211487, 0.0517748709282815]","[0.08663003016360844, 0.10006335829003457]","[0.8604985958653681, 2.744296701319043]","[0.6796932320249656, 0.7249495628782784]","[0.9212486788021139, 0.972391039749233]"
saturation_bin,edge_0_500,saturation_knockout_hgb,0.0185269173205134,1634,-0.0255040908592626,0.038691617337795074,0.8861249993644995,0.9008567931456548,0.9589963280293757,"[-0.029628331935148383, -0.023924065858660554]","[0.035325437030535096, 0.04749033493538717]","[0.5110350106699564, 1.3375378783846097]","[0.8422341617961593, 0.9319327272963983]","[0.92823016202742, 0.9751262728268303]"
saturation_bin,edge_0_500,shuffled_target_hgb,0.0185269173205134,1634,-0.7525143131941779,0.7585787702463818,0.8931012431638248,0.004895960832313341,0.012239902080783354,"[-0.7543770773922785, -0.7501948332160409]","[0.7573936631172289, 0.7594775736381243]","[0.7888019035639888, 1.010163067576358]","[0.0017762267474597197, 0.009490976642344268]","[0.007642812540779318, 0.0202708243135094]"
saturation_bin,edge_0_500,1d_cnn,0.0185269173205134,1634,-0.24009695926063412,0.27246811829215606,0.2907693581472705,0.03916768665850673,0.5483476132190942,"[-0.250858984255471, -0.2317687212126639]","[0.26438757534389656, 0.2857349406832541]","[0.26335732110125887, 0.3274134517037731]","[0.02760372607571796, 0.05806568250764679]","[0.4866510329025098, 0.6088780968894811]"
saturation_bin,edge_0_500,template_residual_cnn,0.0185269173205134,1634,-0.17024539616696843,0.1869992740736786,0.2557911225159572,0.05324357405140759,0.8971848225214198,"[-0.1762048231410742, -0.16633333043764667]","[0.1802477053327385, 0.1955870593898626]","[0.2203729814116945, 0.30005627528049783]","[0.03850900866547612, 0.08210046392577187]","[0.8472380307744807, 0.9416909620991254]"
saturation_bin,extreme_ge1500,peak_loglinear,0.016338609460746518,1441,0.5417930972915627,0.5887001299029523,6.348095035391334,0.0,0.004857737682165163,"[0.5360504562507784, 0.5491413137247613]","[0.5812122367276635, 0.6026717274986223]","[3.5810318088093314, 10.496785253560644]","[0.0, 0.0]","[0.002030448982606654, 0.009968296572619054]"
saturation_bin,extreme_ge1500,integral_loglinear,0.016338609460746518,1441,-0.18685305345207998,0.18898323736948033,4.012564219472091,0.0395558639833449,0.721027064538515,"[-0.1868777187893543, -0.18675504254102246]","[0.1877734848009045, 0.27519575563061566]","[1.8204065265709957, 6.626366797873798]","[0.018506027154472977, 0.06231045081967213]","[0.662921658259773, 0.7837393816086492]"
saturation_bin,extreme_ge1500,template_scale_loglinear,0.016338609460746518,1441,-0.5725631446106723,0.5822180445697936,1.5471405110638765,0.005551700208188758,0.01179736294240111,"[-0.5747489727687635, -0.5712240660688261]","[0.5778535970762918, 0.6072701493487576]","[1.0470891365925976, 2.4025334859566327]","[0.0027104810778095932, 0.007798463356973995]","[0.007561492514661723, 0.019808293895885138]"
saturation_bin,extreme_ge1500,strong_huber_transfer,0.016338609460746518,1441,0.03184526987496904,0.21394086306158777,0.5368229963872236,0.6238723108952117,0.684941013185288,"[-0.004962361714312907, 0.041979350623692534]","[0.0924787739793196, 0.9927687006333077]","[0.4784821631482787, 0.5901936096499611]","[0.5412086398746496, 0.7115101904082647]","[0.6122892535816997, 0.759106312918955]"
saturation_bin,extreme_ge1500,ridge,0.016338609460746518,1441,-0.008631374738715785,0.06437899927917078,9.540062143316359,0.6932685634975712,0.7057598889659958,"[-0.015417393713314635, -0.004129675056525304]","[0.032191999036338736, 0.719914180103666]","[0.444539249584862, 16.303416765923807]","[0.6146640252284304, 0.7707682441110864]","[0.63265848629417, 0.7772251824577872]"
saturation_bin,extreme_ge1500,gradient_boosted_trees,0.016338609460746518,1441,-0.08179492760425791,0.14443770195587394,1.99095159521931,0.5919500346981263,0.922970159611381,"[-0.09475035581428327, -0.06943175505830664]","[0.09447748996373367, 0.17190880758551383]","[0.9508058762910282, 3.3155757119299705]","[0.49381683868042775, 0.7136647717867834]","[0.8942810521763064, 0.9602173130465662]"
saturation_bin,extreme_ge1500,mlp,0.016338609460746518,1441,-0.032196641584199576,0.14581058648483286,11.19485035000939,0.6523247744621791,0.7113115891741846,"[-0.04997111567822536, -0.01808163552770563]","[0.05434406671642542, 0.6030425416981143]","[3.9837251485996523, 21.174109314455446]","[0.5728158824036059, 0.7388955779243549]","[0.6385556268814787, 0.7737693574491936]"
saturation_bin,extreme_ge1500,saturation_knockout_hgb,0.016338609460746518,1441,-0.11212508412175554,0.1604765128767095,1.7282890884255977,0.39070090215128384,0.9132546842470507,"[-0.13008302965734825, -0.10099867055488465]","[0.12518438472912707, 0.18180138038883265]","[0.7260340057407504, 3.1591706331020104]","[0.30044728714158886, 0.4849099276662002]","[0.8792697070205563, 0.9474799816099]"
saturation_bin,extreme_ge1500,shuffled_target_hgb,0.016338609460746518,1441,-0.7860230246005898,0.7917210914836816,1.005944148232586,0.002775850104094379,0.004163775156141568,"[-0.7880651873742155, -0.7846573500875692]","[0.7891379525624708, 0.7948212665174881]","[0.8591732596049564, 1.2372758355749758]","[0.0006198303019957169, 0.006505995810156758]","[0.001619324153878495, 0.007567069780372533]"
saturation_bin,extreme_ge1500,1d_cnn,0.016338609460746518,1441,0.15125197194216283,0.41731262303580674,2.656548455928266,0.09854267869535045,0.4607911172796669,"[0.13589714369750988, 0.15903577110270153]","[0.35584037763706877, 0.7137610863240905]","[0.5346434843122074, 4.740655263450456]","[0.07765430152913536, 0.11819079768032707]","[0.41272559252011304, 0.5053638624507409]"
saturation_bin,extreme_ge1500,template_residual_cnn,0.016338609460746518,1441,-0.06228505648606445,0.13099531756656113,1.2838934217154039,0.6169326856349757,0.7002081887578071,"[-0.08090880112297064, -0.053450331670679065]","[0.09624080429163064, 0.6774974269260604]","[0.4428332668245014, 2.2895121522051554]","[0.5193519081149992, 0.6972981896521465]","[0.6188091861950014, 0.7737939368415759]"
saturation_bin,none,peak_loglinear,0.9393509909746474,82847,-0.23074825741550775,0.32796170343209907,1.7781779660832113,0.1225391384117711,0.47993288833633085,"[-0.2359738409845169, -0.2261483308773947]","[0.28257226296599397, 0.37185353931441223]","[1.4411449009981767, 1.9888479456528891]","[0.10792890497166385, 0.14646019388537942]","[0.4402188210030081, 0.5374945391284656]"
saturation_bin,none,integral_loglinear,0.9393509909746474,82847,-0.12146208787769663,0.1540762185892261,1.6259319225664646,0.16136975388366506,0.8632418796094005,"[-0.1297381400470204, -0.11663765740669958]","[0.15262640798501012, 0.15552317275482516]","[1.2328618078039422, 1.8359451974849448]","[0.13859902076319122, 0.18052101981996455]","[0.8265181690916873, 0.918609113200508]"
saturation_bin,none,template_scale_loglinear,0.9393509909746474,82847,-0.24721587646115842,0.4839820735885293,1.5372834173544303,0.1485992250775526,0.26898982461646165,"[-0.3001587175434682, -0.19947978519574683]","[0.4731392173489363, 0.4895799302615237]","[1.2412966991862864, 1.741287441941802]","[0.1346828303503955, 0.16034828104245902]","[0.23925636912269285, 0.28945509444679796]"
saturation_bin,none,strong_huber_transfer,0.9393509909746474,82847,0.005413828950662456,0.03955367523680347,0.29082961709992516,0.8855601289123324,0.9326227865824954,"[0.003151354129488876, 0.008021833689751443]","[0.0351273961327939, 0.044548369208831595]","[0.2322376520663862, 0.3410358726151782]","[0.855240065186708, 0.9196941229819025]","[0.9144601792571879, 0.9539242137357127]"
saturation_bin,none,ridge,0.9393509909746474,82847,-0.0019321765242139033,0.02615729894443724,27.55282959457603,0.9106787210158485,0.9691841587504677,"[-0.003097476910800785, -0.0008069765301603446]","[0.024408395124787197, 0.028144254416422605]","[12.723601950519994, 38.95223302802199]","[0.8887001105033355, 0.9359274576850429]","[0.9622000855215449, 0.9774717640957841]"
saturation_bin,none,gradient_boosted_trees,0.9393509909746474,82847,0.0040254453416434036,0.019659500425134986,0.08328828323724176,0.9451519065264886,0.9849964392192837,"[0.0036734256433617685, 0.004412950506882077]","[0.017455486583518177, 0.022088380898594134]","[0.0649675198741735, 0.09793097387448191]","[0.9308367847958351, 0.9637925055339347]","[0.9799347561595889, 0.9901415772944173]"
saturation_bin,none,mlp,0.9393509909746474,82847,-0.0005037009508141406,0.022326622493960946,0.4379502560198251,0.9480970946443444,0.9868070056851787,"[-0.0016376190038512293, 0.0005813523541705764]","[0.02121970967666544, 0.023761281907691233]","[0.1468245070417261, 0.6898259162196607]","[0.9324402832124563, 0.9615504145792673]","[0.9813796852528688, 0.9910711968230073]"
saturation_bin,none,saturation_knockout_hgb,0.9393509909746474,82847,0.0032821210776011528,0.021137464834300547,0.08604507399301248,0.94248433860007,0.9840066628845945,"[0.002844039412393551, 0.003642301009858564]","[0.018936448065447396, 0.023162468030223593]","[0.06997035437672348, 0.09936554901052869]","[0.926654392388679, 0.9584376756179583]","[0.9783441891524489, 0.9894681009175623]"
