method,n_eval,time_res68_samples,time_mae_samples,external_closure_loss,composite_loss,good_recovery_rate,recover_utility_vs_veto0
traditional_late_template,206,0.2312673568725586,1.107774839239213,1.107774839239213,1.107774839239213,0.8932038834951457,0.5731260894861037
ridge,206,1.128575897216797,1.2207433297796157,1.2207433297796157,1.2207433297796157,0.7475728155339806,0.1511884798123998
gradient_boosted_trees,206,0.29125633239746096,0.5052545464154586,0.5052545464154586,0.5052545464154586,0.9514563106796117,0.7149172773638975
mlp,206,0.4569540977478026,0.8873211504186241,0.8873211504186241,0.8873211504186241,0.9271844660194175,0.47948297644124444
cnn_1d,206,0.564114475250244,0.6661470422466982,0.6661470422466982,0.6661470422466982,0.9223300970873787,0.6072706912327739
late_gated_cnn_new,206,0.4701969146728514,0.6421724847219523,0.6421724847219523,0.6421724847219523,0.9174757281553398,0.6137817984645806
