model,alpha,fold,sigma68_ns,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,alpha_global,alpha_dev,n_pair_residuals
hgb,,-1,1.5122712918288288,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8998762308768569,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3497807325255928,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.284665457596335,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5114408069995948,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8794518193804302,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4058415588552586,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3473726217541644,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5442219999966176,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8590821874439247,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3999657874111886,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3436361674343194,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.534228047429811,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8790830643113243,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3267780739718784,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.247683237979748,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.4845147920876502,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8640762684897245,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3289082777861323,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.246604769951809,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.479863105409222,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8517089175415067,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3799315871132618,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3013782213664142,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.511006242007061,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8545676921298688,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3891026729459581,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3004285835557554,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5146996495438607,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9059660864344072,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3975749036708944,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3310552006337282,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.54486539691301,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9178920480147306,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3986467131545424,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.350922260624229,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.555820340597834,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9041823321709244,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4491575056384132,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3707671976492612,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5747023451528663,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8750274638114561,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4579608831715807,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.386007813014629,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.572998719999222,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,2.073468661955735,,,,,,,0.1,10.0,2799.0
hierarchical_shrinkage,,1,1.339364584653934,,,,,,,0.1,10.0,2838.0
hierarchical_shrinkage,,2,1.4953779833992122,,,,,,,0.1,10.0,3399.0
hierarchical_shrinkage,,-1,1.6360704100029604,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,2.0809089981270645,,,,,,,0.1,100.0,2799.0
hierarchical_shrinkage,,1,1.343565973069275,,,,,,,0.1,100.0,2838.0
hierarchical_shrinkage,,2,1.472950287957899,,,,,,,0.1,100.0,3399.0
hierarchical_shrinkage,,-1,1.6324750863847461,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,2.0879472044291276,,,,,,,0.1,1000.0,2799.0
hierarchical_shrinkage,,1,1.3434715096638117,,,,,,,0.1,1000.0,2838.0
hierarchical_shrinkage,,2,1.4273183335695176,,,,,,,0.1,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6195790158874857,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,2.091778800865006,,,,,,,0.1,10000.0,2799.0
hierarchical_shrinkage,,1,1.33156784083429,,,,,,,0.1,10000.0,2838.0
hierarchical_shrinkage,,2,1.3855524281958316,,,,,,,0.1,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6029663566317092,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,2.0095818241529355,,,,,,,1.0,10.0,2799.0
hierarchical_shrinkage,,1,1.3647488529944414,,,,,,,1.0,10.0,2838.0
hierarchical_shrinkage,,2,1.4476613838331636,,,,,,,1.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.6073306869935136,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,2.076129164096413,,,,,,,1.0,100.0,2799.0
hierarchical_shrinkage,,1,1.4191456304349501,,,,,,,1.0,100.0,2838.0
hierarchical_shrinkage,,2,1.474914646877365,,,,,,,1.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.6567298138029092,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,2.0871405582660514,,,,,,,1.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.4150187254968576,,,,,,,1.0,1000.0,2838.0
hierarchical_shrinkage,,2,1.438871836589791,,,,,,,1.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6470103734509,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0964786047722352,,,,,,,1.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.402327827917893,,,,,,,1.0,10000.0,2838.0
hierarchical_shrinkage,,2,1.4001161130908937,,,,,,,1.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6329741819270074,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.5321135062493356,,,,,,,10.0,10.0,2799.0
hierarchical_shrinkage,,1,1.0308957794942701,,,,,,,10.0,10.0,2838.0
hierarchical_shrinkage,,2,1.0999623094842481,,,,,,,10.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.220990531742618,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,2.00775996641732,,,,,,,10.0,100.0,2799.0
hierarchical_shrinkage,,1,1.37793281660185,,,,,,,10.0,100.0,2838.0
hierarchical_shrinkage,,2,1.4175207611212268,,,,,,,10.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.6010711813801324,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,2.079246060027849,,,,,,,10.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.416081177053785,,,,,,,10.0,1000.0,2838.0
hierarchical_shrinkage,,2,1.426507095002299,,,,,,,10.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.6406114440279778,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,2.0953490975439717,,,,,,,10.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.4091824095079062,,,,,,,10.0,10000.0,2838.0
hierarchical_shrinkage,,2,1.3959666925773537,,,,,,,10.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.6334993998764105,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.462035866876222,,,,,,,100.0,10.0,2799.0
hierarchical_shrinkage,,1,1.92806954841321,,,,,,,100.0,10.0,2838.0
hierarchical_shrinkage,,2,1.9549699599435744,,,,,,,100.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.7816917917443353,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,1.4833661456503595,,,,,,,100.0,100.0,2799.0
hierarchical_shrinkage,,1,1.0645405504840557,,,,,,,100.0,100.0,2838.0
hierarchical_shrinkage,,2,1.0703372039105705,,,,,,,100.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.2060813000149953,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.9815524534033073,,,,,,,100.0,1000.0,2799.0
hierarchical_shrinkage,,1,1.2893933880391106,,,,,,,100.0,1000.0,2838.0
hierarchical_shrinkage,,2,1.2848269737644833,,,,,,,100.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.5185909384023004,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,2.068699429136796,,,,,,,100.0,10000.0,2799.0
hierarchical_shrinkage,,1,1.3373847366447476,,,,,,,100.0,10000.0,2838.0
hierarchical_shrinkage,,2,1.3108292558943435,,,,,,,100.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.5723044738919623,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,1.5995096453738324,,,,,,,,,
ridge,0.01,1,1.6479900669763445,,,,,,,,,
ridge,0.01,2,1.6897274846118644,,,,,,,,,
ridge,0.01,-1,1.6457423989873472,,,,,,,,,
ridge,0.1,0,1.5990682560884542,,,,,,,,,
ridge,0.1,1,1.647633260003475,,,,,,,,,
ridge,0.1,2,1.6885355573474492,,,,,,,,,
ridge,0.1,-1,1.6450790244797926,,,,,,,,,
ridge,1.0,0,1.5976576970363403,,,,,,,,,
ridge,1.0,1,1.6408202937937544,,,,,,,,,
ridge,1.0,2,1.677246722735462,,,,,,,,,
ridge,1.0,-1,1.6385749045218523,,,,,,,,,
ridge,10.0,0,1.583226754363742,,,,,,,,,
ridge,10.0,1,1.615207986824106,,,,,,,,,
ridge,10.0,2,1.669423359123273,,,,,,,,,
ridge,10.0,-1,1.6226193667703737,,,,,,,,,
ridge,100.0,0,1.5080223324277333,,,,,,,,,
ridge,100.0,1,1.562710024082632,,,,,,,,,
ridge,100.0,2,1.5757706684778827,,,,,,,,,
ridge,100.0,-1,1.5488343416627492,,,,,,,,,
hgb,,0,1.1970758297237196,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.339900368054999,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.2521412521082511,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.2630391499623232,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.192118249233553,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3335849074585087,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.26002383493124,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.2619089972077673,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.2192226064370513,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3424948728046349,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.255968965912248,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.2725621483846448,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.2250024940091089,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3462803894760251,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.265355462939404,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.2788794488081792,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.415979518620061,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.502555427090997,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.446586416429629,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.4550404540468957,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.4011926575552278,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4958727959828166,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4493076879224716,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.4487910471535053,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.4731608855180112,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.5552284535848369,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.469588377945132,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.49932590568266,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.4744872205564397,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.5449505062946522,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4741263509283478,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.4978546925931466,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.35817038318794,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.477557539690552,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.4441768637612593,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.4266349288799172,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.3572937372032448,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4817517697266263,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4412672559022204,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.4267709209440305,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.4378360477662184,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.5315885974855645,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.4475658275187988,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.472330157590194,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.4434501568199776,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.5146254453195398,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4338342171943905,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.463969939777969,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.4671747239705422,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.5244367730812256,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.4657861102118437,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.4857992024212037,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.4702489184932397,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.5505857629287871,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.4812359309994827,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5006902041405032,100.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.5471277666686418,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.6052941800517975,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.5016982674727224,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.551373404731054,100.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.527007920414393,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.579127252250551,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.506667363720812,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5376008454619186,100.0,0.08,15.0,0.1,64.0,20260610.0,,,
hierarchical_shrinkage,,0,1.5084636825296787,,,,,,,0.1,10.0,2622.0
hierarchical_shrinkage,,1,1.4979060506641013,,,,,,,0.1,10.0,2640.0
hierarchical_shrinkage,,2,1.5966989860137608,,,,,,,0.1,10.0,3399.0
hierarchical_shrinkage,,-1,1.5343562397358468,,,,,,,0.1,10.0,0.0
hierarchical_shrinkage,,0,1.5032949441937224,,,,,,,0.1,100.0,2622.0
hierarchical_shrinkage,,1,1.506677411955139,,,,,,,0.1,100.0,2640.0
hierarchical_shrinkage,,2,1.587208493514848,,,,,,,0.1,100.0,3399.0
hierarchical_shrinkage,,-1,1.53239361655457,,,,,,,0.1,100.0,0.0
hierarchical_shrinkage,,0,1.4831732037205476,,,,,,,0.1,1000.0,2622.0
hierarchical_shrinkage,,1,1.5239862482469022,,,,,,,0.1,1000.0,2640.0
hierarchical_shrinkage,,2,1.58516276974093,,,,,,,0.1,1000.0,3399.0
hierarchical_shrinkage,,-1,1.5307740739027933,,,,,,,0.1,1000.0,0.0
hierarchical_shrinkage,,0,1.4782522469771946,,,,,,,0.1,10000.0,2622.0
hierarchical_shrinkage,,1,1.5324365970280536,,,,,,,0.1,10000.0,2640.0
hierarchical_shrinkage,,2,1.5881941318022537,,,,,,,0.1,10000.0,3399.0
hierarchical_shrinkage,,-1,1.532960991935834,,,,,,,0.1,10000.0,0.0
hierarchical_shrinkage,,0,1.4434659239930223,,,,,,,1.0,10.0,2622.0
hierarchical_shrinkage,,1,1.4590463531209115,,,,,,,1.0,10.0,2640.0
hierarchical_shrinkage,,2,1.5337898262840084,,,,,,,1.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.478767367799314,,,,,,,1.0,10.0,0.0
hierarchical_shrinkage,,0,1.5007974578884866,,,,,,,1.0,100.0,2622.0
hierarchical_shrinkage,,1,1.5234960561733324,,,,,,,1.0,100.0,2640.0
hierarchical_shrinkage,,2,1.5866348803519241,,,,,,,1.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.5369761314712476,,,,,,,1.0,100.0,0.0
hierarchical_shrinkage,,0,1.4880789294109744,,,,,,,1.0,1000.0,2622.0
hierarchical_shrinkage,,1,1.5513413780603962,,,,,,,1.0,1000.0,2640.0
hierarchical_shrinkage,,2,1.5972400756511584,,,,,,,1.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.545553461040843,,,,,,,1.0,1000.0,0.0
hierarchical_shrinkage,,0,1.48417497690295,,,,,,,1.0,10000.0,2622.0
hierarchical_shrinkage,,1,1.5638269066688815,,,,,,,1.0,10000.0,2640.0
hierarchical_shrinkage,,2,1.598101058843217,,,,,,,1.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.548700980805016,,,,,,,1.0,10000.0,0.0
hierarchical_shrinkage,,0,1.062948542651467,,,,,,,10.0,10.0,2622.0
hierarchical_shrinkage,,1,1.119741161616255,,,,,,,10.0,10.0,2640.0
hierarchical_shrinkage,,2,1.1799072841273468,,,,,,,10.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.1208656627983562,,,,,,,10.0,10.0,0.0
hierarchical_shrinkage,,0,1.4231783475389825,,,,,,,10.0,100.0,2622.0
hierarchical_shrinkage,,1,1.478559509993944,,,,,,,10.0,100.0,2640.0
hierarchical_shrinkage,,2,1.5161186396404187,,,,,,,10.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.472618832391115,,,,,,,10.0,100.0,0.0
hierarchical_shrinkage,,0,1.476581271667592,,,,,,,10.0,1000.0,2622.0
hierarchical_shrinkage,,1,1.550678382939811,,,,,,,10.0,1000.0,2640.0
hierarchical_shrinkage,,2,1.5827486820338654,,,,,,,10.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.5366694455470895,,,,,,,10.0,1000.0,0.0
hierarchical_shrinkage,,0,1.4791775759446146,,,,,,,10.0,10000.0,2622.0
hierarchical_shrinkage,,1,1.564613331921416,,,,,,,10.0,10000.0,2640.0
hierarchical_shrinkage,,2,1.5926300265590476,,,,,,,10.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.5454736448083597,,,,,,,10.0,10000.0,0.0
hierarchical_shrinkage,,0,1.7169814150993177,,,,,,,100.0,10.0,2622.0
hierarchical_shrinkage,,1,1.853163946058999,,,,,,,100.0,10.0,2640.0
hierarchical_shrinkage,,2,1.8716956909797458,,,,,,,100.0,10.0,3399.0
hierarchical_shrinkage,,-1,1.8139470173793544,,,,,,,100.0,10.0,0.0
hierarchical_shrinkage,,0,0.9952933308062626,,,,,,,100.0,100.0,2622.0
hierarchical_shrinkage,,1,1.1111630222979394,,,,,,,100.0,100.0,2640.0
hierarchical_shrinkage,,2,1.1331554879744505,,,,,,,100.0,100.0,3399.0
hierarchical_shrinkage,,-1,1.0798706136928842,,,,,,,100.0,100.0,0.0
hierarchical_shrinkage,,0,1.3284417084915325,,,,,,,100.0,1000.0,2622.0
hierarchical_shrinkage,,1,1.4162051005398022,,,,,,,100.0,1000.0,2640.0
hierarchical_shrinkage,,2,1.4256650710422427,,,,,,,100.0,1000.0,3399.0
hierarchical_shrinkage,,-1,1.3901039600245257,,,,,,,100.0,1000.0,0.0
hierarchical_shrinkage,,0,1.4166455323613327,,,,,,,100.0,10000.0,2622.0
hierarchical_shrinkage,,1,1.5058521843559054,,,,,,,100.0,10000.0,2640.0
hierarchical_shrinkage,,2,1.5216637616565771,,,,,,,100.0,10000.0,3399.0
hierarchical_shrinkage,,-1,1.4813871594579384,,,,,,,100.0,10000.0,0.0
ridge,0.01,0,2.090125369476577,,,,,,,,,
ridge,0.01,1,1.3946103025693217,,,,,,,,,
ridge,0.01,2,1.5326361002677251,,,,,,,,,
ridge,0.01,-1,1.6724572574378744,,,,,,,,,
ridge,0.1,0,2.0908320785490373,,,,,,,,,
ridge,0.1,1,1.393946731083752,,,,,,,,,
ridge,0.1,2,1.5326317790009114,,,,,,,,,
ridge,0.1,-1,1.6724701962112336,,,,,,,,,
ridge,1.0,0,2.091717619892924,,,,,,,,,
ridge,1.0,1,1.390534078960889,,,,,,,,,
ridge,1.0,2,1.5325781804637708,,,,,,,,,
ridge,1.0,-1,1.671609959772528,,,,,,,,,
ridge,10.0,0,2.091505445397302,,,,,,,,,
ridge,10.0,1,1.3731194607945951,,,,,,,,,
ridge,10.0,2,1.5219278126438633,,,,,,,,,
ridge,10.0,-1,1.6621842396119202,,,,,,,,,
ridge,100.0,0,2.0657658088473165,,,,,,,,,
ridge,100.0,1,1.3066979883680558,,,,,,,,,
ridge,100.0,2,1.4379796368958533,,,,,,,,,
ridge,100.0,-1,1.603481144703742,,,,,,,,,
hgb,,0,1.7219871544474086,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1735139654922684,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1701658007702023,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3552223069032932,60.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.7175897660108763,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1694754498933655,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1721286639954507,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3530646266332307,60.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.7396724719252454,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.1902533641576027,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.1789692503592346,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.3696316954806942,60.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.7351720373095985,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.1906492911300552,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.1763237185662485,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.3673816823353009,60.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.942997166845162,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3298384222037503,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.317064038677638,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.529966542575517,60.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9527253836381289,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3461931319626448,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.2853110832200878,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5280765329402872,60.0,0.08,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.919291192743111,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.4169980902927115,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.315272632530437,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5505206385220864,60.0,0.08,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.908680460366662,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.4052843094894234,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.33290386630751,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5489562120545317,60.0,0.08,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.919337786785877,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.2983964873836817,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.2815598613894834,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.499764711853014,100.0,0.04,7.0,0.0,64.0,20260610.0,,,
hgb,,0,1.9292012053123384,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,1,1.3133928122172127,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,2,1.2860788712213926,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5095576295836477,100.0,0.04,7.0,0.1,64.0,20260610.0,,,
hgb,,0,1.8969662620142722,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,1,1.3732231936969923,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,2,1.302773337380718,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.524320931030661,100.0,0.04,15.0,0.0,64.0,20260610.0,,,
hgb,,0,1.8888219963114607,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,1,1.368559863112387,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,2,1.3049620114488298,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,-1,1.5207812902908924,100.0,0.04,15.0,0.1,64.0,20260610.0,,,
hgb,,0,1.9500587842835042,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,1,1.400045444124924,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,2,1.3183661962942008,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
hgb,,-1,1.5561568082342097,100.0,0.08,7.0,0.0,64.0,20260610.0,,,
