heldout_run,stratum_type,stratum,n_pulses,target_mean_ns,target_sigma68_ns,analytic_pulse_residual_mean_ns,analytic_pulse_residual_sigma68_ns
58,amplitude_quartile,"(1085.999, 2128.75]",55,-0.6858673570722869,3.409759407892576,-0.07294886009490695,0.32139578502724553
58,amplitude_quartile,"(2128.75, 2652.5]",55,-0.7570705541646329,3.409759407892576,-0.14167168894728235,0.255680453742859
58,amplitude_quartile,"(2652.5, 3156.5]",54,0.5072044005846371,3.409759407892576,0.23715550395598675,0.29326537752892406
58,amplitude_quartile,"(3156.5, 6190.5]",55,0.944955408844738,1.2753997107288149,0.022081923487941683,0.8614465721699951
58,peak_sample,10,18,0.9840388995729366,4.0545147384594316,1.4221779815955122,1.0122438022882505
58,peak_sample,11,17,0.3339244536395954,3.4097594078925777,0.054005996454617726,0.22319017374923222
58,peak_sample,12,20,-0.34267157118730723,3.409759407892576,0.08499812606910381,0.22482324468096532
58,peak_sample,13,10,0.264280310391208,3.409759407892576,-0.00846365962399247,0.23085068599343941
58,peak_sample,14,3,1.5339126079610423,0.0,0.04408702147397984,0.3302036870270396
58,peak_sample,15,10,-0.5285606207824088,3.165803498783352,-0.11478651751385342,0.10354672338724653
58,peak_sample,16,6,1.3214015519560303,1.1255080799589214,0.03457857712541923,0.12280850010578492
58,peak_sample,17,22,-0.18985071417604746,3.409759407892576,-0.013876881666331154,0.14126068036410588
58,peak_sample,3,2,1.5339126079610423,0.0,-0.16951063163628888,0.016595430887996504
58,peak_sample,4,13,-0.32128582399023575,3.409759407892576,-0.014244536258304335,0.16094029653193545
58,peak_sample,5,13,0.2032925464547759,3.409759407892576,-0.03563941288205159,0.11663127872299413
58,peak_sample,6,11,-1.0512781585073,3.409759407892576,0.37200352471591525,0.14383214817927126
58,peak_sample,7,21,-1.898042404569096,3.32387035829748,-1.72865249980808,1.4674642734681909
58,peak_sample,8,31,0.13588135224829917,3.766203209512172,-0.1079022550382595,1.2540530224899378
58,peak_sample,9,22,1.0650046777999662,3.84515911862139,0.533623252343228,1.336727431907565
59,amplitude_quartile,"(1002.499, 1958.5]",573,-0.5637222604193078,3.4169676893096437,0.061535784621817885,0.9198512393174424
59,amplitude_quartile,"(1958.5, 2465.5]",572,-0.5524569316696002,3.8634789034442,-0.2122181166323886,1.0038317312648064
59,amplitude_quartile,"(2465.5, 2976.0]",572,-0.09462889760980046,3.791967689309639,-0.06398395111842566,0.9849537755278543
59,amplitude_quartile,"(2976.0, 6857.5]",572,1.211793618126017,1.4549999999999992,0.10836631949491421,1.0444660755800537
59,peak_sample,10,56,0.7631331600452905,4.066967689309644,0.4528632209960807,1.1954676047291835
59,peak_sample,11,44,1.4104282943536508,1.7450361227171505,0.5037540220587725,1.0013766082719049
59,peak_sample,12,30,1.3944645126206445,3.3634789034442036,1.1810642562702085,0.25163664151600307
59,peak_sample,13,12,0.8085091231599139,3.3634789034442036,1.1105771915638254,0.1715185567071616
59,peak_sample,14,8,-0.6136714501988436,2.7919676893096437,0.04271554202013572,0.2515738557190563
59,peak_sample,15,16,2.7577079215657845,4.795391561377684,2.6123399151719755,3.6381345366046824
59,peak_sample,16,19,-0.6007644340707147,3.3634789034442036,0.2557663227838459,0.1606648534739581
59,peak_sample,17,19,0.3091224602659219,3.3634789034442036,0.18574828672719876,0.1765957784935901
59,peak_sample,3,22,-2.9235792365082527,2.7919676893096437,-2.516804746744125,0.3572453342789982
59,peak_sample,4,154,-0.3568369032444774,3.3634789034442036,-0.14384434394841913,0.18534577729806
59,peak_sample,5,196,-0.24440804519259615,3.3634789034442036,-0.09598329998993531,0.1318921664664245
59,peak_sample,6,212,0.03425218061032729,3.3634789034442036,-0.1309957231262896,0.2266646757852419
59,peak_sample,7,288,-0.3357707229161625,3.613478903444204,-0.3607658154438773,1.1552736268404766
59,peak_sample,8,714,-0.6527154107769895,3.9169676893096432,-0.2127627228054231,1.3328104371808553
59,peak_sample,9,499,1.0674384928938097,3.630595314921143,0.3454195132689426,1.2649181069267443
60,amplitude_quartile,"(1022.999, 2398.875]",606,-0.46505051216573884,3.3708934822441563,0.0318369231942324,0.6784703116393878
60,amplitude_quartile,"(2398.875, 2809.75]",606,-0.721382301520552,3.49589348224416,-0.08602034792074251,0.9105464878718038
60,amplitude_quartile,"(2809.75, 3284.25]",606,0.15018701564332831,3.4958934822441563,0.16640916359062116,0.9130099101566445
60,amplitude_quartile,"(3284.25, 7779.0]",606,1.0362457980429647,1.5710617680284358,0.05123281327485346,0.966232268117551
60,peak_sample,10,85,-1.258482605060072,3.690893482244155,0.2775139491180998,1.2660529589357712
60,peak_sample,11,57,1.6169017004720423,2.5626741849368546,0.9747514361356456,1.0964001426329113
60,peak_sample,12,23,-0.179898874276182,3.2458934822441563,0.05343461822929023,0.2201303610620161
60,peak_sample,13,37,1.4692335154527156,3.2458934822441563,1.6610791804604652,0.25791499029757176
60,peak_sample,14,24,-0.5079630758896295,3.2458934822441563,0.3155484644314444,0.2559279165258599
60,peak_sample,15,18,2.304642996054262,2.6130740457450807,1.5802052776683508,3.264612992481392
60,peak_sample,16,21,0.2452541224556494,3.2458934822441563,0.5432253446376316,0.18463375004491667
60,peak_sample,17,54,1.075919693119106,3.2458934822441563,0.9595683151101563,0.2741733255249903
60,peak_sample,3,47,-0.3659497462747012,2.7998317142157205,-0.6972749818952071,0.21195242597771285
60,peak_sample,4,183,-0.24823915594665366,3.2458934822441563,-0.02693585772402968,0.23315018523335368
60,peak_sample,5,236,0.026590458545358835,3.2458934822441563,0.04418099381012767,0.21007983601836103
60,peak_sample,6,222,-0.28651438561306464,3.2458934822441563,-0.0781237396018208,0.4317355372491453
60,peak_sample,7,372,-0.49700679304444007,3.3708934822441563,-0.6094902478456791,1.3024513527351527
60,peak_sample,8,738,-0.20367864566499497,3.745893482244153,-0.02204497701133369,1.2487463962523928
60,peak_sample,9,307,1.0658007001564136,3.7480510115230206,0.4742464715483738,1.1853489108688655
61,amplitude_quartile,"(1003.499, 2218.5]",700,-0.7472251233659131,3.4718795967858433,0.176473442180715,0.998257780235814
61,amplitude_quartile,"(2218.5, 2684.5]",700,-0.5244766965546197,3.47187959678584,0.11863623606928578,1.1735572871816085
61,amplitude_quartile,"(2684.5, 3181.0]",699,0.25539485399303224,3.0968795967858433,0.036755956116182396,1.1859069158539204
61,amplitude_quartile,"(3181.0, 6821.0]",700,1.0166718157189238,1.5833899438375922,-0.2979677348925147,1.272031555521827
61,peak_sample,10,108,-0.3745451673500145,3.3468795967858465,1.3577064519598114,1.2453916693028328
61,peak_sample,11,86,0.6251235244763035,2.838785805016896,0.24474531513608652,1.2653526109558502
61,peak_sample,12,39,0.33257432913955653,3.4718795967858433,0.049624328727405534,0.20678808712754512
61,peak_sample,13,40,-0.06016715977847316,3.4718795967858433,0.0371324969952143,0.20778036672804798
61,peak_sample,14,34,2.051757465691491,3.4718795967858433,2.2507240476712136,2.8307601531103703
61,peak_sample,15,24,-0.7486856793680344,3.4718795967858433,0.6199219501152973,0.1858883941735752
61,peak_sample,16,11,1.4358367980256739,0.5833899438375951,-0.03620537519841478,0.20355128565039848
61,peak_sample,17,44,-0.11569753979999996,3.4718795967858433,0.22046994592117078,0.20937660490085047
61,peak_sample,3,39,1.3387916134996394,0.5833899438375845,-0.3865941707540684,0.23913904512520728
