heldout_run,stratum_type,stratum,n_pulses,target_mean_ns,target_sigma68_ns,analytic_pulse_residual_mean_ns,analytic_pulse_residual_sigma68_ns
61,peak_sample,4,171,-0.06354656212057923,3.4718795967858433,-0.15443641839196467,0.2705543785245985
61,peak_sample,5,245,-0.11319876763325228,3.4718795967858433,-0.26612151698322617,0.17481740929051526
61,peak_sample,6,253,-0.4366150455478979,3.4718795967858433,-0.38058277024274884,0.4552893906334104
61,peak_sample,7,373,-0.20348708296656684,2.991852423743798,-0.47372813080159154,1.4732996357613364
61,peak_sample,8,807,-0.1487718248625635,2.971879596785847,-0.16548842781808368,1.530315575376084
61,peak_sample,9,525,0.39322318165389475,2.971879596785847,0.5049682569902888,1.790969751630208
62,amplitude_quartile,"(1016.999, 2127.0]",606,-0.8089587133875025,3.414466870728,-0.19596914680242394,0.7737168147941786
62,amplitude_quartile,"(2127.0, 2599.5]",605,-0.6354460736270766,3.8344668707280047,-0.08557807601604113,1.0972289180703552
62,amplitude_quartile,"(2599.5, 3083.5]",606,0.10873668755987649,3.5394668707280026,0.0048066916191771775,0.8890976833639086
62,amplitude_quartile,"(3083.5, 7878.5]",604,1.339038778470067,1.375,0.2321862192778343,1.087725089605638
62,peak_sample,10,70,0.9088868908823405,4.094668393052397,1.1427232700516166,1.1246433977661747
62,peak_sample,11,53,1.819648483415087,1.6726427449797796,1.0146652863416192,0.7891386497721473
62,peak_sample,12,25,0.2143217563912043,3.3621432027618487,0.1169312243322392,0.3322004114656961
62,peak_sample,13,21,0.1071028725546842,3.414466870728006,0.010555457348238019,0.1611516590870693
62,peak_sample,14,15,0.8394195227157581,3.414466870728006,1.6407787564275484,0.12233563417127002
62,peak_sample,15,20,0.2737544106717028,2.87408707159264,0.6137364751841268,0.3203176110998849
62,peak_sample,16,22,0.33845354750499757,3.414466870728006,0.408346123904731,0.1605657831986271
62,peak_sample,17,34,1.0228162194975763,3.414466870728006,0.8958003421626247,0.2138581998542997
62,peak_sample,2,1,1.5265911392692146,0.0,-0.18872000806065614,0.0
62,peak_sample,3,48,-0.09485348878205639,2.8521767898159105,-0.42593892202588873,0.32009382268802894
62,peak_sample,4,157,-0.5078416452669209,3.4144668707279955,-0.19371601413344136,0.21514828979259248
62,peak_sample,5,207,-0.21776857036282532,3.4144668707279955,-0.1922996557145778,0.20903710823105653
62,peak_sample,6,243,-0.20197783166320948,3.4144668707279955,-0.1779532841334357,0.3276897387512024
62,peak_sample,7,306,-0.2574494124531921,3.5644668707280007,-0.3211787879703313,1.127918299731975
62,peak_sample,8,724,-0.46785453178565245,3.9345340448361292,-0.2092046761811922,1.2976931080684613
62,peak_sample,9,475,0.7715024341758694,3.852176789815914,0.3015199895724065,1.3157004362376332
63,amplitude_quartile,"(1001.499, 1966.625]",278,-0.75572519125681,3.3937382620779815,0.008553809667333724,0.7631570904643246
63,amplitude_quartile,"(1966.625, 2447.5]",277,-0.7512492638909845,3.7687382620779735,-0.23774127314508475,0.9932063931258227
63,amplitude_quartile,"(2447.5, 2958.5]",277,-0.07708228075207622,3.844401489428911,-0.23827074945887122,1.0968471182321946
63,amplitude_quartile,"(2958.5, 7670.5]",278,1.5810771260270515,0.9243367726490774,0.3693522037985588,0.8218696382316593
63,peak_sample,10,41,0.17165332073491538,3.794401489428914,0.423591629734859,0.8097967050801012
63,peak_sample,11,20,1.9794509350728642,1.21,1.2158189527195873,0.8330710996311306
63,peak_sample,12,12,1.2732443677014527,1.4001523046762376,0.4037721628040896,0.6489861027366903
63,peak_sample,13,14,-0.7504516176809791,3.3937382620779815,0.22748986583493544,0.19803556327368937
63,peak_sample,14,10,1.0718846123377659,2.1422016067292637,0.4540186027648986,0.32201909402055046
63,peak_sample,15,9,-4.736951571734001e-15,3.3937382620779815,-0.009487877017724442,0.1329802239673596
63,peak_sample,16,11,-0.18239296795760848,3.3937382620779815,1.102774031066235,0.2533899418156047
63,peak_sample,17,34,1.1269858726081095,3.3937382620779815,0.836497451485973,0.21712281225230284
63,peak_sample,3,21,0.821992580425747,0.0,-0.1704480420308766,0.24590827561836906
63,peak_sample,4,64,-0.48919790517127737,3.393738262077978,-0.000646048801591359,0.21298710692385653
63,peak_sample,5,89,-0.39630897789642133,3.393738262077978,-0.33195661216786715,0.2118423004894986
63,peak_sample,6,104,-0.4528003862082901,3.393738262077978,-0.5115066302673502,0.25781254553496824
63,peak_sample,7,157,-0.0325141317577153,3.595625429851751,-0.09381446043555978,1.0505834857350171
63,peak_sample,8,320,-0.6182878854924082,3.8937382620779815,-0.28417160660453356,1.3499560824815924
63,peak_sample,9,204,0.9849850256029596,4.143738262077978,0.3455290546330909,1.4021296916854826
65,amplitude_quartile,"(1002.499, 1914.25]",50,-1.0152810553500047,3.919695111706372,0.0964396821195902,1.417367863170212
65,amplitude_quartile,"(1914.25, 2378.25]",49,-0.7363541514496258,3.4557758672325827,-0.3988051722161875,0.6518426722572896
65,amplitude_quartile,"(2378.25, 2967.0]",49,0.22899396937848476,3.415775867232573,-0.05277227654985065,0.7873866386412034
65,amplitude_quartile,"(2967.0, 6328.5]",50,1.5124940337797212,1.0242082306640712,0.26954986549869386,0.854097843755943
65,peak_sample,10,9,0.999516130409828,1.9263855429161927,0.29948024087272845,0.44348198089900037
65,peak_sample,11,7,-0.4437846298011223,3.415775867232572,0.04614465149560232,0.15311099882414667
65,peak_sample,12,9,-2.3684757858670005e-15,3.415775867232572,0.2237100178638411,0.3198178904424738
65,peak_sample,13,7,0.2218923149005576,3.415775867232572,-0.08355189043434612,0.16677386940046773
65,peak_sample,14,3,-2.277183911488384,1.9535193590540734,-0.20422320063637756,0.14169224842476397
65,peak_sample,15,2,2.0961994846922636,0.3692082306640754,0.19771250329422685,0.0827983558985403
65,peak_sample,16,4,0.3883115510759776,1.7762034509609375,-0.023747190167084042,0.15228716490559918
65,peak_sample,17,17,-0.09136742378258589,3.415775867232572,-0.06259054381530488,0.19056637913936214
65,peak_sample,4,3,0.0,2.3227275897181565,0.12348320970896272,0.19630825540812707
65,peak_sample,5,4,1.5532462043039317,0.0,0.09287085757351576,0.174116174256486
65,peak_sample,6,21,-0.7573992279333465,3.4157758672325826,-0.2981627915320478,0.4513387329286359
65,peak_sample,7,23,0.4176735829829518,4.073440161430645,0.23383297690167568,1.3464819434660749
65,peak_sample,8,50,-0.6927632558957525,3.952822586844241,-0.3608971175602402,1.2698866614634128
65,peak_sample,9,39,0.7672005936220614,3.3728225868442365,0.2894301617485932,1.1735492602178739
