method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
cnn1d,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.6004967618855084,1.4924074134764176,1.7299885559524204,11460,1.594253078622895,1.6004967618855084,2.3459483725867623,0.01387434554973822,1.586607613789927,20.87255696060316
gradient_boosted_trees,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.2820393859185533,1.1326269091287235,1.5640924633799969,11460,1.1883291946180954,1.2820393859185533,2.2957909136541006,0.01300174520069808,1.327118294641178,31.198072091357137
hierarchical_shrinkage,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.2509990385254304,1.075780325361316,1.488849346529585,11460,0.9416285135117093,1.2509990385254304,2.503884489689781,0.015357766143106457,1.2631116957504012,37.83593439398308
mlp,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.60663403066357,1.4942816979964197,1.7547943524049596,11460,1.5827802608978203,1.60663403066357,2.3294702618261804,0.014310645724258289,1.6045766536113693,22.346377993489025
ridge,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5872198297381546,1.4377044384774795,1.8502220377883454,11460,1.4280449712154955,1.5872198297381546,2.5658041228398485,0.016666666666666666,1.586961509758278,16.565155090183023
s03a_amp_only_global,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5510917109777833,1.3643204505022433,1.915130594843311,11460,1.49475129012459,1.5510917109777833,2.6669889969286347,0.019109947643979056,1.6213842800051415,47.01860845754314
shape_gated_cnn_new,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5829813047711068,1.4668529597088815,1.729724766528016,11460,1.560525102185867,1.5829813047711068,2.385075010223184,0.014659685863874346,1.5839702160372973,18.11208430670864
template_phase_base,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,2.7414145300852155,2.68944645179862,2.986325532368197,11460,-3.7226235857461702,2.7414145300852155,3.308372978304417,0.08132635253054102,1.4378711374428605,145.19549907160268
