heldout_run,quantity,train_mean,heldout_mean,train_sigma68,heldout_sigma68,ks_stat,ks_pvalue
58,target_residual_ns,1.4184306547866424e-15,1.8818026791820004e-15,3.409759407892576,3.409759407892576,0.06815071539727979,0.25882450832706183
58,amplitude_adc,2746.6974913263944,2754.4132420091323,795.8000000000001,714.96,0.04853563215869494,0.6732305241952855
58,peak_sample,7.833199893247932,9.95890410958904,2.0,4.5,0.36143130638452925,1.1524503710708993e-25
58,area_adc_samples,20422.513210568453,17989.739726027397,8926.400000000003,9051.5,0.14079939750887466,0.0003509647708297253
58,s03a_amp_only_global_pulse_residual_ns,,0.010122250265477927,,0.4145294301612521,,
58,hierarchical_shrinkage_pulse_residual_ns,,0.010673978247923144,,0.6442890354433548,,
58,shape_gated_cnn_pulse_residual_ns,,0.08642911305438626,,0.8922985993631029,,
59,target_residual_ns,5.779793707087938e-16,5.028742821893238e-16,3.363478903444207,3.4884789034442036,0.040263678044917074,0.005096430940938257
59,amplitude_adc,2786.2421764256896,2588.9978156400175,788.0,780.4199999999998,0.12179068072145473,3.6637359812630166e-15
59,peak_sample,7.909933485988442,7.729139362166885,2.0,2.0,0.05044849762192723,0.00017092878385460697
59,area_adc_samples,20669.503325700578,19200.17868064657,9043.099999999999,8367.02,0.11188882043560583,3.6637359812630166e-15
59,s03a_amp_only_global_pulse_residual_ns,,-0.026536497778100996,,1.0161367882230699,,
59,hierarchical_shrinkage_pulse_residual_ns,,-0.019341996325753848,,1.125420606560521,,
59,shape_gated_cnn_pulse_residual_ns,,-0.01586721171557775,,0.8871490005232135,,
60,target_residual_ns,5.465108470045038e-16,5.334933082027155e-16,3.2998317142157205,3.3708934822441563,0.026007630643542442,0.1475909569549213
60,amplitude_adc,2691.109395750332,2954.611592409241,787.3499999999999,775.8799999999999,0.16609250566490913,9.992007221626409e-16
60,peak_sample,7.911022576361222,7.735148514851486,2.0,2.0,0.06589702794980694,1.16054155174794e-07
60,area_adc_samples,19877.620075254537,22233.93110561056,8705.900000000001,9407.779999999999,0.15396390236633226,9.992007221626409e-16
60,s03a_amp_only_global_pulse_residual_ns,,0.04086463803474112,,0.9002887568209597,,
60,hierarchical_shrinkage_pulse_residual_ns,,0.029268688033983248,,1.001627873321088,,
60,shape_gated_cnn_pulse_residual_ns,,0.11840650312271768,,0.9802072602833881,,
61,target_residual_ns,1.101788354838719e-15,1.1017347171128385e-15,3.471879596785847,3.346879596785847,0.08713278147609005,2.0761170560490427e-14
61,amplitude_adc,2727.316360697379,2807.2725973561987,795.5999999999999,770.6099999999997,0.054948492787703265,5.390328335352912e-06
61,peak_sample,7.865604433668167,7.89924973204716,2.0,2.0,0.020196856391261515,0.3484300274151654
61,area_adc_samples,20127.99688257707,21143.495176848875,8970.8,8739.919999999995,0.0801425567273581,2.878364213643181e-12
61,s03a_amp_only_global_pulse_residual_ns,,0.00846437073077948,,1.1851536047232822,,
61,hierarchical_shrinkage_pulse_residual_ns,,0.006932806370807403,,1.0518316833616956,,
61,shape_gated_cnn_pulse_residual_ns,,-0.3934148305938203,,1.0205467220263613,,
62,target_residual_ns,-8.371811191332079e-16,-8.716695271406434e-16,3.4144668707280026,3.4771767898159105,0.027012917862606386,0.12060839118882272
62,amplitude_adc,2755.4156433233766,2714.845518380834,803.9200000000001,762.35,0.03534580222587704,0.016464497213152907
62,peak_sample,7.905963049009846,7.753820735233375,2.0,2.0,0.028019570433669438,0.09753903402636677
62,area_adc_samples,20474.281225799314,20009.168112350268,9002.1,8475.599999999999,0.03576831390012685,0.0146741370528638
62,s03a_amp_only_global_pulse_residual_ns,,-0.011308842373787903,,0.9603635291762997,,
62,hierarchical_shrinkage_pulse_residual_ns,,-0.0037011973655395216,,1.0878188183963629,,
62,shape_gated_cnn_pulse_residual_ns,,0.0028127758849891267,,0.9608393405074117,,
63,target_residual_ns,-6.158037043254202e-16,-6.2092473305161905e-16,3.3937382620779815,3.469401489428911,0.040321190755973346,0.07484388669366371
63,amplitude_adc,2764.7689855072463,2579.7153153153154,792.25,821.82,0.11937067502284893,6.728668021118904e-13
63,peak_sample,7.861449275362319,7.989189189189189,2.0,1.5,0.014521477999738797,0.9821481333127855
63,area_adc_samples,20559.847149758454,18661.987387387388,8874.919999999998,8859.5,0.14149627888758326,5.759433259700639e-18
63,s03a_amp_only_global_pulse_residual_ns,,-0.024141854520520416,,0.9382394410655198,,
63,hierarchical_shrinkage_pulse_residual_ns,,-0.009863235825000583,,1.067978121250445,,
63,shape_gated_cnn_pulse_residual_ns,,-0.14894412366866389,,0.9623095893859861,,
65,target_residual_ns,-2.2082219633815936e-17,-4.306319610667274e-16,3.4157758672325826,3.415775867232579,0.0496655419404487,0.7027989285233631
65,amplitude_adc,2751.29568460309,2493.691919191919,794.25,859.6999999999999,0.16275165076443712,5.565794270654648e-05
65,peak_sample,7.847007636299058,9.3989898989899,2.0,3.0,0.18284873239588217,3.5357316116818076e-06
65,area_adc_samples,20433.462617652283,17108.929292929293,8908.719999999998,7912.84,0.20955425324098736,5.447008515330711e-08
65,s03a_amp_only_global_pulse_residual_ns,,-0.019332412164755883,,0.8787513496714744,,
65,hierarchical_shrinkage_pulse_residual_ns,,-0.0021806021713997193,,0.9410086773672653,,
65,shape_gated_cnn_pulse_residual_ns,,0.026736336675556794,,1.009907174110416,,
