event_id,source_run,current_class,stave,amplitude_adc,peak_sample,amplitude_bin,peak_phase_bin,traditional_template_delta_sse,ridge_linear_classifier,gradient_boosted_trees,mlp_dense_waveform,random_filter_1d_cnn,hybrid_template_residual_stack
real:low:44:172,44,low,B2,6522.5,6,high,core,0.9999999997668378,0.5842539561482265,0.6312352954400492,0.6049125841682006,0.3889156447148863,0.5028258071238046
real:low:44:173,44,low,B2,3281.5,8,mid,core,0.9999999996002708,0.3840634861158249,0.050483045529387635,0.31439984370358376,0.16540166868044628,0.21967455152881582
real:low:44:174,44,low,B2,5079.5,6,mid,core,0.9999999999745827,0.6049115008222439,0.4840446640616714,0.7458309030539099,0.5954159592494047,0.5031950495634785
real:low:44:175,44,low,B2,6070.0,6,high,core,0.9999999997291456,0.5384748214228974,0.7500047446792661,0.6499867325982316,0.4653354662993875,0.6783444189634598
real:low:44:176,44,low,B4,4496.0,7,mid,core,0.9999999998033704,0.5300910858455622,0.3761048417758151,0.7031931570273786,0.7077819273110716,0.5224655874889276
real:low:44:177,44,low,B2,3010.0,6,mid,core,0.9999999998385667,0.3266523043853927,0.017177548942270783,0.23416025676472765,0.056814702442103945,0.13714014494150323
real:low:44:178,44,low,B2,5807.0,5,mid,early,0.9999999997570412,0.5565915208733637,0.8504563513465484,0.6657100468196627,0.3797226001641514,0.42573633602576083
real:low:44:179,44,low,B4,4313.0,5,mid,early,0.9999999999522092,0.5737393601842419,0.4324470354995671,0.6886450330604315,0.33145083151859694,0.3822059949846719
real:low:44:180,44,low,B2,4795.0,7,mid,core,0.999999999914571,0.5539338836507296,0.11619706040532023,0.6511348963367645,0.47887975009491374,0.35187038277422605
real:low:44:181,44,low,B2,5234.5,6,mid,core,0.9999999998062076,0.5713092631760815,0.39321991589143135,0.619221487830711,0.36765577164095076,0.4812702656200743
real:low:44:182,44,low,B2,7757.5,6,high,core,0.999999999513376,0.5607011684100636,0.6326873359936569,0.47432857509012116,0.24955091479555203,0.5205966595022729
real:low:44:183,44,low,B2,6398.5,6,high,core,0.9999999996209646,0.5465631400261947,0.701719583337912,0.5835807737148728,0.46616311155583773,0.6824966240521115
real:low:44:184,44,low,B4,1529.5,7,low,core,0.9999999996589602,0.1795754380899365,0.015470636241616154,0.12398659198710565,0.03848460402476396,0.12331871944509759
real:low:44:185,44,low,B2,1622.5,6,low,core,0.999999999609577,0.15398929246571216,0.005597678779534981,0.12491379214753354,0.01686158579558946,0.05913152198158936
real:low:44:186,44,low,B4,4219.0,7,mid,core,0.9999999995509584,0.6820818869556805,0.382400718337945,0.9100086322888548,0.7834084523031776,0.6417576369902371
real:low:44:187,44,low,B2,3675.0,7,mid,core,0.9999999996558308,0.429284883975933,0.10542187743217671,0.3968521624046962,0.17414449120116687,0.1892533402169222
real:low:44:188,44,low,B2,3704.5,6,mid,core,0.9999999998360432,0.45890285784708856,0.05256172043438361,0.4399525587825286,0.1293505419605037,0.17756744289482265
real:low:44:189,44,low,B4,4240.5,7,mid,core,0.9999999997114041,0.5414261771594859,0.47664443686618674,0.6646805177804073,0.525851840843164,0.5409626869700931
real:low:44:190,44,low,B2,4506.5,7,mid,core,0.9999999998792192,0.5446463057276761,0.593149542855246,0.5813540009739695,0.35504600117768775,0.5283370569887896
real:low:44:191,44,low,B2,5644.0,7,mid,core,0.9999999999178666,0.5322609862359426,0.7249543897154037,0.6325792253461936,0.6031596573980994,0.6347354709311563
real:low:44:192,44,low,B2,3867.5,7,mid,core,0.9999999997223641,0.4712194275068933,0.27604265883661105,0.47073930972014927,0.22798626125190485,0.282765502910254
real:low:44:193,44,low,B2,4402.0,6,mid,core,0.9999999994993334,0.49655027241784583,0.24533263922966372,0.5217175265440179,0.19781753803532104,0.3653902462629596
real:low:44:194,44,low,B2,5257.0,5,mid,early,0.9999999998448463,0.5910414078886792,0.5882774119158243,0.6962536769079186,0.3972627097402529,0.4633136023940053
real:low:44:195,44,low,B2,3275.0,6,mid,core,0.9999999998847933,0.37472129373466434,0.016886004900295782,0.3028236828860363,0.0936010414275846,0.1685780050159186
real:low:44:196,44,low,B2,3183.0,6,mid,core,0.9999999999100857,0.33686943662390645,0.01863774848342774,0.26835839713122756,0.08497174261243827,0.153240629111821
real:low:44:197,44,low,B2,4212.0,6,mid,core,0.9999999996159037,0.5274329983356401,0.46681553448499324,0.5687222488462557,0.20012931686119495,0.2737228400728372
real:low:44:198,44,low,B6,3180.0,6,mid,core,0.9999999997787469,0.3364076281030212,0.014897473096518437,0.27096440991388565,0.09319079409228179,0.12075757116324488
real:low:44:199,44,low,B4,3133.5,9,mid,core,0.9999999997932124,0.4464722887435772,0.04843297305527739,0.3950738171630049,0.1926047787769238,0.19746793135995444
real:low:44:200,44,low,B2,5100.5,6,mid,core,0.9999999998311685,0.5778999762508601,0.1636800616648047,0.7680614397317594,0.6706422416008669,0.5775325353499258
real:low:44:201,44,low,B2,4620.0,7,mid,core,0.9999999998706539,0.5646134522799139,0.6060530344661716,0.606925920150221,0.4143773072676597,0.5275671619234724
real:low:44:202,44,low,B2,4910.0,7,mid,core,0.9999999999816784,0.5397466372086858,0.3089840011697398,0.669433247575006,0.5828250132352711,0.5448275776229223
real:low:44:203,44,low,B2,4833.0,7,mid,core,0.9999999999659998,0.5189786977469407,0.5025370521177869,0.6289607528493286,0.4932683278093918,0.5377553657786727
real:low:44:204,44,low,B8,5490.5,5,mid,early,0.0,0.5507958592423108,0.9504611127415166,0.6995613709648869,0.36581501942386657,0.7064047297768555
real:low:44:205,44,low,B2,4691.0,7,mid,core,1.0,0.5565963436986812,0.6163738182920174,0.6929831319194394,0.6277192751721292,0.5636349227914444
real:low:44:206,44,low,B2,3319.0,5,mid,early,0.9999999997192811,0.338481312071318,0.03900976241541715,0.14292907598196888,0.024081836203339133,0.14147943113206857
real:low:44:207,44,low,B2,8998.5,7,high,core,0.9999999995820507,0.5051109039283095,0.49605042051510545,0.28761005763893727,0.16218637897549848,0.47752789250461514
real:low:44:208,44,low,B2,3902.0,7,mid,core,0.9999999996494573,0.49731168717921953,0.33923935855086335,0.5095355067313345,0.28311936002815635,0.4135980722375961
real:low:44:209,44,low,B2,2756.0,6,low,core,0.9999999996499688,0.2347552895266851,0.014867287797981944,0.15287085664945183,0.02459766564102746,0.08055205096046389
real:low:44:210,44,low,B4,2838.0,7,low,core,0.999999999727367,0.326970872728646,0.037290637191352824,0.22802142880488915,0.1097964886856493,0.19489237039439689
real:low:44:211,44,low,B2,5192.0,5,mid,early,0.9999999998219508,0.5410486692357707,0.852949438659602,0.5114828496204938,0.12689680089889224,0.5628691965355691
real:low:44:212,44,low,B2,6257.5,6,high,core,0.9999999996669454,0.5623356039268758,0.7698645335718194,0.6812558343157575,0.547713277386083,0.6253328623594011
real:low:44:213,44,low,B4,3776.5,5,mid,early,0.9999999996602066,0.5162006565242184,0.6513383190206575,0.39209745335659013,0.06810384565663512,0.3086336922062685
real:low:44:214,44,low,B4,4054.0,5,mid,early,0.9999999999763126,0.5291902941169714,0.3155180238287598,0.6079950472642679,0.18607197083231455,0.36894577748232815
real:low:44:215,44,low,B2,4345.0,6,mid,core,0.9999999995315199,0.53002501164852,0.2695990353069497,0.6141029424463544,0.2866234549591292,0.40482511822289274
real:low:44:216,44,low,B4,3278.5,6,mid,core,0.9999999998603366,0.4551766633110605,0.05622492324821751,0.5044071822976464,0.16431297909762574,0.14135448704182968
real:low:44:217,44,low,B4,4669.5,7,mid,core,0.9999999997042914,0.5270943193938773,0.439596462157204,0.6714573562937866,0.6211909708674824,0.5542639366940032
real:low:44:218,44,low,B6,2575.5,9,low,core,0.9999999996940929,0.31644827152103727,0.10810737571604494,0.23568116727105975,0.11923718131207081,0.13880375744072848
real:low:44:219,44,low,B6,1868.5,8,low,core,0.9999999998281455,0.2221878033960127,0.13587257670920905,0.13818864484278648,0.05532960467775854,0.1453861954989041
real:low:44:220,44,low,B6,2595.0,8,low,core,0.9999999996291467,0.26699672357648047,0.06930530357982914,0.1431254692476015,0.07775834094018293,0.15638132789117762
real:low:44:221,44,low,B2,7648.5,7,high,core,0.9999999995519673,0.5044372200050596,0.5744949065259887,0.3772153848529787,0.22782612359991258,0.5957831504595575
real:low:44:222,44,low,B2,5726.5,6,mid,core,0.9999999998805195,0.5680349905731124,0.793456810340866,0.6468666427128589,0.3806644751983989,0.5148090746274319
real:low:44:223,44,low,B2,3565.5,7,mid,core,0.9999999995006277,0.4661089458113237,0.0415382101052222,0.4374870945203043,0.21297836245812676,0.11092419910515935
real:low:44:224,44,low,B4,5098.5,7,mid,core,0.9999999998287061,0.5487654668165184,0.25877032216479856,0.6567439399365788,0.6626456993198491,0.5384987668993554
real:low:44:225,44,low,B8,2725.0,10,low,late,0.9999999994507006,0.36040376231683036,0.07074410919620919,0.2644115526217182,0.2175094994932899,0.17509685141518258
real:low:44:226,44,low,B2,6392.5,6,high,core,0.9999999997782465,0.578130204967644,0.5904902537138981,0.6262272783290529,0.4011368700551947,0.5084445028383802
real:low:44:227,44,low,B2,2943.0,8,low,core,0.9999999997338547,0.34879791749260886,0.15972009333362702,0.2227178380726134,0.17460101924487484,0.3514124352243807
real:low:44:228,44,low,B4,2946.0,9,low,core,0.9999999996122702,0.36079283507234555,0.024755384045601972,0.2534854328518804,0.13538314103869908,0.15560223111971866
real:low:44:229,44,low,B2,6578.5,7,high,core,0.9999999997391406,0.5139158447363565,0.5787273664701761,0.49059750327340185,0.3531775846906355,0.5701305495707694
real:low:44:230,44,low,B2,2914.5,6,low,core,0.9999999996577185,0.2739318009329005,0.014550593179904175,0.19554561593293598,0.03827517302881641,0.09766186160521899
real:low:44:231,44,low,B2,7550.5,5,high,early,0.999999999585201,0.5654590662012343,0.7242338846016335,0.012242371073768037,0.2531486285602754,0.4011674401905294
real:low:44:232,44,low,B2,4966.5,6,mid,core,0.999999999757997,0.5549725135198714,0.11941733481226892,0.6161092256671875,0.4007412944079212,0.41808566063257846
real:low:44:233,44,low,B6,4437.0,5,mid,early,0.9999999999680679,0.48700774061532787,0.8579112151403687,0.48839523933279944,0.10418025426080743,0.4595879436978963
real:low:44:234,44,low,B2,6774.0,5,high,early,0.999999999481776,0.5568847133209864,0.910232656626226,0.524466817947379,0.22356081580199202,0.6532414011031977
real:low:44:235,44,low,B2,7882.0,6,high,core,0.9999999994955221,0.5394283260469688,0.567015582454765,0.40785345122042505,0.2049694190297264,0.5647365415215185
real:low:44:236,44,low,B6,2272.5,5,low,early,0.9999999996450694,0.16113192464602782,0.024921710445931715,0.05132792458105633,0.003131502270692736,0.06299393641455808
real:low:44:237,44,low,B2,5847.5,6,mid,core,0.9999999997776758,0.552287079761037,0.7224927144528975,0.6693643475476706,0.4394858703905178,0.5242930655454071
real:low:44:238,44,low,B4,2710.5,7,low,core,0.9999999997739262,0.323961022396235,0.08495932731927337,0.23660198515054556,0.12164752122874258,0.3149894077248864
real:low:44:239,44,low,B2,7002.0,6,high,core,0.9999999994817366,0.5503049964535428,0.2841394220259853,0.49887626657784,0.3073448811973842,0.5648691597643185
real:low:44:240,44,low,B2,4011.5,7,mid,core,1.0,0.5823364159317516,0.6718383632561585,0.7805099602403214,0.8024166905300745,0.6137561957068812
real:low:44:241,44,low,B2,1718.0,8,low,core,0.9999999996189519,0.19884453674971855,0.034703166472618584,0.11340027757296695,0.04840422208547024,0.1766254014913963
real:low:44:242,44,low,B2,7315.0,7,high,core,0.9999999994495572,0.5485682212097561,0.39109640017887065,0.45092879395832874,0.2865083508115041,0.404091176085675
real:low:44:243,44,low,B2,4688.0,7,mid,core,0.9999999999768845,0.5240771953858726,0.41775851683280785,0.6355650786884302,0.5068280072406495,0.6431052721973538
real:low:44:244,44,low,B4,2543.0,6,low,core,0.9999999996491776,0.24079252631845516,0.010679248697472322,0.169246629697648,0.03402754475905929,0.15413146921498266
real:low:44:245,44,low,B2,1692.0,7,low,core,0.999999999644094,0.16147655942568767,0.006214705693451091,0.12264232422521973,0.022416536538630346,0.0783803412527399
real:low:44:246,44,low,B6,1752.0,4,low,early,0.0,0.06765969726579725,0.012930888725184836,0.009298934257562008,0.0004142890114843981,0.06379628381949976
real:low:44:247,44,low,B2,5822.5,6,mid,core,0.9999999997458691,0.5578261712832973,0.7379192632239676,0.6956702936806024,0.542144213351017,0.5108608998843428
real:low:44:248,44,low,B6,1781.0,8,low,core,0.9999999996840236,0.2061338847587074,0.024232166060931027,0.12908491744047573,0.05212336545202378,0.14431789511085533
real:low:44:249,44,low,B4,3262.0,6,mid,core,0.9999999994584101,0.4307780728032591,0.04536274698136068,0.417807423049242,0.12737020619237774,0.14934161819491082
real:low:44:250,44,low,B2,1521.5,7,low,core,0.9999999997919332,0.17121001476307243,0.018666673861480527,0.12091293252527284,0.031105844167769445,0.13570962430341785
real:low:44:251,44,low,B2,4471.0,6,mid,core,0.9999999998852782,0.5465655524684947,0.2563896816287761,0.5891344608635974,0.22097197779294797,0.2854172582829352
real:low:44:252,44,low,B2,3811.0,6,mid,core,0.9999999998336379,0.47939521156250914,0.14992934598853083,0.46572457524860345,0.12422045625794091,0.15040175865595895
real:low:44:253,44,low,B2,3048.5,8,mid,core,0.999999999454518,0.30994494577414494,0.05330759578460626,0.20355102432511626,0.11766591379313061,0.11358849837973307
real:low:44:254,44,low,B2,1864.5,8,low,core,0.9999999997275028,0.24847986440131797,0.15978147421181585,0.152308422511763,0.09523171608774221,0.24002501734151246
real:low:44:255,44,low,B2,6865.0,5,high,early,0.0,0.570855428614243,0.9044954555122227,0.5414993594118874,0.2439990516160399,0.6583882753871991
real:low:44:256,44,low,B6,2308.5,11,low,late,0.9999999996799007,0.29826281344468,0.04674349606257809,0.13622999049190218,0.14556993726665138,0.11351710980201343
real:low:44:257,44,low,B2,5484.5,6,mid,core,0.9999999997564447,0.55265427278352,0.33292642994853444,0.7332733728831623,0.6934113388996888,0.6486598502357015
real:low:44:258,44,low,B4,2467.0,6,low,core,0.9999999996118736,0.23579333604909594,0.014147453821309755,0.1261041039094968,0.026104002611100303,0.1466962114161671
real:low:44:259,44,low,B4,1812.5,7,low,core,0.9999999996225692,0.2018954466217561,0.030152325754013443,0.14261648222930387,0.04581737533982548,0.18838081673789506
real:low:44:260,44,low,B2,4428.5,6,mid,core,0.9999999996736186,0.5457118130155516,0.2516309497219786,0.6382283891280267,0.35164224557866075,0.532296606402692
real:low:44:261,44,low,B2,4987.5,7,mid,core,0.9999999999714845,0.551536565023594,0.4533420787434364,0.6701552832832074,0.5936081179057701,0.6161729202608502
real:low:44:262,44,low,B4,3686.5,7,mid,core,0.9999999997864849,0.5437353823084285,0.18502953908926448,0.6737503915284119,0.3559672206075205,0.2871747261180715
real:low:44:263,44,low,B2,3407.5,6,mid,core,0.9999999998121477,0.40202737895720997,0.04639721065963929,0.3517613865692883,0.12732921877898942,0.09438718885724329
real:low:44:264,44,low,B2,5804.5,7,mid,core,0.9999999998884549,0.5026369161123251,0.6389574267481617,0.5500482600098401,0.5388649886920005,0.7005897992109223
real:low:44:265,44,low,B4,1713.5,6,low,core,0.9999999996903967,0.12270073290211889,0.01285609440348684,0.08993015048959685,0.010063955998452265,0.06871059220440415
real:low:44:266,44,low,B2,2302.0,7,low,core,0.9999999997286527,0.22410592157573997,0.03398360333047246,0.1430820288110038,0.04541680392646004,0.12895538998006767
real:low:44:267,44,low,B4,2165.5,8,low,core,0.9999999996789671,0.2409265599664432,0.06220585806767769,0.13426832827066582,0.06688090491413497,0.1907876214828403
real:low:44:268,44,low,B2,4724.5,5,mid,early,0.9999999998203003,0.5761399552763693,0.4593851092710106,0.6538439337139291,0.2820230693653826,0.39307151477002966
real:low:44:269,44,low,B2,7910.5,6,high,core,0.9999999995094285,0.5461701994212343,0.5681650076276392,0.43126453672172,0.2199606464118284,0.5253880713432391
real:low:44:270,44,low,B2,2947.0,11,low,late,0.9999999996529755,0.3455823597403417,0.10081189474115326,0.20238389717030006,0.21334238862787275,0.16717571338386156
real:low:44:271,44,low,B2,6474.5,7,high,core,0.9999999997223211,0.49120274823022614,0.6362129677870801,0.4618344470023997,0.34033693897880507,0.6064238160071468
real:low:44:272,44,low,B8,2246.5,5,low,early,0.9999999997290586,0.1908003655803786,0.012120470483127003,0.060421062667778615,0.005036615590960159,0.04763119417020364
real:low:44:273,44,low,B2,7637.5,7,high,core,0.9999999994636607,0.5422664746617752,0.37744531381769586,0.4161787608344494,0.25954305859449944,0.45426861251949185
real:low:44:274,44,low,B2,4601.0,6,mid,core,0.9999999999925852,0.6033081585802188,0.19686026572695736,0.6891019756564918,0.43977419959570935,0.37603587662022153
real:low:44:275,44,low,B4,2187.0,9,low,core,0.9999999994467348,0.286377604462093,0.13239258596094047,0.2028350709415755,0.12224511660564558,0.15216841339642007
real:low:44:276,44,low,B2,4545.0,6,mid,core,0.9999999996982579,0.5424396849138168,0.185140147186252,0.5818565032411673,0.25860270519819145,0.42894471149930213
real:low:45:0,45,low,B2,4523.0,6,mid,core,0.9999999995534792,0.26267716664788865,0.01932704642268262,0.13662929342471633,0.04243298303599637,0.06259481250957433
real:low:45:1,45,low,B6,3265.5,6,mid,core,0.9999999996626091,0.39173446632353953,0.04331108968520724,0.3617018643791028,0.08539172082353558,0.1028243155203973
real:low:45:2,45,low,B4,3493.5,5,mid,early,0.9999999996913391,0.435668259102973,0.09827905412522338,0.2972399139518622,0.04583035170102242,0.24179610357023373
real:low:45:3,45,low,B8,4430.0,7,mid,core,0.9999999998347617,0.547006658079988,0.23889069911489047,0.737855354953975,0.7338573490811161,0.5946126604160914
real:low:45:4,45,low,B6,2766.5,9,low,core,0.9999999996714208,0.3436544055827429,0.1371560625977279,0.2631120523277057,0.1350244052893596,0.1404921867210199
real:low:45:5,45,low,B4,2856.5,7,low,core,0.9999999997361844,0.33210013761873386,0.19312151553407733,0.2099008521151925,0.11744994391024734,0.2677621455529737
real:low:45:6,45,low,B2,9413.5,6,sat,core,0.9999999992039111,0.5797989533209738,0.5415527320223344,0.37947234237901456,0.1624388770388765,0.2941586592317821
real:low:45:7,45,low,B2,7415.5,6,high,core,0.999999999605285,0.5604912153982685,0.47404462563436917,0.4789468794776203,0.25827458180752655,0.47042771462178257
real:low:45:8,45,low,B6,3115.0,5,mid,early,0.9999999997385131,0.3113957041735269,0.024270931321226805,0.1881732104336394,0.029800921387524954,0.09642979298221507
real:low:45:9,45,low,B4,4122.0,7,mid,core,0.9999999997135595,0.5454928142112655,0.593252100183939,0.575735028240986,0.34452422875507366,0.46908948231962044
real:low:45:10,45,low,B6,1764.5,5,low,early,0.9999999996130732,0.13054217477299973,0.012196670765705832,0.04670606943754663,0.002869158906465339,0.09154843048219348
real:low:45:11,45,low,B6,2065.0,11,low,late,0.9999999996980442,0.3048381758842008,0.10810598242849939,0.18058054377249624,0.1647647916972966,0.2014950150069667
real:low:45:12,45,low,B6,2293.5,9,low,core,0.9999999997235934,0.28754417655450865,0.13432970975653297,0.20638805298820853,0.10227895037318664,0.14921520865547389
real:low:45:13,45,low,B4,3240.5,4,mid,early,0.9999999995513266,0.33162929020512616,0.24641458961235593,0.10871016662002035,0.00489891003812447,0.1575454910033227
real:low:45:14,45,low,B6,5826.5,12,mid,late,0.9999999994812115,0.4061793462310397,0.5764664912690763,0.2769846693944827,0.17963819486172308,0.3091033339274395
real:low:45:15,45,low,B4,2848.0,5,low,early,0.9999999996270768,0.29451534390407114,0.04412383061280857,0.08307195738417876,0.009924535211359864,0.12041371690982655
real:low:45:16,45,low,B6,3779.5,7,mid,core,0.9999999997630509,0.519059934951923,0.3203242421283019,0.5557430937074218,0.31694068033674033,0.4597578373448185
real:low:45:17,45,low,B4,2906.0,4,low,early,0.9999999994968486,0.27992951783060804,0.13992511795266038,0.06304426296174126,0.004595370495079351,0.1331648444234019
real:low:45:18,45,low,B6,2703.0,6,low,core,0.9999999997474224,0.2579086717785422,0.020369731328234192,0.11530628126370186,0.025526122720259416,0.20246976407471545
real:low:45:19,45,low,B6,3861.0,8,mid,core,0.9999999996656218,0.5345972159479097,0.38612083420234516,0.5097472665390983,0.2933071640468087,0.37173033759274493
real:low:45:20,45,low,B4,3779.0,4,mid,early,0.9999999997621676,0.5229201064242034,0.5685986599276946,0.3180302325524354,0.05241976310734182,0.3086336922062685
real:low:45:21,45,low,B8,1599.0,7,low,core,0.9999999997845522,0.18869455524948905,0.023929516875109927,0.12545028053728258,0.03996141366909962,0.11612217231165421
real:low:45:22,45,low,B4,4444.0,9,mid,core,0.99999999985194,0.4969794410527835,0.3568499342119658,0.48180205879806765,0.4825677329038075,0.4608038063519048
real:low:45:23,45,low,B2,2738.0,5,low,early,0.0,0.19462523420059638,0.014086046935104261,0.05494992945107293,0.004049822319890798,0.055435651803302545
real:low:45:24,45,low,B4,2751.0,7,low,core,0.9999999996055002,0.2822602219339134,0.008996230157886016,0.1897308429584416,0.08763900414854085,0.16003344381752987
real:low:45:25,45,low,B2,5204.0,4,mid,early,0.9999999998311853,0.5382777399626348,0.9333156416247496,0.3191875530369536,0.08262797185205595,0.4785844030813799
real:low:45:26,45,low,B2,7851.5,6,high,core,0.9999999992129811,0.5806511743180586,0.6528424261014372,0.505766432420115,0.2593297978429374,0.4589733345880774
real:low:45:27,45,low,B4,1930.0,9,low,core,0.9999999994724493,0.2602228976117541,0.11931280193419856,0.18829611252018638,0.08999134745942111,0.14111908157612735
real:low:45:28,45,low,B2,7248.0,6,high,core,0.999999999682801,0.5931530971188576,0.431227863653922,0.5547338207864708,0.30420998967145885,0.4450907651363043
real:low:45:29,45,low,B8,2284.5,7,low,core,0.0,0.20895646437944604,0.013355762683678371,0.03789569031298966,0.0021506862257376254,0.03412703782883847
real:low:45:30,45,low,B6,3283.0,11,mid,late,0.9999999994117665,0.4291779811659583,0.461737815113821,0.493916126752532,0.28874627184536455,0.1747534037846397
real:low:45:31,45,low,B6,5661.5,10,mid,late,0.9999999996835585,0.46132325263692825,0.28541588718777705,0.3981952243722414,0.2734645029302609,0.37791798350340433
real:low:45:32,45,low,B2,3355.0,6,mid,core,0.9999999998675009,0.39402174096028597,0.019167365730686767,0.3443184409221189,0.12056560910889803,0.18279606315438962
real:low:45:33,45,low,B4,3302.5,4,mid,early,0.9999999997117668,0.4077017633013777,0.16724225945202623,0.12219664848207448,0.011989992165523733,0.1672932213875983
real:low:45:34,45,low,B8,4887.5,9,mid,core,0.9999999996413026,0.44719764095607295,0.7399083825787414,0.44292578464255833,0.4024495814337184,0.5429362450563915
real:low:45:35,45,low,B4,2938.5,8,low,core,0.9999999997692197,0.38106812911040083,0.03143438441730704,0.2987371766781684,0.09322146436370225,0.25349311329303487
real:low:45:36,45,low,B8,2490.5,6,low,core,0.9999999997333713,0.27240992954043797,0.019457014741035467,0.14352882174734743,0.03464010960496821,0.15433784057558783
real:low:45:37,45,low,B4,3253.0,6,mid,core,0.9999999996763506,0.42698254791423457,0.048919015061338465,0.3874552524667526,0.0988645208562882,0.1028243155203973
real:low:45:38,45,low,B4,1566.0,6,low,core,0.0,0.05557401383658888,0.0033599198826380337,0.0028330822098350805,0.000272331905493899,0.02946963305870321
real:low:45:39,45,low,B2,9426.5,6,sat,core,0.9999999996111233,0.5453706204499933,0.28756837935570595,0.31005714054823663,0.12700634287721482,0.3809281690238299
real:low:45:40,45,low,B8,3386.0,7,mid,core,0.9999999998096476,0.4785435902152209,0.0395389125490374,0.5121551475937727,0.2475730211105196,0.1507450987635386
real:low:45:41,45,low,B4,2953.5,6,low,core,0.9999999997248428,0.34795775323740513,0.020749016859401805,0.28249408834070266,0.05929992434418749,0.11142932197713047
real:low:45:42,45,low,B4,2976.0,6,low,core,0.9999999997056155,0.3640361106272331,0.030510269300365923,0.29779903056017176,0.07469084632034576,0.11142932197713047
real:low:45:43,45,low,B4,3043.0,9,mid,core,0.9999999996231274,0.37640422286697206,0.021691415025616917,0.2865456275720143,0.1480368155728883,0.16625177361517252
real:low:45:44,45,low,B6,2926.0,7,low,core,0.9999999997347886,0.3155128624941674,0.020403387572110417,0.20373707934047378,0.0973950577285788,0.11017310756461264
real:low:45:45,45,low,B8,4315.5,8,mid,core,0.9999999992842619,0.5512920419728142,0.35648557031923866,0.6176701077542102,0.651913276902917,0.5682911037323343
real:low:45:46,45,low,B6,4735.5,6,mid,core,0.9999999999416237,0.5941314022840508,0.2730503495881692,0.6633693945195283,0.3802143297082803,0.41103287148047674
real:low:45:47,45,low,B4,3602.0,6,mid,core,0.9999999998322531,0.4972409531787124,0.05496838184396139,0.5936196702624865,0.25662069553914696,0.23088101845329778
real:low:45:48,45,low,B2,5036.0,5,mid,early,0.9999999998296027,0.5536494222055457,0.6628245777334922,0.6076832093396012,0.2267116318102179,0.4190072585977151
real:low:45:49,45,low,B4,4762.0,5,mid,early,0.9999999997119999,0.6011517759823685,0.8537442912486014,0.5502179854096019,0.18515631769731264,0.5764717391465137
real:low:45:50,45,low,B8,3461.0,10,mid,late,0.9999999995761844,0.4977321936018211,0.28048001691710417,0.705125827141049,0.4089680202991348,0.22885257886350452
real:low:45:51,45,low,B2,4815.0,6,mid,core,0.0,0.27583054796089196,0.06773123474844028,0.15357329812566703,0.03683464711739056,0.16339031547235622
real:low:45:52,45,low,B2,2647.5,7,low,core,0.999999999725345,0.26616789204665836,0.045642546673660044,0.1552950245689868,0.06655850974991256,0.20342819425431516
real:low:45:53,45,low,B6,2136.5,8,low,core,0.9999999997991543,0.2543978768850797,0.0708456564574125,0.1382783826283255,0.07051579590311385,0.20806042008205053
real:low:45:54,45,low,B8,2993.0,9,low,core,0.9999999997173922,0.41199000751868464,0.3015220148063096,0.31377118943775417,0.2349822751835734,0.26064548282651023
real:low:45:55,45,low,B4,2122.0,8,low,core,0.9999999996258792,0.24838305691971932,0.08720021431530367,0.14724008736938474,0.07439875083211317,0.14891347384320414
real:low:45:56,45,low,B4,5203.5,9,mid,core,0.9999999995647478,0.44367421839019244,0.33062322319331505,0.4021923382662912,0.2874939359302021,0.45469819759582253
real:low:45:57,45,low,B6,3517.5,7,mid,core,0.999999999798437,0.4345074656804979,0.09736732708378447,0.4135056678723858,0.21024009647524547,0.2506334788446286
real:low:45:58,45,low,B8,2942.5,6,low,core,0.9999999997169141,0.32095294094109256,0.010367416586828222,0.2421534715853407,0.06118660929658732,0.11716185000845784
real:low:45:59,45,low,B8,3609.5,12,mid,late,0.9999999996022793,0.33805507155704406,0.09225866724235081,0.2454199974819208,0.10561426724356265,0.12529009020945198
real:low:45:60,45,low,B2,9416.0,6,sat,core,0.999999999098492,0.57765954169502,0.5596653671676236,0.40875256954528144,0.19831767104574002,0.3436312785657827
real:low:45:61,45,low,B4,2051.5,5,low,early,0.0,0.11572023159700913,0.03134882108192079,0.03731860904192369,0.001956096421654366,0.049442622428566334
real:low:45:62,45,low,B2,3904.5,5,mid,early,0.9999999996967366,0.44920370227730405,0.4154145031224859,0.2784427330560816,0.03360812499126461,0.20643420228590934
real:low:45:63,45,low,B4,2764.5,12,low,late,0.9999999996539988,0.3697439408926254,0.08611250165494674,0.26467071038080364,0.2192699872549155,0.14952187011556742
real:low:45:64,45,low,B2,8614.0,5,high,early,0.0,0.5608673959563822,0.9285451904670966,0.4368290834110255,0.1315765262463428,0.6243268148489326
real:low:45:65,45,low,B4,2656.0,4,low,early,0.0,0.2050353203430982,0.08380195372468582,0.0469051015469595,0.0017588602451646324,0.059820150961588436
real:low:45:66,45,low,B2,6661.5,6,high,core,0.9999999996070879,0.5661355055921028,0.6181692146626653,0.5731459611293058,0.4186609329901144,0.5493091556482773
real:low:45:67,45,low,B4,2979.5,11,low,late,0.9999999996862784,0.45007351543224405,0.19271493859341046,0.34964060227195626,0.28101340383170187,0.2756707429447907
