method,average_precision,roc_auc,brier,positive_mean_score,negative_mean_score,score_gap,n_events,n_positive,average_precision_ci_low,average_precision_ci_high,roc_auc_ci_low,roc_auc_ci_high,brier_ci_low,brier_ci_high,score_gap_ci_low,score_gap_ci_high,bootstrap_samples
gradient_boosted_trees,0.861839521578747,0.840888429752066,0.16443745755476363,0.651379639735841,0.25693214255294117,0.39444749718289984,880,440,0.8356494291307982,0.8876140957054993,0.8172214893440339,0.8646969992923034,0.15016218058157527,0.17899002122815155,0.36290235748872374,0.42902199667670016,400
random_filter_1d_cnn,0.8535415561868633,0.8204235537190083,0.17095658354488144,0.6269877002169624,0.28955099855841643,0.33743670165854595,880,440,0.8225346822428773,0.8768516757038325,0.7865275717030754,0.845627722981058,0.15697239563455392,0.1884150398475085,0.29754509657063577,0.36770890180288934,400
hybrid_template_residual_stack,0.8457615754850105,0.8269214876033059,0.16996158425132057,0.6212005808299658,0.30226390807567893,0.31893667275428683,880,440,0.8052353723198689,0.8782640513702513,0.7920241169869774,0.8576694443550158,0.15359922769574524,0.18781965948279852,0.28212272355093965,0.35130704212570507,400
ridge_linear_classifier,0.8292353005769337,0.8137293388429753,0.19515405448117026,0.5494079069838819,0.4006831719773116,0.14872473500657024,880,440,0.7992389021965102,0.8625214140531365,0.7819194215254459,0.8434100858280146,0.1878838735796233,0.20195145787723423,0.13470986419203612,0.16550167938184726,400
mlp_dense_waveform,0.8184080920205089,0.8069473140495869,0.18129032663514305,0.5875316101368722,0.3153025029463312,0.27222910719054094,880,440,0.7854900778117672,0.8534916018414841,0.7756859460286815,0.8337091435369237,0.16921512137189942,0.1935059913580193,0.24248020220928274,0.30024828298695944,400
traditional_template_delta_sse,0.7698192427176291,0.7247985537190083,0.4374999994025357,0.9045454540858415,0.7795454539479902,0.12500000013785129,880,440,0.737801549383853,0.8036751480859119,0.6930341089517855,0.7599392867757286,0.403409090358585,0.4727556811692909,0.07210469658313516,0.1766666415162191,400
