method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid
traditional best frozen cut,28664,33,0.5,0.9215964044984342,0.8918255834166711,0.9441164536400016,0.8466002136751154,0.8002180835899367,0.9006610302056542,0.08171203445902721,0.06843246332115942,0.0999545630366653,0.8735238095238095,0.8428746106580481,0.9104941239340033,400
ML residualized raw B2 waveform + train-only PCA HGB,28664,33,0.5,0.6317154975790802,0.6161971087516942,0.6476986136557348,0.6429182450016188,0.6236642145414102,0.6639064454657279,0.23450454418012634,0.23067631796168844,0.23860822383664254,0.5485553004209721,0.5423476479679856,0.5542178962174872,400
leakage sentinel: matched-nuisance-only logistic,28664,33,0.5,0.9892724039365037,0.9835130453446292,0.9946210810822227,0.9869291006623234,0.9769087512175515,0.9956052266434128,0.016331556625781597,0.010406280972598903,0.02291859961183481,0.994017686838911,0.9871718113437421,0.9993671097943084,400
leakage sentinel: forbidden downstream DeltaE logistic,28664,33,0.5,0.9842788941001125,0.9783113359669762,0.9887527883152001,0.9829617284515038,0.9750358083744292,0.9891392999114775,0.0408269587848619,0.03406182593849801,0.049867423978786386,0.9836979836979837,0.9736640212732528,0.9929548425701131,400
leakage sentinel: run-only logistic,28664,33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,400
leakage sentinel: group/event-order logistic,28664,33,0.5,0.5006267482917168,0.4953593020607692,0.505640785806138,0.49856939839091324,0.4950702309034228,0.5027294037195483,0.25097319115546535,0.25001057513633385,0.2526479912638597,0.4995425035946146,0.496937740355299,0.5018820631922821,400
leakage sentinel: shuffled-label HGB,28664,33,0.5,0.495786325345234,0.4886978045341412,0.5023929360738791,0.49640078016933004,0.4902263320162784,0.5027600199783244,0.25005050956939207,0.24999611768697447,0.2501147446055812,0.4991510296486569,0.49557122315912544,0.5023619661827025,400
