match_stratum,run,b2_charge_bin,total_charge_bin,event_current_bin,b2_saturated,pileup_width_bin,max_depth_stave,topology_code,available_rows,low_rows,high_rows,low_threshold,high_threshold
51|5|5|0|1|1|1|0,51,5,5,0,1,1,1,0,387,97,97,0.0033735837787389755,0.008499056566506624
51|4|4|0|1|1|1|0,51,4,4,0,1,1,1,0,417,105,105,0.003724857233464718,0.009849239140748978
51|0|0|0|0|1|1|0,51,0,0,0,0,1,1,0,315,79,79,0.010711490642279387,0.03136873245239258
51|7|7|0|1|1|1|0,51,7,7,0,1,1,1,0,380,95,95,0.0032422354561276734,0.008679773192852736
51|6|6|0|1|1|1|0,51,6,6,0,1,1,1,0,407,102,102,0.0033394433557987213,0.008801508229225874
51|3|3|0|1|1|1|0,51,3,3,0,1,1,1,0,398,100,100,0.004095319425687194,0.010018686996772885
51|6|5|0|1|1|1|0,51,6,5,0,1,1,1,0,33,9,9,0.002128598978742957,0.005026716738939285
51|5|4|0|1|1|1|0,51,5,4,0,1,1,1,0,35,9,9,0.0018336779321543872,0.003971782745793462
51|0|0|0|0|0|1|0,51,0,0,0,0,0,1,0,79,20,20,0.03550546430051327,0.15042386949062347
51|7|6|0|1|1|1|0,51,7,6,0,1,1,1,0,42,11,11,0.0024800883838906884,0.0058379481779411435
51|3|3|1|1|1|1|0,51,3,3,1,1,1,1,0,411,103,103,0.003887715865857899,0.010431792587041855
51|0|0|1|0|1|1|0,51,0,0,1,0,1,1,0,283,71,71,0.010262294206768274,0.03184712864458561
51|1|1|1|1|1|1|0,51,1,1,1,1,1,1,0,370,93,93,0.005430676857940853,0.014046011725440621
51|2|2|1|1|1|1|0,51,2,2,1,1,1,1,0,416,104,104,0.004386098124086857,0.010826242854818702
51|5|5|1|1|1|1|0,51,5,5,1,1,1,1,0,381,96,96,0.0034560724161565304,0.009268578141927719
51|6|6|1|1|1|1|0,51,6,6,1,1,1,1,0,396,99,99,0.0036665567895397544,0.008863098453730345
51|0|0|1|0|0|1|0,51,0,0,1,0,0,1,0,74,19,19,0.03315246105194092,0.17060593143105507
51|4|4|1|1|1|1|0,51,4,4,1,1,1,1,0,389,98,98,0.0036636178847402334,0.00960632599890232
51|7|7|1|1|1|1|0,51,7,7,1,1,1,1,0,411,103,103,0.003336224821396172,0.008334939368069172
51|6|5|1|1|1|1|0,51,6,5,1,1,1,1,0,40,10,10,0.0018680757202673703,0.0052876335103064775
51|5|4|1|1|1|1|0,51,5,4,1,1,1,1,0,36,9,9,0.0014540671836584806,0.005005338112823665
51|4|3|1|1|1|1|0,51,4,3,1,1,1,1,0,37,10,10,0.002568744122982025,0.00545676751062274
51|7|6|1|1|1|1|0,51,7,6,1,1,1,1,0,34,9,9,0.0019140825897920877,0.004796176915988326
51|3|2|1|1|1|1|0,51,3,2,1,1,1,1,0,34,9,9,0.0033955054823309183,0.007103561190888286
51|2|2|2|1|1|1|0,51,2,2,2,1,1,1,0,427,107,107,0.0037822285667061806,0.010589567013084888
51|7|7|2|1|1|1|0,51,7,7,2,1,1,1,0,393,99,99,0.003492988646030426,0.008078493177890778
51|5|5|2|1|1|1|0,51,5,5,2,1,1,1,0,382,96,96,0.0035457367193885148,0.008833760395646095
51|6|6|2|1|1|1|0,51,6,6,2,1,1,1,0,366,92,92,0.003626844845712185,0.008753997040912509
51|6|5|2|1|1|1|0,51,6,5,2,1,1,1,0,33,9,9,0.0018703094683587551,0.005401814356446266
51|1|1|2|1|1|1|0,51,1,1,2,1,1,1,0,388,97,97,0.005118510685861111,0.01382914138957858
51|3|3|2|1|1|1|0,51,3,3,2,1,1,1,0,434,109,109,0.003910190309397876,0.010599988279864192
51|4|4|2|1|1|1|0,51,4,4,2,1,1,1,0,369,93,93,0.0037098138127475977,0.009486067108809948
51|7|6|2|1|1|1|0,51,7,6,2,1,1,1,0,38,10,10,0.0020953245693817735,0.006411911337636411
51|1|1|2|0|1|1|0,51,1,1,2,0,1,1,0,32,8,8,0.007466806215234101,0.018687271513044834
51|3|2|2|1|1|1|0,51,3,2,2,1,1,1,0,33,9,9,0.0020034555345773697,0.005530861672013998
51|4|3|2|1|1|1|0,51,4,3,2,1,1,1,0,35,9,9,0.0020022278768010437,0.004948795074597001
51|0|0|2|0|1|1|0,51,0,0,2,0,1,1,0,333,84,84,0.011278505437076092,0.03304092213511467
51|0|0|2|0|0|1|0,51,0,0,2,0,0,1,0,87,22,22,0.03438353352248669,0.2151777744293213
51|5|4|2|1|1|1|0,51,5,4,2,1,1,1,0,34,9,9,0.0012901422451250255,0.004927648580633104
51|7|7|3|1|1|1|0,51,7,7,3,1,1,1,0,383,96,96,0.0036581906024366617,0.00912547018378973
51|6|6|3|1|1|1|0,51,6,6,3,1,1,1,0,394,99,99,0.004013383761048317,0.008896988583728671
51|2|2|3|1|1|1|0,51,2,2,3,1,1,1,0,395,99,99,0.0036154970293864608,0.010996189434081316
51|5|5|3|1|1|1|0,51,5,5,3,1,1,1,0,409,103,103,0.003341926960274577,0.009161611087620258
51|4|4|3|1|1|1|0,51,4,4,3,1,1,1,0,410,103,103,0.0035580534022301435,0.00966073852032423
51|0|0|3|0|1|1|0,51,0,0,3,0,1,1,0,315,79,79,0.01121104508638382,0.03507369011640549
51|1|1|3|1|1|1|0,51,1,1,3,1,1,1,0,388,97,97,0.0051438529044389725,0.013345214305445552
51|6|5|3|1|1|1|0,51,6,5,3,1,1,1,0,56,14,14,0.0018901901494245976,0.005390758975408971
51|3|3|3|1|1|1|0,51,3,3,3,1,1,1,0,363,91,91,0.003978388849645853,0.010337845887988806
51|0|0|3|0|0|1|0,51,0,0,3,0,0,1,0,72,18,18,0.04654955957084894,0.18419015035033226
51|4|3|3|1|1|1|0,51,4,3,3,1,1,1,0,30,8,8,0.0024991267127916217,0.005387075478211045
51|0|0|3|1|0|1|0,51,0,0,3,1,0,1,0,31,8,8,0.015124422498047352,0.028292288072407246
51|7|6|3|1|1|1|0,51,7,6,3,1,1,1,0,48,12,12,0.0019428187515586615,0.005423450609669089
51|5|4|3|1|1|1|0,51,5,4,3,1,1,1,0,40,10,10,0.0019728357437998056,0.004638383747078478
52|0|0|0|0|0|1|0,52,0,0,0,0,0,1,0,36,9,9,0.045853628776967525,0.19728467240929604
52|5|5|0|1|1|1|0,52,5,5,0,1,1,1,0,182,46,46,0.003455728350672871,0.008513003354892135
52|2|2|0|1|1|1|0,52,2,2,0,1,1,1,0,222,56,56,0.0037704402930103242,0.01003745524212718
52|6|6|0|1|1|1|0,52,6,6,0,1,1,1,0,182,46,46,0.003055902838241309,0.009182778419926763
52|7|7|0|1|1|1|0,52,7,7,0,1,1,1,0,171,43,43,0.003381763119250536,0.00829107640311122
52|4|4|0|1|1|1|0,52,4,4,0,1,1,1,0,184,46,46,0.0035184138105250895,0.009607765590772033
52|1|1|0|1|1|1|0,52,1,1,0,1,1,1,0,194,49,49,0.004250169266015291,0.011541696498170495
52|0|0|0|0|1|1|0,52,0,0,0,0,1,1,0,170,43,43,0.010375350248068571,0.03429666627198458
52|3|3|0|1|1|1|0,52,3,3,0,1,1,1,0,182,46,46,0.003987386473454535,0.010278194909915328
52|3|3|1|1|1|1|0,52,3,3,1,1,1,1,0,217,55,55,0.0033320351503789425,0.01040697656571865
52|4|4|1|1|1|1|0,52,4,4,1,1,1,1,0,199,50,50,0.0033818178344517946,0.00930884899571538
52|7|7|1|1|1|1|0,52,7,7,1,1,1,1,0,162,41,41,0.003661754890345037,0.009105721954256296
52|5|5|1|1|1|1|0,52,5,5,1,1,1,1,0,181,46,46,0.003572976216673851,0.00879641342908144
52|2|2|1|1|1|1|0,52,2,2,1,1,1,1,0,192,48,48,0.003914946399163455,0.010827490128576756
52|0|0|1|0|0|1|0,52,0,0,1,0,0,1,0,34,9,9,0.033670212142169476,0.16025413945317268
52|1|1|1|1|1|1|0,52,1,1,1,1,1,1,0,197,50,50,0.005213094409555197,0.013847557827830315
52|6|6|1|1|1|1|0,52,6,6,1,1,1,1,0,191,48,48,0.0030327249551191926,0.009286785032600164
52|0|0|1|0|1|1|0,52,0,0,1,0,1,1,0,145,37,37,0.011270013637840748,0.03013211488723755
52|1|1|2|1|1|1|0,52,1,1,2,1,1,1,0,192,48,48,0.004967789514921606,0.013522821245715022
52|6|6|2|1|1|1|0,52,6,6,2,1,1,1,0,183,46,46,0.00347998202778399,0.008571317419409752
52|2|2|2|1|1|1|0,52,2,2,2,1,1,1,0,206,52,52,0.004385731182992458,0.011173991253599524
52|3|3|2|1|1|1|0,52,3,3,2,1,1,1,0,193,49,49,0.004003372974693775,0.010064753703773022
52|5|5|2|1|1|1|0,52,5,5,2,1,1,1,0,181,46,46,0.003693569451570511,0.009132971055805683
52|7|7|2|1|1|1|0,52,7,7,2,1,1,1,0,206,52,52,0.003525010251905769,0.008388341404497623
52|4|4|2|1|1|1|0,52,4,4,2,1,1,1,0,191,48,48,0.003729651100002229,0.008876238018274307
52|0|0|2|0|0|1|0,52,0,0,2,0,0,1,0,35,9,9,0.05115349963307381,0.20671648532152176
52|0|0|2|0|1|1|0,52,0,0,2,0,1,1,0,143,36,36,0.010523868724703789,0.03559482842683792
52|6|6|3|1|1|1|0,52,6,6,3,1,1,1,0,193,49,49,0.0034020286984741688,0.008556125685572624
52|2|2|3|1|1|1|0,52,2,2,3,1,1,1,0,179,45,45,0.004119747085496783,0.01030886359512806
52|1|1|3|1|1|1|0,52,1,1,3,1,1,1,0,176,44,44,0.005276303039863706,0.013845949899405241
52|4|4|3|1|1|1|0,52,4,4,3,1,1,1,0,189,48,48,0.0034886826761066914,0.009775694459676743
52|3|3|3|1|1|1|0,52,3,3,3,1,1,1,0,197,50,50,0.0035562615375965834,0.010109647177159786
52|5|5|3|1|1|1|0,52,5,5,3,1,1,1,0,203,51,51,0.003364958451129496,0.008429812267422676
52|0|0|3|0|1|1|0,52,0,0,3,0,1,1,0,162,41,41,0.013104200828820467,0.03741068113595247
52|7|7|3|1|1|1|0,52,7,7,3,1,1,1,0,210,53,53,0.003047111677005887,0.009177596075460315
52|0|0|3|0|0|1|0,52,0,0,3,0,0,1,0,29,8,8,0.035340312868356705,0.14528024196624756
53|5|5|0|1|1|1|0,53,5,5,0,1,1,1,0,829,208,208,0.0035604562144726515,0.00957492645829916
53|2|2|0|1|1|1|0,53,2,2,0,1,1,1,0,937,235,235,0.004180265590548515,0.01063740998506546
53|7|7|0|1|1|1|0,53,7,7,0,1,1,1,0,893,224,224,0.0033358994405716658,0.009149228222668171
53|6|6|0|1|1|1|0,53,6,6,0,1,1,1,0,828,207,207,0.0035649354103952646,0.009209500160068274
53|4|4|0|1|1|1|0,53,4,4,0,1,1,1,0,898,225,225,0.0035744997439906,0.009044700767844915
53|4|5|0|1|1|1|0,53,4,5,0,1,1,1,0,30,8,8,0.013363570906221867,0.01954125752672553
53|5|6|0|1|1|1|0,53,5,6,0,1,1,1,0,34,9,9,0.012920649955049157,0.020858988165855408
53|0|0|0|0|1|1|0,53,0,0,0,0,1,1,0,512,128,128,0.009631561813876033,0.03068886511027813
53|0|0|0|1|0|1|0,53,0,0,0,1,0,1,0,57,15,15,0.013678989373147488,0.04120933637022972
53|3|3|0|1|1|1|0,53,3,3,0,1,1,1,0,858,215,215,0.0037844193284399807,0.009909609332680702
53|0|0|0|1|1|1|0,53,0,0,0,1,1,1,0,261,66,66,0.006200038827955723,0.017196737229824066
53|3|4|0|1|1|1|0,53,3,4,0,1,1,1,0,30,8,8,0.015112225897610188,0.026925161946564913
53|3|2|0|1|1|1|0,53,3,2,0,1,1,1,0,40,10,10,0.0018014150264207274,0.005496309604495764
53|1|1|0|1|1|1|0,53,1,1,0,1,1,1,0,923,231,231,0.0050444642547518015,0.012155146803706884
53|7|6|0|1|1|1|0,53,7,6,0,1,1,1,0,82,21,21,0.002076221804600209,0.004947481793351471
53|2|1|0|1|1|1|0,53,2,1,0,1,1,1,0,41,11,11,0.002561674453318119,0.005359762813895941
53|6|5|0|1|1|1|0,53,6,5,0,1,1,1,0,80,20,20,0.0015712667373009026,0.0043428579811006784
53|0|0|0|0|0|1|0,53,0,0,0,0,0,1,0,92,23,23,0.04861891735345125,0.19308042153716087
53|4|3|0|1|1|1|0,53,4,3,0,1,1,1,0,82,21,21,0.0021187799284234643,0.0046598444459959865
53|5|4|0|1|1|1|0,53,5,4,0,1,1,1,0,69,18,18,0.002183981239795685,0.004975882358849049
53|7|7|1|1|1|1|0,53,7,7,1,1,1,1,0,855,214,214,0.003431271994486451,0.008781100157648325
53|0|0|1|0|1|1|0,53,0,0,1,0,1,1,0,506,127,127,0.01090957154519856,0.033155759796500206
53|6|6|1|1|1|1|0,53,6,6,1,1,1,1,0,887,222,222,0.0036783714313060045,0.00903022801503539
53|3|3|1|1|1|1|0,53,3,3,1,1,1,1,0,916,229,229,0.003872183966450393,0.009808937320485711
53|0|0|1|0|0|1|0,53,0,0,1,0,0,1,0,121,31,31,0.04456258565187454,0.16359086334705353
53|2|2|1|1|1|1|0,53,2,2,1,1,1,1,0,858,215,215,0.004261915804818273,0.010712462710216641
53|5|5|1|1|1|1|0,53,5,5,1,1,1,1,0,835,209,209,0.0039217614103108644,0.00959869660437107
53|1|1|1|1|1|1|0,53,1,1,1,1,1,1,0,912,228,228,0.004740219563245773,0.012039100285619497
53|4|4|1|1|1|1|0,53,4,4,1,1,1,1,0,870,218,218,0.003970374935306609,0.00973803037777543
53|5|4|1|1|1|1|0,53,5,4,1,1,1,1,0,70,18,18,0.001969945733435452,0.004826619639061391
53|0|0|1|1|1|1|0,53,0,0,1,1,1,1,0,261,66,66,0.0065604764968156815,0.01812911406159401
53|3|2|1|1|1|1|0,53,3,2,1,1,1,1,0,57,15,15,0.002488301368430257,0.005710683297365904
53|4|3|1|1|1|1|0,53,4,3,1,1,1,1,0,53,14,14,0.0019641497638076544,0.004281670320779085
53|7|6|1|1|1|1|0,53,7,6,1,1,1,1,0,96,24,24,0.0017404659010935575,0.00529273459687829
53|6|5|1|1|1|1|0,53,6,5,1,1,1,1,0,80,20,20,0.002408793428912759,0.004699448705650866
53|2|1|1|1|1|1|0,53,2,1,1,1,1,1,0,56,14,14,0.0019453095155768096,0.0055947089567780495
53|0|0|1|1|0|1|0,53,0,0,1,1,0,1,0,66,17,17,0.015424545388668776,0.03725949767976999
53|1|0|1|1|1|1|0,53,1,0,1,1,1,1,0,30,8,8,0.003946375683881342,0.009940624004229903
53|2|2|2|1|1|1|0,53,2,2,2,1,1,1,0,899,225,225,0.004215172026306391,0.011499493382871151
53|3|3|2|1|1|1|0,53,3,3,2,1,1,1,0,883,221,221,0.004095725016668439,0.010051940567791462
53|0|0|2|0|0|1|0,53,0,0,2,0,0,1,0,108,27,27,0.035400125198066235,0.17532077059149742
53|6|5|2|1|1|1|0,53,6,5,2,1,1,1,0,86,22,22,0.0019275569939054549,0.0048944365698844194
53|7|7|2|1|1|1|0,53,7,7,2,1,1,1,0,812,203,203,0.0033134344266727567,0.009046207647770643
53|1|1|2|1|1|1|0,53,1,1,2,1,1,1,0,922,231,231,0.004325771355070174,0.011503863614052534
53|4|4|2|1|1|1|0,53,4,4,2,1,1,1,0,866,217,217,0.003775628691073507,0.009558816207572818
53|0|0|2|0|1|1|0,53,0,0,2,0,1,1,0,500,125,125,0.009599184151738882,0.03136235382407904
53|5|5|2|1|1|1|0,53,5,5,2,1,1,1,0,889,223,223,0.003912593703716993,0.009394303895533085
53|0|0|2|1|1|1|0,53,0,0,2,1,1,1,0,272,68,68,0.007005814113654196,0.017243138048797846
53|6|6|2|1|1|1|0,53,6,6,2,1,1,1,0,845,212,212,0.003780643455684185,0.009000173769891262
53|7|6|2|1|1|1|0,53,7,6,2,1,1,1,0,77,20,20,0.0020687710493803024,0.0050697182305157185
53|2|1|2|1|1|1|0,53,2,1,2,1,1,1,0,45,12,12,0.002714787609875202,0.006290308199822903
53|4|3|2|1|1|1|0,53,4,3,2,1,1,1,0,65,17,17,0.0016813232796266675,0.004814844112843275
53|0|0|2|1|0|1|0,53,0,0,2,1,0,1,0,63,16,16,0.01586268888786435,0.03707645647227764
53|5|4|2|1|1|1|0,53,5,4,2,1,1,1,0,77,20,20,0.001757766236551106,0.004763915669173002
53|3|2|2|1|1|1|0,53,3,2,2,1,1,1,0,57,15,15,0.0022434256970882416,0.005713543854653835
53|5|6|2|1|1|1|0,53,5,6,2,1,1,1,0,38,10,10,0.012114768847823143,0.019453488290309906
53|1|0|2|1|1|1|0,53,1,0,2,1,1,1,0,37,10,10,0.003968063276261091,0.011887937784194946
53|5|5|3|1|1|1|0,53,5,5,3,1,1,1,0,872,218,218,0.0035829690750688314,0.008951120544224977
53|4|4|3|1|1|1|0,53,4,4,3,1,1,1,0,848,212,212,0.003802510618697852,0.009685945231467485
53|1|1|3|1|1|1|0,53,1,1,3,1,1,1,0,929,233,233,0.004867725074291229,0.011976906098425388
53|0|0|3|0|1|1|0,53,0,0,3,0,1,1,0,490,123,123,0.009942552540451288,0.033886381424963474
53|7|7|3|1|1|1|0,53,7,7,3,1,1,1,0,861,216,216,0.0033219095785170794,0.00875058863312006
53|2|2|3|1|1|1|0,53,2,2,3,1,1,1,0,916,229,229,0.004208578378893435,0.010886415373533964
53|6|6|3|1|1|1|0,53,6,6,3,1,1,1,0,862,216,216,0.003903808130417019,0.009018574142828584
53|0|0|3|1|1|1|0,53,0,0,3,1,1,1,0,263,66,66,0.00547495111823082,0.01545462803915143
53|6|5|3|1|1|1|0,53,6,5,3,1,1,1,0,99,25,25,0.002343291533179581,0.004899683408439159
53|5|4|3|1|1|1|0,53,5,4,3,1,1,1,0,70,18,18,0.001697065745247528,0.004019249114207923
53|0|0|3|0|0|1|0,53,0,0,3,0,0,1,0,99,25,25,0.028455093502998352,0.14580488950014114
53|3|2|3|1|1|1|0,53,3,2,3,1,1,1,0,67,17,17,0.0025523711228743196,0.0049596314784139395
53|0|0|3|1|0|1|0,53,0,0,3,1,0,1,0,50,13,13,0.013034882256761193,0.04328153934329748
53|3|3|3|1|1|1|0,53,3,3,3,1,1,1,0,877,220,220,0.003774908371269703,0.009783580899238586
53|4|3|3|1|1|1|0,53,4,3,3,1,1,1,0,65,17,17,0.001956188352778554,0.004606830887496471
53|7|6|3|1|1|1|0,53,7,6,3,1,1,1,0,82,21,21,0.002410019456874579,0.005607169237919152
53|3|4|3|1|1|1|0,53,3,4,3,1,1,1,0,32,8,8,0.014206177089363337,0.022979518864303827
53|5|6|3|1|1|1|0,53,5,6,3,1,1,1,0,31,8,8,0.013120354618877172,0.026474058628082275
53|2|1|3|1|1|1|0,53,2,1,3,1,1,1,0,35,9,9,0.001890934130642563,0.006216695299372077
54|7|7|0|1|1|1|0,54,7,7,0,1,1,1,0,800,200,200,0.0035209436900913715,0.008845861302688718
54|6|6|0|1|1|1|0,54,6,6,0,1,1,1,0,793,199,199,0.0036928902845829725,0.009124175645411015
54|3|3|0|1|1|1|0,54,3,3,0,1,1,1,0,816,204,204,0.004199000191874802,0.010459362529218197
54|4|4|0|1|1|1|0,54,4,4,0,1,1,1,0,835,209,209,0.0038365552900359035,0.009798153769224882
54|0|0|0|0|1|1|0,54,0,0,0,0,1,1,0,459,115,115,0.010058257728815079,0.03253922611474991
54|1|1|0|1|1|1|0,54,1,1,0,1,1,1,0,899,225,225,0.004194385139271617,0.01198765728622675
54|0|0|0|0|0|1|0,54,0,0,0,0,0,1,0,80,20,20,0.035121348686516285,0.16009512171149254
54|5|5|0|1|1|1|0,54,5,5,0,1,1,1,0,819,205,205,0.0036559500731527805,0.009113733656704426
54|2|2|0|1|1|1|0,54,2,2,0,1,1,1,0,843,211,211,0.004268722841516137,0.010895438026636839
54|0|0|0|1|0|1|0,54,0,0,0,1,0,1,0,54,14,14,0.01132794818840921,0.031518631149083376
54|0|0|0|1|1|1|0,54,0,0,0,1,1,1,0,276,69,69,0.005321504198946059,0.017078342381864786
54|3|2|0|1|1|1|0,54,3,2,0,1,1,1,0,57,15,15,0.002074957825243473,0.005607129540294409
54|6|5|0|1|1|1|0,54,6,5,0,1,1,1,0,86,22,22,0.002165097335819155,0.004393470240756869
54|6|7|0|1|1|1|0,54,6,7,0,1,1,1,0,29,8,8,0.014194956980645657,0.03355872258543968
54|4|3|0|1|1|1|0,54,4,3,0,1,1,1,0,53,14,14,0.0017419150099158287,0.004803074058145285
54|2|1|0|1|1|1|0,54,2,1,0,1,1,1,0,40,10,10,0.0027869361802004278,0.005489893490448594
54|7|6|0|1|1|1|0,54,7,6,0,1,1,1,0,76,19,19,0.0018205525702796876,0.004519951995462179
54|5|4|0|1|1|1|0,54,5,4,0,1,1,1,0,68,17,17,0.001855437207268551,0.005319916759617627
54|6|6|1|1|1|1|0,54,6,6,1,1,1,1,0,824,206,206,0.0035562030971050262,0.008746995124965906
54|3|3|1|1|1|1|0,54,3,3,1,1,1,1,0,839,210,210,0.003926435951143503,0.01042527612298727
54|2|2|1|1|1|1|0,54,2,2,1,1,1,1,0,869,218,218,0.004215257707983255,0.010863210074603558
54|4|3|1|1|1|1|0,54,4,3,1,1,1,1,0,61,16,16,0.001631551538594067,0.005369056481868029
54|5|5|1|1|1|1|0,54,5,5,1,1,1,1,0,814,204,204,0.003688156430143863,0.00947925029322505
54|1|1|1|1|1|1|0,54,1,1,1,1,1,1,0,879,220,220,0.004972886294126511,0.011871292255818844
54|7|7|1|1|1|1|0,54,7,7,1,1,1,1,0,811,203,203,0.003291825414635241,0.008760015480220318
54|0|0|1|0|1|1|0,54,0,0,1,0,1,1,0,464,116,116,0.009856024058535695,0.02798715978860855
54|7|6|1|1|1|1|0,54,7,6,1,1,1,1,0,85,22,22,0.0017999890260398388,0.0044056992046535015
54|0|0|1|1|1|1|0,54,0,0,1,1,1,1,0,253,64,64,0.004577365703880787,0.013989021070301533
54|4|4|1|1|1|1|0,54,4,4,1,1,1,1,0,796,199,199,0.003797897952608764,0.009035971714183688
54|5|4|1|1|1|1|0,54,5,4,1,1,1,1,0,66,17,17,0.0020193615346215665,0.00450383685529232
54|3|2|1|1|1|1|0,54,3,2,1,1,1,1,0,52,13,13,0.001992040255572647,0.006327367038466036
54|2|1|1|1|1|1|0,54,2,1,1,1,1,1,0,46,12,12,0.0018277227645739913,0.005912102991715074
54|5|6|1|1|1|1|0,54,5,6,1,1,1,1,0,33,9,9,0.012973946519196033,0.023004233837127686
54|0|0|1|0|0|1|0,54,0,0,1,0,0,1,0,72,18,18,0.03636430576443672,0.1576499380171299
54|6|5|1|1|1|1|0,54,6,5,1,1,1,1,0,83,21,21,0.001617246598470956,0.003953530336730182
54|0|0|1|1|0|1|0,54,0,0,1,1,0,1,0,57,15,15,0.010267983190715313,0.0387776754796505
54|5|5|2|1|1|1|0,54,5,5,2,1,1,1,0,782,196,196,0.003545105515513569,0.00941437273286283
54|6|6|2|1|1|1|0,54,6,6,2,1,1,1,0,814,204,204,0.0033762987004593015,0.00889235408976674
54|4|4|2|1|1|1|0,54,4,4,2,1,1,1,0,821,206,206,0.0038257413543760777,0.009729265235364437
54|3|3|2|1|1|1|0,54,3,3,2,1,1,1,0,824,206,206,0.003895438276231289,0.009640121832489967
54|7|7|2|1|1|1|0,54,7,7,2,1,1,1,0,827,207,207,0.0034972464200109243,0.009176045656204224
54|0|0|2|0|1|1|0,54,0,0,2,0,1,1,0,483,121,121,0.010250709485262632,0.03178900294005871
54|1|1|2|1|1|1|0,54,1,1,2,1,1,1,0,868,217,217,0.00457843451295048,0.01214610319584608
54|0|0|2|1|1|1|0,54,0,0,2,1,1,1,0,263,66,66,0.006048856768757105,0.0163896307349205
54|4|3|2|1|1|1|0,54,4,3,2,1,1,1,0,74,19,19,0.0014946649025660008,0.005322150886058807
54|2|1|2|1|1|1|0,54,2,1,2,1,1,1,0,53,14,14,0.0020942618139088154,0.005194572266191244
54|2|2|2|1|1|1|0,54,2,2,2,1,1,1,0,845,212,212,0.004406049381941557,0.010857079178094864
54|0|0|2|1|0|1|0,54,0,0,2,1,0,1,0,54,14,14,0.01249089534394443,0.031362416222691536
54|4|5|2|1|1|1|0,54,4,5,2,1,1,1,0,29,8,8,0.01253483071923256,0.019824711605906487
54|6|5|2|1|1|1|0,54,6,5,2,1,1,1,0,79,20,20,0.0016869942774064839,0.00455925427377224
54|0|0|2|0|0|1|0,54,0,0,2,0,0,1,0,86,22,22,0.044284308329224586,0.16278517246246338
54|3|2|2|1|1|1|0,54,3,2,2,1,1,1,0,55,14,14,0.0020362561335787177,0.005645338911563158
54|7|6|2|1|1|1|0,54,7,6,2,1,1,1,0,83,21,21,0.0024197724414989352,0.005203623324632645
54|1|0|2|1|1|1|0,54,1,0,2,1,1,1,0,31,8,8,0.005324124125763774,0.011960179079324007
54|5|4|2|1|1|1|0,54,5,4,2,1,1,1,0,67,17,17,0.0024933124659582973,0.004742195596918464
54|0|0|3|1|1|1|0,54,0,0,3,1,1,1,0,258,65,65,0.005773923941887915,0.015870743431150913
54|4|4|3|1|1|1|0,54,4,4,3,1,1,1,0,852,213,213,0.003784378932323307,0.009340440621599555
54|5|5|3|1|1|1|0,54,5,5,3,1,1,1,0,839,210,210,0.003743368317373097,0.009578057564795017
54|0|0|3|0|1|1|0,54,0,0,3,0,1,1,0,499,125,125,0.009469833225011826,0.03191651776432991
54|7|7|3|1|1|1|0,54,7,7,3,1,1,1,0,802,201,201,0.0035139249521307647,0.008813761407509446
54|3|3|3|1|1|1|0,54,3,3,3,1,1,1,0,856,214,214,0.004101400263607502,0.010169610613957047
54|1|1|3|1|1|1|0,54,1,1,3,1,1,1,0,820,205,205,0.004218997899442911,0.011454100254923105
54|6|6|3|1|1|1|0,54,6,6,3,1,1,1,0,806,202,202,0.0036816440988332033,0.009267787681892514
54|2|2|3|1|1|1|0,54,2,2,3,1,1,1,0,828,207,207,0.003812188748270273,0.010423152009025216
54|4|3|3|1|1|1|0,54,4,3,3,1,1,1,0,52,13,13,0.0020774902077391744,0.00559609045740217
54|5|4|3|1|1|1|0,54,5,4,3,1,1,1,0,74,19,19,0.0018966376956086606,0.005144672701135278
54|0|0|3|0|0|1|0,54,0,0,3,0,0,1,0,88,22,22,0.03703211899846792,0.19780604168772697
54|6|5|3|1|1|1|0,54,6,5,3,1,1,1,0,60,15,15,0.0017103788268286735,0.004218536079861224
54|0|0|3|1|0|1|0,54,0,0,3,1,0,1,0,50,13,13,0.014519395772367716,0.027407736517488956
54|7|6|3|1|1|1|0,54,7,6,3,1,1,1,0,65,17,17,0.002107770647853613,0.005532892420887947
54|5|6|3|1|1|1|0,54,5,6,3,1,1,1,0,32,8,8,0.012968142051249743,0.01830670377239585
54|1|0|3|1|1|1|0,54,1,0,3,1,1,1,0,32,8,8,0.004908306407742202,0.009595274226740003
54|3|2|3|1|1|1|0,54,3,2,3,1,1,1,0,60,15,15,0.002036759746260941,0.00595311145298183
54|2|1|3|1|1|1|0,54,2,1,3,1,1,1,0,42,11,11,0.0018437814724165946,0.005411626654677093
55|0|0|0|0|0|1|0,55,0,0,0,0,0,1,0,94,24,24,0.06138574983924627,0.2033918760716915
55|1|1|0|1|1|1|0,55,1,1,0,1,1,1,0,446,112,112,0.004951839568093419,0.013841797597706318
55|0|0|0|0|1|1|0,55,0,0,0,0,1,1,0,359,90,90,0.01138694491237402,0.03259964473545551
55|7|6|0|1|1|1|0,55,7,6,0,1,1,1,0,42,11,11,0.0023355234297923744,0.00575745536480099
55|6|6|0|1|1|1|0,55,6,6,0,1,1,1,0,441,111,111,0.003204953158274293,0.008280806243419647
55|5|5|0|1|1|1|0,55,5,5,0,1,1,1,0,455,114,114,0.003599821589887142,0.009363525547087193
55|4|4|0|1|1|1|0,55,4,4,0,1,1,1,0,476,119,119,0.003923200652934611,0.00982140889391303
