ablation,method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
all_heldout,1d_cnn,0.8227531703720563,0.8161604207758053,-1.7675390466933028,11.028748766048752,0.17482517482517482,0.26666666666666666,0.21794871794871795,0.04773521893513608,0.09964568761991725,780,390
all_heldout,analytic_clipped_template_sideband_traditional,0.6679970862787057,0.6225641025641024,0.5350066669772247,9.454020388918996,0.17592592592592593,0.5846153846153846,0.19743589743589743,0.07917718095532475,0.1006241588928317,780,390
all_heldout,gradient_boosted_trees,0.857201102916684,0.8365220249835634,-0.34183591141144554,8.343905859400053,0.09215686274509804,0.34615384615384615,0.13846153846153847,-0.004132148792840245,0.07545096947050045,780,390
all_heldout,mlp,0.8456474479347789,0.8492833662064431,0.3221759722583162,11.84195594644776,0.21041666666666667,0.38461538461538464,0.09230769230769231,-0.023407808972621055,0.1570696486595392,780,390
all_heldout,ridge,0.8495226073441734,0.8493293885601577,-1.0505386881570544,10.342424116520881,0.14944649446494465,0.30512820512820515,0.13333333333333333,-0.010335740411373551,0.06712603723509732,780,390
all_heldout,saturation_residual_fusion_new,0.8605423601200344,0.8392702169625248,-0.5116007905362974,8.380999143306838,0.09586466165413533,0.31794871794871793,0.14615384615384616,-0.0016109274756191151,0.07000111238610877,780,390
all_heldout,tiny_sequence_transformer,0.7944126384255497,0.796870479947403,-15.751657790831942,17.747246262519987,0.5316455696202531,0.5948717948717949,0.06923076923076923,0.0006919018209150896,0.10265154323625567,780,390
unsaturated_mask_0,1d_cnn,0.8140368924698841,0.8122686587253516,-1.5851251892091511,10.9503848931936,0.17148014440433212,0.27296587926509186,0.21794871794871795,0.05040477892040392,0.09845882757158592,771,381
unsaturated_mask_0,analytic_clipped_template_sideband_traditional,0.6621452456315191,0.6202469883572246,0.5350066669772247,9.33552258275088,0.16560509554140126,0.5879265091863517,0.19743589743589743,0.07373404497208227,0.10147770905963599,771,381
unsaturated_mask_0,gradient_boosted_trees,0.8499293362085343,0.8326738003903358,-0.3896725525953082,8.348209955711912,0.09552845528455285,0.3543307086614173,0.13846153846153847,-0.004582129671531674,0.07551380991259163,771,381
unsaturated_mask_0,mlp,0.8349170576590144,0.8458038898983781,0.3221759722583162,11.70151802524056,0.2077922077922078,0.3937007874015748,0.09230769230769231,-0.021893960509576583,0.15892786253839253,771,381
unsaturated_mask_0,ridge,0.8404431409901512,0.8458173497543576,-1.0505386881570544,10.28796034745006,0.15076335877862596,0.3123359580052493,0.13333333333333333,-0.009764924504292618,0.06716926128854825,771,381
unsaturated_mask_0,saturation_residual_fusion_new,0.8535094663954454,0.8354734504340803,-0.6180404297594055,8.391103744494455,0.09727626459143969,0.32545931758530183,0.14615384615384616,-0.0010219780267031594,0.06977086291666339,771,381
unsaturated_mask_0,tiny_sequence_transformer,0.7845874113403494,0.7926172689952218,-15.751657790831942,17.928900985783784,0.5333333333333333,0.6062992125984252,0.06923076923076923,0.004607823630347623,0.10163459797497998,771,381
saturated_mask_gt0,1d_cnn,,,-7.410089711593022,14.504659307607795,0.2777777777777778,0.0,,-0.017016119372076404,0.04264419487587007,9,9
saturated_mask_gt0,analytic_clipped_template_sideband_traditional,,,0.39966096603283763,14.49418815935681,0.5,0.4444444444444444,,0.13571062522595145,0.0690826746406078,9,9
saturated_mask_gt0,gradient_boosted_trees,,,2.0056134681616467,7.403678516716523,0.0,0.0,,-0.003262861492656678,0.07593864021789822,9,9
saturated_mask_gt0,mlp,,,0.004915547867074821,17.101333405429926,0.2777777777777778,0.0,,-0.09334874278166068,0.0901148692403018,9,9
saturated_mask_gt0,ridge,,,-0.5282148388563712,8.770637248684398,0.1111111111111111,0.0,,-0.0381444051950797,0.03413175085423141,9,9
saturated_mask_gt0,saturation_residual_fusion_new,,,0.14569142048769468,6.322408854636545,0.05555555555555555,0.0,,-0.010108835923069685,0.06275685441147177,9,9
saturated_mask_gt0,tiny_sequence_transformer,,,-14.17145543119859,14.316644633308327,0.5,0.1111111111111111,,-0.09448865111452887,0.06853063025671562,9,9
deep_saturation_mask_ge3,1d_cnn,,,-2.003816506968743,16.109257723934878,0.4,0.0,,-0.017016119372076404,0.02001351109050705,5,5
deep_saturation_mask_ge3,analytic_clipped_template_sideband_traditional,,,0.39966096603283763,11.860276859402411,0.5,0.4,,0.17704392170987554,0.056385083899387664,5,5
deep_saturation_mask_ge3,gradient_boosted_trees,,,2.4805294204740447,3.800819607320868,0.0,0.0,,-0.03438528556862546,0.06304178038771717,5,5
deep_saturation_mask_ge3,mlp,,,0.004915547867074821,11.597637267186052,0.3,0.0,,-0.1058660283633805,0.04670916779251696,5,5
deep_saturation_mask_ge3,ridge,,,4.854383784446008,7.92954795394134,0.1,0.0,,-0.049788512788285014,0.01395867753659041,5,5
deep_saturation_mask_ge3,saturation_residual_fusion_new,,,0.48199246067699875,3.162633023756399,0.0,0.0,,-0.010108835923069685,0.01895785908040452,5,5
deep_saturation_mask_ge3,tiny_sequence_transformer,,,-8.485409162150628,8.04723569483794,0.375,0.2,,-0.1397710328481924,0.029323466764450773,5,5
