method,heldout_runs,n_events,heldout_auc,heldout_auc_ci_low,heldout_auc_ci_high,heldout_average_precision,heldout_mean_quiet_probability,heldout_mean_quiet_probability_ci_low,heldout_mean_quiet_probability_ci_high
pretrigger_only_logistic_hidden_mode_probe,"57,65",4000,0.6463464414851016,0.5705249106831284,0.7005541718519435,0.6526888619519059,0.3992329283175917,0.3740325105690923,0.4227297503903795
