path,token,source_class,independent_acquisition_candidate,snippet
/home/billy/ccb-data/docs/bstack_astack_report_with_timing_label_pileup_ml.pdf,pedestal,analysis_pdf_not_daq_logbook,False,"l correction Figure 21 shows the minimum non-jagged sample before and after the adaptive pedestal correction. With the first-four-sample pedestal, many pulses have large negative minima b"
/home/billy/ccb-data/docs/bstack_astack_report_with_timing_label_pileup_ml.pdf,pedestal,analysis_pdf_not_daq_logbook,False,"gged sample before and after the adaptive pedestal correction. With the first-four-sample pedestal, many pulses have large negative minima because the assumed pedestal is inside the pulse"
/home/billy/ccb-data/docs/bstack_astack_report_with_timing_label_pileup_ml.pdf,pedestal,analysis_pdf_not_daq_logbook,False,"he first-four-sample pedestal, many pulses have large negative minima because the assumed pedestal is inside the pulse or recovery region. After the adaptive correction, the minimum non-ja"
/home/billy/Desktop/test_beam/README.md,trigger,derived_or_unsupported,False,"(CD₂) | | Detector | HRD scintillator range stacks A & B (ΔE–E / range telescope) + TPC + trigger scints | | Analysed staves | B-stack: B2, B4, B6, B8 (main); A-stack: A1, A3 (cross-check"
/home/billy/Desktop/test_beam/README.md,pedestal,derived_or_unsupported,False,"ero | tie — ML score is diagnostic, not production-superior | | **S16** | Is the adaptive pedestal unbiased? | Adaptive pedestal is badly biased (−311 ADC); a learned pedestal fixes it | *"
/home/billy/Desktop/test_beam/README.md,pedestal,derived_or_unsupported,False,"stic, not production-superior | | **S16** | Is the adaptive pedestal unbiased? | Adaptive pedestal is badly biased (−311 ADC); a learned pedestal fixes it | **ML wins**: MAE **49** vs **34"
/home/billy/Desktop/test_beam/README.md,pedestal,derived_or_unsupported,False,the adaptive pedestal unbiased? | Adaptive pedestal is badly biased (−311 ADC); a learned pedestal fixes it | **ML wins**: MAE **49** vs **341 ADC** | | **S18** | Independent A-stack repro
/home/billy/Desktop/test_beam/README.md,pedestal,derived_or_unsupported,False,"ng theme: ML clearly helps where the signal is in **waveform shape** (timing, saturation, pedestal, representation); it ties the analytic method where the physics is already a clean closed"
/home/billy/Desktop/test_beam/PROJECT_REPORT.md,trigger,derived_or_unsupported,False,"terated polyethylene (CD₂)** target. Charged particles leaving the target are recorded by trigger scintillators, a TPC, and **two HRD scintillator range stacks** (A and B), each ~1 m from"
/home/billy/Desktop/test_beam/PROJECT_REPORT.md,pedestal,derived_or_unsupported,False,ion (PSTAR/Geant4 + Birks) | Needed for S06 (σ vs energy) and S15 (p/d PID) | | **S16** | Pedestal/baseline validation | Feeds P11; bias on low-amplitude pulses | | **S18** | A-stack indep
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,n the primary q-template metric; ML only helps a secondary timing metric (P10a–b). ## 5. Pedestal / baseline (S16) - The adaptive pedestal is **badly biased** (MAE 341 ADC); a learned pe
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,elps a secondary timing metric (P10a–b). ## 5. Pedestal / baseline (S16) - The adaptive pedestal is **badly biased** (MAE 341 ADC); a learned pedestal cuts MAE to **≈49 ADC** — ML win
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,al / baseline (S16) - The adaptive pedestal is **badly biased** (MAE 341 ADC); a learned pedestal cuts MAE to **≈49 ADC** — ML win (S16). **Caveat:** there is **no true forced/random pe
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,forced,derived_or_unsupported,False,"learned pedestal cuts MAE to **≈49 ADC** — ML win (S16). **Caveat:** there is **no true forced/random pedestal sample** in the data (S16b–f), so this is proxy-validated only, and hig"
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,random,derived_or_unsupported,False,"pedestal cuts MAE to **≈49 ADC** — ML win (S16). **Caveat:** there is **no true forced/random pedestal sample** in the data (S16b–f), so this is proxy-validated only, and high-basel"
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,"al cuts MAE to **≈49 ADC** — ML win (S16). **Caveat:** there is **no true forced/random pedestal sample** in the data (S16b–f), so this is proxy-validated only, and high-baseline-lower"
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,"-validated only, and high-baseline-lowering events are **contamination/pathology**, not pedestal truth. ## 6. Cross-cutting methodology (why to trust the above) - **Leakage is hunted, n"
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,forced,derived_or_unsupported,False,article ID (p vs d):** needs GEANT4 (S17) — no per-event truth exists in data. - **A true forced/random pedestal sample:** absent; all pedestal validation is proxy-based. - **Real (not i
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,random,derived_or_unsupported,False,ID (p vs d):** needs GEANT4 (S17) — no per-event truth exists in data. - **A true forced/random pedestal sample:** absent; all pedestal validation is proxy-based. - **Real (not injected
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,vs d):** needs GEANT4 (S17) — no per-event truth exists in data. - **A true forced/random pedestal sample:** absent; all pedestal validation is proxy-based. - **Real (not injected) pile-up
/home/billy/Desktop/test_beam/FINDINGS_SYNTHESIS.md,pedestal,derived_or_unsupported,False,o per-event truth exists in data. - **A true forced/random pedestal sample:** absent; all pedestal validation is proxy-based. - **Real (not injected) pile-up truth:** the two-pulse and cur
/home/billy/Desktop/test_beam/docs/00_overview.md,trigger,derived_repo_document_or_report,False,"e (CD₂)** target. Charged particles leaving the target are recorded by a detector system: trigger scintillators, a TPC, and **two HRD scintillator range stacks** (Stack A and Stack B), ea"
/home/billy/Desktop/test_beam/docs/01_setup_and_detector.md,trigger,derived_repo_document_or_report,False,"(among others) into the detector. ## Apparatus (Fig. 1 in the notes) - Target region → **trigger scintillators** → **TPC** → **two HRD scintillator range stacks** (Stack A, Stack B), e"
/home/billy/Desktop/test_beam/docs/01_setup_and_detector.md,pedestal,derived_repo_document_or_report,False,"ulse**, nominal **sample spacing Δt_samp = 10 ns**. - Signal in **ADC counts**; baseline (pedestal) subtracted per pulse (see [03_pulse_reconstruction.md](03_pulse_reconstruction.md))."
/home/billy/Desktop/test_beam/docs/03_pulse_reconstruction.md,pedestal,derived_repo_document_or_report,False,"# 03 — Pulse reconstruction From each 18-sample waveform we extract a pedestal, amplitude, time, and shape variables. All of this is **traditional (non-ML)** signal pro"
/home/billy/Desktop/test_beam/docs/03_pulse_reconstruction.md,pedestal,derived_repo_document_or_report,False,cessing — it is the baseline against which any ML pulse model must be benchmarked. ## 1. Pedestal (baseline) - **Seed:** b₀ = median(w₀..w₃) (first four samples). Provisional y_j = w_j −
/home/billy/Desktop/test_beam/docs/03_pulse_reconstruction.md,pedestal,derived_repo_document_or_report,False,"ples). Provisional y_j = w_j − b₀, A⁽⁰⁾ = max y_j. - **Adaptive, positivity-constrained pedestal:** negative tolerance ε(A⁽⁰⁾) = max(25 ADC, 0.015·A⁽⁰⁾). The pedestal is lowered only a"
/home/billy/Desktop/test_beam/docs/03_pulse_reconstruction.md,pedestal,derived_repo_document_or_report,False,"ivity-constrained pedestal:** negative tolerance ε(A⁽⁰⁾) = max(25 ADC, 0.015·A⁽⁰⁾). The pedestal is lowered only as needed so the minimum non-jagged corrected sample ≥ −ε. The lowering"
/home/billy/Desktop/test_beam/docs/03_pulse_reconstruction.md,pedestal,derived_repo_document_or_report,False,"b₀ − b_pc) is **kept as a diagnostic** (large lowering ⇒ contaminated first-four-sample pedestal, common in B2/late-overlap topologies). - ⚠ The ""fraction below tolerance = 0% after corr"
/home/billy/Desktop/test_beam/docs/06_pileup.md,pedestal,derived_repo_document_or_report,False,"t timing span Δt_B, (c) waveforms with early activity + later maximum, (d) large adaptive-pedestal lowering. ## Traditional evidence - **Sample I B2 pair residuals 37–41 ns wide** vs down"
/home/billy/Desktop/test_beam/docs/06_pileup.md,random,derived_repo_document_or_report,False,"erance (traditional, controlled) Inject a second clean real pulse onto a clean primary at random delay/amplitude; measure recovery of the primary time/amplitude/area: - All: σ_t 2.68 → 0"
/home/billy/Desktop/test_beam/docs/07_ml_methods.md,random,derived_repo_document_or_report,False,"flagged below for each. ## A. Event-level clean-timing classifier (App. A) - **Model:** random forest. **Features:** B2/B4/B6/B8 amplitudes & log-amps, template quality, tail/late fr"
/home/billy/Desktop/test_beam/docs/07_ml_methods.md,random,derived_repo_document_or_report,False,"≥2 downstream & (downstream span >10 ns OR B2 displaced >20 ns). - **Split by run** (not random). 12,147 events (10,636 clean : 1,511 violating, **~7:1**). - **Performance:** test ROC A"
/home/billy/Desktop/test_beam/docs/09_open_questions.md,pedestal,derived_repo_document_or_report,False,"vs d particle ID is sample-level only; no event-by-event ΔE–E PID built. (S15) - Adaptive-pedestal ""0% below tolerance"" is true **by construction** — needs an independent validation (e.g"
/home/billy/Desktop/test_beam/docs/09_open_questions.md,forced,derived_repo_document_or_report,False,"olerance"" is true **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - No GEANT4 simulation of the CCB setup exist"
/home/billy/Desktop/test_beam/docs/09_open_questions.md,trigger,derived_repo_document_or_report,False,"e"" is true **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - No GEANT4 simulation of the CCB setup exists — buil"
/home/billy/Desktop/test_beam/docs/09_open_questions.md,empty,derived_repo_document_or_report,False,ue **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - No GEANT4 simulation of the CCB setup exists — building o
/home/billy/Desktop/test_beam/docs/09_open_questions.md,pedestal,derived_repo_document_or_report,False,truction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - No GEANT4 simulation of the CCB setup exists — building one would provid
/home/billy/Desktop/test_beam/docs/glossary.md,pedestal,derived_repo_document_or_report,False,"— baseline-subtracted peak amplitude (ADC); selection cut **A > 1000 ADC**. - **Adaptive pedestal** — positivity-constrained baseline (tolerance ε(A)=max(25, 0.015A)) replacing the fixe"
/home/billy/Desktop/test_beam/docs/latex/chapters/06_amplitude_energy_pedestal.tex,pedestal,derived_repo_document_or_report,False,\chapter{Amplitude energy pedestal} \emph{(chapter pending --- to be written by the fleet.)}
/home/billy/Desktop/test_beam/docs/latex/main.pdf,pedestal,derived_repo_document_or_report,False,Data reconstruction 3 3 Timing 4 4 Pileup 5 5 Pulseshape ml 6 6 Amplitude energy pedestal 7 7 Geant4 truth 8 8 Methods ml algorithms 9 9 Conclusions 10 1 Chapter 1 Intr
/home/billy/Desktop/test_beam/docs/latex/main.pdf,pedestal,derived_repo_document_or_report,False,shape ml (chapter pending — to be written by the fleet.) 6 Chapter 6 Amplitude energy pedestal (chapter pending — to be written by the fleet.) 7 Chapter 7 Geant4 truth (chapter pen
/home/billy/Desktop/test_beam/docs/latex/main.tex,pedestal,derived_repo_document_or_report,False,chapters/04_pileup} \input{chapters/05_pulseshape_ml} \input{chapters/06_amplitude_energy_pedestal} \input{chapters/07_geant4_truth} \input{chapters/08_methods_ml_algorithms} \input{chapte
/home/billy/Desktop/test_beam/docs/references.md,random,derived_repo_document_or_report,False,"eck against the PDF reference list, pp. 120–122). ## Statistics / ML methods - Breiman, *Random Forests*, Mach. Learn. 45 (2001) — RF classifier. [29] - Hoerl & Kennard, *Ridge Regressi"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,trigger,derived_repo_document_or_report,False,| reports/1781013144.1054.325e4c97 | | S02d+S16e | ✅ done | ✅ references reproduced | pretrigger proxy terms improve LORO sigma68 to 1.343 ns | ML pretrigger residual 1.470 ns | No; trad
/home/billy/Desktop/test_beam/reports/SUMMARY.md,trigger,derived_repo_document_or_report,False,✅ references reproduced | pretrigger proxy terms improve LORO sigma68 to 1.343 ns | ML pretrigger residual 1.470 ns | No; traditional proxy terms win and ML has run sensitivity | reports/
/home/billy/Desktop/test_beam/reports/SUMMARY.md,acquisition,derived_repo_document_or_report,False,ns | IPCW ridge mean 179.05 ns | No; low-threshold windows are heavily censored and need acquisition-window bounds | reports/1781028280.978.1e517fd7 | | S10h late residual taxonomy | ✅ done
/home/billy/Desktop/test_beam/reports/SUMMARY.md,trigger,derived_repo_document_or_report,False,"rate handle | reports/1781000867.546938.20f0173c | | S16 | ✅ done | ✅ S00 selection | pretrigger median MAE 341 ADC | adaptive/learned MAE 48.9 ADC | **Yes**, but adaptive remains biased"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,"48.9 ADC | **Yes**, but adaptive remains biased | reports/1780997954.15337.77205a71__s16_pedestal_baseline_validation | | S16b closure | ✅ done | ✅ 640,737 exact | line3 early-sample pred"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,"ed, ML is contamination diagnostic | reports/1781000826.539659.030b7796__s16b_independent_pedestal_estimator_closure | | S16b forced/proxy | ✅ done | ✅ 640,737 exact; 0 forced/random-tagge"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,"reports/1781000826.539659.030b7796__s16b_independent_pedestal_estimator_closure | | S16b forced/proxy | ✅ done | ✅ 640,737 exact; 0 forced/random-tagged entries | adaptive proxy MAE 17."
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,"ndependent_pedestal_estimator_closure | | S16b forced/proxy | ✅ done | ✅ 640,737 exact; 0 forced/random-tagged entries | adaptive proxy MAE 17.18 ADC | HGBR proxy MAE 15.64 ADC | Proxy o"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,random,derived_repo_document_or_report,False,"ent_pedestal_estimator_closure | | S16b forced/proxy | ✅ done | ✅ 640,737 exact; 0 forced/random-tagged entries | adaptive proxy MAE 17.18 ADC | HGBR proxy MAE 15.64 ADC | Proxy only; tr"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,gged entries | adaptive proxy MAE 17.18 ADC | HGBR proxy MAE 15.64 ADC | Proxy only; true forced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_ped
/home/billy/Desktop/test_beam/reports/SUMMARY.md,random,derived_repo_document_or_report,False,tries | adaptive proxy MAE 17.18 ADC | HGBR proxy MAE 15.64 ADC | Proxy only; true forced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_v
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,adaptive proxy MAE 17.18 ADC | HGBR proxy MAE 15.64 ADC | Proxy only; true forced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,only; true forced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation | | S16c | ✅ done | ✅ S00/Sample-II counts and zero post-corr
/home/billy/Desktop/test_beam/reports/SUMMARY.md,trigger,derived_repo_document_or_report,False,true forced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation | | S16c | ✅ done | ✅ S00/Sample-II counts and zero post-correction v
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,ced/random pedestal data absent | reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation | | S16c | ✅ done | ✅ S00/Sample-II counts and zero post-correction violations
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,"-lowering events do not carry the timing tails | reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance | | S16d | ✅ done | ✅ 640,737 exact; 0 forced/random entries | metadata +"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,"221.625989.53423f03__s16c_pedestal_timing_nuisance | | S16d | ✅ done | ✅ 640,737 exact; 0 forced/random entries | metadata + quiet-run scan finds no true forced/random source | pretrigge"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,random,derived_repo_document_or_report,False,"989.53423f03__s16c_pedestal_timing_nuisance | | S16d | ✅ done | ✅ 640,737 exact; 0 forced/random entries | metadata + quiet-run scan finds no true forced/random source | pretrigger quiet"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,"done | ✅ 640,737 exact; 0 forced/random entries | metadata + quiet-run scan finds no true forced/random source | pretrigger quiet-proxy AUC 0.646 | No true pedestal sample; use only as p"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,random,derived_repo_document_or_report,False,"✅ 640,737 exact; 0 forced/random entries | metadata + quiet-run scan finds no true forced/random source | pretrigger quiet-proxy AUC 0.646 | No true pedestal sample; use only as pseudo-p"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,trigger,derived_repo_document_or_report,False,forced/random entries | metadata + quiet-run scan finds no true forced/random source | pretrigger quiet-proxy AUC 0.646 | No true pedestal sample; use only as pseudo-pedestal diagnostic |
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,-run scan finds no true forced/random source | pretrigger quiet-proxy AUC 0.646 | No true pedestal sample; use only as pseudo-pedestal diagnostic | reports/1781007587.2596.601c7510__s16d_f
/home/billy/Desktop/test_beam/reports/SUMMARY.md,pedestal,derived_repo_document_or_report,False,m source | pretrigger quiet-proxy AUC 0.646 | No true pedestal sample; use only as pseudo-pedestal diagnostic | reports/1781007587.2596.601c7510__s16d_forced_random_pedestal_run_search | |
/home/billy/Desktop/test_beam/reports/SUMMARY.md,forced,derived_repo_document_or_report,False,"l sample; use only as pseudo-pedestal diagnostic | reports/1781007587.2596.601c7510__s16d_forced_random_pedestal_run_search | | S16d strata | ✅ done | ✅ 640,737 exact; 0 forced/random en"
/home/billy/Desktop/test_beam/reports/SUMMARY.md,random,derived_repo_document_or_report,False,"e; use only as pseudo-pedestal diagnostic | reports/1781007587.2596.601c7510__s16d_forced_random_pedestal_run_search | | S16d strata | ✅ done | ✅ 640,737 exact; 0 forced/random entries |"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,daq,derived_repo_document_or_report,False,# S16e: external DAQ run-log acquisition audit - **Ticket:** 1781013928.1528.29ac7cae - **Worker:** testbeam-
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,acquisition,derived_repo_document_or_report,False,# S16e: external DAQ run-log acquisition audit - **Ticket:** 1781013928.1528.29ac7cae - **Worker:** testbeam-laptop-3 - **Date:**
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,daq,derived_repo_document_or_report,False,c7cae - **Worker:** testbeam-laptop-3 - **Date:** 2026-06-09 - **Config:** `s16e_external_daq_run_log_config.json` - **Input checksums:** `input_sha256.csv` - **Git commit at runtime:
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,daq,derived_repo_document_or_report,False,"t at runtime:** `659d2f8b652412017196ea66ca7f1d2068a11cb2` ## Question Can the original DAQ logbook, trigger-mode spreadsheet, or acquisition scripts be located for runs `0000-0065`"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,logbook,derived_repo_document_or_report,False,"runtime:** `659d2f8b652412017196ea66ca7f1d2068a11cb2` ## Question Can the original DAQ logbook, trigger-mode spreadsheet, or acquisition scripts be located for runs `0000-0065` and mat"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,trigger,derived_repo_document_or_report,False,"** `659d2f8b652412017196ea66ca7f1d2068a11cb2` ## Question Can the original DAQ logbook, trigger-mode spreadsheet, or acquisition scripts be located for runs `0000-0065` and matched to H"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,spreadsheet,derived_repo_document_or_report,False,"52412017196ea66ca7f1d2068a11cb2` ## Question Can the original DAQ logbook, trigger-mode spreadsheet, or acquisition scripts be located for runs `0000-0065` and matched to HRD ROOT run numbe"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,acquisition,derived_repo_document_or_report,False,"a7f1d2068a11cb2` ## Question Can the original DAQ logbook, trigger-mode spreadsheet, or acquisition scripts be located for runs `0000-0065` and matched to HRD ROOT run numbers? ## Raw ROOT"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,trigger,derived_repo_document_or_report,False,"| yes | | distinct run ids represented in raw ROOT | 57 | 57 | yes | | ROOT entries with `TRIGGER != 1` | 0 | 0 | yes | The run map covers requested runs `0000-0065`, but not every run h"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,empty,derived_repo_document_or_report,False,"runs `0000-0065`, but not every run has both stacks. A-stack has 57 ROOT files including empty placeholder runs 0000-0003; B-stack has 53 ROOT files and starts at run 0012. Every popul"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,trigger,derived_repo_document_or_report,False,B-stack has 53 ROOT files and starts at run 0012. Every populated raw ROOT file has only `TRIGGER == 1`. ## External Source Search Archive member inventory and extracted filesystem inve
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,daq,derived_repo_document_or_report,False,"ument under the data mirror is `bstack_astack_report_with_timing_label_pileup_ml.pdf`; no DAQ logbook, trigger-mode spreadsheet, or acquisition script was found in the local mirror or"
/home/billy/Desktop/test_beam/reports/1781013928.1528.29ac7cae/REPORT.md,logbook,derived_repo_document_or_report,False,"t under the data mirror is `bstack_astack_report_with_timing_label_pileup_ml.pdf`; no DAQ logbook, trigger-mode spreadsheet, or acquisition script was found in the local mirror or raw zip"
