bin,bin_value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,constrained_template_fit,,,16.67498055943025,5.310026628530334,-0.00035253647636981846,0.09459434343577945,0.26785714285714285,56,56
true_sep_sample,0.5,compact_mlp_classifier_regressor,,,10.702496603825614,7.18245571312352,0.02720666621651661,0.07506635434012474,0.375,56,56
true_sep_sample,0.75,constrained_template_fit,,,16.479630265758736,6.417965223831322,-0.01397795018587234,0.11549957777453218,0.2711864406779661,59,59
true_sep_sample,0.75,compact_mlp_classifier_regressor,,,11.277995619797558,7.9021669354563215,0.01033522837031766,0.08964731727294159,0.576271186440678,59,59
true_sep_sample,1.0,constrained_template_fit,,,16.38147274980866,6.315569846723408,-0.013851135707387748,0.10461306378717825,0.23170731707317074,82,82
true_sep_sample,1.0,compact_mlp_classifier_regressor,,,7.970554310405607,7.293854843027561,0.0032611086045410257,0.08138326051817842,0.4146341463414634,82,82
true_sep_sample,1.5,constrained_template_fit,,,15.16191334636608,9.246339250037835,-0.026775009919318003,0.10047552632895287,0.2318840579710145,69,69
true_sep_sample,1.5,compact_mlp_classifier_regressor,,,6.182238519879214,5.774531636719165,0.036579738247662835,0.0800363059155913,0.4927536231884058,69,69
true_sep_sample,2.0,constrained_template_fit,,,14.010104680969842,8.140508404071314,-0.01943986020869748,0.07028033697233996,0.15254237288135594,59,59
true_sep_sample,2.0,compact_mlp_classifier_regressor,,,5.995374970853398,5.173478808070508,-0.012070765382458415,0.05827247740458655,0.4067796610169492,59,59
true_sep_sample,3.0,constrained_template_fit,,,10.670709965403647,6.959042799114237,-0.04277783662461294,0.06998898369531378,0.13559322033898305,59,59
true_sep_sample,3.0,compact_mlp_classifier_regressor,,,7.4506104586135775,6.475901192653657,-0.015298520539182297,0.08119292825465296,0.22033898305084745,59,59
true_sep_sample,4.0,constrained_template_fit,,,11.821650615397482,8.065149890292776,-0.030852503738187393,0.07414904044178044,0.14285714285714285,77,77
true_sep_sample,4.0,compact_mlp_classifier_regressor,,,13.75310943182707,7.487817030891213,-0.020628382321454284,0.07504809637675555,0.15584415584415584,77,77
true_sep_sample,5.0,constrained_template_fit,,,11.850775847448293,6.57203377444012,-0.08130326360770868,0.08509981741036597,0.08823529411764706,68,68
true_sep_sample,5.0,compact_mlp_classifier_regressor,,,8.169344050582309,6.9661960676425885,-0.022426713656960647,0.07097838322772634,0.16176470588235295,68,68
true_sep_sample,6.0,constrained_template_fit,,,11.740294165672394,5.317698227138216,-0.06204416935748695,0.11171310025612016,0.04225352112676056,71,71
true_sep_sample,6.0,compact_mlp_classifier_regressor,,,8.65466154653004,7.203952181591248,-0.0017397090673486183,0.0871622786837902,0.15492957746478872,71,71
