method,n_runs,mean_sigma68_ns,ci_low,ci_high,mean_tail_frac_abs_gt5ns,tail_ci_low,tail_ci_high,min_run_sigma68_ns,max_run_sigma68_ns
traditional S16e proxy timewalk,7,1.3434991546492903,1.297670364308804,1.3894925799440467,0.012227270635839619,0.007251586072726323,0.016614194462891342,1.2316335399943017,1.44512815649364
ML waveform plus S16e proxy ridge,7,1.4699599943059851,1.3324750980614863,1.669549644407725,0.015181693144678461,0.010804531686839055,0.019558854602517866,1.2475492062715132,2.0177113353462577
S02b global template timewalk,7,1.6551640399789107,1.5320333346949127,1.8446360653280751,0.015293753456599156,0.010355996669738812,0.02080600816758161,1.4718970274976448,2.188417727408664
