method,alpha,fold,sigma68_ns,n_pair_residuals,shuffled_target,heldout_run
s16e_proxy_timewalk_shuffled,0.0001,0,1.9882996206783194,2997,True,58
s16e_proxy_timewalk_shuffled,0.0001,1,1.560651410193477,3534,True,58
s16e_proxy_timewalk_shuffled,0.0001,2,1.6718421005314235,4710,True,58
s16e_proxy_timewalk_shuffled,0.0001,-1,1.7402643771344064,0,True,58
s16e_proxy_timewalk_shuffled,0.001,0,1.986552040611715,2997,True,58
s16e_proxy_timewalk_shuffled,0.001,1,1.5693285088857152,3534,True,58
s16e_proxy_timewalk_shuffled,0.001,2,1.6717450549015374,4710,True,58
s16e_proxy_timewalk_shuffled,0.001,-1,1.742541868132989,0,True,58
s16e_proxy_timewalk_shuffled,0.01,0,1.9877546780869761,2997,True,58
s16e_proxy_timewalk_shuffled,0.01,1,1.5661774258685548,3534,True,58
s16e_proxy_timewalk_shuffled,0.01,2,1.6718824553560832,4710,True,58
s16e_proxy_timewalk_shuffled,0.01,-1,1.7419381864372045,0,True,58
s16e_proxy_timewalk_shuffled,0.1,0,1.9892985920369082,2997,True,58
s16e_proxy_timewalk_shuffled,0.1,1,1.5665027454498102,3534,True,58
s16e_proxy_timewalk_shuffled,0.1,2,1.6700291384023256,4710,True,58
s16e_proxy_timewalk_shuffled,0.1,-1,1.7419434919630146,0,True,58
s16e_proxy_timewalk_shuffled,1.0,0,1.987699367748943,2997,True,58
s16e_proxy_timewalk_shuffled,1.0,1,1.5648966797981634,3534,True,58
s16e_proxy_timewalk_shuffled,1.0,2,1.6582349400454093,4710,True,58
s16e_proxy_timewalk_shuffled,1.0,-1,1.7369436625308385,0,True,58
s16e_proxy_timewalk_shuffled,10.0,0,1.9902832603834786,2997,True,58
s16e_proxy_timewalk_shuffled,10.0,1,1.5498906202335796,3534,True,58
s16e_proxy_timewalk_shuffled,10.0,2,1.643158187503059,4710,True,58
s16e_proxy_timewalk_shuffled,10.0,-1,1.7277773560400391,0,True,58
s16e_proxy_timewalk_shuffled,0.0001,0,2.0215511089298164,2799,True,59
s16e_proxy_timewalk_shuffled,0.0001,1,1.656554616836142,2841,True,59
s16e_proxy_timewalk_shuffled,0.0001,2,1.6281233429368547,3531,True,59
s16e_proxy_timewalk_shuffled,0.0001,-1,1.7687430229009378,0,True,59
s16e_proxy_timewalk_shuffled,0.001,0,2.0152361586244028,2799,True,59
s16e_proxy_timewalk_shuffled,0.001,1,1.6377529569359803,2841,True,59
s16e_proxy_timewalk_shuffled,0.001,2,1.6284451152855155,3531,True,59
s16e_proxy_timewalk_shuffled,0.001,-1,1.760478076948633,0,True,59
s16e_proxy_timewalk_shuffled,0.01,0,2.020244275833154,2799,True,59
s16e_proxy_timewalk_shuffled,0.01,1,1.6350166526787684,2841,True,59
s16e_proxy_timewalk_shuffled,0.01,2,1.6265025291439639,3531,True,59
s16e_proxy_timewalk_shuffled,0.01,-1,1.7605878192186288,0,True,59
s16e_proxy_timewalk_shuffled,0.1,0,2.0179881386596,2799,True,59
s16e_proxy_timewalk_shuffled,0.1,1,1.6295074404507353,2841,True,59
s16e_proxy_timewalk_shuffled,0.1,2,1.624412010853804,3531,True,59
s16e_proxy_timewalk_shuffled,0.1,-1,1.7573025299880465,0,True,59
s16e_proxy_timewalk_shuffled,1.0,0,2.0167982354584133,2799,True,59
s16e_proxy_timewalk_shuffled,1.0,1,1.6205701753318684,2841,True,59
s16e_proxy_timewalk_shuffled,1.0,2,1.6035403954832361,3531,True,59
s16e_proxy_timewalk_shuffled,1.0,-1,1.7469696020911727,0,True,59
s16e_proxy_timewalk_shuffled,10.0,0,2.021823004434341,2799,True,59
s16e_proxy_timewalk_shuffled,10.0,1,1.606208056968419,2841,True,59
s16e_proxy_timewalk_shuffled,10.0,2,1.5954392752850217,3531,True,59
s16e_proxy_timewalk_shuffled,10.0,-1,1.7411567788959272,0,True,59
s16e_proxy_timewalk_shuffled,0.0001,0,1.9322730869884785,2799,True,60
s16e_proxy_timewalk_shuffled,0.0001,1,1.6096669009264166,2838,True,60
s16e_proxy_timewalk_shuffled,0.0001,2,1.6218555292775267,3399,True,60
s16e_proxy_timewalk_shuffled,0.0001,-1,1.721265172397474,0,True,60
s16e_proxy_timewalk_shuffled,0.001,0,1.9302494112355015,2799,True,60
s16e_proxy_timewalk_shuffled,0.001,1,1.6108031633905455,2838,True,60
s16e_proxy_timewalk_shuffled,0.001,2,1.6194929802173361,3399,True,60
s16e_proxy_timewalk_shuffled,0.001,-1,1.720181851614461,0,True,60
s16e_proxy_timewalk_shuffled,0.01,0,1.9308303976817012,2799,True,60
s16e_proxy_timewalk_shuffled,0.01,1,1.6074155713680476,2838,True,60
s16e_proxy_timewalk_shuffled,0.01,2,1.6184597821475093,3399,True,60
s16e_proxy_timewalk_shuffled,0.01,-1,1.7189019170657527,0,True,60
s16e_proxy_timewalk_shuffled,0.1,0,1.9316279255319144,2799,True,60
s16e_proxy_timewalk_shuffled,0.1,1,1.6062765631356464,2838,True,60
s16e_proxy_timewalk_shuffled,0.1,2,1.6162158236443929,3399,True,60
s16e_proxy_timewalk_shuffled,0.1,-1,1.7180401041039846,0,True,60
s16e_proxy_timewalk_shuffled,1.0,0,1.9277167512219078,2799,True,60
s16e_proxy_timewalk_shuffled,1.0,1,1.597092380457453,2838,True,60
s16e_proxy_timewalk_shuffled,1.0,2,1.6000008998701238,3399,True,60
s16e_proxy_timewalk_shuffled,1.0,-1,1.708270010516495,0,True,60
s16e_proxy_timewalk_shuffled,10.0,0,1.9213501049747579,2799,True,60
s16e_proxy_timewalk_shuffled,10.0,1,1.592715372770905,2838,True,60
s16e_proxy_timewalk_shuffled,10.0,2,1.586668529184736,3399,True,60
s16e_proxy_timewalk_shuffled,10.0,-1,1.7002446689767996,0,True,60
s16e_proxy_timewalk_shuffled,0.0001,0,1.6614337583073908,2622,True,61
s16e_proxy_timewalk_shuffled,0.0001,1,1.6809008810494315,2640,True,61
s16e_proxy_timewalk_shuffled,0.0001,2,1.6636060672254869,3399,True,61
s16e_proxy_timewalk_shuffled,0.0001,-1,1.668646902194103,0,True,61
s16e_proxy_timewalk_shuffled,0.001,0,1.6586528789610309,2622,True,61
s16e_proxy_timewalk_shuffled,0.001,1,1.6832708324014571,2640,True,61
s16e_proxy_timewalk_shuffled,0.001,2,1.6649039792687137,3399,True,61
s16e_proxy_timewalk_shuffled,0.001,-1,1.6689425635437338,0,True,61
s16e_proxy_timewalk_shuffled,0.01,0,1.6606784686162335,2622,True,61
s16e_proxy_timewalk_shuffled,0.01,1,1.6839289402573472,2640,True,61
s16e_proxy_timewalk_shuffled,0.01,2,1.664532252481981,3399,True,61
s16e_proxy_timewalk_shuffled,0.01,-1,1.6697132204518539,0,True,61
s16e_proxy_timewalk_shuffled,0.1,0,1.6584953553262303,2622,True,61
s16e_proxy_timewalk_shuffled,0.1,1,1.6841596998770652,2640,True,61
s16e_proxy_timewalk_shuffled,0.1,2,1.6619133747843269,3399,True,61
s16e_proxy_timewalk_shuffled,0.1,-1,1.6681894766625407,0,True,61
s16e_proxy_timewalk_shuffled,1.0,0,1.660882849588376,2622,True,61
s16e_proxy_timewalk_shuffled,1.0,1,1.6817647294919433,2640,True,61
s16e_proxy_timewalk_shuffled,1.0,2,1.6490232925164168,3399,True,61
s16e_proxy_timewalk_shuffled,1.0,-1,1.6638902905322455,0,True,61
s16e_proxy_timewalk_shuffled,10.0,0,1.6467178549239436,2622,True,61
s16e_proxy_timewalk_shuffled,10.0,1,1.6862081896180503,2640,True,61
s16e_proxy_timewalk_shuffled,10.0,2,1.6313506766896306,3399,True,61
s16e_proxy_timewalk_shuffled,10.0,-1,1.6547589070772082,0,True,61
s16e_proxy_timewalk_shuffled,0.0001,0,1.9339965661354908,2799,True,62
s16e_proxy_timewalk_shuffled,0.0001,1,1.5767543198767617,2841,True,62
s16e_proxy_timewalk_shuffled,0.0001,2,1.7641503505024967,3399,True,62
s16e_proxy_timewalk_shuffled,0.0001,-1,1.758300412171583,0,True,62
s16e_proxy_timewalk_shuffled,0.001,0,1.9297320900747763,2799,True,62
s16e_proxy_timewalk_shuffled,0.001,1,1.570077855635709,2841,True,62
s16e_proxy_timewalk_shuffled,0.001,2,1.7617905693488431,3399,True,62
s16e_proxy_timewalk_shuffled,0.001,-1,1.7538668383531093,0,True,62
s16e_proxy_timewalk_shuffled,0.01,0,1.930435477722102,2799,True,62
s16e_proxy_timewalk_shuffled,0.01,1,1.5664389893764235,2841,True,62
s16e_proxy_timewalk_shuffled,0.01,2,1.7606051926752886,3399,True,62
s16e_proxy_timewalk_shuffled,0.01,-1,1.7524932199246048,0,True,62
s16e_proxy_timewalk_shuffled,0.1,0,1.9311728362192053,2799,True,62
s16e_proxy_timewalk_shuffled,0.1,1,1.5648717428306198,2841,True,62
s16e_proxy_timewalk_shuffled,0.1,2,1.7577370627075233,3399,True,62
s16e_proxy_timewalk_shuffled,0.1,-1,1.7512605472524496,0,True,62
s16e_proxy_timewalk_shuffled,1.0,0,1.9341689314737194,2799,True,62
s16e_proxy_timewalk_shuffled,1.0,1,1.5626251146234613,2841,True,62
s16e_proxy_timewalk_shuffled,1.0,2,1.7550157328634308,3399,True,62
s16e_proxy_timewalk_shuffled,1.0,-1,1.750603259653537,0,True,62
s16e_proxy_timewalk_shuffled,10.0,0,1.9461553148653492,2799,True,62
s16e_proxy_timewalk_shuffled,10.0,1,1.5557226581068746,2841,True,62
s16e_proxy_timewalk_shuffled,10.0,2,1.7481309023039022,3399,True,62
s16e_proxy_timewalk_shuffled,10.0,-1,1.7500029584253756,0,True,62
s16e_proxy_timewalk_shuffled,0.0001,0,2.023055238532948,2799,True,63
