method,alpha,fold,sigma68_ns,n_pair_residuals,shuffled_target,heldout_run
s16e_ml_proxy_shuffled,0.1,2,3.051323931572338,3399,True,62
s16e_ml_proxy_shuffled,0.1,-1,2.9411749641723937,0,True,62
s16e_ml_proxy_shuffled,1.0,0,2.710028839738411,2799,True,62
s16e_ml_proxy_shuffled,1.0,1,3.0593836243129466,2841,True,62
s16e_ml_proxy_shuffled,1.0,2,3.0569971369769435,3399,True,62
s16e_ml_proxy_shuffled,1.0,-1,2.9421365336761007,0,True,62
s16e_ml_proxy_shuffled,10.0,0,2.7114925676430794,2799,True,62
s16e_ml_proxy_shuffled,10.0,1,3.0352360890487255,2841,True,62
s16e_ml_proxy_shuffled,10.0,2,3.0667598212052085,3399,True,62
s16e_ml_proxy_shuffled,10.0,-1,2.937829492632338,0,True,62
s16e_ml_proxy_shuffled,100.0,0,2.7109689167643487,2799,True,62
s16e_ml_proxy_shuffled,100.0,1,3.007019277182044,2841,True,62
s16e_ml_proxy_shuffled,100.0,2,3.057944552195079,3399,True,62
s16e_ml_proxy_shuffled,100.0,-1,2.9253109153804906,0,True,62
s16e_ml_proxy_shuffled,0.01,0,2.614333106969614,2799,True,63
s16e_ml_proxy_shuffled,0.01,1,3.0435634324407386,2841,True,63
s16e_ml_proxy_shuffled,0.01,2,2.9668407872976337,4710,True,63
s16e_ml_proxy_shuffled,0.01,-1,2.8749124422359955,0,True,63
s16e_ml_proxy_shuffled,0.1,0,2.6135412256106862,2799,True,63
s16e_ml_proxy_shuffled,0.1,1,3.043624946622122,2841,True,63
s16e_ml_proxy_shuffled,0.1,2,2.965276950589821,4710,True,63
s16e_ml_proxy_shuffled,0.1,-1,2.874147707607543,0,True,63
s16e_ml_proxy_shuffled,1.0,0,2.6153525528105446,2799,True,63
s16e_ml_proxy_shuffled,1.0,1,3.0395218586128867,2841,True,63
s16e_ml_proxy_shuffled,1.0,2,2.9687706341255184,4710,True,63
s16e_ml_proxy_shuffled,1.0,-1,2.874548348516317,0,True,63
s16e_ml_proxy_shuffled,10.0,0,2.604788422157581,2799,True,63
s16e_ml_proxy_shuffled,10.0,1,3.0215404606118472,2841,True,63
s16e_ml_proxy_shuffled,10.0,2,2.9745917051430864,4710,True,63
s16e_ml_proxy_shuffled,10.0,-1,2.866973529304172,0,True,63
s16e_ml_proxy_shuffled,100.0,0,2.6120011016172975,2799,True,63
s16e_ml_proxy_shuffled,100.0,1,2.963079608849228,2841,True,63
s16e_ml_proxy_shuffled,100.0,2,2.9565017621062166,4710,True,63
s16e_ml_proxy_shuffled,100.0,-1,2.843860824190914,0,True,63
s16e_ml_proxy_shuffled,0.01,0,2.5663453116920962,3018,True,65
s16e_ml_proxy_shuffled,0.01,1,2.847716190955388,3534,True,65
s16e_ml_proxy_shuffled,0.01,2,2.944545412288613,4710,True,65
s16e_ml_proxy_shuffled,0.01,-1,2.7862023049786995,0,True,65
s16e_ml_proxy_shuffled,0.1,0,2.5678000589823227,3018,True,65
s16e_ml_proxy_shuffled,0.1,1,2.84971866644879,3534,True,65
s16e_ml_proxy_shuffled,0.1,2,2.9425835049626805,4710,True,65
s16e_ml_proxy_shuffled,0.1,-1,2.7867007434645976,0,True,65
s16e_ml_proxy_shuffled,1.0,0,2.569126266678296,3018,True,65
s16e_ml_proxy_shuffled,1.0,1,2.847082672181317,3534,True,65
s16e_ml_proxy_shuffled,1.0,2,2.9400271252260906,4710,True,65
s16e_ml_proxy_shuffled,1.0,-1,2.785412021361901,0,True,65
s16e_ml_proxy_shuffled,10.0,0,2.5615077229515126,3018,True,65
s16e_ml_proxy_shuffled,10.0,1,2.8321512817924788,3534,True,65
s16e_ml_proxy_shuffled,10.0,2,2.9324936070266387,4710,True,65
s16e_ml_proxy_shuffled,10.0,-1,2.7753842039235437,0,True,65
s16e_ml_proxy_shuffled,100.0,0,2.547439447131394,3018,True,65
s16e_ml_proxy_shuffled,100.0,1,2.8119190171360233,3534,True,65
s16e_ml_proxy_shuffled,100.0,2,2.9119471593199124,4710,True,65
s16e_ml_proxy_shuffled,100.0,-1,2.7571018745291105,0,True,65
