method,alpha,fold,sigma68_ns,n_pair_residuals,shuffled_target,heldout_run
s16e_ml_proxy_shuffled,0.01,0,2.750707144012923,2997,True,58
s16e_ml_proxy_shuffled,0.01,1,2.937428871622866,3534,True,58
s16e_ml_proxy_shuffled,0.01,2,2.9956332379361688,4710,True,58
s16e_ml_proxy_shuffled,0.01,-1,2.8945897511906526,0,True,58
s16e_ml_proxy_shuffled,0.1,0,2.748779002324673,2997,True,58
s16e_ml_proxy_shuffled,0.1,1,2.937653413884014,3534,True,58
s16e_ml_proxy_shuffled,0.1,2,2.9986917045370616,4710,True,58
s16e_ml_proxy_shuffled,0.1,-1,2.895041373581916,0,True,58
s16e_ml_proxy_shuffled,1.0,0,2.7406153703251235,2997,True,58
s16e_ml_proxy_shuffled,1.0,1,2.930663378900484,3534,True,58
s16e_ml_proxy_shuffled,1.0,2,3.003737911831303,4710,True,58
s16e_ml_proxy_shuffled,1.0,-1,2.8916722203523033,0,True,58
s16e_ml_proxy_shuffled,10.0,0,2.727020668533097,2997,True,58
s16e_ml_proxy_shuffled,10.0,1,2.9084000048998075,3534,True,58
s16e_ml_proxy_shuffled,10.0,2,3.007480339623712,4710,True,58
s16e_ml_proxy_shuffled,10.0,-1,2.8809670043522053,0,True,58
s16e_ml_proxy_shuffled,100.0,0,2.701450431583211,2997,True,58
s16e_ml_proxy_shuffled,100.0,1,2.8825779983222364,3534,True,58
s16e_ml_proxy_shuffled,100.0,2,3.010177410588085,4710,True,58
s16e_ml_proxy_shuffled,100.0,-1,2.864735280164511,0,True,58
s16e_ml_proxy_shuffled,0.01,0,2.502701760067901,2799,True,59
s16e_ml_proxy_shuffled,0.01,1,2.899896904577209,2841,True,59
s16e_ml_proxy_shuffled,0.01,2,3.057188818597866,3531,True,59
s16e_ml_proxy_shuffled,0.01,-1,2.8199291610809922,0,True,59
s16e_ml_proxy_shuffled,0.1,0,2.4999045166790568,2799,True,59
s16e_ml_proxy_shuffled,0.1,1,2.896161753003286,2841,True,59
s16e_ml_proxy_shuffled,0.1,2,3.0564911246771937,3531,True,59
s16e_ml_proxy_shuffled,0.1,-1,2.8175191314531793,0,True,59
s16e_ml_proxy_shuffled,1.0,0,2.498944682932427,2799,True,59
s16e_ml_proxy_shuffled,1.0,1,2.887962662567121,2841,True,59
s16e_ml_proxy_shuffled,1.0,2,3.0571854212662193,3531,True,59
s16e_ml_proxy_shuffled,1.0,-1,2.814697588921922,0,True,59
s16e_ml_proxy_shuffled,10.0,0,2.494788099675148,2799,True,59
s16e_ml_proxy_shuffled,10.0,1,2.8844267537083197,2841,True,59
s16e_ml_proxy_shuffled,10.0,2,3.0583669255314114,3531,True,59
s16e_ml_proxy_shuffled,10.0,-1,2.812527259638293,0,True,59
s16e_ml_proxy_shuffled,100.0,0,2.4862634453435994,2799,True,59
s16e_ml_proxy_shuffled,100.0,1,2.8733422464019482,2841,True,59
s16e_ml_proxy_shuffled,100.0,2,3.069728106557508,3531,True,59
s16e_ml_proxy_shuffled,100.0,-1,2.8097779327676853,0,True,59
s16e_ml_proxy_shuffled,0.01,0,2.448255063902963,2799,True,60
s16e_ml_proxy_shuffled,0.01,1,2.7196159640163184,2838,True,60
s16e_ml_proxy_shuffled,0.01,2,2.8078602140951383,3399,True,60
s16e_ml_proxy_shuffled,0.01,-1,2.658577080671473,0,True,60
s16e_ml_proxy_shuffled,0.1,0,2.4480784398335285,2799,True,60
s16e_ml_proxy_shuffled,0.1,1,2.7183202761822316,2838,True,60
s16e_ml_proxy_shuffled,0.1,2,2.8049531411006847,3399,True,60
s16e_ml_proxy_shuffled,0.1,-1,2.6571172857054814,0,True,60
s16e_ml_proxy_shuffled,1.0,0,2.4461240652124974,2799,True,60
s16e_ml_proxy_shuffled,1.0,1,2.715029774782658,2838,True,60
s16e_ml_proxy_shuffled,1.0,2,2.8043738275342482,3399,True,60
s16e_ml_proxy_shuffled,1.0,-1,2.655175889176468,0,True,60
s16e_ml_proxy_shuffled,10.0,0,2.4456989446242137,2799,True,60
s16e_ml_proxy_shuffled,10.0,1,2.709721901214576,2838,True,60
s16e_ml_proxy_shuffled,10.0,2,2.8042059302941333,3399,True,60
s16e_ml_proxy_shuffled,10.0,-1,2.653208925377641,0,True,60
s16e_ml_proxy_shuffled,100.0,0,2.442069071915136,2799,True,60
s16e_ml_proxy_shuffled,100.0,1,2.6911368315555286,2838,True,60
s16e_ml_proxy_shuffled,100.0,2,2.8121673309784088,3399,True,60
s16e_ml_proxy_shuffled,100.0,-1,2.648457744816358,0,True,60
s16e_ml_proxy_shuffled,0.01,0,2.72277842883537,2622,True,61
s16e_ml_proxy_shuffled,0.01,1,2.713849271907106,2640,True,61
s16e_ml_proxy_shuffled,0.01,2,2.998358081907769,3399,True,61
s16e_ml_proxy_shuffled,0.01,-1,2.8116619275500816,0,True,61
s16e_ml_proxy_shuffled,0.1,0,2.7235803543493025,2622,True,61
s16e_ml_proxy_shuffled,0.1,1,2.7123238222822126,2640,True,61
s16e_ml_proxy_shuffled,0.1,2,2.9963463992202386,3399,True,61
s16e_ml_proxy_shuffled,0.1,-1,2.8107501919505844,0,True,61
s16e_ml_proxy_shuffled,1.0,0,2.722124116988171,2622,True,61
s16e_ml_proxy_shuffled,1.0,1,2.7045490539600436,2640,True,61
s16e_ml_proxy_shuffled,1.0,2,2.987621856604406,3399,True,61
s16e_ml_proxy_shuffled,1.0,-1,2.804765009184207,0,True,61
s16e_ml_proxy_shuffled,10.0,0,2.706910844541852,2622,True,61
s16e_ml_proxy_shuffled,10.0,1,2.6988642661219515,2640,True,61
s16e_ml_proxy_shuffled,10.0,2,2.9730334553335327,3399,True,61
s16e_ml_proxy_shuffled,10.0,-1,2.7929361886657786,0,True,61
s16e_ml_proxy_shuffled,100.0,0,2.678055373848424,2622,True,61
s16e_ml_proxy_shuffled,100.0,1,2.7088667221705425,2640,True,61
s16e_ml_proxy_shuffled,100.0,2,2.9723476355921736,3399,True,61
s16e_ml_proxy_shuffled,100.0,-1,2.7864232438703795,0,True,61
s16e_ml_proxy_shuffled,0.01,0,2.70544286541453,2799,True,62
s16e_ml_proxy_shuffled,0.01,1,3.066246010271865,2841,True,62
s16e_ml_proxy_shuffled,0.01,2,3.050553664965717,3399,True,62
s16e_ml_proxy_shuffled,0.01,-1,2.940747513550704,0,True,62
s16e_ml_proxy_shuffled,0.1,0,2.7062549779313985,2799,True,62
s16e_ml_proxy_shuffled,0.1,1,3.065945983013445,2841,True,62
