heldout_run,method,n_pairs,n_events,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,mae_ns,rmse_ns
58,uncorrected_cfd20,219,73,3.1154211816170307,5.704445918009936,0.228310502283105,3.5373938420754762,5.704445918009936
58,traditional_base_huber,219,73,1.23351085095387,4.377929401273698,0.0182648401826484,1.4799891912270775,4.377929401273698
58,traditional_atom_mean,219,73,1.26790123208471,4.342235234154244,0.0136986301369863,1.4246886263387317,4.342235234154244
58,traditional_atom_slope,219,73,1.2470355640063886,4.196595241406543,0.0182648401826484,1.3918325787359018,4.196595241406543
58,traditional_atom_early_minus_late,219,73,1.2426028275698062,4.203315583805408,0.0182648401826484,1.395800674484332,4.203315583805408
58,traditional_atom_quiet_proxy_bin,219,73,1.3122639374774174,4.380112649547383,0.0136986301369863,1.4463434706809704,4.380112649547383
58,traditional_atom_large_lowering_flag,219,73,1.2313947315097562,4.253341724321307,0.0182648401826484,1.3937949888104837,4.253341724321307
58,ridge,219,73,1.850463149355318,3.8464135530657666,0.0410958904109589,1.974658476002145,3.8464135530657666
58,gradient_boosted_trees,219,73,1.13154320721255,3.5204614757942396,0.0182648401826484,1.234118661537992,3.5204614757942396
58,mlp,219,73,1.400474970462629,2.519449932532727,0.0319634703196347,1.3794550709709072,2.519449932532727
58,cnn1d,219,73,2.7502729792058975,4.674223124918561,0.045662100456621,2.4486285322487618,4.674223124918561
58,siamese_cnn_meta,219,73,1.0384215232392735,4.787756490309471,0.0228310502283105,1.3637837036932723,4.787756490309471
59,uncorrected_cfd20,2289,763,3.1903942554003875,6.434005128638595,0.22935779816513763,3.587087459169968,6.434005128638595
59,traditional_base_huber,2289,763,1.3668319182199729,5.328631014406279,0.018785495849716033,1.5572582183362058,5.328631014406279
59,traditional_atom_mean,2289,763,1.3594254993857495,5.33952458750571,0.01834862385321101,1.531001603312208,5.33952458750571
59,traditional_atom_slope,2289,763,1.298100241358433,5.2368237524095775,0.01616426387068589,1.4627010616846026,5.2368237524095775
59,traditional_atom_early_minus_late,2289,763,1.3012415159457338,5.2417363422230165,0.01616426387068589,1.464766659090208,5.2417363422230165
59,traditional_atom_quiet_proxy_bin,2289,763,1.363533325475094,5.337426003338118,0.017911751856705984,1.5487524890298214,5.337426003338118
59,traditional_atom_large_lowering_flag,2289,763,1.3066514561298441,5.268517729011123,0.01616426387068589,1.4681325975646782,5.268517729011123
59,ridge,2289,763,1.625953187620832,4.88318145460737,0.025775447793796417,1.7627562746591199,4.88318145460737
59,gradient_boosted_trees,2289,763,1.0900060106423164,4.952106418686633,0.014416775884665793,1.2917682401202608,4.952106418686633
59,mlp,2289,763,1.2520341127887156,3.4538506058386567,0.01747487986020096,1.3205615284650616,3.4538506058386567
59,cnn1d,2289,763,2.800491212430006,4.287788426617031,0.04630843162953255,2.385677857097801,4.287788426617031
59,siamese_cnn_meta,2289,763,1.0660574884224163,3.803415164758337,0.01616426387068589,1.2161520301198616,3.803415164758337
60,uncorrected_cfd20,2424,808,3.138618995026782,7.858004427299289,0.22318481848184818,3.683113665209201,7.858004427299289
60,traditional_base_huber,2424,808,1.3942600153370535,6.7810604268933945,0.014438943894389438,1.6651635948228727,6.7810604268933945
60,traditional_atom_mean,2424,808,1.360777799114218,6.7965664206681105,0.013613861386138614,1.6510505520448273,6.7965664206681105
60,traditional_atom_slope,2424,808,1.299179388314244,6.761753681580066,0.013613861386138614,1.5979477733583858,6.761753681580066
60,traditional_atom_early_minus_late,2424,808,1.299358137428066,6.764353292198509,0.014026402640264026,1.5980565789645704,6.764353292198509
60,traditional_atom_quiet_proxy_bin,2424,808,1.4006501985206004,6.79792398307191,0.014438943894389438,1.6694762915254175,6.79792398307191
60,traditional_atom_large_lowering_flag,2424,808,1.29929199260732,6.7802379594599715,0.013613861386138614,1.6026310721554828,6.7802379594599715
60,ridge,2424,808,1.7075260750124106,6.323514851438209,0.03589108910891089,1.9440491646850289,6.323514851438209
60,gradient_boosted_trees,2424,808,1.1029549641585294,6.63523931197256,0.011963696369636964,1.4294395584841535,6.63523931197256
60,mlp,2424,808,1.4002257863551626,5.983128342297757,0.02103960396039604,1.7091054857467545,5.983128342297757
60,cnn1d,2424,808,2.7535265401878157,7.226823538552429,0.04744224422442244,2.722147799191986,7.226823538552429
60,siamese_cnn_meta,2424,808,1.076758938286685,7.807896808164794,0.015676567656765675,1.5740245302834672,7.807896808164794
61,uncorrected_cfd20,2799,933,2.9140833320178547,7.104957495463456,0.16148624508753126,3.3535823884925864,7.104957495463456
61,traditional_base_huber,2799,933,1.4197674034133887,6.15543115600949,0.01714898177920686,1.6690426325860095,6.15543115600949
61,traditional_atom_mean,2799,933,1.3997228500620533,6.173756792101999,0.01714898177920686,1.6505712548207658,6.173756792101999
61,traditional_atom_slope,2799,933,1.3476225919430744,6.1433302780723364,0.01714898177920686,1.6043767496948167,6.1433302780723364
61,traditional_atom_early_minus_late,2799,933,1.3529879097615733,6.145567955212168,0.01714898177920686,1.6049527524886493,6.145567955212168
61,traditional_atom_quiet_proxy_bin,2799,933,1.402415144340155,6.1725621906033705,0.01714898177920686,1.6604455938397198,6.1725621906033705
61,traditional_atom_large_lowering_flag,2799,933,1.3436355867442051,6.162451612267107,0.01714898177920686,1.6065921546537787,6.162451612267107
61,ridge,2799,933,2.1963877723523404,6.3318018899938835,0.057520543051089675,2.331733988865101,6.3318018899938835
61,gradient_boosted_trees,2799,933,1.1036802546423323,5.930827545190795,0.01607717041800643,1.4300580526624,5.930827545190795
61,mlp,2799,933,1.339401932200945,5.232364024913878,0.021793497677742052,1.5876539157441372,5.232364024913878
61,cnn1d,2799,933,2.4074521504754327,5.9455473771860605,0.05251875669882101,2.2613298957393493,5.9455473771860605
61,siamese_cnn_meta,2799,933,1.1055024413288974,5.650841566812575,0.01607717041800643,1.3721715391990996,5.650841566812575
62,uncorrected_cfd20,2421,807,3.2316856378650773,5.610912754253793,0.23172242874845106,3.3632428404031462,5.610912754253793
62,traditional_base_huber,2421,807,1.4260740782269703,4.326876238817373,0.009087154068566708,1.3344230550953309,4.326876238817373
62,traditional_atom_mean,2421,807,1.4003860786457705,4.3132725578895945,0.008674101610904586,1.3150406643750043,4.3132725578895945
62,traditional_atom_slope,2421,807,1.3668131397286294,4.214842014271638,0.00784799669558034,1.2662130329369121,4.214842014271638
62,traditional_atom_early_minus_late,2421,807,1.3781191638260413,4.216493040352222,0.007434944237918215,1.266428259894642,4.216493040352222
62,traditional_atom_quiet_proxy_bin,2421,807,1.425096938864567,4.328078328172224,0.00784799669558034,1.327526505004433,4.328078328172224
62,traditional_atom_large_lowering_flag,2421,807,1.3818184663827044,4.2414123025456565,0.008261049153242462,1.26837795373863,4.2414123025456565
62,ridge,2421,807,1.8750098306751055,3.9965471799868157,0.028913672036348616,1.7273040291375643,3.9965471799868157
62,gradient_boosted_trees,2421,807,1.1232248393920747,3.8262861708640745,0.006195786864931847,1.0874023128446832,3.8262861708640745
62,mlp,2421,807,1.331359780216217,2.1315923135796067,0.012804626187525816,1.1915509501833872,2.1315923135796067
62,cnn1d,2421,807,2.6014265465372275,4.182830721892763,0.04584882280049566,2.1568337948663197,4.182830721892763
62,siamese_cnn_meta,2421,807,1.149417313961186,3.131916572285257,0.004956629491945477,1.059428375760817,3.131916572285257
63,uncorrected_cfd20,1110,370,3.4035141628299086,7.195830420260791,0.2810810810810811,3.678962721564456,7.195830420260791
63,traditional_base_huber,1110,370,1.5555970674672657,6.107024592369659,0.015315315315315315,1.6597069280709456,6.107024592369659
63,traditional_atom_mean,1110,370,1.5400354906337999,6.105948220105073,0.015315315315315315,1.6320365317825754,6.105948220105073
63,traditional_atom_slope,1110,370,1.45493924754496,6.058453365966887,0.013513513513513514,1.5553802527401708,6.058453365966887
63,traditional_atom_early_minus_late,1110,370,1.4526242780175536,6.060177657902751,0.013513513513513514,1.552747004321052,6.060177657902751
63,traditional_atom_quiet_proxy_bin,1110,370,1.585583213640021,6.110895883699196,0.015315315315315315,1.644676685014246,6.110895883699196
63,traditional_atom_large_lowering_flag,1110,370,1.4700995439784086,6.063027991004492,0.013513513513513514,1.5566209902297627,6.063027991004492
63,ridge,1110,370,1.7691640827020159,5.745620031592516,0.03423423423423423,1.8563124343916046,5.745620031592516
63,gradient_boosted_trees,1110,370,1.1941158079036867,5.968048960900671,0.013513513513513514,1.3698763174856212,5.968048960900671
